Name_Id,id_from,RA,DEC,otype_txt,redshift,rvz_type,otypes,Ne_IR_info,SMB_sample
ICRF J182931.7+484446,SIMBAD,277.382422000699,48.7461552266057,Sy1,0.691999,z,Bla|QSO|X  |Bla|AGN|QSO|Rad|Bz?|*  |gam|Rad|IR |QSO|Sy1|G  |Rad|X  |QSO,NeII|NeIII|NeV,4928
ESO 428-14,SIMBAD,109.1300279347379,-29.3246941623659,Sy2,0.005554,z,*  |G  |Sy2|Em*|AGN|IR |PN |G  |GiG,NeII|NeIII|NeV,4931
NGC  5728,SIMBAD,220.5997,-17.253169444444442,Sy2,0.009467,z,X  |Sy2|Sy2|G  |Rad|Sy2|AGN|*  |X  |IR |G  |GiG,NeII|NeIII|NeV,4932
2MASX J00535615-7038045,SIMBAD,13.483966666666666,-70.63460555555557,Sy2,0.069615,z,*  |Sy2|X  |AGN|G  |Rad|Sy2|AGN|IR |G  ,NeII|NeIII|NeV,4933
UGC  1841,SIMBAD,35.79754683333333,42.99205111111111,Sy1,0.021064572611763303,c,G  |gam|*  |G  |GiC|QSO|Sy1|rG |AGN|Rad|X  |G  ,NeV,5392
LEDA    1790,SIMBAD,7.3070884503004,13.2677630213332,Sy1,0.142,z,G  |QSO|*  |QSO|Sy1|UV |Rad|IR |X  |BH?,NeII|NeIII|NeV,5414
Ton  951,SIMBAD,131.9268695894714,34.7512453092859,Sy1,0.064,z,AGN|AGN|QSO|Sy1|AGN|UV |IR |*  |X  |blu|gam|G  ,NeV,5415
NGC  4748,SIMBAD,193.051938521749,-13.4147952158869,Sy1,0.013753,z,IR |Rad|X  |Sy1|G  |Sy1|AGN|*  |X  |G  |GiG,NeII|NeIII|NeV,5417
FAIRALL 0049,NED,279.2426435434692,-59.4023023140818,Sy2,0.020020516993793088,c,cm |Sy2|Sy2|G  |Sy2|AGN|Rad|IR |X  |gam|G  ,NeII|NeIII|NeV,5419
NGC  3281,SIMBAD,157.96702499999998,-34.85372222222223,Sy2,0.010731631725569235,v,BiC|BiC|Sy2|Sy2|G  |Rad|X  |GiG|Sy2|AGN|IR |gam|G  ,NeII|NeIII|NeV,5421
NGC  5995,SIMBAD,237.1039528963345,-13.7575718540006,Sy2,0.025350871235059556,c,Sy2|Sy2|G  |Rad|Sy2|AGN|IR |gam|X  |G  ,NeII|NeIII|NeV,5422
