Filter Wave Flux F_er
GALEX:FUV 0.1529007283113174 2.769999991869554e-05 9.123596e-06
GALEX:NUV 0.23119646641474512 3.0300000920154464e-05 6.2936474e-06
SDSS:g 0.48199694202385923 0.0001049999991664663 2e-06
SDSS:r 0.6246977662012919 0.0003100000030826777 3e-06
SDSS:i 0.7634912086792645 0.0008580000139772892 1.4e-05
SDSS:z 0.9017941824088558 0.0008280000183731318 2e-05
2MASS:J 1.239016606050587 0.0029289999743923544 0.00027856778
2MASS:H 1.649477072902339 0.0060340000316500665 0.000496689
2MASS:Ks 2.1637853338145083 0.015050000417977572 0.0009219545
WISE:W1 3.3500107051067167 0.038858333292106785 0.0026832817
WISE:W2 4.600019302768061 0.06693333418418963 0.0041036573
WISE:W3 11.559823320737253 0.1770909076387232 0.00663325
WISE:W4 22.090668189521775 0.46319998800754547 0.02123676
IRAS:12 11.59021333024047 0.2290000021457672 0.039
IRAS:25 23.880234028994742 0.527999997138977 0.037
IRAS:60 61.84986032885642 0.8830000162124634 0.062
IRAS:100 101.94941780588996 1.4500000476837158 0.31
:=1.4GHz 214137.47000000006 0.01924999989569187 0.0012206556
"W1 (WISE)" 3.3524464998875185 0.039150000000000004 0.001224351665168141
"W2 (WISE)" 4.60334111987928 0.06722500000000001 0.001879208610027104
"W3 (WISE)" 11.574998378378378 0.18525 0.003769539096494424
"W4 (WISE)" 22.043563088235295 0.441 0.010186608856729505
"12 microns (IRAS)" 11.99169832 0.229 0.0389
"25 microns (IRAS)" 24.982704833333333 0.528 0.016
"60 microns (IRAS)" 59.958491599999995 0.883 0.0618
"24 microns (MIPS)" 23.60570535433071 0.4305 0.0002614517163837331
1.4GHz 214137.47 0.0189 0.0007
