Filter Wave Flux F_er
GALEX:FUV 0.1529007283113174 4.587499915942317e-05 1.0644248e-05
GALEX:NUV 0.23119646641474512 5.287500061967876e-05 8.359426e-06
SDSS:u 0.3519021246126397 7.704000017838553e-05 4.9709156e-06
SDSS:g 0.4819969420238593 0.00013039999903412535 2.8284271e-06
SDSS:r 0.6246977662012919 0.00015839999978197738 3.7416576e-06
SDSS:i 0.7634912086792645 0.00018100000161211938 4.472136e-06
SDSS:z 0.9017941824088558 0.00018780000100377948 1.5556348e-05
WISE:W1 3.350010705106716 0.00014542857284790704 1.7549928e-05
WISE:W2 4.600019302768061 9.889999845264745e-05 2.7727605e-05
"W1 (WISE)" 3.3533831991051453 0.000159 3.4312481693984185e-05
"W2 (WISE)" 4.60510688172043 9.556666666666668e-05 4.031451351560626e-05
"3.6 microns (IRAC)" 3.5520433412322276 0.000132 3.48e-05
"8.0 microns (IRAC)" 7.86856845144357 0.000415 6.66e-05
"24 microns (MIPS)" 23.60570535433071 0.0011 0.0001
