Filter Wave Flux F_er
SDSS:g' 0.48199694202385923 0.0019600000232458115 3e-05
SDSS:r' 0.6246977662012919 0.004430000204592943 8e-05
SDSS:i' 0.7634912086792645 0.006099999882280827 0.00019
2MASS:J 1.239016606050587 0.014474999951198697 0.0026153394
2MASS:H 1.649477072902339 0.02014200030826032 0.0039576255
2MASS:Ks 2.163785333814508 0.016425555468433432 0.004011334
WISE:W1 3.350010705106716 0.008337143010326795 0.00038065732
WISE:W2 4.600019302768061 0.007636249938514084 0.00030935416
WISE:W3 11.559823320737255 0.024733333227535088 0.0009433981
WISE:W4 22.09066818952177 0.07598333184917767 0.005163332
Spitzer/MIPS:24 23.674678828081813 0.07190000265836716 0.0004
:=1.4GHz 214137.47 0.018000000156462193 0.0011661905
"W1 (WISE)" 3.3533831991051453 0.011776666666666666 0.00020867105692932118
"W2 (WISE)" 4.60510688172043 0.008669999999999999 0.00017943567092415042
"W3 (WISE)" 11.574998378378377 0.029366666666666666 0.0005368854626454325
"W4 (WISE)" 22.0435630882353 0.07843333333333334 0.0028953065468098537
"60 microns (IRAS)" 59.958491599999995 0.48350000000000004 0.06513033087586766
"100 microns (IRAS)" 99.93081933333333 1.1749999999999998 0.46861498055439926
"4.89 GHz (VLA)" 61307.251124744376 0.009665 0.0007683749084919418
"1.46 GHz (VLA)" 205337.3 0.015 0.0021
1.4GHz 214137.47 0.0165 0.0007
