Filter Wave Flux F_er
SDSS:g' 0.48199694202385923 0.004120000172406435 0.00013
SDSS:r' 0.6246977662012919 0.010900000110268593 0.0003
SDSS:i' 0.7634912086792645 0.01810000091791153 0.0003
2MASS:J 1.239016606050587 0.04835714253463915 0.0040249224
2MASS:H 1.6494770729023387 0.06364285786237035 0.008188407
2MASS:Ks 2.1637853338145083 0.036337501369416714 0.004738143
WISE:W1 3.3500107051067163 0.03240000084042549 0.0015937377
WISE:W2 4.600019302768061 0.02068333358814319 0.0009
WISE:W3 11.559823320737255 0.04230000078678131 0.0013416408
WISE:W4 22.09066818952177 0.1103333334128062 0.0073484695
IRAS:60 61.84986032885642 0.8370000123977661 0.084
IRAS:100 101.94941780588996 3.4700000286102295 0.42
Spitzer/MIPS:24 23.674678828081813 0.07890000194311142 0.0003
Herschel/PACS:70 69.99917297095358 1.190000057220459 0.09899495
Herschel/PACS:160 160.0002444361424 3.680000066757202 0.19
Herschel/SPIRE:250 249.99371080720482 2.5999999046325684 0.23
Herschel/SPIRE:350 362.9976001356129 1.2400000095367432 0.14
Herschel/SPIRE:500 516.9994274578785 0.45500001311302185 0.07
:=250um 249.99371080720482 2.5999999046325684 0.23
:=350um 349.99995096608495 1.2400000095367432 0.14
:=500um 499.99576043629816 0.45500001311302185 0.07
"60 microns (IRAS)" 59.958491599999995 0.837 0.0837
"100 microns (IRAS)" 99.93081933333333 3.47 0.417
"160 microns (PACS)" 165.63119226519336 3.69 0.189
