Filter Wave Flux F_er
GALEX:FUV 0.1529007283113174 9.87999980376723e-05 2.487971e-05
GALEX:NUV 0.23119646641474512 0.00033900000077361864 2.1954498e-05
2MASS:J 1.239016606050587 0.0006600000197067857 0.0001266215
2MASS:H 1.6494770729023385 0.0004130000015720725 0.00017197384
2MASS:Ks 2.1637853338145083 0.0007999999797903001 0.00023547186
WISE:W1 3.350010705106716 0.0012171428783663682 7.615773e-05
WISE:W2 4.600019302768061 0.0018475000106263906 0.00010049875
WISE:W3 11.559823320737253 0.004924999938036005 0.00038496754
WISE:W4 22.090668189521775 0.013983333483338356 0.0024103941
Spitzer/MIPS:24 23.674678828081813 0.011300000362098217 0.0001
:=1.4GHz 214137.47000000003 3.130000114440918 0.11
"W1 (WISE)" 3.364789264408224 0.001475 5.065264060244046e-05
"W2 (WISE)" 4.60334111987928 0.0020074999999999997 6.957161777621675e-05
"W3 (WISE)" 11.679173363783782 0.005294999999999999 0.0003575821583916066
"W4 (WISE)" 22.043563088235295 0.013275 0.002068113391475429
"24 microns (MIPS)" 23.60570535433071 0.011875 0.001861097665357732
"70 microns (MIPS)" 71.37915666666667 0.0117 0.004045046353257278
"160 microns (MIPS)" 156.14190520833333 0.0116 0.00611
1.4GHz 214137.47 3.13 0.11
