                      id  redshift                   FUV                FUV_err                   NUV                NUV_err              u_prime           u_prime_err              g_prime           g_prime_err              r_prime           r_prime_err              i_prime           i_prime_err             z_prime           z_prime_err             J_2mass          J_2mass_err             H_2mass          H_2mass_err            Ks_2mass         Ks_2mass_err                WISE1            WISE1_err               IRAC1             IRAC1_err               IRAC2             IRAC2_err               WISE2            WISE2_err                IRAC3            IRAC3_err               IRAC4            IRAC4_err               IRAS1           IRAS1_err               WISE3            WISE3_err               WISE4           WISE4_err               MIPS1           MIPS1_err              IRAS2           IRAS2_err               IRAS3           IRAS3_err           PACS_blue       PACS_blue_err               MIPS2           MIPS2_err               IRAS4           IRAS4_err          PACS_green      PACS_green_err               MIPS3           MIPS3_err            PACS_red        PACS_red_err             PSW_ext         PSW_ext_err             PMW_ext         PMW_ext_err             PLW_ext         PLW_ext_err 
 2MASS J13000535+1632148   0.07993                   nan                    nan  0.024666666528598096   0.006450925247741336  0.21484999888343737  0.026937060396552415   0.8364499924937263   0.08564745136134957    2.232700002787169   0.23991351299005376   3.4850151430212217   0.35540320438863116   5.616999889025465    0.5728238408397871   4.738888832637006   0.8028516131712804   7.277777754805154    1.344232240268391  11.521249893121421   1.6399670706357685   25.551666749812043    2.979810793025444                 nan                   nan                 nan                   nan   41.49033305126552    4.838562722460786                  nan                  nan                 nan                  nan                 nan                 nan    90.7500009417534   10.583177798970596  173.89583517362672  20.279564992227296               148.0  15.940087829118132                nan                 nan                 nan                 nan                 nan                 nan    68.9999982714653  10.117805968421322                 nan                 nan                 nan                 nan                 nan                 nan                 nan                 nan                 nan                 nan                 nan                 nan                 nan                 nan 
            LEDA 3095998   0.07978  0.014199999895936344  0.0020081832438529714  0.028899999961140566  0.0040870771897626905  0.06208571383987354   0.00706125756602102   0.1866428564036531  0.019033911337498467   0.3286428587411397   0.03351512699447977  0.45085714581156416   0.04597858768671827  0.5494285786491154   0.05625804512915906  0.7010769376602883   0.2023538622821736                 nan                  nan                 nan                  nan   0.5412222162750032  0.06311681415042207               0.491  0.051261904958750805             0.36025  0.037611204198350255  0.3561111128913859  0.04405909356971995                0.353  0.03685428197645424               1.405  0.14668630645019326                 nan                 nan  1.2049999904260038  0.23957775513453583                 nan                 nan  2.8504167033856116  0.3069992743348109                nan                 nan                 nan                 nan                 nan                 nan                 nan                 nan                 nan                 nan                 nan                 nan                 nan                 nan                 nan                 nan                 nan                 nan                 nan                 nan                 nan                 nan 
            LEDA  101275     0.108    0.2119999990100041    0.03100709589584788    0.6830000202171504    0.09659078916921923   1.6728687485283444    0.1705998078485114    2.672961743370278    0.2911178058818097    5.972411770798157    0.6493375810051322    6.317949898743791    0.7878035788061651   7.241228300654257    0.7384632881483275  13.479999965056777    2.141752630690703  20.700000640418793    3.270305929355508  43.087501311674714    5.722353482106133    149.4305553370052   17.426447595801918                 nan                   nan                 nan                   nan  239.02777547306482    27.87518920630649                304.0   31.738531787088075                 nan                  nan   623.0000047683716   71.59574051166669   437.2500045150518    50.99167484696315   707.0624951124191   82.45694791299613                 nan                 nan  857.0000128746033  100.68217429451305   651.4999859333038   86.03397478154169                 nan                 nan                 nan                 nan                 nan                 nan   736.9999885559082  104.22753792845812                 nan                 nan   573.0000138282776   81.03443907959212   254.0000081062317  31.004652253455284   134.0000033378601  16.356784932520913  57.100001722574234  10.322989003538645 
            LEDA 1365424   0.08292  0.014000000192027073   0.004745524194113074  0.030899999728717376   0.005306420442892726  0.18906363501710902  0.020418388305781347   0.7141666622677196   0.07341382847045054   1.5579999999317806    0.1594447865464277   2.6196250279705664    0.3185331375179991  3.5188750456048483    0.3588562504686764  2.8137500630691648   0.7049623678852858   3.878750081639737   1.0226666421624608  3.9814286200063567   0.9804681483053221    4.765624968484044   0.5557625988020822                 nan                   nan                 nan                   nan   6.430833343102908   0.7499575973480048                  nan                  nan                 nan                  nan                 nan                 nan  33.016667285064855   3.8503719733465154  127.23333277304965  14.837828856409933                 nan                 nan                nan                 nan                 nan                 nan                 nan                 nan                 nan                 nan                 nan                 nan                 nan                 nan                 nan                 nan                 nan                 nan                 nan                 nan                 nan                 nan                 nan                 nan 
            LEDA   27453   0.10212    0.2339999955438543     0.0373036187756754   0.22600000374950469    0.03196122703989199   0.2728571416810155   0.02841672420597354  0.34428571650226203  0.036184617307822166   0.2981249999720603   0.03126955633826247  0.49271428308981874   0.05062285695918041  0.3598571430692183  0.041072760306552304                 nan                  nan                 nan                  nan                 nan                  nan  0.41878333524179956  0.04883810964315612              0.4105   0.04285745821907781               0.422  0.044058093467602526  0.3956999984486028  0.04625594454560706  0.41850000000000004  0.04420570212088029                1.49  0.15556056698276718                 nan                 nan  3.1145833335568502  0.36853329616488395  21.058333231260377  2.7396315642649856   20.99999977350235   2.261769194601948                nan                 nan                 nan                 nan                 nan                 nan               123.0  13.277424449041312                 nan                 nan                 nan                 nan                 nan                 nan                 nan                 nan                 nan                 nan                 nan                 nan                 nan                 nan 
                Mrk  877     0.112     1.466666697524488    0.20741799351200887    1.9566666645308337    0.27671445340228323   2.5792857133118168   0.26725857873779185     2.78178569195526    0.3234707400697573   2.6060714985110933    0.2663946069458707    4.051785724836269    0.4749943951622573   2.785714293297912    0.2879271459936574   4.128571516568107   0.6897470340186947   4.031818148426034   0.6056034947834903   7.284545424309644   0.9071637470893255   27.820833365557096    4.058789645431653                 nan                   nan                 nan                   nan    23.7833331513529   2.7735894300923647                  nan                  nan                 nan                  nan                65.0  14.534441853748634  35.161905102076986    4.100547543626529   53.98571413542543   6.295762042650713   49.92500019967556   5.377087081429519               71.0  18.423083346714794                 nan                 nan   35.50000116229057  5.0204583107971965    49.4999997317791   7.252068652078613                 nan                 nan  32.099999487400055   4.539625462725056                 nan                 nan                 nan                 nan                 nan                 nan                 nan                 nan                 nan                 nan 
                Mrk 1383     0.086                   nan                    nan                   nan                    nan    5.552499991608784    0.5662461161287392    5.562500096857548    0.5724631646212885    5.787500087171793    0.5981651707972382    9.979374794056639     1.102669119344466  7.9393751511815935    0.8096605764321722  10.436875221785158     1.93426570917238  15.313124691601843   2.6296422216176008  23.689285585922853   3.4701472715956783    28.86166652912895    3.365819782728353                 nan                   nan                 nan                   nan   38.07878786740881    4.440711605377594                  nan                  nan                 nan                  nan                 nan                 nan   89.11250086352229   10.392214115291175  196.72222088442908   22.94155613248475               183.5   19.76355484218363              189.5  55.813909556668754   290.6666666666667   81.80287960158317    296.999990940094   42.00214152121673   301.9999861717224  32.526393945741326                 nan                 nan   344.0000116825104  48.648948197790936  298.99999499320984  43.795090707285844   347.9999899864197    49.2146305544496  149.99999850988388  18.309833241708702  62.300002202391624  10.232565794764286                 nan                 nan 
            LEDA   50824     0.087    1.7866666506355007     0.2526728208768438     2.556666654224197     0.3615672656870904    5.323166648546854    0.5428586123009344    5.322840482733682     0.552162619571736    5.107854997485598    0.5223282745602963    6.633672119013076    0.6998830654673488   6.884944403686354    0.7021293172879631   7.629091004756364   0.9465359315363139  10.518181645734742   1.2435117425604447  16.918181187727235   1.9627145674209578   29.496666603783765   3.4398728804990606                 nan                   nan                 nan                   nan  43.653030800458154   5.0907744532334345                  nan                  nan                 nan                  nan               115.0  15.239750654128171   82.07666576902072    9.571701795769116  128.61111146873898  14.998504082336074               120.0  12.924395537122809              160.0                20.0               162.0   28.99034321976889   97.49999642372131  13.788581727375494  121.00000131130219   13.26048276547092                 nan                 nan  116.99999868869781   16.54629849431908   82.69999940395356  13.899834495926175  135.00000536441803  19.091883850680055   76.89999788999557   13.42147893321795   41.29999876022339   9.181334269916576                 nan                 nan 
 2MASX J14305363+3458364    0.0839                   nan                    nan   0.03144999936921522   0.008829553545301844  0.15100000018719584  0.015524496789439953   0.5067499878350645   0.05167856152967801  0.39999998989515007   0.04882622163511325   1.1687499718391337    0.1191895782583752  1.5297499849111773   0.15600450047960723  1.7075000505428761   0.3973104289226559   1.813333355433618   0.5642532926472663   1.670909082432362  0.48879382719538267   1.2216428589521509  0.14246681486462548  1.2349999999999999    0.1289377853850453  1.2550000000000001   0.13102584668682743   1.202541661110978  0.14023925154970945                2.055  0.21454829875811182   6.819999999999999   0.7120289039076995                 nan                 nan  12.881250008568168    1.502198982908732   82.92708341976007   9.670876684008887   79.55000000000001   8.567797208150997              126.0   24.40430289928397               280.0    48.0916832726824                 nan                 nan               353.0    38.0192635383696                 nan                 nan                 nan                 nan                 nan                 nan                 nan                 nan   60.30000001192093   7.360553037742558  13.500000350177288  1.8741665066231092                 nan                 nan 
   2XMM J094046.2+033929    0.0873                   nan                    nan   0.01874999952633516   0.005764167001857856  0.11183333117514849   0.01255256699779924    0.504999996337574   0.05150009671379149   0.8455000206595287   0.08622442208172079   1.8359166375982263   0.18722749520886017  2.4779166415100917    0.2526989061623251   1.935555612564915   0.5237974271017646  2.3200000222358437   0.6553044747658551  2.2133332677185535   0.7586754116251168    1.489777772002336  0.17373645045110864                 nan                   nan                 nan                   nan  0.9701833306153614  0.11374730411196471                  nan                  nan                 nan                  nan                 nan                 nan   2.088874990348704  0.42198486630186516                 nan                 nan   3.951666685516636  0.4256075272874008                nan                 nan                 nan                 nan                 nan                 nan                 nan                 nan                 nan                 nan                 nan                 nan                 nan                 nan                 nan                 nan                 nan                 nan                 nan                 nan                 nan                 nan 
