                         id  bayes.agn.disk_luminosity  bayes.agn.disk_luminosity_err    bayes.agn.luminosity  bayes.agn.luminosity_err  bayes.agn.polar_dust_luminosity  bayes.agn.polar_dust_luminosity_err  bayes.agn.torus_dust_luminosity  bayes.agn.torus_dust_luminosity_err  bayes.agn.total_dust_luminosity  bayes.agn.total_dust_luminosity_err   bayes.dust.luminosity  bayes.dust.luminosity_err              bayes.FUV           bayes.FUV_err        bayes.H_2mass     bayes.H_2mass_err         bayes.IRAC1       bayes.IRAC1_err          bayes.IRAC2       bayes.IRAC2_err          bayes.IRAC3       bayes.IRAC3_err         bayes.IRAC4      bayes.IRAC4_err         bayes.IRAS1      bayes.IRAS1_err         bayes.IRAS2       bayes.IRAS2_err         bayes.IRAS3      bayes.IRAS3_err         bayes.IRAS4      bayes.IRAS4_err        bayes.J_2mass     bayes.J_2mass_err       bayes.Ks_2mass    bayes.Ks_2mass_err         bayes.MIPS1      bayes.MIPS1_err         bayes.MIPS2      bayes.MIPS2_err         bayes.MIPS3      bayes.MIPS3_err              bayes.NUV           bayes.NUV_err     bayes.PACS_blue  bayes.PACS_blue_err    bayes.PACS_green  bayes.PACS_green_err      bayes.PACS_red   bayes.PACS_red_err       bayes.PLW_ext     bayes.PLW_ext_err       bayes.PMW_ext     bayes.PMW_ext_err       bayes.PSW_ext    bayes.PSW_ext_err          bayes.WISE1       bayes.WISE1_err          bayes.WISE2       bayes.WISE2_err         bayes.WISE3      bayes.WISE3_err         bayes.WISE4      bayes.WISE4_err        bayes.g_prime     bayes.g_prime_err        bayes.i_prime     bayes.i_prime_err        bayes.r_prime     bayes.r_prime_err        bayes.u_prime      bayes.u_prime_err        bayes.z_prime     bayes.z_prime_err     best.chi_square  best.reduced_chi_square  best.agn.EBV  best.agn.Mcl  best.agn.R  best.agn.delta  best.agn.disk_type  best.agn.emissivity     best.agn.fracAGN  best.agn.fracAGN_dale2014  best.agn.i  best.agn.law  best.agn.oa  best.agn.pl  best.agn.q  best.agn.t  best.agn.temperature  best.attenuation.B_B90  best.attenuation.E_BV_factor  best.attenuation.E_BV_lines  best.attenuation.E_BVs  best.attenuation.FUV  best.attenuation.V_B90  best.attenuation.powerlaw_slope  best.attenuation.uv_bump_amplitude  best.attenuation.uv_bump_wavelength  best.attenuation.uv_bump_width  best.dust.alpha  best.nebular.f_dust  best.nebular.f_esc  best.nebular.lines_width  best.nebular.logU  best.nebular.ne  best.nebular.zgas  best.sfh.age  best.sfh.age_burst  best.sfh.age_main  best.sfh.f_burst  best.sfh.tau_burst  best.sfh.tau_main  best.stellar.age_m_star  best.stellar.imf  best.stellar.metallicity  best.stellar.old_young_separation_age   best.universe.age  best.universe.luminosity_distance  best.universe.redshift          best.agn.L_6um  best.agn.accretion_power  best.agn.disk_luminosity  best.agn.intrin_Lnu_2500A_30deg     best.agn.luminosity  best.agn.polar_dust_luminosity  best.agn.torus_dust_luminosity  best.agn.total_dust_luminosity    best.dust.luminosity  best.sfh.integrated            best.sfh.sfr     best.sfh.sfr100Myrs      best.sfh.sfr10Myrs        best.stellar.lum     best.stellar.lum_ly  best.stellar.lum_ly_old  best.stellar.lum_ly_young    best.stellar.lum_old  best.stellar.lum_young  best.stellar.m_gas  best.stellar.m_gas_old  best.stellar.m_gas_young  best.stellar.m_star  best.stellar.m_star_old  best.stellar.m_star_young       best.stellar.n_ly   best.stellar.n_ly_old  best.stellar.n_ly_young               best.FUV               best.NUV          best.u_prime         best.g_prime         best.r_prime         best.i_prime         best.z_prime         best.J_2mass        best.H_2mass       best.Ks_2mass           best.WISE1           best.IRAC1          best.IRAC2           best.WISE2           best.IRAC3          best.IRAC4          best.IRAS1          best.WISE3          best.WISE4          best.MIPS1          best.IRAS2          best.IRAS3      best.PACS_blue          best.MIPS2          best.IRAS4     best.PACS_green          best.MIPS3       best.PACS_red        best.PSW_ext        best.PMW_ext        best.PLW_ext 
                      M  84       6.26194721695726e+34         1.3709179609128414e+34  7.7544318746442725e+34     1.663083162692139e+34             7.84559948135458e+30               1.6293847799947873e+32           1.4917000977388765e+34                 3.16989421763792e+33           1.4924846576870124e+34               3.1631983451629404e+33   1.081199530527704e+35       5.40599765263852e+33     0.5896573692670215     0.12502691082077458    149.3530617734962     6.372791229045908  61.819576440007644    1.9572758810488071    42.72169445156794    1.0293764119334772    36.39859918762198    0.7047207921225903  41.296540980842714   0.7505937166561395   39.57738556196622    1.262848502596588   58.12170265327572     1.206564428547247   383.6928027089135   10.173071707484588   782.8800886178907    22.64496355833754   119.59182255369876     4.849768522592481   120.42064137252125     4.976649349548395   58.62575937370456   1.2280400759628538   527.8035170147626   14.869488746562713   775.5548629373052   22.577790518776514     0.7419033957060284     0.13098021807897678   528.2276018439848   14.891029462988229   797.6218072082116    23.090829156578796   750.3405046879822   21.842882627650077   49.91174871166117     1.454959414414865  154.27402957179865      4.49690843368604    366.446836669035   10.679426008317739    65.36061215191117     2.086796901904328   41.372451535178605    0.9718876296335797   39.40043253071839   1.1927821815323914   52.25201368309515   1.4323831321973246   23.300129605043534    0.5781042750924443    66.48278536981414    2.1430879939755205    46.84866510934991    1.3194555167521227    4.656843521303739    0.17856468606866466    89.86662512141294     3.294729564042084   496.0933286967356       17.717618882026272           0.0          0.97        20.0           -0.36                 1.0                  1.6                  0.1                        0.0         0.0           0.0         40.0          1.0         1.0         7.0                 100.0      0.3062733058037779                          0.44                          0.2     0.08800000000000001    1.1722096725385072     0.22398210040296382                             -0.5                                 0.0                                217.5                            35.0              2.0                  0.0                 0.0                     300.0               -2.0            100.0              0.014        6000.0                20.0             6000.0               0.0                50.0               50.0        5899.947965935144               1.0                      0.02                                   10.0  13708.316094018277              4.307983166137657e+23                 0.00327   4.953963996600088e+33    2.1195073409426916e+34     5.451171645639192e+34            9.728641140930275e+18   6.680831358584109e+34                             0.0          1.2296597129449174e+34          1.2296597129449174e+34  1.1066937416504252e+35    7821431696.672361  1.4682082090764837e-48   4.593057320610963e-48  1.6078763695365797e-48  1.2458920187515511e+36   2.662339651096063e+33    2.662339651096063e+33      7.284273827987885e-13  1.2458920187515511e+36   3.869180323874947e-12   3680204928.917954       3680204928.917954     9.938211188443989e-43    4141226767.754408        4141226767.754408     1.5084937803282833e-41   5.707460044438446e+50   5.707460044438446e+50       220362.30123893556     0.5125836938319303     0.6446758192884054      4.47887926566217   23.332076465454186    47.91474982449854    68.51412990011266    93.17730548510686   125.08632418045393  156.70117364994186  126.97141878361947    68.07972865234065    64.35444978132529  44.027621165941426    42.56106740239388    36.92011731416646  41.255977534330896   38.93981951621502  38.746989259672304   50.85001263511649  57.292958261313395  56.853584672990046   389.7511735610705   537.6101982158841   537.2131735839569   799.2028405634602   814.3256966851906   795.9907892415059    770.106171247814   377.7656950276118  159.39154761394303    51.6518933012907 
                  NGC   262     1.4846411697576226e+35          3.458177795522873e+35   8.482499370062568e+36     9.256369590096377e+35           2.0435895807548522e+35               1.0241499537933978e+36            8.129676295011321e+36                6.989831691306678e+35            8.334035253086795e+36                  7.1528505881645e+35   3.467170593270143e+36      3.765743317620651e+35     0.2394847290965296    0.027766228419040046    32.61756453376986     3.357660120714575  50.031750642338885     8.269807175774611    82.05989971064449     8.972364558286364   134.44361751359958     9.001849274791502  183.28066739265302    9.470462042481092  215.62259985046188     8.50572676643655   605.5795942688803     82.35138047306627   847.6968896927968   124.64668465914427  1218.2120036638407    93.72301746877461   24.726361997288475      2.44180011740242   31.586886687370814     2.755872853237256   634.7322838775701    89.42265977021339   925.3128732780334   110.53269148638682  1205.2770203989617   116.01103445402589     0.3645291526202542     0.03444044373795555   921.8541309490739   110.50437090450006   1237.095578171341     94.00936599946476  1166.5361529979823   112.96151019898845   82.81557018954213    13.422922764468103  252.85504703737712     39.41885739905389   589.9447616672849     81.8768839668304   44.914400415593015     7.493422292949602    86.45500857538852     8.750884081026578   252.3055571922328   14.599246164073495   598.8865168478642    81.32790842040643    4.774897138576653    0.1821089932378284   12.986451467501501    0.7521472940615589    9.108083467248033   0.38186911430573384   1.1638303381141188     0.1075454586697013   17.556271386925847    1.3649163113022513  140.59238026206964       5.6236952104827855           0.0          0.97        20.0           -0.36                 1.0                  1.6   0.7000000000000001                        0.0        70.0           0.0         40.0          1.0         1.0         7.0                 100.0      0.8946058636619854                          0.44                          0.4     0.17600000000000002    1.8306215924683513       0.720423363108625                              0.0                                 0.0                                217.5                            35.0              2.0                  0.0                 0.0                     300.0               -2.0            100.0              0.014        3000.0                20.0             3000.0               0.0                50.0              500.0       2021.5905065597385               1.0                      0.02                                   10.0  13543.935179368847             2.0294446469506216e+24    0.015260233939595302  3.5182475251079955e+36    3.6247280853278403e+37    1.2236770958506663e+35           1.6637677112230073e+22   8.246711764487093e+36                             0.0           8.124344054902027e+36           8.124344054902027e+36   3.481861737815153e+36   16184584907.338726      0.4907362534967699      0.5334496752742367       0.494435241211318   8.722900840995873e+36  2.4940738992416618e+35   1.2676189287386487e+34     2.3673120063677968e+35   7.501469660250666e+36  1.2214311807452063e+36   6883144711.043846       6882850538.658697         294172.3851484938     9301440194.81504         9296790016.26792         4650178.5471211225    7.44973359301264e+52   2.799188554947662e+51    7.169814737517874e+52     0.2559567602288591     0.3873377536347795    1.2345814322482322    4.919405738265747     8.98729224871756   12.531051873481672   16.591351882768244    22.72250579977647   29.80284135850346  29.527256153624332   48.538181437659375    54.37949780017314   88.33419000239792    92.71301190005877   139.09133455352477  186.44903845532775   219.9947731699755   253.4050278794544   564.2628953130925   594.3189773731694   568.8815069202047   801.6521498882811   891.3810021246029   894.4264934138257  1195.3273061754583  1214.7346805454508  1163.3641888504876   1125.628210705909   557.8521182897339  237.06551794526598   77.30837119702781 
            IRAS 04385-0828     1.7270591706349855e+35          8.635295853174928e+33  2.0921878899024469e+37    1.1900942842284612e+36            9.282730524262436e+36               1.1787480313089906e+36           1.1466442457698527e+37               5.7332212288492634e+35           2.0749172981960958e+37                1.189389199637456e+36  3.7468052088111304e+36     1.1575510122288458e+36     0.2783549101781687     0.12570302805974456    5.499247878257119     0.657563266475079   61.44784349672603    1.1710623127310835   115.56497978318089    2.5082080599912375    192.2803515321205    3.7686251037843013    266.941953109403     8.87837419744314   327.1138963154527    9.345699048377625   1399.666150125604     37.20420863062445   2691.019026637697   123.16296256253412  2587.3278092800238   206.57533713435544    3.558484455564859   0.34089683815435706   10.274223575145998    0.7985166274267702  1487.8122905489859    41.48923175690169   2604.386303097075   141.20505595679143  2365.7632411048608   471.31083652700124      0.317310822644384     0.09162736685091162  2596.7592127400408   142.07881540392464  2590.0078491295703    215.69375490394057  2297.0905826533135    458.5422884512433  182.14969968106823     55.84000352681249   547.8661083954186    164.97740505430437  1237.4066201032297     345.095577350985    51.76911183856925    1.0023843151177232    122.3366382753134      2.65328412326013   388.6250398203017    9.560592426969096  1328.9463189228527    35.38107436875608    1.098932952178916   0.07894781752414859   1.9207092215383108   0.10736800055496905   1.5777209234132463   0.07156773584660316   0.4672192787338499    0.07221386391520761   2.5289171087368216   0.15909327422786676   78.88429220675106        4.151804852986897          0.03          0.97        20.0           -0.36                 1.0                  1.6                 0.85                        0.0        70.0           0.0         40.0          1.0         1.0         7.0                 100.0      1.6776589448571686                          0.44                          0.4     0.17600000000000002     2.039124057389352      1.4989123430699092                              0.5                                 0.0                                217.5                            35.0              3.0                  0.0                 0.0                     300.0               -2.0            100.0              0.014        4000.0                20.0             4000.0               0.0                50.0             7500.0       1381.1517448148807               1.0                      0.02                                   10.0  13546.603272340493              2.003041542370607e+24                0.015064  4.9654593489112295e+36     5.115719648701399e+37     1.727023052638977e+35           2.3481400454921792e+22  2.1073765293748648e+37           9.434860411053727e+36          1.1466202577431023e+37           2.090106298848475e+37   3.688422880320838e+36   2172270546.0485387      0.9019982334202458      0.8967135748374473      0.9015238016569195   5.017780448645319e+36   4.367855179590698e+35   2.8408207129084595e+33     4.3394469724616136e+35  2.7850315821777196e+36  2.2327488664675997e+36   851751149.3800162       851216822.0933169          534327.286699295   1320519393.9684837       1312038485.9386516          8480908.029831981  1.3227303105686592e+53   8.306029997457319e+50   1.3144242805712017e+53     0.3793911068604888    0.38113833345418346    0.5062385005640391   1.1241760534295389   1.5922053298661896   1.8960362935498267    2.527916885012335   3.5961603506440856   5.725523722933188  10.731682272213433     53.0300561565779   62.830254878515305  117.21238512945267   124.06028436196632   195.60456293013584   270.7175490314566   333.4883154281449  395.99144148723565  1340.7123551281506  1498.7620663805349  1409.9701686492945  2625.6919521066557  2511.8165972941774  2520.9853643898437  2575.0543533520035  2581.9984318505385  2580.9162420715584  2507.7548185910136  1428.7644614375502   641.8700693071163   213.9237404081629 
                    IC 4553      9.729990983556031e+33         1.0743238229871358e+33  3.3772150151948806e+37     3.802225762019036e+36           2.6869294367377567e+37                 3.04946917195856e+36            6.893125793587695e+36                7.610951815886025e+35            3.376242016096526e+37                3.801162066047317e+36   3.046335022709356e+37     1.5231675113546778e+36    0.13072515166762952   0.0029615903546252533    51.13350742993602    1.1111592051134456   50.78314460658639    0.4098235705606075    60.00012348169203     2.494295646149508    143.3633716862719    5.0941779498904225   332.0884153722037     4.42025296023346   389.5755324765369    7.757104999393021  1782.8180583345284    170.18204230010704   5627.411012919256    399.4034809582657   8889.527707096602    173.3662591065896   36.125118772175995    0.7993634477875068    53.38325302896586    1.1692851266782203   1894.414656673081    184.7480013646231   6293.703025277174   348.46696365807855    11965.9482913998   203.55334414009468     0.3839213125244481     0.00844643208178511   6268.527339729514     349.321534882338   9038.995272466887     165.5568208990611   11626.32954063794   198.05195744235354   1115.127560779425     28.82630284849203  3328.1548072410897     84.68938239626183   7258.825154820721   172.74695621384453    50.14290918729697    0.4870250389819824    63.32509626403913    2.8113743796263213  449.48004095258835   13.415618200079034  1624.2315718046598   155.62388766924684    7.553810796002889   0.16548511220588377    17.81323536871727   0.40530101720450373   12.476182247729938   0.28057198121692006   1.5298381397944885    0.03371508085822782    24.06612170969339    0.5493062228550492   633.4555632954905        25.33822253181962           1.0          0.97        20.0           -0.36                 1.0                  1.6                 0.55                        0.0        90.0           0.0         40.0          1.0         1.0         7.0                 100.0       2.310810248090161                          0.44                          0.8     0.35200000000000004    3.5761871271755075       1.961230904543031                             0.25                                 0.0                                217.5                            35.0              3.0                  0.0                 0.0                     300.0               -2.0            100.0              0.014         500.0                20.0              500.0               0.0                50.0               50.0       399.11240835713346               1.0                      0.02                                   10.0   13501.34491405961             2.4529756275061595e+24                  0.0184   2.945379446082406e+36      4.65525879300518e+37    1.0495046027090775e+34           2.1367862870984104e+22  3.6697429497489116e+37           2.925181219939281e+37            7.43512225206922e+36          3.6686934451462026e+37  3.0016582733014385e+37    30739102969.68115      0.2843323013216747      0.7818468330326254      0.3087094761138813  4.2298313852195915e+37  1.6712147606909054e+35   2.6460920016422404e+34     1.4066055605266811e+35  4.1553423304287787e+37   7.448905479081253e+35  10593939895.731653      10593749811.927254        190083.80440150254    20145163073.03215       20142266062.992756         2897010.0393934217   4.782917773211645e+52   5.271819927037707e+51   4.2557357805078745e+52    0.12967605504846075     0.3793438222374768    1.5228541996352998   7.4660372747831625   12.318890377371844   17.581741157205723   23.766471021786707    35.63904746201806  50.467440114361054   52.58412258120513    50.05662373274346    50.94109685682456  62.000396107233904     65.6378789815847   148.45325063415962  334.15028959320847   395.5044943997902   460.5279735617234  1751.3069271685972  2044.7692993063351   1921.233607347326   5946.530403146652   6550.905900256139   6575.560722802026   9038.995954136244   9180.776479668533   11913.56515522176  11575.051608990376   7173.563775451636   3281.862464146938  1098.3808333382428 
                  NGC  5252      8.520093572887115e+35         1.1560358767031231e+35   8.180095964104696e+36     8.282626671609719e+35           1.9402092782625283e+36                7.391262995835969e+35            5.387877328553463e+36                6.035585168967042e+35            7.328086606815986e+36                7.914226672811461e+35  2.2231031879867367e+36     2.2856984426533317e+35   0.041449238666115405    0.009047078963819682    48.69847398130547     1.738844906235142   40.57244354067361    1.9809479000597725   40.947736884747364    2.8106754564755887    44.63851117995781    3.6302486772198197   61.16750771557387    5.447409267834631   77.14529427362946    7.111952828378505  168.26183706594105    18.565830307895652   359.6223126667851    49.80541989101614  443.21053200649254   19.863837290726902    38.23027829208432    1.5824693151656983    46.21227735391602    1.1921038664146497  175.82248480403263   20.177047184924678   390.9727531347505    42.89130739511576   387.5480210324488   27.042454514665927     0.1646851559805462     0.01160170088842341   390.8688551282553   42.994754392891984  446.39798653190934    18.854332436247052   375.3006195379645   26.283392041759523   24.87699563636285     3.547433061386298   76.12458739545207    10.493651606616812   179.9205597545636   21.761409714989284     40.4950199728648    1.7817265091576366    41.07779551779663    2.8950559333982318   78.73450453239342    6.994258034270161  161.30172078848466   16.877858689635605    9.173290601909944   0.40783702548515655    23.28493103596601    1.0392754033689668    17.21193535117851    0.7735092251220239   1.9763210630783234    0.07751917991015397    29.47714207160195    1.3000515527171885  184.70423580685852       10.261346433714362          0.03          0.97        20.0           -0.36                 1.0                  1.6                 0.75                        0.0        50.0           0.0         40.0          1.0         1.0         7.0                 100.0      0.3086660124186895                          0.44                          0.2     0.08800000000000001    1.1623753412045688     0.22473000193624135                             -0.5                                 0.0                                217.5                            35.0              2.0                  0.0                 0.0                     300.0               -2.0            100.0              0.014        2000.0                20.0             2000.0               0.0                50.0               50.0       1899.7617951354098               1.0                      0.02                                   10.0   13440.09057860565              3.068967512764378e+24                 0.02294  1.8244352781096604e+36    1.0775872391831608e+37     7.415410840769614e+35            4.946177512834681e+21   7.482917814833428e+36           1.987381225045571e+36           4.753995505710895e+36           6.741376730756466e+36   2.247125576918822e+36    56320762997.09064  1.9519217577402027e-13   5.972125102223913e-13  2.1342760670007348e-13  2.1884203935250646e+37  3.9812207798933174e+34   3.9812207798836384e+34      9.679076128517157e+22   2.188420393525013e+37   5.138415006156859e+23  24033564886.172306      24033564886.172306     1.318278930327353e-07    32287198110.91834        32287198110.91834      2.002447540262994e-06   8.288320646115179e+51   8.288320646085898e+51    2.928156143032117e+40    0.03504959657045384    0.15635229156577624     2.030071591062708    9.528743015030411   17.971745302783308    24.32322498027498   30.754486893258523   39.793499112770476   50.22395144074951   46.94983981871248    39.00148715805993    38.81433362511584   38.17520305727604    38.19997364987554    40.87292542210832   55.46740331525149   69.63650428863191   71.17696302298691   150.7954186764985  165.50881754027463  158.15089839816844   362.4259097475153  396.73455913331543   396.7549567628562  448.49760205845644  451.64652810037694    387.575083089708  375.29891431533224   178.3704017909751   75.29767882876192  24.612651718972774 
                   Mrk  279     3.3182259492844016e+37         3.5528771072843807e+36   4.399759509347931e+37    3.0613947491274743e+36            9.417158940091419e+35               1.5652301229200828e+36             9.87361970662621e+36                9.388104140051377e+35           1.0815335600635356e+37                 2.28191218079979e+36   2.070658027076266e+37     1.4989712711541303e+36     3.3776074919731425       0.388973209110104    19.95476355924784    2.5184946925032583    39.0660179850122     1.791656802597044    40.56898150726272     1.298090821894194      45.792864755237     1.854057754668629   72.11518464201143   3.1610996160105094   97.07261588719496    5.442814662133175  259.97098669670464     22.45765660076515  1175.4366946268424    54.69843758159999  1301.3364662333786    61.66278912745162   12.058193356567942    1.1679211871619464   27.698063563854664    2.9516538473337723   269.4427401739443   24.138247741223786  1338.7629737404702    59.50417525133687   842.9188522166928    43.56440321062838      3.695715553325267     0.27904492034758127  1341.8960209664372    59.46671475671003  1298.7480662469015      62.0581340409897   816.4573871571888     42.1470139616591   41.19003911806785     2.290592402093356   126.1217406332275      7.00158119705381   316.4533699877438    17.29045990068575    37.95676770915964     1.914964183868793   40.781143121470926    1.3502912602069135    99.4778802027821    5.694124420395296  236.33203188835182   20.829946803704377    4.638410438420503   0.28626471984481094    6.424948100016255   0.24807955765524986    5.434443443171251    0.2613046585468845     4.09283313181069     0.2672618632261843      7.8806494442033   0.40592773036668817   176.3962874611082        8.018013066414008           0.0          0.97        20.0           -0.36                 1.0                  1.6  0.30000000000000004                        0.0        30.0           0.0         40.0          1.0         1.0         7.0                 100.0      3.3430329878365606                          0.44                          0.8     0.35200000000000004     4.058004655531807       3.003568230375193                              0.5                                 0.0                                217.5                            35.0              1.5                  0.0                 0.0                     300.0               -2.0            100.0              0.014        6000.0                20.0             6000.0               0.0                50.0             1000.0       4048.5590837437544               1.0                      0.02                                   10.0  13337.603577868273             4.1179685082507217e+24                0.030601   3.743284916106188e+36     1.706247066576014e+37    3.4791091379928755e+37            7.831756506726734e+21   4.440990390984734e+37                             0.0           9.618812529918591e+36           9.618812529918591e+36  2.2443895903143378e+37     94973217111.8167      1.4386410195229606      1.4995872076261239      1.4440494337403105  2.9019277651730395e+37     7.4089193995886e+35    4.777146829027105e+34       6.93120471668589e+35   2.544772339617343e+37  3.5715542555569636e+36   43091140924.16728       43090283296.30956         857627.8577177242    51882076183.32603        51868493321.16972         13582862.156305125  2.2050557932023294e+53  1.0571015288833009e+52   2.0993456403139992e+53     3.5893755123205535     3.7952437579510803     4.092148307618501    4.567577476671058    5.293316447951695    6.209176266573099    7.586359901464193   11.582076308502758   19.19901630856796   26.81529227547641    36.98785444739322    38.08122243013851   39.54031404581781    39.75081196501067    44.93245222253433   71.98958216479895   96.72624475280071    99.2898923564272  231.78610496843262  264.48658833397093   255.8683177973057  1221.1048981470358  1404.8662449967894   1401.825171270016  1378.0477507726794   1376.560301797207   897.9355832481326   869.6544329739672   338.3831238150602   135.0284522001425  44.127165797445755 
                   Mrk 1239      6.280998316907971e+36          3.140499158453986e+35   4.288439055046199e+37    2.1442195275230997e+36            7.997995093992037e+25               3.1149769587423565e+31            3.660339223347407e+37               1.8301696116737036e+36           3.6603392233554043e+37               1.8301696116777022e+36   7.154305882729225e+36      1.086927786639694e+36     0.7064120010208391     0.15709547984415098    44.70497869516627    1.4107774773283848   209.5471642607242     6.565247802748951   267.30722901113114     8.586661572704482   324.63392970887037    10.424368440346477  464.17200358913755   15.059806865567893   618.1913037175178   19.070211983029846    1043.45543192633    30.900293273773876  1344.8577167282342   150.51216379579722  1046.3560700096173    201.1158092665161   18.329183119873182    0.7947318639503085    90.98067443746439    2.6516792342374083   1074.899747733515    32.53792535114951  1265.5189582330624   159.70319526692234   589.2171025786718   202.60123277699958     1.1955678335039333      0.1566703433831176  1261.9580453962024    159.7696896222935   1036.447253232114    206.00536985360597   571.2991193525547   195.72369058724098  27.267663688055826    13.388290196770942   83.07413716503422     41.35862369083346  210.45596389748331     97.5883631288968   194.98730622890173    6.0695415528208425   273.06330971837247     8.784506520317802   625.7759387493047   18.542670655573794   1034.624381832215    28.34349184603717   3.7765397698151597   0.26063339219951753    6.654751351204042    0.4105649323799995     5.23841062608619    0.3035782671104391   1.8762538708774708     0.1568312651935041    8.950595701867108    0.5382053819529454   36.03865799300246       1.8967714733159189           0.0          0.97        20.0           -0.36                 1.0                  1.6                 0.85                        0.0        50.0           0.0         40.0          1.0         1.0         7.0                 100.0      1.6857274007250933                          0.44                          0.4     0.17600000000000002    2.0124921997192757      1.5111927460425774                              0.5                                 0.0                                217.5                            35.0              1.5                  0.0                 0.0                     300.0               -2.0            100.0              0.014         500.0                20.0              500.0               0.0                50.0               50.0       399.11240835713346               1.0                      0.02                                   10.0    13485.1585393901             2.6149607353615127e+24    0.019596890592891433   1.455288267691552e+37      8.59104152660698e+37     6.503684823553123e+36            3.943329585356173e+22   4.440481368048389e+37                             0.0           3.790112885693077e+37           3.790112885693077e+37   6.688434504164253e+36    7525901826.590815     0.06961351435616593     0.19142076184325016     0.07558181552867389   1.035596119366052e+37  4.0916607854544946e+34    6.478467718504555e+33      3.443814013604039e+34  1.0173588495906738e+37  1.8237269775378038e+35  2593730587.7376804       2593684049.227687         46538.50999365834    4932171238.628539        4931461959.207841          709279.4206983665  1.1710091098413262e+52  1.2907077756134819e+51   1.0419383322799782e+52     0.6153543905154261      1.048152329498446    1.6820699652939013    3.762873800126503    4.935191354293595     6.30562281340176    8.499694342837108    18.43153728530609   46.47088109572757    95.5310813072298    203.9398992192816    218.9091004304045   278.1494826606879    284.0571693596481   337.52704505221277   482.9990188935356   640.3916390723217   646.6177760556703  1045.1752902419541   1080.109249571606   1048.663071449534  1261.8953187369787  1219.6204214046834  1220.0482939854064   1066.569274395138   1058.490883025573   659.6052994174969    639.263247066936   243.2646124409269    96.3079617376865  31.290903931297038 
                  NGC   612     1.2349396042789318e+36          6.566567469523221e+35  5.0766306361373404e+36      8.74361484913261e+35           1.7813961816104912e+36                6.334220115721507e+35            2.060294850247917e+36                4.629272896580753e+35            3.841691031858407e+36               5.8822122088221036e+35  3.2074549165422217e+37      3.069255930946082e+36    0.10190503154675454    0.014839530782625041   37.236716696878666     2.719069899086436  30.557953431704632    3.0359478488831777   24.567134945347465    2.1251503723137772    37.96846806289552     3.509406812656323  103.15155344894144   14.323832099648703  113.91669586283682   15.095767605558626  152.68385533861655     13.77001232711071  1001.5128630536273     131.892280640354   2743.628043304567   263.10822175255055   24.455815264877693    1.6268286020017941    39.03875099873888     3.312440774328357   151.2475443728618   15.202344695326286  1445.7386840599831   159.57926760939037  3737.0385444650233    656.3793714514956    0.21691512240918664      0.0294585744489767  1437.5058193384407   161.65845703785845  2821.3910738392174    275.76211079184947  3622.2349721275477    638.1328930300926   323.3718963458122     76.75985024211123   969.6678743633363    226.41641660535407   2152.773448998219   475.37872465579835   31.247347071162853      3.11157780289447   24.384725001950855    2.0650488208404165  116.35788548663105    14.84478127802561  136.52786024540885   11.559337517309634   2.6143077116681535     0.250931136336115    9.440102250601468    0.8109840170727975    5.769197026590914    0.5573171533923025   0.6631120852581238    0.04626018015330211   14.281264284261752     1.097259393660384   44.70842751388682        2.980561834259121           0.2          0.97        20.0           -0.36                 1.0                  1.6                  0.1                        0.0        30.0           0.0         40.0          1.0         1.0         7.0                 100.0       2.300688764274836                          0.44                          0.8     0.35200000000000004      3.62637524438627      1.9576535663416528                             0.25                                 0.0                                217.5                            35.0              2.5                  0.0                 0.0                     300.0               -2.0            100.0              0.014        6000.0                20.0             6000.0               0.0                50.0             1000.0       4048.5590837437544               1.0                      0.02                                   10.0  13346.789436710922              4.022999091085298e+24                0.029911   7.596626832212281e+35    3.4793593074238566e+36    1.6825318279903902e+36           1.5970427395277243e+21   5.425718087710556e+36          1.7817291203682744e+36           1.961457139351892e+36          3.7431862597201664e+36  3.3688676337481487e+37   172505791106.12225      2.6130936145749293      2.7237939858307594      2.6229172554030065   5.270952802142271e+37   1.345728344405538e+36    8.677030409543643e+34     1.2589580403101015e+36   4.622229076580874e+37   6.487237255613971e+36   78269132928.67694       78267575165.58784        1557763.0891039623    94236658169.59247        94211986767.98036          24671401.61210029   4.005180677323583e+53   1.920079587330481e+52   3.8131727185905353e+53    0.12527714771491835     0.2630719410739285    0.6870075818782582   2.3365066663220024    5.162587342873228     8.59352953472301   13.328733081181282    23.81375380726813   37.48945632913626    40.2047706388932   32.868515553778316    32.25347529321424  25.547231260826145    25.33931133213842   40.248896693722735  111.73643450903101  122.66208028055313  124.79089799919794   131.9914050730132  144.50525218117514  147.22278571791927   968.3635726862913  1419.0022520554473  1429.0099574107367  2880.7833685426044  2967.6154453375957   4120.753942922075  3995.0131664522746  2421.3552796013087   1096.177733772998   366.0686096854641 
