No.,Observed Passband,Photometry Measurement,Uncertainty,Units,Frequency,Flux Density,Upper limit of uncertainty,Lower limit of uncertainty,Upper limit of Flux Density,Lower limit of Flux Density,NED Uncertainty,NED Units,Refcode,Significance,Published frequency,Frequency Mode,Coordinates Targeted,Spatial Mode,Qualifiers,Comments
1,14-195 keV (Swift),6.22e-11,+/-0.52E-11,erg/s/cm^2^,2.53e+19,2.46e-07,2.06e-08,2.06e-08,,,+/-2.06E-08,Jy,2010ApJS..186..378T,uncertainty,104.50 keV,Broad-band measurement,079.865 -32.686 (J2000),Flux integrated from map,,From new raw data; NED frequency assigned to mid-point ofband in keV
2,14-195 keV (Suzaku),-10.4,,log(erg/s/cm^2^),2.53e+19,1.57e-07,,,,,,Jy,2012ApJ...745..107W,no uncertainty reported,104.50 keV,Broad-band measurement,05 19 35.8 -32 39 28.1 (J2000),Modelled datum,,From reprocessed raw data; NED frequency assigned tomid-point of band in keV
3,14-195 keV (Swift),5.1e-11,,erg/cm^2^/s,2.53e+19,2.02e-07,,,,,,Jy,2008ApJ...681..113T,no uncertainty reported,104.50 keV,Broad-band measurement,079.8992 -32.6578 (J2000),Modelled datum,,From new raw data; NED frequency assigned to mid-point ofband in keV
4,14-195 keV (Swift),4.82e-11,,erg/cm^2^/s,2.53e+19,1.91e-07,,,,,,Jy,2017ApJS..233...17R,no uncertainty reported,104.50 keV,Broad-band measurement,,Modelled datum,Intrinsic flux,From reprocessed raw data; NED frequency assigned tomid-point of band in keV
5,14-195 keV (Swift),4.93e-11,,erg/cm^2^/s,2.53e+19,1.95e-07,,,,,,Jy,2017ApJS..233...17R,no uncertainty reported,104.50 keV,Broad-band measurement,,Modelled datum,Observed flux,From reprocessed raw data; NED frequency assigned tomid-point of band in keV
6,14-195 keV (Swift),4.889e-11,+/-46.30E-12,erg/s/cm^2^,2.53e+19,1.93e-07,1.83e-07,1.83e-07,,,+/-1.83E-07,Jy,2018ApJS..235....4O,90% confidence,104.50 keV,Broad-band measurement,079.88311248 -32.66151280 (J2000),From fitting to map,S/N = 28.81 ; power law model,From new raw data; NED frequency assigned to mid-point ofband in keV
7,14-170 keV (Swift),5e-11,+/-1E-11,ergs/cm^2^/s,2.22e+19,2.25e-07,4.5e-08,4.5e-08,,,+/-4.50E-08,Jy,2008ApJ...673...96A,uncertainty,92.00 keV,Broad-band measurement,079.8844 -32.6720 (J2000),Modelled datum,,From new raw data; NED frequency assigned to mid-point ofband in keV
8,14-170 keV (BAT),4.78e-11,,erg/cm^2^/s,2.22e+19,2.15e-07,,,,,,Jy,2008ApJ...678..102A,no uncertainty reported,92.00 keV,Broad-band measurement,079.8844 -32.6720 (J2000),Flux integrated from map,S/N = 8.2,From new raw data; NED frequency assigned to mid-point ofband in keV
9,15-150 keV (Swift),4.4e-11,+/-4.7e-12,erg/cm^2^/s,1.99e+19,2.21e-07,2.36e-08,2.36e-08,,,+/-2.36E-08,Jy,2010A&A...524A..64C,uncertainty,82.50 keV,Broad-band measurement,079.888 -32.666 (J2000),Modelled datum,,From new raw data; NED frequency assigned to mid-point ofband in keV
10,14-150 keV (Swift),4.22e-11,,erg/cm^2^/s,1.98e+19,2.13e-07,,,,,,Jy,2017ApJS..233...17R,no uncertainty reported,82.00 keV,Broad-band measurement,,Modelled datum,Intrinsic flux,From reprocessed raw data; NED frequency assigned tomid-point of band in keV
