No.,Observed Passband,Photometry Measurement,Uncertainty,Units,Frequency,Flux Density,Upper limit of uncertainty,Lower limit of uncertainty,Upper limit of Flux Density,Lower limit of Flux Density,NED Uncertainty,NED Units,Refcode,Significance,Published frequency,Frequency Mode,Coordinates Targeted,Spatial Mode,Qualifiers,Comments
1,15-150 keV (Swift),8.9e-12,+/-6.0e-12,erg/cm^2^/s,1.99e+19,4.47e-08,3.02e-08,3.02e-08,,,+/-3.02E-08,Jy,2010A&A...524A..64C,uncertainty,82.50 keV,Broad-band measurement,189.430 +11.847 (J2000),Modelled datum,,From new raw data; NED frequency assigned to mid-point ofband in keV
2,2.5-12 keV (XMM),3.9e-12,,ergs/cm^2^/s,1.75e+18,2.23e-07,,,,,,Jy,2004ApJ...607..788D,no uncertainty reported,7.25   keV,Broad-band measurement,,From fitting to map,Observed flux,From new raw data; NED frequency assigned to mid-point ofband in keV
3,2-10 keV (XMM),3.85e-12,,erg cm^-2^ s^-1^,1.45e+18,2.66e-07,,,,,,Jy,2006A&A...446..459C,no uncertainty reported,6   keV,Broad-band measurement,12 37 43.4 +11 49 04.9 (J2000),Flux integrated from map,,From new raw data; NED frequency assigned to mid-point ofband in keV
4,2-10 keV (Chandra),-11.38,,log(erg/cm^2^/s),1.45e+18,2.88e-07,,,,,,Jy,2006A&A...460...45G,no uncertainty reported,6   keV,Broad-band measurement,12 37 43.5 +11 49 05.5 (J2000),Flux integrated from map,Estimated from empirical calibration,From reprocessed raw data; NED frequency assigned tomid-point of band in keV
5,2-10 keV,4.4e-15,,W/m^2^,1.45e+18,3.03e-07,,,,,,Jy,2004A&A...418..465L,no uncertainty reported,6   keV,Broad-band measurement,,Flux integrated from map,Intrinsic flux,Averaged from previously published data; Extinction-correctedfor Milky Way; NED frequency assigned to mid-point of band in keV
6,2-10 keV,4.4e-15,,W/m^2^,1.45e+18,3.03e-07,,,,,,Jy,2004A&A...418..465L,no uncertainty reported,6   keV,Broad-band measurement,,Flux integrated from map,Observed flux,Averaged from previously published data; NED frequencyassigned to mid-point of band in keV
7,2-10 keV (XMM),3.71e-12,+/-0.160E-12,erg/cm^2^/s,1.45e+18,2.56e-07,1.1e-08,1.1e-08,,,+/-1.10E-08,Jy,2009A&A...495..421B,uncertainty,6.00 keV,Broad-band measurement,189.43134 +11.818190 (J2000),From fitting to map,,From new raw data; NED frequency assigned to mid-point ofband in keV
8,2-10 keV (Chandra),4.388e-12,+/-41.56E-13,erg/s/cm^2^,1.45e+18,3.03e-07,2.87e-07,2.87e-07,,,+/-2.87E-07,Jy,2009A&A...506.1107G,uncertainty,6.00 keV,Broad-band measurement,12 37 43.52 +11 49 05.5 (J2000),Flux integrated from map,Observed flux,From new raw data; NED frequency assigned to mid-point ofband in keV
9,2-10 keV (XMM),3.826e-12,+/-34.37E-13,erg/s/cm^2^,1.45e+18,2.64e-07,2.37e-07,2.37e-07,,,+/-2.37E-07,Jy,2009A&A...506.1107G,uncertainty,6.00 keV,Broad-band measurement,12 37 43.52 +11 49 05.5 (J2000),Flux integrated from map,Observed flux,From new raw data; NED frequency assigned to mid-point ofband in keV
10,2-10 keV (XMM),3.9e-12,,erg/s/cm^2^,1.45e+18,2.69e-07,,,,,,Jy,2010ApJ...713L..11Z,no uncertainty reported,6.00 keV,Broad-band measurement,,Modelled datum,,From reprocessed raw data; Extinction-corrected for MilkyWay; NED frequency assigned to mid-point of band in keV
