No.,Observed Passband,Photometry Measurement,Uncertainty,Units,Frequency,Flux Density,Upper limit of uncertainty,Lower limit of uncertainty,Upper limit of Flux Density,Lower limit of Flux Density,NED Uncertainty,NED Units,Refcode,Significance,Published frequency,Frequency Mode,Coordinates Targeted,Spatial Mode,Qualifiers,Comments
1,0.3-8 keV (Chandra),6.7e-13,,erg/cm^2^/s,1e+18,6.7e-08,,,,,,Jy,2016ApJS..224...40W,no uncertainty reported,4.15 keV,Broad-band measurement,,Flux integrated from map,Average flux,From reprocessed raw data; NED frequency assigned tomid-point of band in keV
2,0.1-2.4 keV (RASS),3.43e-13,,erg/cm^2^/s,3.02e+17,1.14e-07,,,,,,Jy,2015ApJ...810...14A,no uncertainty reported,1.25 keV,Broad-band measurement,202.78453 +30.50916 (J2000),Not reported in paper,,Averaged from previously published data; NED frequencyassigned to mid-point of band in keV
3,FUV (GALEX) AB,18.81,+/-0.10,mag,1960000000000000.0,0.000109,1e-05,1e-05,,,+/-1.00E-05,Jy,2007ApJ...664...53A,uncertainty,1528   A,Broad-band measurement,202.78448 +30.50928 (J2000),Flux in fixed aperture,,Averaged from previously published data
4,FUV (GALEX) AB,18.91,+/-0.10,mag,1950000000000000.0,9.91e-05,9.13e-06,9.13e-06,,,+/-9.13E-06,Jy,2011A&A...528A.110F,uncertainty,1539 A,Broad-band measurement,,Not reported in paper,,Averaged from previously published data
5,FUV (GALEX) AB,18.9687,+/-0.112278,mag,1950000000000000.0,9.39e-05,9.71e-06,9.71e-06,,,+/-9.71E-06,Jy,2012GASC..C...0000S,uncertainty,1538.6     A,Broad-band measurement,202.78445281933 30.509360890219 (J2000),Flux integrated from map,Kron flux in elliptical aperture,From new raw data
6,FUV (GALEX) AB,19.2608,+/-0.134981,mag,1950000000000000.0,7.17e-05,8.92e-06,8.92e-06,,,+/-8.92E-06,Jy,2012GASC..C...0000S,uncertainty,1538.6     A,Broad-band measurement,202.78445281933 30.509360890219 (J2000),Flux in fixed aperture,Flux in 7.5 arcsec diameter aperture,From new raw data
7,NUV (GALEX) AB,17.65,+/-0.03,mag,1320000000000000.0,0.000316,8.74e-06,8.74e-06,,,+/-8.74E-06,Jy,2007ApJ...664...53A,uncertainty,2271   A,Broad-band measurement,202.78448 +30.50928 (J2000),Flux in fixed aperture,,Averaged from previously published data
8,NUV (GALEX) AB,17.7087,+/-0.0352737,mag,1290000000000000.0,0.0003,9.73e-06,9.73e-06,,,+/-9.73E-06,Jy,2012GASC..C...0000S,uncertainty,2315.7     A,Broad-band measurement,202.78445281933 30.509360890219 (J2000),Flux integrated from map,Kron flux in elliptical aperture,From new raw data
9,NUV (GALEX) AB,18.1544,+/-0.0467557,mag,1290000000000000.0,0.000199,8.56e-06,8.56e-06,,,+/-8.56E-06,Jy,2012GASC..C...0000S,uncertainty,2315.7     A,Broad-band measurement,202.78445281933 30.509360890219 (J2000),Flux in fixed aperture,Flux in 7.5 arcsec diameter aperture,From new raw data
10,NUV (GALEX) AB,17.68,+/-0.04,mag,1290000000000000.0,0.000308,1.13e-05,1.13e-05,,,+/-1.13E-05,Jy,2011A&A...528A.110F,uncertainty,2316 A,Broad-band measurement,,Not reported in paper,,Averaged from previously published data
11,u (SDSS PSF) AB,17.499,+/-0.021,asinh mag,836000000000000.0,0.000377,7.29e-06,7.29e-06,,,+/-7.29E-06,Jy,2006SDSS5.C...0000:,based on count statistics only,3585       A,Broad-band measurement,202.784561 30.509150 (J2000),Modelled datum,"SDSS flags: BAD_RADIAL - some low S/N radial points; PETROFAINT - Petrosian radius measured at very low surface brightness; TOO_LARGE - very large object, poorly determined sky, or bad deblend; BINNED1 - detected at >=5 sigma in original imaging frame; BINNED_CENTER - image was binned while centroiding;",From new raw data
12,u (SDSS Model) AB,17.481,+/-0.012,asinh mag,836000000000000.0,0.000383,4.24e-06,4.24e-06,,,+/-4.24E-06,Jy,2006SDSS5.C...0000:,based on count statistics only,3585       A,Broad-band measurement,202.784561 30.509150 (J2000),Modelled datum,"SDSS flags: BAD_RADIAL - some low S/N radial points; PETROFAINT - Petrosian radius measured at very low surface brightness; TOO_LARGE - very large object, poorly determined sky, or bad deblend; BINNED1 - detected at >=5 sigma in original imaging frame; BINNED_CENTER - image was binned while centroiding;",From new raw data
13,u (SDSS CModel) AB,17.482,,asinh mag,836000000000000.0,0.000383,,,,,,Jy,2006SDSS5.C...0000:,no uncertainty reported,3585       A,Broad-band measurement,202.784561 30.509150 (J2000),Modelled datum,"SDSS flags: BAD_RADIAL - some low S/N radial points; PETROFAINT - Petrosian radius measured at very low surface brightness; TOO_LARGE - very large object, poorly determined sky, or bad deblend; BINNED1 - detected at >=5 sigma in original imaging frame; BINNED_CENTER - image was binned while centroiding;",From new raw data
14,u (SDSS Petrosian)AB,17.516,+/-0.012,asinh mag,836000000000000.0,0.000371,4.1e-06,4.1e-06,,,+/-4.10E-06,Jy,2006SDSS5.C...0000:,based on count statistics only,3585       A,Broad-band measurement,202.784561 30.509150 (J2000),Modelled datum,"SDSS Petrosian Radius =    0.70"".         
SDSS flags: BAD_RADIAL - some low S/N radial points; PETROFAINT - Petrosian radius measured at very low surface brightness; TOO_LARGE - very large object, poorly determined sky, or bad deblend; BINNED1 - detected at >=5 sigma in original imaging frame; BINNED_CENTER - image was binned while centroiding;",From new raw data
15,u (SDSS PSF) AB,17.499,+/-0.021,asinh mag,836000000000000.0,0.000377,7.29e-06,7.29e-06,,,+/-7.29E-06,Jy,2007SDSS6.C...0000:,based on count statistics only,3585       A,Broad-band measurement,202.7845632637 30.5091495257 (J2000),Modelled datum,"SDSS flags: BAD_RADIAL - some low S/N radial points; PETROFAINT - Petrosian radius measured at very low surface brightness; TOO_LARGE - very large object, poorly determined sky, or bad deblend; BINNED1 - detected at >=5 sigma in original imaging frame; BINNED_CENTER - image was binned while centroiding;",From new raw data
16,U Johnson,16.34,,mag,819000000000000.0,0.000527,,,,,,Jy,1963ApJ...138...30M,no uncertainty reported,3660       A,Broad-band measurement,,Flux in fixed aperture,,From new raw data
17,B (USNO),16.6,+/-0.35,mag,740000000000000.0,0.000873,0.000281,0.000281,,,+/-2.81E-04,Jy,2007ApJ...664...53A,uncertainty,4050   A,Broad-band measurement,202.78448 +30.50928 (J2000),Integrated from scans,,Averaged from previously published data
18,V (USNO),17.651,,mag,740000000000000.0,0.000332,,,,,,Jy,2015ApJ...810...14A,no uncertainty reported,4050 A,Broad-band measurement,202.78453 +30.50916 (J2000),Integrated from scans,,Averaged from previously published data
19,B Johnson,17.51,,mag,681000000000000.0,0.000422,,,,,,Jy,1963ApJ...138...30M,no uncertainty reported,4400       A,Broad-band measurement,,Flux in fixed aperture,,From new raw data
