No.,Observed Passband,Photometry Measurement,Uncertainty,Units,Frequency,Flux Density,Upper limit of uncertainty,Lower limit of uncertainty,Upper limit of Flux Density,Lower limit of Flux Density,NED Uncertainty,NED Units,Refcode,Significance,Published frequency,Frequency Mode,Coordinates Targeted,Spatial Mode,Qualifiers,Comments
1,14-195 keV (Swift),6.1e-11,,erg/cm^2^/s,2.53e+19,2.41e-07,,,,,,Jy,2008ApJ...681..113T,no uncertainty reported,104.50 keV,Broad-band measurement,307.1463 +25.7336 (J2000),Modelled datum,,From new raw data; NED frequency assigned to mid-point ofband in keV
2,14-195 keV (Swift),6.39e-11,,erg/cm^2^/s,2.53e+19,2.53e-07,,,,,,Jy,2017ApJS..233...17R,no uncertainty reported,104.50 keV,Broad-band measurement,,Modelled datum,Intrinsic flux,From reprocessed raw data; NED frequency assigned tomid-point of band in keV
3,14-195 keV (Swift),7.78e-11,,erg/cm^2^/s,2.53e+19,3.08e-07,,,,,,Jy,2017ApJS..233...17R,no uncertainty reported,104.50 keV,Broad-band measurement,,Modelled datum,Observed flux,From reprocessed raw data; NED frequency assigned tomid-point of band in keV
4,15-150 keV (Swift),6.1e-11,+/-4.6e-12,erg/cm^2^/s,1.99e+19,3.07e-07,2.31e-08,2.31e-08,,,+/-2.31E-08,Jy,2010A&A...524A..64C,uncertainty,82.50 keV,Broad-band measurement,307.142 +25.727 (J2000),Modelled datum,,From new raw data; NED frequency assigned to mid-point ofband in keV
5,14-150 keV (Swift),5.59e-11,,erg/cm^2^/s,1.98e+19,2.82e-07,,,,,,Jy,2017ApJS..233...17R,no uncertainty reported,82.00 keV,Broad-band measurement,,Modelled datum,Intrinsic flux,From reprocessed raw data; NED frequency assigned tomid-point of band in keV
6,40-100 keV INTEGRAL,3.8,+/-0.6,milliCrab,1.69e+19,2.12e-07,3.34e-08,3.34e-08,,,+/-3.34E-08,Jy,2007ApJS..170..175B,uncertainty,70   keV,Broad-band measurement,307.135 +25.772 (J2000),Flux integrated from map,Time-averaged flux,From reprocessed raw data; NED frequency assigned tomid-point of band in keV
7,40-100 keV INTEGRAL,3.3e-11,,erg/cm^2^/s,1.69e+19,1.95e-07,,,,,,Jy,2009A&A...505..417B,no uncertainty reported,70.00 keV,Broad-band measurement,307.14620 25.73361 (J2000),Modelled datum,,From new raw data; NED frequency assigned to mid-point ofband in keV
8,17-60 keV (INTEGRAL),3.31e-11,+/-0.58E-11,erg s^-1^ cm^-2^,9.31e+18,3.56e-07,6.23e-08,6.23e-08,,,+/-6.23E-08,Jy,2007A&A...462...57S,uncertainty,38.50   keV,Broad-band measurement,,Flux integrated from map,,Averaged new and previously published data; NED frequencyassigned to mid-point of band in keV
9,20-50 keV (Swift),4.32e-11,,erg/cm^2^/s,8.46e+18,5.11e-07,,,,,,Jy,2017ApJS..233...17R,no uncertainty reported,35.00 keV,Broad-band measurement,,Modelled datum,Intrinsic flux,From reprocessed raw data; NED frequency assigned tomid-point of band in keV
10,20-40 keV (INTEGRAL),2.6,+/-0.5,milliCrab,7.25e+18,2.71e-07,5.22e-08,5.22e-08,,,+/-5.22E-08,Jy,2007ApJS..170..175B,uncertainty,30   keV,Broad-band measurement,307.135 +25.772 (J2000),Flux integrated from map,Time-averaged flux,From reprocessed raw data; NED frequency assigned tomid-point of band in keV
