No.,Observed Passband,Photometry Measurement,Uncertainty,Units,Frequency,Flux Density,Upper limit of uncertainty,Lower limit of uncertainty,Upper limit of Flux Density,Lower limit of Flux Density,NED Uncertainty,NED Units,Refcode,Significance,Published frequency,Frequency Mode,Coordinates Targeted,Spatial Mode,Qualifiers,Comments
1,14-195 keV (Swift),3.06e-11,+/-0.46E-11,erg/s/cm^2^,2.53e+19,1.21e-07,1.82e-08,1.82e-08,,,+/-1.82E-08,Jy,2010ApJS..186..378T,uncertainty,104.50 keV,Broad-band measurement,044.115 -32.230 (J2000),Flux integrated from map,,From new raw data; NED frequency assigned to mid-point ofband in keV
2,14-195 keV (Swift),2.99e-11,,erg/cm^2^/s,2.53e+19,1.18e-07,,,,,,Jy,2017ApJS..233...17R,no uncertainty reported,104.50 keV,Broad-band measurement,,Modelled datum,Intrinsic flux,From reprocessed raw data; NED frequency assigned tomid-point of band in keV
3,14-195 keV (Swift),3.07e-11,,erg/cm^2^/s,2.53e+19,1.21e-07,,,,,,Jy,2017ApJS..233...17R,no uncertainty reported,104.50 keV,Broad-band measurement,,Modelled datum,Observed flux,From reprocessed raw data; NED frequency assigned tomid-point of band in keV
4,14-195 keV (Swift),3.113e-11,+/-29.32E-12,erg/s/cm^2^,2.53e+19,1.23e-07,1.16e-07,1.16e-07,,,+/-1.16E-07,Jy,2018ApJS..235....4O,90% confidence,104.50 keV,Broad-band measurement,044.09957995 -32.19800070 (J2000),From fitting to map,S/N = 16.30 ; power law model,From new raw data; NED frequency assigned to mid-point ofband in keV
5,15-150 keV (Swift),2.4e-11,+/-8.5e-12,erg/cm^2^/s,1.99e+19,1.21e-07,4.27e-08,4.27e-08,,,+/-4.27E-08,Jy,2010A&A...524A..64C,uncertainty,82.50 keV,Broad-band measurement,044.115 -32.185 (J2000),Modelled datum,,From new raw data; NED frequency assigned to mid-point ofband in keV
6,14-150 keV (Swift),2.62e-11,,erg/cm^2^/s,1.98e+19,1.32e-07,,,,,,Jy,2017ApJS..233...17R,no uncertainty reported,82.00 keV,Broad-band measurement,,Modelled datum,Intrinsic flux,From reprocessed raw data; NED frequency assigned tomid-point of band in keV
7,15-55 keV (Swift),1.31e-11,+/-0.17E-11,erg/cm^2^/s,8.46e+18,1.55e-07,2.01e-08,2.01e-08,,,+/-2.01E-08,Jy,2009ApJ...699..603A,uncertainty,35.00 keV,Broad-band measurement,044.117 -32.208 (J2000),Flux integrated from map,,From reprocessed raw data; NED frequency assigned tomid-point of band in keV
8,20-50 keV (Swift),1.11e-11,,erg/cm^2^/s,8.46e+18,1.31e-07,,,,,,Jy,2017ApJS..233...17R,no uncertainty reported,35.00 keV,Broad-band measurement,,Modelled datum,Intrinsic flux,From reprocessed raw data; NED frequency assigned tomid-point of band in keV
9,2-10 keV (Swift),4e-12,,erg/cm^2^/s,1.45e+18,2.76e-07,,,,,,Jy,2017ApJS..233...17R,no uncertainty reported,6.00 keV,Broad-band measurement,,Modelled datum,Observed flux,From reprocessed raw data; NED frequency assigned tomid-point of band in keV
10,2-10 keV (Swift),6.3e-12,,erg/cm^2^/s,1.45e+18,4.34e-07,,,,,,Jy,2017ApJS..233...17R,no uncertainty reported,6.00 keV,Broad-band measurement,,Modelled datum,Intrinsic flux,From reprocessed raw data; NED frequency assigned tomid-point of band in keV
