No.,Observed Passband,Photometry Measurement,Uncertainty,Units,Frequency,Flux Density,Upper limit of uncertainty,Lower limit of uncertainty,Upper limit of Flux Density,Lower limit of Flux Density,NED Uncertainty,NED Units,Refcode,Significance,Published frequency,Frequency Mode,Coordinates Targeted,Spatial Mode,Qualifiers,Comments
1,14-195 keV (Swift),9.33e-11,+/-0.57E-11,erg/s/cm^2^,2.53e+19,3.69e-07,2.25e-08,2.25e-08,,,+/-2.25E-08,Jy,2010ApJS..186..378T,uncertainty,104.50 keV,Broad-band measurement,030.269 -06.855 (J2000),Flux integrated from map,,From new raw data; NED frequency assigned to mid-point ofband in keV
2,14-195 keV (Swift),5.9e-11,,erg/cm^2^/s,2.53e+19,2.33e-07,,,,,,Jy,2008ApJ...681..113T,no uncertainty reported,104.50 keV,Broad-band measurement,030.2769 -06.8155 (J2000),Modelled datum,,From new raw data; NED frequency assigned to mid-point ofband in keV
3,14-195 keV (Swift),1.099e-10,,erg/cm^2^/s,2.53e+19,4.34e-07,,,,,,Jy,2017ApJS..233...17R,no uncertainty reported,104.50 keV,Broad-band measurement,,Modelled datum,Intrinsic flux,From reprocessed raw data; NED frequency assigned tomid-point of band in keV
4,14-195 keV (Swift),8.01e-11,,erg/cm^2^/s,2.53e+19,3.17e-07,,,,,,Jy,2017ApJS..233...17R,no uncertainty reported,104.50 keV,Broad-band measurement,,Modelled datum,Observed flux,From reprocessed raw data; NED frequency assigned tomid-point of band in keV
5,14-195 keV (Swift),7.751e-11,+/-74.99E-12,erg/s/cm^2^,2.53e+19,3.06e-07,2.96e-07,2.96e-07,,,+/-2.96E-07,Jy,2018ApJS..235....4O,90% confidence,104.50 keV,Broad-band measurement,030.26995443 -06.82166435 (J2000),From fitting to map,S/N = 38.22 ; power law model,From new raw data; NED frequency assigned to mid-point ofband in keV
6,15-150 keV (Swift),7.1e-11,+/-3.9e-12,erg/cm^2^/s,1.99e+19,3.57e-07,1.96e-08,1.96e-08,,,+/-1.96E-08,Jy,2010A&A...524A..64C,uncertainty,82.50 keV,Broad-band measurement,030.265 -06.814 (J2000),Modelled datum,,From new raw data; NED frequency assigned to mid-point ofband in keV
7,14-150 keV (Swift),9.62e-11,,erg/cm^2^/s,1.98e+19,4.86e-07,,,,,,Jy,2017ApJS..233...17R,no uncertainty reported,82.00 keV,Broad-band measurement,,Modelled datum,Intrinsic flux,From reprocessed raw data; NED frequency assigned tomid-point of band in keV
8,40-100 keV INTEGRAL,5.06e-11,+/-0.41E-11,erg cm^-2^ s^-1^,1.69e+19,2.99e-07,2.43e-08,2.43e-08,,,+/-2.43E-08,Jy,2006ApJ...638..642B,uncertainty,70   keV,Broad-band measurement,02 01 06 -06 48 56 (J2000),Flux integrated from map,,From new raw data; second coordinate modified from publishedvalue; NED frequency assigned to mid-point of band in keV
9,40-100 keV INTEGRAL,3.0,+/-0.4,milliCrab,1.69e+19,1.67e-07,2.23e-08,2.23e-08,,,+/-2.23E-08,Jy,2007ApJS..170..175B,uncertainty,70   keV,Broad-band measurement,030.267 -06.822 (J2000),Flux integrated from map,Time-averaged flux,From reprocessed raw data; NED frequency assigned tomid-point of band in keV
10,40-100 keV INTEGRAL,3.92e-11,,erg/cm^2^/s,1.69e+19,2.32e-07,,,,,,Jy,2009A&A...505..417B,no uncertainty reported,70.00 keV,Broad-band measurement,30.27687 -6.81553 (J2000),Modelled datum,,From new raw data; NED frequency assigned to mid-point ofband in keV
11,20-100 keV INTEGRAL,3.8e-11,,erg/cm^2^/s,1.45e+19,2.62e-07,,,,,,Jy,2008A&A...483..749D,no uncertainty reported,60.00 keV,Broad-band measurement,02 01 03.36 -06 48 50.4 (J2000),Modelled datum,Model : absorbed PL; see text,From reprocessed raw data; NED frequency assigned tomid-point of band in keV
12,20-100 keV INTEGRAL,5.021e-11,,erg/s/cm^2^,1.45e+19,3.46e-07,,,,,,Jy,2009MNRAS.399..944M,no uncertainty reported,60.00 keV,Broad-band measurement,02 01 06.40 -06 48 56.0 (J2000),Flux integrated from map,,Averaged from previously published data; NED frequencyassigned to mid-point of band in keV
13,17-60 keV (INTEGRAL),4.83e-11,+/-0.29E-11,erg s^-1^ cm^-2^,9.31e+18,5.19e-07,3.11e-08,3.11e-08,,,+/-3.11E-08,Jy,2007A&A...462...57S,uncertainty,38.50   keV,Broad-band measurement,,Flux integrated from map,,Averaged new and previously published data; NED frequencyassigned to mid-point of band in keV
14,15-55 keV (Swift),4.17e-11,+/-0.22E-11,erg/cm^2^/s,8.46e+18,4.93e-07,2.6e-08,2.6e-08,,,+/-2.60E-08,Jy,2009ApJ...699..603A,uncertainty,35.00 keV,Broad-band measurement,030.320 -06.821 (J2000),Flux integrated from map,,From reprocessed raw data; NED frequency assigned tomid-point of band in keV
15,20-50 keV (Swift),4e-11,,erg/cm^2^/s,8.46e+18,4.73e-07,,,,,,Jy,2017ApJS..233...17R,no uncertainty reported,35.00 keV,Broad-band measurement,,Modelled datum,Intrinsic flux,From reprocessed raw data; NED frequency assigned tomid-point of band in keV
16,20-40 keV (INTEGRAL),2.98e-11,+/-0.24E-11,erg cm^-2^ s^-1^,7.25e+18,4.11e-07,3.31e-08,3.31e-08,,,+/-3.31E-08,Jy,2006ApJ...638..642B,uncertainty,30   keV,Broad-band measurement,02 01 06 -06 48 56 (J2000),Flux integrated from map,,From new raw data; second coordinate modified from publishedvalue; NED frequency assigned to mid-point of band in keV
17,20-40 keV (INTEGRAL),2.9,+/-0.2,milliCrab,7.25e+18,3.03e-07,2.09e-08,2.09e-08,,,+/-2.09E-08,Jy,2007ApJS..170..175B,uncertainty,30   keV,Broad-band measurement,030.267 -06.822 (J2000),Flux integrated from map,Time-averaged flux,From reprocessed raw data; NED frequency assigned tomid-point of band in keV
18,20-40 keV (INTEGRAL),2.45e-11,,erg/cm^2^/s,7.25e+18,3.38e-07,,,,,,Jy,2009A&A...505..417B,no uncertainty reported,30.00 keV,Broad-band measurement,30.27687 -6.81553 (J2000),Modelled datum,,From new raw data; NED frequency assigned to mid-point ofband in keV
19,20-40 keV (INTEGRAL),2.996e-11,+/-0.398E-11,erg/s/cm^2^,7.25e+18,4.13e-07,5.49e-08,5.49e-08,,,+/-5.49E-08,Jy,2010A&A...522A..68T,2 sigma,30.00 keV,Broad-band measurement,,Flux integrated from map,,From new raw data; NED frequency assigned to mid-point ofband in keV
20,2-10 keV (ASCA),5.8e-12,,ergs s^-1^ cm^-2^,1.45e+18,4e-07,,,,,,Jy,2005ApJS..161..185U,no uncertainty reported,6   keV,Broad-band measurement,30.2797 -6.8249 (J2000),From fitting to map,,From new raw data; Extinction-corrected for Milky Way; NEDfrequency assigned to mid-point of band in keV
21,2-10 keV (INTEGRAL),1.7e-11,,erg/cm^2^/s,1.45e+18,1.17e-06,,,,,,Jy,2008A&A...483..749D,no uncertainty reported,6.00 keV,Broad-band measurement,02 01 03.36 -06 48 50.4 (J2000),Modelled datum,Model : absorbed PL; see text,From reprocessed raw data; Extinction-corrected for MilkyWay; NED frequency assigned to mid-point of band in keV
22,2-10 keV (XMM),1.4067e-12,,erg/s/cm^2^,1.45e+18,9.7e-08,,,,,,Jy,2016A&A...592A...5F,no uncertainty reported,6.00 keV,Broad-band measurement,030.2767 -06.8166 (J2000),Flux integrated from map,,From new raw data; NED frequency assigned to mid-point ofband in keV
23,2-10 keV (Swift),2.52e-11,,erg/cm^2^/s,1.45e+18,1.74e-06,,,,,,Jy,2017ApJS..233...17R,no uncertainty reported,6.00 keV,Broad-band measurement,,Modelled datum,Intrinsic flux,From reprocessed raw data; NED frequency assigned tomid-point of band in keV
24,2-10 keV (Swift),3.2e-12,,erg/cm^2^/s,1.45e+18,2.21e-07,,,,,,Jy,2017ApJS..233...17R,no uncertainty reported,6.00 keV,Broad-band measurement,,Modelled datum,Observed flux,From reprocessed raw data; NED frequency assigned tomid-point of band in keV
25,2-8 keV (ASCA),3.48e-12,,ergs/cm^2^/s,1.21e+18,2.88e-07,,,,,,Jy,2007AJ....134.1263C,no uncertainty reported,5.00 keV,Broad-band measurement,,Modelled datum,,Averaged from previously published data; NED frequencyassigned to mid-point of band in keV
26,0.3-8 keV (Chandra),7.45e-13,,erg/cm^2^/s,1e+18,7.45e-08,,,,,,Jy,2016ApJS..224...40W,no uncertainty reported,4.15 keV,Broad-band measurement,,Flux integrated from map,Average flux,From reprocessed raw data; NED frequency assigned tomid-point of band in keV
27,0.7-7 keV (ASCA),2.24e-12,,ergs s^-1^ cm^-2^,9.31e+17,2.41e-07,,,,,,Jy,2005ApJS..161..185U,no uncertainty reported,3.85   keV,Broad-band measurement,30.2797 -6.8249 (J2000),From fitting to map,,From new raw data; Extinction-corrected for Milky Way; NEDfrequency assigned to mid-point of band in keV
28,0.7-2 keV (ASCA),6e-14,,ergs s^-1^ cm^-2^,3.26e+17,1.84e-08,,,,,,Jy,2005ApJS..161..185U,no uncertainty reported,1.35   keV,Broad-band measurement,30.2797 -6.8249 (J2000),From fitting to map,,From new raw data; Extinction-corrected for Milky Way; NEDfrequency assigned to mid-point of band in keV
29,0.5-2 keV (ASCA),8.13e-14,,ergs/cm^2^/s,3.02e+17,2.69e-08,,,,,,Jy,2007AJ....134.1263C,no uncertainty reported,1.25 keV,Broad-band measurement,,Modelled datum,,Averaged from previously published data; NED frequencyassigned to mid-point of band in keV
30,0.5-2 keV (XMM),1.4466e-13,,erg/s/cm^2^,3.02e+17,4.79e-08,,,,,,Jy,2016A&A...592A...5F,no uncertainty reported,1.25 keV,Broad-band measurement,030.2767 -06.8166 (J2000),Flux integrated from map,,From new raw data; NED frequency assigned to mid-point ofband in keV
31,FUV (GALEX) AB,17.6526,+/-0.0564058,mag,1950000000000000.0,0.000315,1.64e-05,1.64e-05,,,+/-1.64E-05,Jy,2012GASC..C...0000S,uncertainty,1538.6     A,Broad-band measurement,30.277229448811 -6.815785059354 (J2000),Flux integrated from map,Kron flux in elliptical aperture,From new raw data
32,FUV (GALEX) AB,19.514,+/-0.135033,mag,1950000000000000.0,5.68e-05,7.06e-06,7.06e-06,,,+/-7.06E-06,Jy,2012GASC..C...0000S,uncertainty,1538.6     A,Broad-band measurement,30.277229448811 -6.815785059354 (J2000),Flux in fixed aperture,Flux in 7.5 arcsec diameter aperture,From new raw data
33,NUV (GALEX) AB,16.9292,+/-0.0252465,mag,1290000000000000.0,0.000614,1.43e-05,1.43e-05,,,+/-1.43E-05,Jy,2012GASC..C...0000S,uncertainty,2315.7     A,Broad-band measurement,30.277229448811 -6.815785059354 (J2000),Flux integrated from map,Kron flux in elliptical aperture,From new raw data
34,NUV (GALEX) AB,19.3067,+/-0.0706585,mag,1290000000000000.0,6.88e-05,4.47e-06,4.47e-06,,,+/-4.47E-06,Jy,2012GASC..C...0000S,uncertainty,2315.7     A,Broad-band measurement,30.277229448811 -6.815785059354 (J2000),Flux in fixed aperture,Flux in 7.5 arcsec diameter aperture,From new raw data
35,[Ne V] 3346,,<9.0E-15,erg/cm^2^/s,896000000000000.0,,,,900000000.0,,<9.00E+08,Jy-Hz,2017ApJ...850...74K,3 sigma,3346 A,Line measurement; flux integrated over line; lines measured in emission,,From fitting to map,Spectral fitting flag=2; see paper,From reprocessed raw data
36,[Ne V] 3446,,<6.7E-15,erg/cm^2^/s,875000000000000.0,,,,670000000.0,,<6.70E+08,Jy-Hz,2017ApJ...850...74K,3 sigma,3426 A,Line measurement; flux integrated over line; lines measured in emission,,From fitting to map,Spectral fitting flag=2; see paper,From reprocessed raw data
37,u (KPNO),14.28,,mag,853000000000000.0,0.00299,,,,,,Jy,2011ApJ...739...57K,no uncertainty reported,3513 A,Broad-band measurement,,Flux in fixed aperture,Host mag; AGN contamination removed,From new raw data
38,U (WIYN),13.45,+/-0.04,mag,822000000000000.0,0.00755,0.000278,0.000278,,,+/-2.78E-04,Jy,2007AJ....134.1263C,estimated error,3645 A,Broad-band measurement,,Flux in fixed aperture,,From new raw data
39,U (U_T^0),13.22,,mag,819000000000000.0,0.00933,,,,,,Jy,1991RC3.9.C...0000d,no uncertainty reported,3660       A,Broad-band measurement,015836.7 -070329 (B1950),From multi-aperture data,,Homogenized from new and previously published data;Extinction-corrected for internal and Milky Way and K-correction applied; Standard Johnson UBVRI filters assumed
40,U (U_T),13.43,+/-0.13,mag,819000000000000.0,0.00769,0.00099,0.00099,,,+/-9.90E-04,Jy,1991RC3.9.C...0000d,rms uncertainty,3660       A,Broad-band measurement,015836.7 -070329 (B1950),From multi-aperture data,,Homogenized from new and previously published data; StandardJohnson UBVRI filters assumed
41,[O II] 3727 (ESO),9.92e-15,+/-7.1E-16,erg cm^-2^ s^-1^,804000000000000.0,992000000.0,71000000.0,71000000.0,,,+/-7.10E+07,Jy-Hz,2006MNRAS.366..480G,uncertainty,3727   A,Line measurement; flux integrated over line; lines measured in emission,,Flux integrated from map,,From new raw data
42,[O II] 3727,3.14e-14,+/-0.2E-15,erg/cm^2^/s,804000000000000.0,3140000000.0,20000000.0,20000000.0,,,+/-2.00E+07,Jy-Hz,2017ApJ...850...74K,uncertainty,3727 A,Line measurement; flux integrated over line; lines measured in emission,,From fitting to map,Spectral fitting flag=2; see paper,From reprocessed raw data
43,[Ne III] 3869,1.61e-14,+/-0.2E-15,erg/cm^2^/s,775000000000000.0,1610000000.0,20000000.0,20000000.0,,,+/-2.00E+07,Jy-Hz,2017ApJ...850...74K,uncertainty,3869 A,Line measurement; flux integrated over line; lines measured in emission,,From fitting to map,Spectral fitting flag=2; see paper,From reprocessed raw data
44,[Ne III] 3968,,<6.1E-15,erg/cm^2^/s,756000000000000.0,,,,610000000.0,,<6.10E+08,Jy-Hz,2017ApJ...850...74K,3 sigma,3968 A,Line measurement; flux integrated over line; lines measured in emission,,From fitting to map,Spectral fitting flag=2; see paper,From reprocessed raw data
