No.,Observed Passband,Photometry Measurement,Uncertainty,Units,Frequency,Flux Density,Upper limit of uncertainty,Lower limit of uncertainty,Upper limit of Flux Density,Lower limit of Flux Density,NED Uncertainty,NED Units,Refcode,Significance,Published frequency,Frequency Mode,Coordinates Targeted,Spatial Mode,Qualifiers,Comments
1,6.4 keV Fe K{alpha},8.75,,ergs cm^-2^ s^-1^,1.55e+18,8750000000.0,,,,,,Jy-Hz,2000MNRAS.316..234R,no uncertainty reported,6.4        keV,Line measurement; flux integrated over line; lines measured in emission,,Not reported in paper,,Recalibrated data
2,2.5-10 keV (XMM),1.9e-12,,erg cm^-2^ s^-1^,1.51e+18,1.26e-07,,,,,,Jy,2006MNRAS.368..479G,no uncertainty reported,6.25   keV,Broad-band measurement,,Flux integrated from map,,From new raw data; Extinction-corrected for Milky Way; NEDfrequency assigned to mid-point of band in keV
3,2-10 keV (Chandra),3.6e-12,,erg/cm^2^/s,1.45e+18,2.48e-07,,,,,,Jy,2007ApJ...663..799H,no uncertainty reported,6   keV,Broad-band measurement,,Flux integrated from map,,From new raw data; NED frequency assigned to mid-point ofband in keV
4,2-10 keV (ASCA),5.76e-12,,ergs/s/cm^2^,1.45e+18,3.97e-07,,,,,,Jy,2001ApJS..133....1U,no uncertainty reported,6.00 keV,Broad-band measurement,204.3286 +24.3831 (J2000),Flux integrated from map,,From reprocessed raw data; Extinction-corrected for MilkyWay; NED frequency assigned to mid-point of band in keV
5,2-10 keV (XMM),2.2e-12,+/-0.050E-12,erg/cm^2^/s,1.45e+18,1.52e-07,3.45e-09,3.45e-09,,,+/-3.45E-09,Jy,2009A&A...495..421B,uncertainty,6.00 keV,Broad-band measurement,204.32803 +24.384240 (J2000),From fitting to map,,From new raw data; NED frequency assigned to mid-point ofband in keV
6,2-10 keV (Chandra),3.6e-12,,erg/cm^2^/s,1.45e+18,2.48e-07,,,,,,Jy,2010ApJS..187..581S,no uncertainty reported,6.00 keV,Broad-band measurement,,Modelled datum,,From new raw data; NED frequency assigned to mid-point ofband in keV
7,2-10 keV (XMM),2.2e-12,,erg/s/cm^2^,1.45e+18,1.52e-07,,,,,,Jy,2010ApJ...713L..11Z,no uncertainty reported,6.00 keV,Broad-band measurement,,Modelled datum,,From reprocessed raw data; Extinction-corrected for MilkyWay; NED frequency assigned to mid-point of band in keV
8,2-10 keV (XMM),2.17e-12,,erg/s/cm^2^,1.45e+18,1.5e-07,,,,,,Jy,2011MNRAS.413.1206B,no uncertainty reported,6.00 keV,Broad-band measurement,204.325 +24.386 (J2000),Modelled datum,,From reprocessed raw data; NED frequency assigned tomid-point of band in keV
9,0.5-10 keV (ASCA),12.15,,ergs cm^-2^ s^-1^,1.21e+18,1e-06,,,,,,Jy,2000MNRAS.316..234R,no uncertainty reported,5.0        keV,Broad-band measurement; broad-band flux derived by integration over spectrum; synthetic band,,Not reported in paper,,Recalibrated data; Extinction-corrected for internal andMilky Way and K-correction applied; NED frequency assigned to mid-point of band in keV
10,0.7-7 keV (ASCA),9.9e-12,,ergs/s/cm^2^,9.31e+17,1.06e-06,,,,,,Jy,2001ApJS..133....1U,no uncertainty reported,3.85 keV,Broad-band measurement,204.3286 +24.3831 (J2000),Flux integrated from map,,From reprocessed raw data; Extinction-corrected for MilkyWay; NED frequency assigned to mid-point of band in keV
11,2 keV (XMM),3.08e-30,,erg/cm^2^/s/Hz,4.84e+17,3.08e-07,,,,,,Jy,2006MNRAS.368..479G,no uncertainty reported,2   keV,Broad-band measurement,,Flux integrated from map,,From new raw data
12,0.7-2 keV (ASCA),5.27e-12,,ergs/s/cm^2^,3.26e+17,1.62e-06,,,,,,Jy,2001ApJS..133....1U,no uncertainty reported,1.35 keV,Broad-band measurement,204.3286 +24.3831 (J2000),Flux integrated from map,,From reprocessed raw data; Extinction-corrected for MilkyWay; NED frequency assigned to mid-point of band in keV
13,0.1-2.5 keV Chandra,1.7e-11,,erg/cm^2^/s,3.14e+17,5.41e-06,,,,,,Jy,2007ApJ...663..799H,no uncertainty reported,1.3   keV,Broad-band measurement,,Flux integrated from map,,From new raw data; NED frequency assigned to mid-point ofband in keV
14,0.5-2 keV (XMM),2.56e-12,+/-0.120E-12,erg/cm^2^/s,3.02e+17,8.48e-07,3.97e-08,3.97e-08,,,+/-3.97E-08,Jy,2009A&A...495..421B,uncertainty,1.25 keV,Broad-band measurement,204.32803 +24.384240 (J2000),From fitting to map,,From new raw data; NED frequency assigned to mid-point ofband in keV
15,0.2-2 keV (Swift),-14.19,,log(W/m^2^),2.66e+17,2.43e-06,,,,,,Jy,2010ApJS..187...64G,no uncertainty reported,1.10 keV,Broad-band measurement,13 37 18.7 +24 23 03 (J2000),Modelled datum,,From new raw data; Extinction-corrected for Milky Way; NEDfrequency assigned to mid-point of band in keV
16,FUV (GALEX) AB,18.0477,+/-0.0431047,mag,1950000000000000.0,0.000219,8.7e-06,8.7e-06,,,+/-8.70E-06,Jy,2012GASC..C...0000S,uncertainty,1538.6     A,Broad-band measurement,204.32803274456 24.384421434423 (J2000),Flux integrated from map,Kron flux in elliptical aperture,From new raw data
17,FUV (GALEX) AB,18.3287,+/-0.0507738,mag,1950000000000000.0,0.000169,7.91e-06,7.91e-06,,,+/-7.91E-06,Jy,2012GASC..C...0000S,uncertainty,1538.6     A,Broad-band measurement,204.32803274456 24.384421434423 (J2000),Flux in fixed aperture,Flux in 7.5 arcsec diameter aperture,From new raw data
18,C IV 1549,-13.2,+/-0.04,log(erg/s/cm^2^),1940000000000000.0,6310000000.0,581000000.0,581000000.0,,,+/-5.81E+08,Jy-Hz,2009ApJ...702..767W,uncertainty,1549 A,Line measurement; flux integrated over line; lines measured in emission,,Modelled datum,,From reprocessed raw data
19,NUV (GALEX) AB,16.8139,+/-0.0138211,mag,1290000000000000.0,0.000683,8.69e-06,8.69e-06,,,+/-8.69E-06,Jy,2012GASC..C...0000S,uncertainty,2315.7     A,Broad-band measurement,204.32803274456 24.384421434423 (J2000),Flux integrated from map,Kron flux in elliptical aperture,From new raw data
20,NUV (GALEX) AB,17.4123,+/-0.0199997,mag,1290000000000000.0,0.000394,7.25e-06,7.25e-06,,,+/-7.25E-06,Jy,2012GASC..C...0000S,uncertainty,2315.7     A,Broad-band measurement,204.32803274456 24.384421434423 (J2000),Flux in fixed aperture,Flux in 7.5 arcsec diameter aperture,From new raw data
