No.,Observed Passband,Photometry Measurement,Uncertainty,Units,Frequency,Flux Density,Upper limit of uncertainty,Lower limit of uncertainty,Upper limit of Flux Density,Lower limit of Flux Density,NED Uncertainty,NED Units,Refcode,Significance,Published frequency,Frequency Mode,Coordinates Targeted,Spatial Mode,Qualifiers,Comments
1,2-10 keV (ASCA),2.82e-12,,ergs/s/cm^2^,1.45e+18,1.94e-07,,,,,,Jy,2001ApJS..133....1U,no uncertainty reported,6.00 keV,Broad-band measurement,312.0776 +19.6155 (J2000),Flux integrated from map,,From reprocessed raw data; Extinction-corrected for MilkyWay; NED frequency assigned to mid-point of band in keV
2,0.7-7 keV (ASCA),1.88e-12,,ergs/s/cm^2^,9.31e+17,2.02e-07,,,,,,Jy,2001ApJS..133....1U,no uncertainty reported,3.85 keV,Broad-band measurement,312.0776 +19.6155 (J2000),Flux integrated from map,,From reprocessed raw data; Extinction-corrected for MilkyWay; NED frequency assigned to mid-point of band in keV
3,0.7-2 keV (ASCA),2.2e-13,,ergs/s/cm^2^,3.26e+17,6.75e-08,,,,,,Jy,2001ApJS..133....1U,no uncertainty reported,1.35 keV,Broad-band measurement,312.0776 +19.6155 (J2000),Flux integrated from map,,From reprocessed raw data; Extinction-corrected for MilkyWay; NED frequency assigned to mid-point of band in keV
4,FUV (GALEX) AB,20.2618,+/-0.220983,mag,1950000000000000.0,2.85e-05,5.81e-06,5.81e-06,,,+/-5.81E-06,Jy,2012GASC..C...0000S,uncertainty,1538.6     A,Broad-band measurement,312.07221250093 19.615600917411 (J2000),Flux integrated from map,Kron flux in elliptical aperture,From new raw data
5,FUV (GALEX) AB,20.5146,+/-0.235319,mag,1950000000000000.0,2.26e-05,4.9e-06,4.9e-06,,,+/-4.90E-06,Jy,2012GASC..C...0000S,uncertainty,1538.6     A,Broad-band measurement,312.07221250093 19.615600917411 (J2000),Flux in fixed aperture,Flux in 7.5 arcsec diameter aperture,From new raw data
6,NUV (GALEX) AB,20.1809,+/-0.127208,mag,1290000000000000.0,3.07e-05,3.6e-06,3.6e-06,,,+/-3.60E-06,Jy,2012GASC..C...0000S,uncertainty,2315.7     A,Broad-band measurement,312.07221250093 19.615600917411 (J2000),Flux integrated from map,Kron flux in elliptical aperture,From new raw data
7,NUV (GALEX) AB,20.5404,+/-0.134040,mag,1290000000000000.0,2.21e-05,2.72e-06,2.72e-06,,,+/-2.72E-06,Jy,2012GASC..C...0000S,uncertainty,2315.7     A,Broad-band measurement,312.07221250093 19.615600917411 (J2000),Flux in fixed aperture,Flux in 7.5 arcsec diameter aperture,From new raw data
8,[O II] 3727 Palomar,1.62e-14,,ergs s^-1^ cm^-2^,804000000000000.0,1620000000.0,,,,,,Jy-Hz,2006AJ....132.2596D,no uncertainty reported,3727   A,Line measurement; flux integrated over line; lines measured in emission,,Flux integrated from map,,From new raw data; derived from a flux in a different bandand a color
9,H{beta} (Palomar),8.62e-15,,ergs s^-1^ cm^-2^,617000000000000.0,862000000.0,,,,,,Jy-Hz,2006AJ....132.2596D,no uncertainty reported,4861   A,Line measurement; flux integrated over line; lines measured in emission,,Flux integrated from map,,From new raw data; derived from a flux in a different bandand a color
10,[O III] 5007 Palomar,6.35e-14,,ergs s^-1^ cm^-2^,599000000000000.0,6350000000.0,,,,,,Jy-Hz,2006AJ....132.2596D,no uncertainty reported,5007   A,Line measurement; flux integrated over line; lines measured in emission,,Flux integrated from map,,From new raw data; derived from a flux in a different bandand a color
11,[O I] 6300 Palomar,4.31e-15,,ergs s^-1^ cm^-2^,476000000000000.0,431000000.0,,,,,,Jy-Hz,2006AJ....132.2596D,no uncertainty reported,6300   A,Line measurement; flux integrated over line; lines measured in emission,,Flux integrated from map,,From new raw data; derived from a flux in a different bandand a color
12,[N II] 6548 Palomar,2.37e-14,,ergs s^-1^ cm^-2^,458000000000000.0,2370000000.0,,,,,,Jy-Hz,2006AJ....132.2596D,no uncertainty reported,6548   A,Line measurement; flux integrated over line; lines measured in emission,,Flux integrated from map,,From new raw data; derived from a flux in a different bandand a color
13,H{alpha} (Palomar),1.077e-13,,ergs s^-1^ cm^-2^,457000000000000.0,10800000000.0,,,,,,Jy-Hz,2006AJ....132.2596D,no uncertainty reported,6563   A,Line measurement; flux integrated over line; lines measured in emission,,Flux integrated from map,,From new raw data
14,[N II] 6583 Palomar,3.12e-14,,ergs s^-1^ cm^-2^,455000000000000.0,3120000000.0,,,,,,Jy-Hz,2006AJ....132.2596D,no uncertainty reported,6583   A,Line measurement; flux integrated over line; lines measured in emission,,Flux integrated from map,,From new raw data; derived from a flux in a different bandand a color
15,[S II] 6716 Palomar,9.69e-15,,ergs s^-1^ cm^-2^,446000000000000.0,969000000.0,,,,,,Jy-Hz,2006AJ....132.2596D,no uncertainty reported,6716   A,Line measurement; flux integrated over line; lines measured in emission,,Flux integrated from map,,From new raw data; derived from a flux in a different bandand a color
16,[S II] 6731 Palomar,6.46e-15,,ergs s^-1^ cm^-2^,445000000000000.0,646000000.0,,,,,,Jy-Hz,2006AJ....132.2596D,no uncertainty reported,6731   A,Line measurement; flux integrated over line; lines measured in emission,,Flux integrated from map,,From new raw data; derived from a flux in a different bandand a color
17,J (2MASS/FLWO),14.231,+/-0.012,mag,243000000000000.0,0.00324,3.58e-05,3.58e-05,,,+/-3.58E-05,Jy,2006AJ....131.1163S,uncertainty,1.235      microns,Broad-band measurement,,Flux in fixed aperture,"4"" aperture",From new raw data
18,J (2MASS/FLWO),14.327,+/-0.033,mag,243000000000000.0,0.00296,9e-05,9e-05,,,+/-9.00E-05,Jy,2006AJ....131.1163S,uncertainty,1.235      microns,Broad-band measurement,,Flux in fixed aperture,Profile-fit,From new raw data
19,J_total,14.12,,mag,240000000000000.0,0.00342,,,,,,Jy,1996MNRAS.280..579H,no uncertainty reported,1.25       microns,Broad-band measurement,,Flux integrated from map,,From new raw data; Standard Caltech JHKL filters assumed
20,H_total,12.86,,mag,182000000000000.0,0.00703,,,,,,Jy,1996MNRAS.280..579H,no uncertainty reported,1.65       microns,Broad-band measurement,,Flux integrated from map,,From new raw data; Standard Caltech JHKL filters assumed
21,H (2MASS/FLWO),13.049,+/-0.018,mag,180000000000000.0,0.00618,0.000102,0.000102,,,+/-1.02E-04,Jy,2006AJ....131.1163S,uncertainty,1.662      microns,Broad-band measurement,,Flux in fixed aperture,"4"" aperture",From new raw data
22,H (2MASS/FLWO),13.097,+/-0.029,mag,180000000000000.0,0.00591,0.000158,0.000158,,,+/-1.58E-04,Jy,2006AJ....131.1163S,uncertainty,1.662      microns,Broad-band measurement,,Flux in fixed aperture,Profile-fit,From new raw data
23,K_s (2MASS/FLWO),11.617,+/-0.027,mag,139000000000000.0,0.015,0.000374,0.000374,,,+/-3.74E-04,Jy,2006AJ....131.1163S,uncertainty,2.159      microns,Broad-band measurement,,Flux in fixed aperture,"4"" aperture",From new raw data
24,K_s (2MASS/FLWO),11.629,+/-0.019,mag,139000000000000.0,0.0149,0.00026,0.00026,,,+/-2.60E-04,Jy,2006AJ....131.1163S,uncertainty,2.159      microns,Broad-band measurement,,Flux in fixed aperture,Profile-fit,From new raw data
25,K_total,11.32,,mag,136000000000000.0,0.0184,,,,,,Jy,1996MNRAS.280..579H,no uncertainty reported,2.2        microns,Broad-band measurement,,Flux integrated from map,,From new raw data; Standard Caltech JHKL filters assumed
26,W1 (WISE),9.736,+/-0.023,mag,89500000000000.0,0.0395,0.000836,0.000836,,,+/-8.36E-04,Jy,2014A&A...570A.110Z,uncertainty,3.35 microns,Broad-band measurement,20 48 17.30 +19 36 54.0 (J2000),From fitting to map,,Averaged from previously published data
27,W1 (WISE),9.729,+/-0.023,mag,89400000000000.0,0.0397,0.000842,0.000842,,,+/-8.42E-04,Jy,2013wise.rept....1C,uncertainty,3.3526     microns,Broad-band measurement,,From fitting to map,Profile-fit,From new raw data
28,W1 (WISE),9.746,+/-0.006,mag,89400000000000.0,0.0391,0.000216,0.000216,,,+/-2.16E-04,Jy,2013wise.rept....1C,uncertainty,3.3526     microns,Broad-band measurement,,Flux in fixed aperture,"r=8.25"" COG-corrected",From new raw data
29,W1 (WISE),9.77,+/-0.006,mag,89400000000000.0,0.0383,0.000211,0.000211,,,+/-2.11E-04,Jy,2013wise.rept....1C,uncertainty,3.3526     microns,Broad-band measurement,,Flux in fixed aperture,"r=22.0"" aperture",From new raw data; Uncorrected for known sources in beam
30,W2 (WISE),8.501,+/-0.021,mag,65200000000000.0,0.0683,0.00132,0.00132,,,+/-1.32E-03,Jy,2014A&A...570A.110Z,uncertainty,4.6 microns,Broad-band measurement,20 48 17.30 +19 36 54.0 (J2000),From fitting to map,,Averaged from previously published data
31,W2 (WISE),8.508,+/-0.02,mag,65100000000000.0,0.0679,0.00125,0.00125,,,+/-1.25E-03,Jy,2013wise.rept....1C,uncertainty,4.6028     microns,Broad-band measurement,,From fitting to map,Profile-fit,From new raw data
32,W2 (WISE),8.521,+/-0.005,mag,65100000000000.0,0.0671,0.000309,0.000309,,,+/-3.09E-04,Jy,2013wise.rept....1C,uncertainty,4.6028     microns,Broad-band measurement,,Flux in fixed aperture,"r=8.25"" COG-corrected",From new raw data
33,W2 (WISE),8.546,+/-0.006,mag,65100000000000.0,0.0656,0.000362,0.000362,,,+/-3.62E-04,Jy,2013wise.rept....1C,uncertainty,4.6028     microns,Broad-band measurement,,Flux in fixed aperture,"r=22.0"" aperture",From new raw data; Uncorrected for known sources in beam
34,PAH 6.2 (Spitzer),,<0.26E-20,W/cm^2^,48400000000000.0,,,,2600000000.0,,<2.60E+09,Jy-Hz,2011ApJ...730...19S,no uncertainty reported,6.2 microns,Line measurement; flux integrated over line; lines measured in emission,20 48 17.23 +19 36 55.0 (J2000),Total flux,,From reprocessed raw data
35,7.7 microns Spitzer,202.9,,milliJy,38900000000000.0,0.203,,,,,,Jy,2011ApJ...730...19S,no uncertainty reported,7.7 microns,Broad-band measurement,20 48 17.23 +19 36 55.0 (J2000),Flux integrated from map,,From reprocessed raw data
36,[Ar III] 8.99 (IRS),,<0.39E-21,W/cm^2^,33300000000000.0,,,,390000000.0,,<3.90E+08,Jy-Hz,2011ApJS..193...18W,no uncertainty reported,8.991 microns,Line measurement; flux integrated over line; lines measured in emission,20 48 17.3 +19 36 54 (J2000),Flux integrated from map,,From new raw data
37,[S IV] 10.51 (IRS),,<0.66E-21,W/cm^2^,28500000000000.0,,,,660000000.0,,<6.60E+08,Jy-Hz,2011ApJS..193...18W,no uncertainty reported,10.511 microns,Line measurement; flux integrated over line; lines measured in emission,20 48 17.3 +19 36 54 (J2000),Flux integrated from map,,From new raw data
38,PAH 11.3 (Spitzer),,<0.22E-20,W/cm^2^,26500000000000.0,,,,2200000000.0,,<2.20E+09,Jy-Hz,2011ApJ...730...19S,no uncertainty reported,11.3 microns,Line measurement; flux integrated over line; lines measured in emission,20 48 17.23 +19 36 55.0 (J2000),Total flux,,From reprocessed raw data
39,W3 (WISE),5.543,+/-0.014,mag,25900000000000.0,0.192,0.00248,0.00248,,,+/-2.48E-03,Jy,2013wise.rept....1C,uncertainty,11.5608    microns,Broad-band measurement,,From fitting to map,Profile-fit,From new raw data
40,W3 (WISE),5.557,+/-0.006,mag,25900000000000.0,0.19,0.00105,0.00105,,,+/-1.05E-03,Jy,2013wise.rept....1C,uncertainty,11.5608    microns,Broad-band measurement,,Flux in fixed aperture,"r=8.25"" COG-corrected",From new raw data
41,W3 (WISE),5.692,+/-0.006,mag,25900000000000.0,0.167,0.000925,0.000925,,,+/-9.25E-04,Jy,2013wise.rept....1C,uncertainty,11.5608    microns,Broad-band measurement,,Flux in fixed aperture,"r=22.0"" aperture",From new raw data; Uncorrected for known sources in beam
42,W3 (WISE),5.545,+/-0.014,mag,25900000000000.0,0.192,0.00247,0.00247,,,+/-2.47E-03,Jy,2014A&A...570A.110Z,uncertainty,11.56 microns,Broad-band measurement,20 48 17.30 +19 36 54.0 (J2000),From fitting to map,,Averaged from previously published data
43,12 microns (IRAS),0.2289,+/-17  %,Jy,25000000000000.0,0.229,0.0389,0.0389,,,+/-3.89E-02,Jy,1990IRASF.C...0000M,uncertainty,12        microns,Broad-band measurement,204601.2 +192548 (B1950),Flux in fixed aperture,IRAS quality flag = 3,From new raw data
44,HI 7-6 (IRS),,<0.42E-21,W/cm^2^,24200000000000.0,,,,420000000.0,,<4.20E+08,Jy-Hz,2011ApJS..193...18W,no uncertainty reported,12.368 microns,Line measurement; flux integrated over line; lines measured in emission,20 48 17.3 +19 36 54 (J2000),Flux integrated from map,,From new raw data
