No.,Observed Passband,Photometry Measurement,Uncertainty,Units,Frequency,Flux Density,Upper limit of uncertainty,Lower limit of uncertainty,Upper limit of Flux Density,Lower limit of Flux Density,NED Uncertainty,NED Units,Refcode,Significance,Published frequency,Frequency Mode,Coordinates Targeted,Spatial Mode,Qualifiers,Comments
1,14-195 keV (Swift),6.56e-11,+/-0.50E-11,erg/s/cm^2^,2.53e+19,2.59e-07,1.98e-08,1.98e-08,,,+/-1.98E-08,Jy,2010ApJS..186..378T,uncertainty,104.50 keV,Broad-band measurement,037.024 +31.299 (J2000),Flux integrated from map,,From new raw data; NED frequency assigned to mid-point ofband in keV
2,14-195 keV (XMM),-10.2,,log(erg/s/cm^2^),2.53e+19,2.49e-07,,,,,,Jy,2012ApJ...745..107W,no uncertainty reported,104.50 keV,Broad-band measurement,02 28 14.5 +31 18 42.1 (J2000),Modelled datum,,From reprocessed raw data; NED frequency assigned tomid-point of band in keV
3,14-195 keV (Swift),7.3e-11,,erg/cm^2^/s,2.53e+19,2.89e-07,,,,,,Jy,2008ApJ...681..113T,no uncertainty reported,104.50 keV,Broad-band measurement,037.0603 +31.3117 (J2000),Modelled datum,,From new raw data; NED frequency assigned to mid-point ofband in keV
4,14-195 keV (Swift),6.05e-11,,erg/cm^2^/s,2.53e+19,2.39e-07,,,,,,Jy,2017ApJS..233...17R,no uncertainty reported,104.50 keV,Broad-band measurement,,Modelled datum,Observed flux,From reprocessed raw data; NED frequency assigned tomid-point of band in keV
5,14-195 keV (Swift),6.11e-11,,erg/cm^2^/s,2.53e+19,2.42e-07,,,,,,Jy,2017ApJS..233...17R,no uncertainty reported,104.50 keV,Broad-band measurement,,Modelled datum,Intrinsic flux,From reprocessed raw data; NED frequency assigned tomid-point of band in keV
6,14-195 keV (Swift),6.222e-11,+/-59.56E-12,erg/s/cm^2^,2.53e+19,2.46e-07,2.35e-07,2.35e-07,,,+/-2.35E-07,Jy,2018ApJS..235....4O,90% confidence,104.50 keV,Broad-band measurement,037.05416258 +31.32683167 (J2000),From fitting to map,S/N = 33.69 ; power law model,From new raw data; NED frequency assigned to mid-point ofband in keV
7,15-150 keV (Swift),5.7e-11,+/-3.4e-12,erg/cm^2^/s,1.99e+19,2.86e-07,1.71e-08,1.71e-08,,,+/-1.71E-08,Jy,2010A&A...524A..64C,uncertainty,82.50 keV,Broad-band measurement,037.055 +31.323 (J2000),Modelled datum,,From new raw data; NED frequency assigned to mid-point ofband in keV
8,14-150 keV (Swift),5.35e-11,,erg/cm^2^/s,1.98e+19,2.7e-07,,,,,,Jy,2017ApJS..233...17R,no uncertainty reported,82.00 keV,Broad-band measurement,,Modelled datum,Intrinsic flux,From reprocessed raw data; NED frequency assigned tomid-point of band in keV
9,40-100 keV INTEGRAL,3e-11,,erg/cm^2^/s,1.69e+19,1.78e-07,,,,,,Jy,2009A&A...505..417B,no uncertainty reported,70.00 keV,Broad-band measurement,37.06079 31.31094 (J2000),Modelled datum,,From new raw data; NED frequency assigned to mid-point ofband in keV
10,17-60 keV (INTEGRAL),4.85e-11,+/-0.81E-11,erg s^-1^ cm^-2^,9.31e+18,5.21e-07,8.7e-08,8.7e-08,,,+/-8.70E-08,Jy,2007A&A...462...57S,uncertainty,38.50   keV,Broad-band measurement,,Flux integrated from map,,Averaged new and previously published data; NED frequencyassigned to mid-point of band in keV
11,15-55 keV (Swift),4.38e-11,+/-0.23E-11,erg/cm^2^/s,8.46e+18,5.18e-07,2.72e-08,2.72e-08,,,+/-2.72E-08,Jy,2009ApJ...699..603A,uncertainty,35.00 keV,Broad-band measurement,037.120 +31.316 (J2000),Flux integrated from map,,From reprocessed raw data; NED frequency assigned tomid-point of band in keV
12,20-50 keV (Swift),2.37e-11,,erg/cm^2^/s,8.46e+18,2.8e-07,,,,,,Jy,2017ApJS..233...17R,no uncertainty reported,35.00 keV,Broad-band measurement,,Modelled datum,Intrinsic flux,From reprocessed raw data; NED frequency assigned tomid-point of band in keV
13,20-40 keV (INTEGRAL),2.3e-11,,erg/cm^2^/s,7.25e+18,3.17e-07,,,,,,Jy,2009A&A...505..417B,no uncertainty reported,30.00 keV,Broad-band measurement,37.06079 31.31094 (J2000),Modelled datum,,From new raw data; NED frequency assigned to mid-point ofband in keV
14,F_2-10_ keV,2.0,+/-10  %,10^-11^ erg/s/cm^2^,1.45e+18,1.38e-06,1.38e-07,1.38e-07,,,+/-1.38E-07,Jy,1989MNRAS.240..833T,typical accuracy,6.0    keV,Broad-band measurement,,Flux integrated from map,Energy index 0.72,From new raw data; NED frequency assigned to mid-point ofband in keV
15,2-10 keV (ASCA),6.92e-12,,ergs/s/cm^2^,1.45e+18,4.77e-07,,,,,,Jy,2001ApJS..133....1U,no uncertainty reported,6.00 keV,Broad-band measurement,037.0613 +31.3121 (J2000),Flux integrated from map,,From reprocessed raw data; Extinction-corrected for MilkyWay; NED frequency assigned to mid-point of band in keV
16,2-10 keV (XMM),-10.5,,log(erg/s/cm^2^),1.45e+18,2.18e-06,,,,,,Jy,2012ApJ...745..107W,no uncertainty reported,6.00 keV,Broad-band measurement,02 28 14.5 +31 18 42.1 (J2000),Modelled datum,,From reprocessed raw data; NED frequency assigned tomid-point of band in keV
