No.,Observed Passband,Photometry Measurement,Uncertainty,Units,Frequency,Flux Density,Upper limit of uncertainty,Lower limit of uncertainty,Upper limit of Flux Density,Lower limit of Flux Density,NED Uncertainty,NED Units,Refcode,Significance,Published frequency,Frequency Mode,Coordinates Targeted,Spatial Mode,Qualifiers,Comments
1,[O II] 3727 Palomar,2.75e-16,,ergs s^-1^ cm^-2^,804000000000000.0,27500000.0,,,,,,Jy-Hz,2006AJ....132.2596D,no uncertainty reported,3727   A,Line measurement; flux integrated over line; lines measured in emission,,Flux integrated from map,,From new raw data; derived from a flux in a different bandand a color
2,H{beta} (Palomar),,<3.30E-17,ergs s^-1^ cm^-2^,617000000000000.0,,,,3300000.0,,<3.30E+06,Jy-Hz,2006AJ....132.2596D,uncertainty,4861   A,Line measurement; flux integrated over line; lines measured in emission,,Flux integrated from map,,From new raw data; derived from a flux in a different bandand a color
3,[O III] 5007 Palomar,,<1.54E-16,ergs s^-1^ cm^-2^,599000000000000.0,,,,15400000.0,,<1.54E+07,Jy-Hz,2006AJ....132.2596D,uncertainty,5007   A,Line measurement; flux integrated over line; lines measured in emission,,Flux integrated from map,,From new raw data; derived from a flux in a different bandand a color
4,[O I] 6300 Palomar,2.31e-16,,ergs s^-1^ cm^-2^,476000000000000.0,23100000.0,,,,,,Jy-Hz,2006AJ....132.2596D,no uncertainty reported,6300   A,Line measurement; flux integrated over line; lines measured in emission,,Flux integrated from map,,From new raw data; derived from a flux in a different bandand a color
5,[N II] 6548 Palomar,2.64e-16,,ergs s^-1^ cm^-2^,458000000000000.0,26400000.0,,,,,,Jy-Hz,2006AJ....132.2596D,no uncertainty reported,6548   A,Line measurement; flux integrated over line; lines measured in emission,,Flux integrated from map,,From new raw data; derived from a flux in a different bandand a color
6,H{alpha} (Palomar),1.1e-15,,ergs s^-1^ cm^-2^,457000000000000.0,110000000.0,,,,,,Jy-Hz,2006AJ....132.2596D,no uncertainty reported,6563   A,Line measurement; flux integrated over line; lines measured in emission,,Flux integrated from map,,From new raw data
7,[N II] 6583 Palomar,9.02e-16,,ergs s^-1^ cm^-2^,455000000000000.0,90200000.0,,,,,,Jy-Hz,2006AJ....132.2596D,no uncertainty reported,6583   A,Line measurement; flux integrated over line; lines measured in emission,,Flux integrated from map,,From new raw data; derived from a flux in a different bandand a color
8,[S II] 6716 Palomar,3.41e-16,,ergs s^-1^ cm^-2^,446000000000000.0,34100000.0,,,,,,Jy-Hz,2006AJ....132.2596D,no uncertainty reported,6716   A,Line measurement; flux integrated over line; lines measured in emission,,Flux integrated from map,,From new raw data; derived from a flux in a different bandand a color
9,[S II] 6731 Palomar,2.64e-16,,ergs s^-1^ cm^-2^,445000000000000.0,26400000.0,,,,,,Jy-Hz,2006AJ....132.2596D,no uncertainty reported,6731   A,Line measurement; flux integrated over line; lines measured in emission,,Flux integrated from map,,From new raw data; derived from a flux in a different bandand a color
10,W1 (WISE),14.09,+/-0.028,mag,89500000000000.0,0.000716,1.85e-05,1.85e-05,,,+/-1.85E-05,Jy,2014A&A...570A.110Z,uncertainty,3.35 microns,Broad-band measurement,21 29 29.40 +25 27 54.4 (J2000),From fitting to map,,Averaged from previously published data
11,W2 (WISE),13.147,+/-0.031,mag,65200000000000.0,0.000947,2.7e-05,2.7e-05,,,+/-2.70E-05,Jy,2014A&A...570A.110Z,uncertainty,4.6 microns,Broad-band measurement,21 29 29.40 +25 27 54.4 (J2000),From fitting to map,,Averaged from previously published data
12,H_2 S(7) line (IRS),,<0.5E-20,W cm^-2^,54400000000000.0,,,,5000000000.0,,<5.00E+09,Jy-Hz,2006ApJ...648..323H,no uncertainty reported,5.51   microns,Line measurement; flux integrated over line; lines measured in emission,21 29 29.40 +25 27 55.10 (J2000),Flux integrated from map,,From new raw data
