No.,Observed Passband,Photometry Measurement,Uncertainty,Units,Frequency,Flux Density,Upper limit of uncertainty,Lower limit of uncertainty,Upper limit of Flux Density,Lower limit of Flux Density,NED Uncertainty,NED Units,Refcode,Significance,Published frequency,Frequency Mode,Coordinates Targeted,Spatial Mode,Qualifiers,Comments
1,14-195 keV (Swift),7.16e-11,+/-0.54E-11,erg/s/cm^2^,2.53e+19,2.83e-07,2.13e-08,2.13e-08,,,+/-2.13E-08,Jy,2010ApJS..186..378T,uncertainty,104.50 keV,Broad-band measurement,076.455 -23.861 (J2000),Flux integrated from map,,From new raw data; NED frequency assigned to mid-point ofband in keV
2,14-195 keV (Swift),6.1e-11,,erg/cm^2^/s,2.53e+19,2.41e-07,,,,,,Jy,2008ApJ...681..113T,no uncertainty reported,104.50 keV,Broad-band measurement,076.4405 -23.8539 (J2000),Modelled datum,,From new raw data; NED frequency assigned to mid-point ofband in keV
3,14-195 keV (Swift),6.08e-11,,erg/cm^2^/s,2.53e+19,2.4e-07,,,,,,Jy,2017ApJS..233...17R,no uncertainty reported,104.50 keV,Broad-band measurement,,Modelled datum,Observed flux,From reprocessed raw data; NED frequency assigned tomid-point of band in keV
4,14-195 keV (Swift),5.85e-11,,erg/cm^2^/s,2.53e+19,2.31e-07,,,,,,Jy,2017ApJS..233...17R,no uncertainty reported,104.50 keV,Broad-band measurement,,Modelled datum,Intrinsic flux,From reprocessed raw data; NED frequency assigned tomid-point of band in keV
5,14-195 keV (Swift),5.827e-11,+/-55.24E-12,erg/s/cm^2^,2.53e+19,2.3e-07,2.18e-07,2.18e-07,,,+/-2.18E-07,Jy,2018ApJS..235....4O,90% confidence,104.50 keV,Broad-band measurement,076.43461411 -23.85481450 (J2000),From fitting to map,S/N = 29.21 ; power law model,From new raw data; NED frequency assigned to mid-point ofband in keV
6,14-170 keV (Swift),5e-11,+/-1.5E-11,ergs/cm^2^/s,2.22e+19,2.25e-07,6.76e-08,6.76e-08,,,+/-6.76E-08,Jy,2008ApJ...673...96A,uncertainty,92.00 keV,Broad-band measurement,076.4674 -23.8666 (J2000),Modelled datum,,From new raw data; NED frequency assigned to mid-point ofband in keV
7,14-170 keV (BAT),2.62e-11,,erg/cm^2^/s,2.22e+19,1.18e-07,,,,,,Jy,2008ApJ...678..102A,no uncertainty reported,92.00 keV,Broad-band measurement,076.4674 -23.8666 (J2000),Flux integrated from map,S/N = 7.2,From new raw data; NED frequency assigned to mid-point ofband in keV
8,15-150 keV (Swift),5.6e-11,+/-6.1e-12,erg/cm^2^/s,1.99e+19,2.81e-07,3.07e-08,3.07e-08,,,+/-3.07E-08,Jy,2010A&A...524A..64C,uncertainty,82.50 keV,Broad-band measurement,076.444 -23.864 (J2000),Modelled datum,,From new raw data; NED frequency assigned to mid-point ofband in keV
9,14-150 keV (Swift),5.12e-11,,erg/cm^2^/s,1.98e+19,2.59e-07,,,,,,Jy,2017ApJS..233...17R,no uncertainty reported,82.00 keV,Broad-band measurement,,Modelled datum,Intrinsic flux,From reprocessed raw data; NED frequency assigned tomid-point of band in keV
10,15-55 keV (Swift),2.78e-11,+/-0.20E-11,erg/cm^2^/s,8.46e+18,3.29e-07,2.36e-08,2.36e-08,,,+/-2.36E-08,Jy,2009ApJ...699..603A,uncertainty,35.00 keV,Broad-band measurement,076.497 -23.854 (J2000),Flux integrated from map,,From reprocessed raw data; NED frequency assigned tomid-point of band in keV
11,20-50 keV (Swift),1.94e-11,,erg/cm^2^/s,8.46e+18,2.29e-07,,,,,,Jy,2017ApJS..233...17R,no uncertainty reported,35.00 keV,Broad-band measurement,,Modelled datum,Intrinsic flux,From reprocessed raw data; NED frequency assigned tomid-point of band in keV
12,10-50 keV (Suzaku),2.9e-11,,erg/cm^2^/s,7.25e+18,4e-07,,,,,,Jy,2009ApJ...696.1657E,no uncertainty reported,30.00 keV,Broad-band measurement,05 05 45.73 -23 51 14.0 (J2000),Modelled datum,Observed flux,From new raw data; NED frequency assigned to mid-point ofband in keV
13,10-50 keV (Suzaku),1.51,,log(erg/s/cm^2^),7.25e+18,4.46e-07,,,,,,Jy,2011ApJ...727...19F,no uncertainty reported,30.00 keV,Broad-band measurement,,Modelled datum,,From reprocessed raw data; NED frequency assigned tomid-point of band in keV
14,2-10 keV (Swift),1.34e-11,,erg/s/cm^2^,1.45e+18,9.24e-07,,,,,,Jy,2009ApJ...690.1322W,no uncertainty reported,6.00 keV,Broad-band measurement,05 05 45.7 -23 51 14.0 (J2000),Modelled datum,,From new raw data; NED frequency assigned to mid-point ofband in keV
