No.,Observed Passband,Photometry Measurement,Uncertainty,Units,Frequency,Flux Density,Upper limit of uncertainty,Lower limit of uncertainty,Upper limit of Flux Density,Lower limit of Flux Density,NED Uncertainty,NED Units,Refcode,Significance,Published frequency,Frequency Mode,Coordinates Targeted,Spatial Mode,Qualifiers,Comments
1,15-150 keV (Swift),6.8e-12,+/-4.1e-12,erg/cm^2^/s,1.99e+19,3.42e-08,2.06e-08,2.06e-08,,,+/-2.06E-08,Jy,2010A&A...524A..64C,uncertainty,82.50 keV,Broad-band measurement,059.678 +10.402 (J2000),Modelled datum,,From new raw data; NED frequency assigned to mid-point ofband in keV
2,2-10 keV (XMM),2.62e-12,,erg/cm^2^/s,1.45e+18,1.81e-07,,,,,,Jy,2009ApJ...705..454N,no uncertainty reported,6.00 keV,Broad-band measurement,,Total flux,,From reprocessed raw data; NED frequency assigned tomid-point of band in keV
3,0.3-8 keV (Chandra),7.79e-13,,erg/cm^2^/s,1e+18,7.79e-08,,,,,,Jy,2016ApJS..224...40W,no uncertainty reported,4.15 keV,Broad-band measurement,,Flux integrated from map,Average flux,From reprocessed raw data; NED frequency assigned tomid-point of band in keV
4,2 keV (Einstein),,<-7.36,log (Jy),4.84e+17,,,,4.37e-08,,<4.37E-08,Jy,1983ApJ...269..400F,3 sigma,2   keV,Broad-band measurement,... ... (B1950),Flux integrated from map,,From new raw data
5,0.5-2 keV (XMM),3.49e-14,,erg/cm^2^/s,3.02e+17,1.16e-08,,,,,,Jy,2009ApJ...705..454N,no uncertainty reported,1.25 keV,Broad-band measurement,,Total flux,,From reprocessed raw data; NED frequency assigned tomid-point of band in keV
6,1 keV (XMM),400.0,+/-190,nJy,2.42e+17,4e-07,1.9e-07,1.9e-07,,,+/-1.90E-07,Jy,2006ApJ...642...96E,uncertainty,1   keV,Broad-band measurement,03 58 54.43 +10 26 03.00 (J2000),Flux in fixed aperture,,From reprocessed raw data
7,1 keV (XMM),,<15,nJy,2.42e+17,,,,1.5e-08,,<1.50E-08,Jy,2006ApJ...642...96E,no uncertainty reported,1   keV,Broad-band measurement,03 58 54.43 +10 26 03.00 (J2000),Flux in fixed aperture,,From reprocessed raw data
8,FUV (GALEX) AB,,>20.9525,mag,1950000000000000.0,,,,,1.51e-05,<1.51E-05,Jy,2012GASC..C...0000S,3 sigma,1538.6     A,Broad-band measurement,59.727397832391 10.433895966345 (J2000),Flux integrated from map,upper limit inside NUV Kron aperture,From new raw data
9,FUV (GALEX) AB,23.9134,+/-2.75083,mag,1950000000000000.0,9.88e-07,2.5e-06,2.5e-06,,,+/-2.50E-06,Jy,2012GASC..C...0000S,uncertainty,1538.6     A,Broad-band measurement,59.727397832391 10.433895966345 (J2000),Flux in fixed aperture,Flux in 7.5 arcsec diameter aperture,From new raw data
10,NUV (GALEX) AB,21.0618,+/-0.271592,mag,1290000000000000.0,1.37e-05,3.42e-06,3.42e-06,,,+/-3.42E-06,Jy,2012GASC..C...0000S,uncertainty,2315.7     A,Broad-band measurement,59.727397832391 10.433895966345 (J2000),Flux integrated from map,Kron flux in elliptical aperture,From new raw data
11,NUV (GALEX) AB,22.11,+/-0.339033,mag,1290000000000000.0,5.2e-06,1.62e-06,1.62e-06,,,+/-1.62E-06,Jy,2012GASC..C...0000S,uncertainty,2315.7     A,Broad-band measurement,59.727397832391 10.433895966345 (J2000),Flux in fixed aperture,Flux in 7.5 arcsec diameter aperture,From new raw data
12,U (U_T),16.43,+/-0.15,mag,819000000000000.0,0.000485,7.12e-05,7.12e-05,,,+/-7.12E-05,Jy,1991RC3.9.C...0000d,rms uncertainty,3660       A,Broad-band measurement,035610.2 +101730 (B1950),From multi-aperture data,,Homogenized from new and previously published data; StandardJohnson UBVRI filters assumed
13,B (B_25),15.83,+/-0.10,mag,681000000000000.0,0.00198,0.000191,0.000191,,,+/-1.91E-04,Jy,1989ApJS...69..365S,typical accuracy,4400       A,Broad-band measurement,035610. 101730. (B1950),Flux integrated from map,,From new raw data; Standard Johnson UBVRI filters assumed
14,B (B_T),15.93,+/-0.14,mag,681000000000000.0,0.00181,0.000249,0.000249,,,+/-2.49E-04,Jy,1991RC3.9.C...0000d,rms uncertainty,4400       A,Broad-band measurement,035610.2 +101730 (B1950),From multi-aperture data,,Homogenized from new and previously published data; StandardJohnson UBVRI filters assumed
15,V (Johnson),14.98,,mag,542000000000000.0,0.00371,,,,,,Jy,1973ApJ...183..711S,no uncertainty reported,5530 A,Broad-band measurement; photometric system transformed,,Flux in fixed aperture,"30.6"" aperture",From new raw data
16,V (Johnson),15.42,,mag,542000000000000.0,0.00247,,,,,,Jy,1973ApJ...183..711S,no uncertainty reported,5530 A,Broad-band measurement; photometric system transformed,,Flux in fixed aperture,"12.2"" aperture",From new raw data
17,V (Johnson),14.98,,mag,542000000000000.0,0.00371,,,,,,Jy,1973ApJ...183..711S,no uncertainty reported,5530 A,Broad-band measurement; photometric system transformed,,Flux in fixed aperture,"37.6"" aperture",From new raw data
18,V (Johnson),15.14,,mag,542000000000000.0,0.0032,,,,,,Jy,1973ApJ...183..711S,no uncertainty reported,5530 A,Broad-band measurement; photometric system transformed,,Flux in fixed aperture,"24.0"" aperture",From new raw data
19,V (Johnson),15.21,,mag,542000000000000.0,0.003,,,,,,Jy,1973ApJ...183..711S,no uncertainty reported,5530 A,Broad-band measurement; photometric system transformed,,Flux in fixed aperture,"18.8"" aperture",From new raw data
20,V (V_25),14.56,+/-0.10,mag,542000000000000.0,0.00546,0.000527,0.000527,,,+/-5.27E-04,Jy,1989ApJS...69..365S,typical accuracy,5530       A,Broad-band measurement,035610. 101730. (B1950),Flux integrated from map,,From new raw data; Standard Johnson UBVRI filters assumed
21,V (V_T),14.76,+/-0.14,mag,542000000000000.0,0.00454,0.000632,0.000632,,,+/-6.32E-04,Jy,1991RC3.9.C...0000d,rms uncertainty,5530       A,Broad-band measurement,035610.2 +101730 (B1950),From multi-aperture data,,Homogenized from new and previously published data; StandardJohnson UBVRI filters assumed
22,H{alpha} (TNG),-13.79,+/-1   %,log(erg/cm^2^/s),457000000000000.0,1620000000.0,16200000.0,16200000.0,,,+/-1.62E+07,Jy-Hz,2009A&A...495.1033B,uncertainty,6563 A,Line measurement; flux integrated over line; lines measured in emission,,Flux integrated from map,,From new raw data
23,R (Johnson),14.05,,mag,428000000000000.0,0.00667,,,,,,Jy,1973ApJ...183..711S,no uncertainty reported,7000 A,Broad-band measurement; photometric system transformed,,Flux in fixed aperture,"37.6"" aperture",From new raw data; derived from a flux in a different bandand a color
24,R (Johnson),14.17,,mag,428000000000000.0,0.00597,,,,,,Jy,1973ApJ...183..711S,no uncertainty reported,7000 A,Broad-band measurement; photometric system transformed,,Flux in fixed aperture,"24.0"" aperture",From new raw data; derived from a flux in a different bandand a color
25,R (Johnson),13.99,,mag,428000000000000.0,0.00705,,,,,,Jy,1973ApJ...183..711S,no uncertainty reported,7000 A,Broad-band measurement; photometric system transformed,,Flux in fixed aperture,"30.6"" aperture",From new raw data; derived from a flux in a different bandand a color
26,R (Johnson),14.44,,mag,428000000000000.0,0.00466,,,,,,Jy,1973ApJ...183..711S,no uncertainty reported,7000 A,Broad-band measurement; photometric system transformed,,Flux in fixed aperture,"12.2"" aperture",From new raw data; derived from a flux in a different bandand a color
27,R (Johnson),14.22,,mag,428000000000000.0,0.0057,,,,,,Jy,1973ApJ...183..711S,no uncertainty reported,7000 A,Broad-band measurement; photometric system transformed,,Flux in fixed aperture,"18.8"" aperture",From new raw data; derived from a flux in a different bandand a color
28,J (2MASS/FLWO),13.02,+/-0.018,mag,243000000000000.0,0.00987,0.000164,0.000164,,,+/-1.64E-04,Jy,2006AJ....131.1163S,uncertainty,1.235      microns,Broad-band measurement,,Flux in fixed aperture,"4"" aperture",From new raw data
29,J (2MASS/FLWO),13.52,+/-0.071,mag,243000000000000.0,0.00623,0.000407,0.000407,,,+/-4.07E-04,Jy,2006AJ....131.1163S,uncertainty,1.235      microns,Broad-band measurement,,Flux in fixed aperture,Profile-fit; Poor quality,From new raw data
30,J,12.301,+/-0.029,mag,240000000000000.0,0.0191,0.000518,0.000518,,,+/-5.18E-04,Jy,20032MASX.C.......:,1 sigma uncert.,1.25      microns,Broad-band measurement,035854.43 +102603.0 (J2000),Flux in fixed aperture,30.2 x   26.6 arcsec integration area.,From new raw data
31,J (UKIRT),13.06,+/-0.12,mag,240000000000000.0,0.00955,0.00112,0.00112,,,+/-1.12E-03,Jy,1985MNRAS.214..109L,estimated error,1.247      microns,Broad-band measurement,,Flux in fixed aperture,"7.5"" aperture",From new raw data; Extinction-corrected for Milky Way
32,J (UKIRT),12.74,+/-0.01,mag,240000000000000.0,0.0128,0.000119,0.000119,,,+/-1.19E-04,Jy,1984MNRAS.211..833L,based on count statistics only,1.25       microns,Broad-band measurement,,Flux in fixed aperture,12.3 arcsec aperture,From new raw data; Extinction-corrected for Milky Way
33,J,12.056,+/-0.045,mag,240000000000000.0,0.024,0.00101,0.00101,,,+/-1.01E-03,Jy,20032MASX.C.......:,1 sigma uncert.,1.25      microns,Broad-band measurement,035854.43 +102603.0 (J2000),Flux in fixed aperture,,From new raw data
34,J_14arcsec (2MASS),12.652,+/-0.013,mag,240000000000000.0,0.0138,0.000167,0.000167,,,+/-1.67E-04,Jy,20032MASX.C.......:,1 sigma uncert.,1.25      microns,Broad-band measurement,035854.43 +102603.0 (J2000),Flux in fixed aperture,14.0 x 14.0 arcsec aperture.,From new raw data
35,J (IRTF),6.3,+/-0.4,milliJy,240000000000000.0,0.0063,0.0004,0.0004,,,+/-4.00E-04,Jy,1984ApJ...280..574E,statistical error,1.25 microns,Broad-band measurement,,Flux in fixed aperture,"Aperture = 6""",From new raw data
36,J (UKIRT),13.48,+/-0.04,mag,240000000000000.0,0.00616,0.000231,0.000231,,,+/-2.31E-04,Jy,1982MNRAS.199.1053L,uncertainty,1.25    microns,Broad-band measurement,,Flux in fixed aperture,"10.8"" aperture",From new raw data; Extinction-corrected for internal andMilky Way and K-correction applied
37,F160W (HST),,<-27.64,log(erg/s/cm^2^/Hz),187000000000000.0,,,,2.29e-05,,<2.29E-05,Jy,2010ApJ...725.2426B,no uncertainty reported,1.60 microns,Broad-band measurement,,From fitting to map,Nuclear flux,From new raw data
38,H (UKIRT),12.33,+/-0.11,mag,184000000000000.0,0.0119,0.00127,0.00127,,,+/-1.27E-03,Jy,1985MNRAS.214..109L,estimated error,1.634      microns,Broad-band measurement,,Flux in fixed aperture,"7.5"" aperture",From new raw data; Extinction-corrected for Milky Way
39,H (UKIRT),12.01,+/-0.02,mag,184000000000000.0,0.016,0.000298,0.000298,,,+/-2.98E-04,Jy,1984MNRAS.211..833L,based on count statistics only,1.63       microns,Broad-band measurement,,Flux in fixed aperture,12.3 arcsec aperture,From new raw data; Extinction-corrected for Milky Way
40,H,11.544,+/-0.042,mag,182000000000000.0,0.0247,0.000974,0.000974,,,+/-9.74E-04,Jy,20032MASX.C.......:,1 sigma uncert.,1.65      microns,Broad-band measurement,035854.43 +102603.0 (J2000),Flux in fixed aperture,30.2 x   26.6 arcsec integration area.,From new raw data
41,H,11.345,+/-0.061,mag,182000000000000.0,0.0297,0.00171,0.00171,,,+/-1.71E-03,Jy,20032MASX.C.......:,1 sigma uncert.,1.65      microns,Broad-band measurement,035854.43 +102603.0 (J2000),Flux in fixed aperture,,From new raw data
42,H_14arcsec (2MASS),11.898,+/-0.017,mag,182000000000000.0,0.0178,0.000281,0.000281,,,+/-2.81E-04,Jy,20032MASX.C.......:,1 sigma uncert.,1.65      microns,Broad-band measurement,035854.43 +102603.0 (J2000),Flux in fixed aperture,14.0 x 14.0 arcsec aperture.,From new raw data
43,H (IRTF),9.0,+/-0.6,milliJy,182000000000000.0,0.009,0.0006,0.0006,,,+/-6.00E-04,Jy,1984ApJ...280..574E,statistical error,1.65 microns,Broad-band measurement,,Flux in fixed aperture,"Aperture = 6""",From new raw data
44,H (UKIRT),12.88,+/-0.06,mag,182000000000000.0,0.00691,0.000392,0.000392,,,+/-3.92E-04,Jy,1982MNRAS.199.1053L,uncertainty,1.65    microns,Broad-band measurement,,Flux in fixed aperture,"10.8"" aperture",From new raw data; Extinction-corrected for internal andMilky Way and K-correction applied
45,H (2MASS/FLWO),12.85,+/-0.089,mag,180000000000000.0,0.00742,0.000608,0.000608,,,+/-6.08E-04,Jy,2006AJ....131.1163S,uncertainty,1.662      microns,Broad-band measurement,,Flux in fixed aperture,Profile-fit,From new raw data
46,H (2MASS/FLWO),12.248,+/-0.015,mag,180000000000000.0,0.0129,0.000178,0.000178,,,+/-1.78E-04,Jy,2006AJ....131.1163S,uncertainty,1.662      microns,Broad-band measurement,,Flux in fixed aperture,"4"" aperture",From new raw data
47,K_s (2MASS/FLWO),12.392,+/-0.066,mag,139000000000000.0,0.00737,0.000448,0.000448,,,+/-4.48E-04,Jy,2006AJ....131.1163S,uncertainty,2.159      microns,Broad-band measurement,,Flux in fixed aperture,Profile-fit; Poor quality,From new raw data
48,K_s (2MASS/FLWO),11.884,+/-0.011,mag,139000000000000.0,0.0118,0.000119,0.000119,,,+/-1.19E-04,Jy,2006AJ....131.1163S,uncertainty,2.159      microns,Broad-band measurement,,Flux in fixed aperture,"4"" aperture",From new raw data
49,K_s,11.225,+/-0.050,mag,138000000000000.0,0.0216,0.00102,0.00102,,,+/-1.02E-03,Jy,20032MASX.C.......:,1 sigma uncert.,2.17      microns,Broad-band measurement,035854.43 +102603.0 (J2000),Flux in fixed aperture,30.2 x   26.6 arcsec integration area.,From new raw data
50,K_s,10.929,+/-0.059,mag,138000000000000.0,0.0283,0.00158,0.00158,,,+/-1.58E-03,Jy,20032MASX.C.......:,1 sigma uncert.,2.17      microns,Broad-band measurement,035854.43 +102603.0 (J2000),Flux in fixed aperture,,From new raw data
51,K_s_14arcsec (2MASS),11.554,+/-0.017,mag,138000000000000.0,0.0159,0.000251,0.000251,,,+/-2.51E-04,Jy,20032MASX.C.......:,1 sigma uncert.,2.17      microns,Broad-band measurement,035854.43 +102603.0 (J2000),Flux in fixed aperture,14.0 x 14.0 arcsec aperture.,From new raw data
52,K (UKIRT),11.98,+/-0.10,mag,137000000000000.0,0.0106,0.00102,0.00102,,,+/-1.02E-03,Jy,1985MNRAS.214..109L,estimated error,2.195      microns,Broad-band measurement,,Flux in fixed aperture,"7.5"" aperture",From new raw data; Extinction-corrected for Milky Way
53,K (UKIRT),11.9,+/-0.02,mag,137000000000000.0,0.0114,0.000212,0.000212,,,+/-2.12E-04,Jy,1984MNRAS.211..833L,based on count statistics only,2.20       microns,Broad-band measurement,,Flux in fixed aperture,12.3 arcsec aperture,From new raw data; Extinction-corrected for Milky Way
54,K (UKIRT),12.49,+/-0.02,mag,136000000000000.0,0.00626,0.000116,0.000116,,,+/-1.16E-04,Jy,1982MNRAS.199.1053L,uncertainty,2.20    microns,Broad-band measurement,,Flux in fixed aperture,"10.8"" aperture",From new raw data; Extinction-corrected for internal andMilky Way and K-correction applied
