No.,Observed Passband,Photometry Measurement,Uncertainty,Units,Frequency,Flux Density,Upper limit of uncertainty,Lower limit of uncertainty,Upper limit of Flux Density,Lower limit of Flux Density,NED Uncertainty,NED Units,Refcode,Significance,Published frequency,Frequency Mode,Coordinates Targeted,Spatial Mode,Qualifiers,Comments
1,5-10 keV (XMM),3.9e-14,,erg cm^-2^ s^-1^,1.81e+18,2.15e-09,,,,,,Jy,2005A&A...444..119G,no uncertainty reported,7.5   keV,Broad-band measurement,,Flux integrated from map,,From new raw data; NED frequency assigned to mid-point ofband in keV
2,2-10 keV (XMM),8e-14,,erg cm^-2^ s^-1^,1.45e+18,5.52e-09,,,,,,Jy,2005A&A...444..119G,no uncertainty reported,6   keV,Broad-band measurement,,Flux integrated from map,,From new raw data; NED frequency assigned to mid-point ofband in keV
3,2-10 keV (ASCA),1.7e-13,,ergs s^-1^ cm^-2^,1.45e+18,1.17e-08,,,,,,Jy,2005ApJS..161..185U,no uncertainty reported,6   keV,Broad-band measurement,190.2033 -36.7660 (J2000),From fitting to map,,From new raw data; Extinction-corrected for Milky Way; NEDfrequency assigned to mid-point of band in keV
4,2-10 keV,1.21e-13,+/-0.31E-13,erg/s/cm^2^,1.45e+18,8.34e-09,2.14e-09,2.14e-09,,,+/-2.14E-09,Jy,2011ApJ...729...52L,uncertainty,6.00 keV,Broad-band measurement,,Modelled datum,,From reprocessed raw data; NED frequency assigned tomid-point of band in keV
5,2-8 keV (ASCA),2.43e-13,,ergs/cm^2^/s,1.21e+18,2.01e-08,,,,,,Jy,2007AJ....134.1263C,no uncertainty reported,5.00 keV,Broad-band measurement,,Modelled datum,,Averaged from previously published data; NED frequencyassigned to mid-point of band in keV
6,0.3-8 keV (Chandra),3.09e-13,,erg/cm^2^/s,1e+18,3.09e-08,,,,,,Jy,2016ApJS..224...40W,no uncertainty reported,4.15 keV,Broad-band measurement,,Flux integrated from map,Average flux,From reprocessed raw data; NED frequency assigned tomid-point of band in keV
7,0.7-7 keV (ASCA),2.5e-13,,ergs s^-1^ cm^-2^,9.31e+17,2.69e-08,,,,,,Jy,2005ApJS..161..185U,no uncertainty reported,3.85   keV,Broad-band measurement,190.2033 -36.7660 (J2000),From fitting to map,,From new raw data; Extinction-corrected for Milky Way; NEDfrequency assigned to mid-point of band in keV
8,0.7-2 keV (ASCA),1.3e-13,,ergs s^-1^ cm^-2^,3.26e+17,3.99e-08,,,,,,Jy,2005ApJS..161..185U,no uncertainty reported,1.35   keV,Broad-band measurement,190.2033 -36.7660 (J2000),From fitting to map,,From new raw data; Extinction-corrected for Milky Way; NEDfrequency assigned to mid-point of band in keV
9,0.5-2 keV (XMM),1e-13,,erg cm^-2^ s^-1^,3.02e+17,3.31e-08,,,,,,Jy,2005A&A...444..119G,no uncertainty reported,1.25   keV,Broad-band measurement,,Flux integrated from map,,From new raw data; NED frequency assigned to mid-point ofband in keV
10,0.5-2 keV (ASCA),1.3e-13,,ergs/cm^2^/s,3.02e+17,4.3e-08,,,,,,Jy,2007AJ....134.1263C,no uncertainty reported,1.25 keV,Broad-band measurement,,Modelled datum,,Averaged from previously published data; NED frequencyassigned to mid-point of band in keV
11,1482A (IUE),1.06e-14,+/-0.25E-14,ergs cm^-2 s^-1 A^-1,2020000000000000.0,0.000778,0.000183,0.000183,,,+/-1.83E-04,Jy,1993ApJS...86....5K,uncertainty,1482   A,Broad-band measurement; flux integrated over line,,Flux in fixed aperture,"20""x10"" aperture",Averaged from new and transformed previously published data
12,1913A (IUE),7.5e-15,+/-0.14E-14,ergs cm^-2 s^-1 A^-1,1570000000000000.0,0.000917,0.000171,0.000171,,,+/-1.71E-04,Jy,1993ApJS...86....5K,uncertainty,1913   A,Broad-band measurement; flux integrated over line,,Flux in fixed aperture,"20""x10"" aperture",Averaged from new and transformed previously published data
13,2373A (IUE),5.6e-15,+/-0.11E-14,ergs cm^-2 s^-1 A^-1,1260000000000000.0,0.00105,0.000207,0.000207,,,+/-2.07E-04,Jy,1993ApJS...86....5K,uncertainty,2373   A,Broad-band measurement; flux integrated over line,,Flux in fixed aperture,"20""x10"" aperture",Averaged from new and transformed previously published data
