No.,Observed Passband,Photometry Measurement,Uncertainty,Units,Frequency,Flux Density,Upper limit of uncertainty,Lower limit of uncertainty,Upper limit of Flux Density,Lower limit of Flux Density,NED Uncertainty,NED Units,Refcode,Significance,Published frequency,Frequency Mode,Coordinates Targeted,Spatial Mode,Qualifiers,Comments
1,0.3-8 keV (Chandra),6.57e-13,,erg/cm^2^/s,1e+18,6.57e-08,,,,,,Jy,2016ApJS..224...40W,no uncertainty reported,4.15 keV,Broad-band measurement,,Flux integrated from map,Average flux,From reprocessed raw data; NED frequency assigned tomid-point of band in keV
2,u (SDSS PSF) AB,21.854,+/-0.190,asinh mag,836000000000000.0,6.79e-06,1.2e-06,1.2e-06,,,+/-1.20E-06,Jy,2007SDSS6.C...0000:,based on count statistics only,3585       A,Broad-band measurement,225.3049970043 23.4856351826 (J2000),Modelled datum,SDSS flags: BAD_RADIAL - some low S/N radial points; ELLIPFAINT - no isophotal fits performed; BINNED1 - detected at >=5 sigma in original imaging frame; BINNED_CENTER - image was binned while centroiding;,From new raw data
3,u (SDSS CModel) AB,20.963,,asinh mag,836000000000000.0,1.55e-05,,,,,,Jy,2007SDSS6.C...0000:,no uncertainty reported,3585       A,Broad-band measurement,225.3049970043 23.4856351826 (J2000),Modelled datum,SDSS flags: BAD_RADIAL - some low S/N radial points; ELLIPFAINT - no isophotal fits performed; BINNED1 - detected at >=5 sigma in original imaging frame; BINNED_CENTER - image was binned while centroiding;,From new raw data
4,u (SDSS Model) AB,21.042,+/-0.188,asinh mag,836000000000000.0,1.44e-05,2.5e-06,2.5e-06,,,+/-2.50E-06,Jy,2007SDSS6.C...0000:,based on count statistics only,3585       A,Broad-band measurement,225.3049970043 23.4856351826 (J2000),Modelled datum,SDSS flags: BAD_RADIAL - some low S/N radial points; ELLIPFAINT - no isophotal fits performed; BINNED1 - detected at >=5 sigma in original imaging frame; BINNED_CENTER - image was binned while centroiding;,From new raw data
5,g (SDSS PSF) AB,20.154,+/-0.026,asinh mag,617000000000000.0,3.15e-05,7.55e-07,7.55e-07,,,+/-7.55E-07,Jy,2007SDSS6.C...0000:,based on count statistics only,4858       A,Broad-band measurement,225.3049970043 23.4856351826 (J2000),Modelled datum,SDSS flags: BAD_RADIAL - some low S/N radial points; INTERP - object contains interpolated-over pixels; BINNED1 - detected at >=5 sigma in original imaging frame; BINNED_CENTER - image was binned while centroiding;,From new raw data
6,g (SDSS CModel) AB,18.996,,asinh mag,617000000000000.0,9.15e-05,,,,,,Jy,2007SDSS6.C...0000:,no uncertainty reported,4858       A,Broad-band measurement,225.3049970043 23.4856351826 (J2000),Modelled datum,SDSS flags: BAD_RADIAL - some low S/N radial points; INTERP - object contains interpolated-over pixels; BINNED1 - detected at >=5 sigma in original imaging frame; BINNED_CENTER - image was binned while centroiding;,From new raw data
7,g (SDSS Model) AB,19.22,+/-0.015,asinh mag,617000000000000.0,7.45e-05,1.03e-06,1.03e-06,,,+/-1.03E-06,Jy,2007SDSS6.C...0000:,based on count statistics only,4858       A,Broad-band measurement,225.3049970043 23.4856351826 (J2000),Modelled datum,SDSS flags: BAD_RADIAL - some low S/N radial points; INTERP - object contains interpolated-over pixels; BINNED1 - detected at >=5 sigma in original imaging frame; BINNED_CENTER - image was binned while centroiding;,From new raw data
8,H{beta} (SDSS),8e-17,+/-14E-17,erg/s/cm^2^,617000000000000.0,8000000.0,14000000.0,14000000.0,,,+/-1.40E+07,Jy,2017ApJS..229...39R,uncertainty,4861 A,Line measurement; flux integrated over line; lines measured in emission,225.30500 +23.48563 (J2000),From fitting to map,Narrow component,From reprocessed raw data
9,H{beta} (SDSS),2.77e-15,+/-63E-17,erg/s/cm^2^,617000000000000.0,277000000.0,63000000.0,63000000.0,,,+/-6.30E+07,Jy,2017ApJS..229...39R,uncertainty,4861 A,Line measurement; flux integrated over line; lines measured in emission,225.30500 +23.48563 (J2000),From fitting to map,Broad component,From reprocessed raw data
10,[O III] 5007 (SDSS),4.8e-16,+/-6E-17,erg/s/cm^2^,599000000000000.0,48000000.0,6000000.0,6000000.0,,,+/-6.00E+06,Jy,2017ApJS..229...39R,uncertainty,5007 A,Line measurement; flux integrated over line; lines measured in emission,225.30500 +23.48563 (J2000),From fitting to map,,From reprocessed raw data
