No.,Observed Passband,Photometry Measurement,Uncertainty,Units,Frequency,Flux Density,Upper limit of uncertainty,Lower limit of uncertainty,Upper limit of Flux Density,Lower limit of Flux Density,NED Uncertainty,NED Units,Refcode,Significance,Published frequency,Frequency Mode,Coordinates Targeted,Spatial Mode,Qualifiers,Comments
1,10-50 keV (Suzaku),0.82,,log(erg/s/cm^2^),7.25e+18,9.11e-08,,,,,,Jy,2011ApJ...727...19F,no uncertainty reported,30.00 keV,Broad-band measurement,,Modelled datum,,From reprocessed raw data; NED frequency assigned tomid-point of band in keV
2,5-10 keV (XMM),8e-14,,erg cm^-2^ s^-1^,1.81e+18,4.42e-09,,,,,,Jy,2005A&A...444..119G,no uncertainty reported,7.5   keV,Broad-band measurement,,Flux integrated from map,,From new raw data; NED frequency assigned to mid-point ofband in keV
3,2-10 keV (XMM),1.4e-13,,erg cm^-2^ s^-1^,1.45e+18,9.66e-09,,,,,,Jy,2005A&A...444..119G,no uncertainty reported,6   keV,Broad-band measurement,,Flux integrated from map,,From new raw data; NED frequency assigned to mid-point ofband in keV
4,0.5-2 keV (XMM),1.3e-13,,erg cm^-2^ s^-1^,3.02e+17,4.3e-08,,,,,,Jy,2005A&A...444..119G,no uncertainty reported,1.25   keV,Broad-band measurement,,Flux integrated from map,,From new raw data; NED frequency assigned to mid-point ofband in keV
5,B (OHP),16.74,,mag,714000000000000.0,0.000731,,,,,,Jy,1998A&AS..130..285C,no uncertainty reported,4200 A,Broad-band measurement,03 11 42.90 41.8508 (B1950),Flux integrated from map,Nuclear mag,From new raw data
6,B (m_B^0),12.94,,mag,681000000000000.0,0.0284,,,,,,Jy,1991RC3.9.C...0000d,no uncertainty reported,4400       A,Broad-band measurement,031142.9 +415103 (B1950),Multiple methods,,Homogenized from new and previously published data;Extinction-corrected for internal and Milky Way and K-correction applied; Standard Johnson UBVRI filters assumed
7,m_p,14.0,+/-0.4,mag,681000000000000.0,0.0107,0.00477,0.00477,,,+/-4.77E-03,Jy,1968CGCG6.C...0000Z,rms noise,4400       A,Broad-band measurement,031142.0 +415100. (B1950),Estimated by eye,,From new raw data
8,B (m_B),13.7,+/-0.30,mag,681000000000000.0,0.0141,0.00449,0.00449,,,+/-4.49E-03,Jy,1991RC3.9.C...0000d,rms uncertainty,4400       A,Broad-band measurement,031142.9 +415103 (B1950),Multiple methods,,Homogenized from new and previously published data; StandardJohnson UBVRI filters assumed
9,J_pg,14.1,+/-0.3,mag,641000000000000.0,0.00905,0.0025,0.0025,,,+/-2.50E-03,Jy,2007ApJS..170...33P,estimated error,4680   A,Broad-band measurement,03 15 01.48 +42 02 09. (J2000),Flux in fixed aperture,Isophotal mag,From reprocessed raw data
10,V (OHP),16.22,,mag,555000000000000.0,0.00118,,,,,,Jy,1998A&AS..130..285C,no uncertainty reported,5400 A,Broad-band measurement,03 11 42.90 41.8508 (B1950),Flux integrated from map,Nuclear mag,From new raw data
11,V (Johnson),14.19,+/-0.02,mag,542000000000000.0,0.00768,0.000143,0.000143,,,+/-1.43E-04,Jy,1979SvAL....5..305D,uncertainty,5530   A,Broad-band measurement,,Flux in fixed aperture,"25"" aperture",From new raw data
12,V (Johnson),14.16,,mag,542000000000000.0,0.00789,,,,,,Jy,1988VIrPh.C...0000d,no uncertainty reported,5530   A,Broad-band measurement,,Flux in fixed aperture,"25"" aperture",Transformed from previously published data; Standard JohnsonUBVRI filters assumed
13,V (Johnson),14.16,,mag,542000000000000.0,0.00789,,,,,,Jy,1988VIrPh.C...0000d,no uncertainty reported,5530   A,Broad-band measurement,,Flux in fixed aperture,"25"" aperture",From new raw data
14,F_pg,12.6,+/-0.3,mag,468000000000000.0,0.0281,0.00776,0.00776,,,+/-7.76E-03,Jy,2007ApJS..170...33P,estimated error,6400   A,Broad-band measurement,03 15 01.48 +42 02 09. (J2000),Flux in fixed aperture,Isophotal mag,From reprocessed raw data
15,R (NOT),12.54,+/-0.02,mag,461000000000000.0,0.0297,0.000547,0.000547,,,+/-5.47E-04,Jy,2008A&A...486..755T,typical accuracy,6500 A,Broad-band measurement,03 15 01.4 +42 02 09 (J2000),Flux in fixed aperture,,From new raw data
16,H{alpha} (NOT),8.8e-16,+/-18E-17,W/m^2^,457000000000000.0,88000000000.0,18000000000.0,18000000000.0,,,+/-1.80E+10,Jy-Hz,2008A&A...486..755T,uncertainty,6563 A,Line measurement; flux integrated over line; lines measured in emission,03 15 01.4 +42 02 09 (J2000),Flux integrated from map,,From new raw data
17,R (OHP),15.96,,mag,441000000000000.0,0.0015,,,,,,Jy,1998A&AS..130..285C,no uncertainty reported,6800 A,Broad-band measurement,03 11 42.90 41.8508 (B1950),Flux integrated from map,Nuclear mag,From new raw data
18,R (Johnson),13.32,,mag,428000000000000.0,0.0131,,,,,,Jy,1988VIrPh.C...0000d,no uncertainty reported,7000   A,Broad-band measurement,,Flux in fixed aperture,"25"" aperture",Transformed from previously published data; Standard JohnsonUBVRI filters assumed
19,R (Johnson),13.32,,mag,428000000000000.0,0.0131,,,,,,Jy,1988VIrPh.C...0000d,no uncertainty reported,7000   A,Broad-band measurement,,Flux in fixed aperture,"25"" aperture",From new raw data
20,R (Johnson),13.21,+/-0.02,mag,428000000000000.0,0.0145,0.000269,0.000269,,,+/-2.69E-04,Jy,1979SvAL....5..305D,uncertainty,7000   A,Broad-band measurement,,Flux in fixed aperture,"25"" aperture",From new raw data; derived from a flux in a different bandand a color
21,I,12.21,+/-0.03,mag,379000000000000.0,0.0333,0.00092,0.00092,,,+/-9.20E-04,Jy,2007ApJS..172..599S,uncertainty,7900 A,Broad-band measurement,03 15 01.4 +42 02 08 (J2000),Total flux,Observed magnitude,"Averaged new and previously published data; Standard CousinsR_C, I_C filters assumed"
22,J (2MASS/FLWO),12.524,+/-0.012,mag,243000000000000.0,0.0156,0.000172,0.000172,,,+/-1.72E-04,Jy,2006AJ....131.1163S,uncertainty,1.235      microns,Broad-band measurement,,Flux in fixed aperture,"4"" aperture",From new raw data
23,J (2MASS/FLWO),12.594,+/-0.03,mag,243000000000000.0,0.0146,0.000404,0.000404,,,+/-4.04E-04,Jy,2006AJ....131.1163S,uncertainty,1.235      microns,Broad-band measurement,,Flux in fixed aperture,Profile-fit; Poor quality,From new raw data
24,J,11.258,+/-0.022,mag,240000000000000.0,0.05,0.00102,0.00102,,,+/-1.02E-03,Jy,20032MASX.C.......:,1 sigma uncert.,1.25      microns,Broad-band measurement,031501.42 +420208.7 (J2000),Flux in fixed aperture,,From new raw data
25,J_14arcsec (2MASS),12.051,+/-0.007,mag,240000000000000.0,0.0241,0.000156,0.000156,,,+/-1.56E-04,Jy,20032MASX.C.......:,1 sigma uncert.,1.25      microns,Broad-band measurement,031501.42 +420208.7 (J2000),Flux in fixed aperture,14.0 x 14.0 arcsec aperture.,From new raw data
26,J,11.36,+/-0.018,mag,240000000000000.0,0.0455,0.00076,0.00076,,,+/-7.60E-04,Jy,20032MASX.C.......:,1 sigma uncert.,1.25      microns,Broad-band measurement,031501.42 +420208.7 (J2000),Flux in fixed aperture,56.4 x   25.9 arcsec integration area.,From new raw data
27,H_14arcsec (2MASS),11.263,+/-0.007,mag,182000000000000.0,0.032,0.000207,0.000207,,,+/-2.07E-04,Jy,20032MASX.C.......:,1 sigma uncert.,1.65      microns,Broad-band measurement,031501.42 +420208.7 (J2000),Flux in fixed aperture,14.0 x 14.0 arcsec aperture.,From new raw data
28,H,10.613,+/-0.021,mag,182000000000000.0,0.0582,0.00114,0.00114,,,+/-1.14E-03,Jy,20032MASX.C.......:,1 sigma uncert.,1.65      microns,Broad-band measurement,031501.42 +420208.7 (J2000),Flux in fixed aperture,56.4 x   25.9 arcsec integration area.,From new raw data
29,H,10.525,+/-0.020,mag,182000000000000.0,0.0631,0.00117,0.00117,,,+/-1.17E-03,Jy,20032MASX.C.......:,1 sigma uncert.,1.65      microns,Broad-band measurement,031501.42 +420208.7 (J2000),Flux in fixed aperture,,From new raw data
30,H (2MASS/FLWO),11.704,+/-0.011,mag,180000000000000.0,0.0213,0.000216,0.000216,,,+/-2.16E-04,Jy,2006AJ....131.1163S,uncertainty,1.662      microns,Broad-band measurement,,Flux in fixed aperture,"4"" aperture",From new raw data
31,H (2MASS/FLWO),11.698,+/-0.034,mag,180000000000000.0,0.0214,0.000671,0.000671,,,+/-6.71E-04,Jy,2006AJ....131.1163S,uncertainty,1.662      microns,Broad-band measurement,,Flux in fixed aperture,Profile-fit; Poor quality,From new raw data
32,K_s (2MASS/FLWO),11.397,+/-0.033,mag,139000000000000.0,0.0184,0.00056,0.00056,,,+/-5.60E-04,Jy,2006AJ....131.1163S,uncertainty,2.159      microns,Broad-band measurement,,Flux in fixed aperture,Profile-fit; Poor quality,From new raw data
33,K_s (2MASS/FLWO),11.22,+/-0.005,mag,139000000000000.0,0.0217,9.98e-05,9.98e-05,,,+/-9.98E-05,Jy,2006AJ....131.1163S,uncertainty,2.159      microns,Broad-band measurement,,Flux in fixed aperture,"4"" aperture",From new raw data
34,K_s,10.114,+/-0.025,mag,138000000000000.0,0.06,0.0014,0.0014,,,+/-1.40E-03,Jy,20032MASX.C.......:,1 sigma uncert.,2.17      microns,Broad-band measurement,031501.42 +420208.7 (J2000),Flux in fixed aperture,,From new raw data
35,K_s,10.219,+/-0.027,mag,138000000000000.0,0.0545,0.00137,0.00137,,,+/-1.37E-03,Jy,20032MASX.C.......:,1 sigma uncert.,2.17      microns,Broad-band measurement,031501.42 +420208.7 (J2000),Flux in fixed aperture,56.4 x   25.9 arcsec integration area.,From new raw data
36,K_s_14arcsec (2MASS),10.823,+/-0.008,mag,138000000000000.0,0.0312,0.000231,0.000231,,,+/-2.31E-04,Jy,20032MASX.C.......:,1 sigma uncert.,2.17      microns,Broad-band measurement,031501.42 +420208.7 (J2000),Flux in fixed aperture,14.0 x 14.0 arcsec aperture.,From new raw data
37,W1 (WISE),10.173,+/-0.022,mag,89400000000000.0,0.0264,0.000535,0.000535,,,+/-5.35E-04,Jy,2013wise.rept....1C,uncertainty,3.3526     microns,Broad-band measurement,,From fitting to map,Profile-fit;extended,From new raw data
38,W1 (WISE),10.118,+/-0.006,mag,89400000000000.0,0.0278,0.000153,0.000153,,,+/-1.53E-04,Jy,2013wise.rept....1C,uncertainty,3.3526     microns,Broad-band measurement,,Flux in fixed aperture,"r=8.25"" COG-corrected;extended",From new raw data
39,W1 (WISE),9.715,+/-0.006,mag,89400000000000.0,0.0402,0.000222,0.000222,,,+/-2.22E-04,Jy,2013wise.rept....1C,uncertainty,3.3526     microns,Broad-band measurement,,Flux in fixed aperture,"r=22.0"" aperture;extended",From new raw data
40,3.6 microns (IRAC),24750.0,+/-9.9049E+00,microJy,84400000000000.0,0.0247,9.9e-06,9.9e-06,,,+/-9.90E-06,Jy,2013SSTSLC4.2....0C,uncertainty,3.55       microns,Broad-band measurement,,Flux in fixed aperture,"5.8"" aperture",From new raw data
41,3.6 microns (IRAC),18144.0,+/-9.7600E+00,microJy,84400000000000.0,0.0181,9.76e-06,9.76e-06,,,+/-9.76E-06,Jy,2013SSTSLC4.2....0C,uncertainty,3.55       microns,Broad-band measurement,,Flux in fixed aperture,"3.8"" aperture",From new raw data
42,W2 (WISE),8.891,+/-0.02,mag,65100000000000.0,0.0477,0.000879,0.000879,,,+/-8.79E-04,Jy,2013wise.rept....1C,uncertainty,4.6028     microns,Broad-band measurement,,From fitting to map,Profile-fit;extended,From new raw data
43,W2 (WISE),8.905,+/-0.006,mag,65100000000000.0,0.0471,0.00026,0.00026,,,+/-2.60E-04,Jy,2013wise.rept....1C,uncertainty,4.6028     microns,Broad-band measurement,,Flux in fixed aperture,"r=8.25"" COG-corrected;extended",From new raw data
44,W2 (WISE),8.745,+/-0.006,mag,65100000000000.0,0.0546,0.000302,0.000302,,,+/-3.02E-04,Jy,2013wise.rept....1C,uncertainty,4.6028     microns,Broad-band measurement,,Flux in fixed aperture,"r=22.0"" aperture;extended",From new raw data
45,H_2S(7) (Spitzer),5.75e-14,+/-0.177E-13,erg/s/cm^2^,54500000000000.0,5750000000.0,1770000000.0,1770000000.0,,,+/-1.77E+09,Jy-Hz,2014ApJ...790..124S,uncertainty,5.5 microns,Line measurement; flux integrated over line; lines measured in emission,,From fitting to map,,From new raw data
46,5.8 microns (IRAC),90064.0,+/-7.2372E+00,microJy,52300000000000.0,0.0901,7.24e-06,7.24e-06,,,+/-7.24E-06,Jy,2013SSTSLC4.2....0C,uncertainty,5.731      microns,Broad-band measurement,,Flux in fixed aperture,"5.8"" aperture",From new raw data
47,5.8 microns (IRAC),76022.0,+/-4.8436E+00,microJy,52300000000000.0,0.076,4.84e-06,4.84e-06,,,+/-4.84E-06,Jy,2013SSTSLC4.2....0C,uncertainty,5.731      microns,Broad-band measurement,,Flux in fixed aperture,"3.8"" aperture",From new raw data
48,H_2S(6) (Spitzer),,<1.600E-13,erg/s/cm^2^,49100000000000.0,,,,16000000000.0,,<1.60E+10,Jy-Hz,2014ApJ...790..124S,3 sigma,6.1 microns,Line measurement; flux integrated over line; lines measured in emission,,From fitting to map,,From new raw data
49,6.2 microns Spitzer,2.736e-12,+/-0.086E-12,erg/s/cm^2^,48400000000000.0,0.00565,0.000178,0.000178,,,+/-1.78E-04,Jy,2014ApJ...790..124S,uncertainty,6.2 microns,Broad-band measurement,,From fitting to map,,From new raw data
50,H_2S(5) (Spitzer),,<4.220E-13,erg/s/cm^2^,43400000000000.0,,,,42200000000.0,,<4.22E+10,Jy-Hz,2014ApJ...790..124S,3 sigma,6.9 microns,Line measurement; flux integrated over line; lines measured in emission,,From fitting to map,,From new raw data
51,7.7 microns Spitzer,1.397e-11,+/-0.386E-12,erg/s/cm^2^,38900000000000.0,0.0359,0.000992,0.000992,,,+/-9.92E-04,Jy,2014ApJ...790..124S,uncertainty,7.7 microns,Broad-band measurement,,From fitting to map,,From new raw data
52,8.0 microns (IRAC),118530.0,+/-5.7618E+00,microJy,38100000000000.0,0.119,5.76e-06,5.76e-06,,,+/-5.76E-06,Jy,2013SSTSLC4.2....0C,uncertainty,7.872      microns,Broad-band measurement,,Flux in fixed aperture,"3.8"" aperture",From new raw data
53,8.0 microns (IRAC),176310.0,+/-8.1015E+00,microJy,38100000000000.0,0.176,8.1e-06,8.1e-06,,,+/-8.10E-06,Jy,2013SSTSLC4.2....0C,uncertainty,7.872      microns,Broad-band measurement,,Flux in fixed aperture,"5.8"" aperture",From new raw data
54,H_2S(4) (Spitzer),1.418e-13,+/-0.488E-13,erg/s/cm^2^,37500000000000.0,14200000000.0,4880000000.0,4880000000.0,,,+/-4.88E+09,Jy-Hz,2014ApJ...790..124S,uncertainty,8.0 microns,Line measurement; flux integrated over line; lines measured in emission,,From fitting to map,,From new raw data
55,H_2S(3) (Spitzer),5e-17,+/-5E-18,W/m^2^,31000000000000.0,5000000000.0,500000000.0,500000000.0,,,+/-5.00E+08,Jy-Hz,2018AJ....156..295P,rms uncertainty,9.665 microns,Line measurement; flux integrated over line; lines measured in emission,048.75610 +42.036 (J2000),From fitting to map,,From reprocessed raw data
