No.,Observed Passband,Photometry Measurement,Uncertainty,Units,Frequency,Flux Density,Upper limit of uncertainty,Lower limit of uncertainty,Upper limit of Flux Density,Lower limit of Flux Density,NED Uncertainty,NED Units,Refcode,Significance,Published frequency,Frequency Mode,Coordinates Targeted,Spatial Mode,Qualifiers,Comments
1,2-10 keV (XMM),,<3.8E-13,erg cm^-2^ s^-1^,1.45e+18,,,,2.62e-08,,<2.62E-08,Jy,2006A&A...446..459C,no uncertainty reported,6   keV,Broad-band measurement,12 29 46.8 +07 59 59.9 (J2000),Flux integrated from map,,From new raw data; Uncorrected for known sources in beam; NEDfrequency assigned to mid-point of band in keV
2,2-10 keV (Chandra),,<-13.18,log(erg/cm^2^/s),1.45e+18,,,,4.56e-09,,<4.56E-09,Jy,2006A&A...455..173P,no uncertainty reported,6   keV,Broad-band measurement,12 29 46.8 +07 59 59.9 (J2000),Flux integrated from map,Nuclear flux,From new raw data; Extinction-corrected for internal andMilky Way; NED frequency assigned to mid-point of band in keV
3,2-10 keV (XMM),2.15e-13,,erg/s/cm^2^,1.45e+18,1.48e-08,,,,,,Jy,2009A&A...500..999A,no uncertainty reported,6.00 keV,Broad-band measurement,12 29 46.76 +07 59 59.90 (J2000),Modelled datum,Observed flux,From new raw data; NED frequency assigned to mid-point ofband in keV
4,0.2-4 keV (EINSTEIN),1.3089e-11,,ergs sec^-1^ cm^-2^,5.25e+17,2.5e-06,,,,,,Jy,1992ApJS...80..531F,no uncertainty reported,2.1    keV,Broad-band measurement; synthetic band,12 27 13 +08 16 25 (B1950),Flux integrated from map,,From reprocessed raw data; Extinction-corrected for MilkyWay; NED frequency assigned to mid-point of band in keV
5,0.2-4 keV (EINSTEIN),4.087e-12,,ergs sec^-1^ cm^-2^,5.25e+17,7.79e-07,,,,,,Jy,1992ApJS...80..531F,no uncertainty reported,2.1    keV,Broad-band measurement; synthetic band,12 27 14.2 +08 16 32 (B1950),Flux integrated from map,,From reprocessed raw data; Extinction-corrected for MilkyWay; NED frequency assigned to mid-point of band in keV
6,0.5-2 keV (XMM),,<19.8E-13,erg cm^-2^ s^-1^,3.02e+17,,,,6.56e-07,,<6.56E-07,Jy,2006A&A...446..459C,no uncertainty reported,1.25   keV,Broad-band measurement,12 29 46.8 +07 59 59.9 (J2000),Flux integrated from map,,From new raw data; Uncorrected for known sources in beam; NEDfrequency assigned to mid-point of band in keV
7,0.3-2 keV (XMM),1.44e-12,+/-0.08E-12,erg/cm^2^/s,2.78e+17,5.18e-07,2.88e-08,2.88e-08,,,+/-2.88E-08,Jy,2009MNRAS.398...23W,uncertainty,1.15 keV,Broad-band measurement,,Modelled datum,,From reprocessed raw data; NED frequency assigned tomid-point of band in keV
8,O VI (FUSE),3.2e-15,+/-1.0E-15,ergs s^-1^ cm^-2^,2900000000000000.0,320000000.0,100000000.0,100000000.0,,,+/-1.00E+08,Jy-Hz,2005ApJ...635.1031B,uncertainty,1032   A,Line measurement; flux integrated over line; lines measured in emission,,Flux integrated from map,,From new raw data
9,1264 A (IUE),-14.13,+/-10  %,log (erg/cm^2^/s/A),2370000000000000.0,0.000238,2.38e-05,2.38e-05,,,+/-2.38E-05,Jy,1981ApJ...243..453O,uncertainty,1264   A,Broad-band measurement,,Flux in fixed aperture,"10"" x 20"" aperture",From new raw data
10,1320 A (IUE),-14.32,+/-10  %,log (erg/cm^2^/s/A),2270000000000000.0,0.00013,1.3e-05,1.3e-05,,,+/-1.30E-05,Jy,1981ApJ...243..453O,uncertainty,1320   A,Broad-band measurement,,Flux in fixed aperture,"10"" x 20"" aperture",From new raw data
11,1376 A (IUE),-14.31,+/-10  %,log (erg/cm^2^/s/A),2180000000000000.0,0.000264,2.64e-05,2.64e-05,,,+/-2.64E-05,Jy,1981ApJ...243..453O,uncertainty,1376   A,Broad-band measurement,,Flux in fixed aperture,"10"" x 20"" aperture",From new raw data
