No.,Observed Passband,Photometry Measurement,Uncertainty,Units,Frequency,Flux Density,Upper limit of uncertainty,Lower limit of uncertainty,Upper limit of Flux Density,Lower limit of Flux Density,NED Uncertainty,NED Units,Refcode,Significance,Published frequency,Frequency Mode,Coordinates Targeted,Spatial Mode,Qualifiers,Comments
1,2-10 keV (XMM),1.2e-13,,erg cm^-2^ s^-1^,1.45e+18,8.27e-09,,,,,,Jy,2005A&A...432...15P,no uncertainty reported,6   keV,Broad-band measurement,10 04 20.1 +05 13 00 (J2000),Flux integrated from map,,From new raw data; NED frequency assigned to mid-point ofband in keV
2,2-10 keV (XMM),1.1e-13,,erg/cm^2^/s,1.45e+18,7.59e-09,,,,,,Jy,2009ApJS..183...17Y,no uncertainty reported,6.00 keV,Broad-band measurement,100420.13 +051300.4 (J2000),Flux integrated from map,,From new raw data; NED frequency assigned to mid-point ofband in keV
3,0.3-8 keV (Chandra),4.16e-14,,erg/cm^2^/s,1e+18,4.16e-09,,,,,,Jy,2016ApJS..224...40W,no uncertainty reported,4.15 keV,Broad-band measurement,,Flux integrated from map,Average flux,From reprocessed raw data; NED frequency assigned tomid-point of band in keV
4,0.2-2 keV (ROSAT),7.2e-14,+/-17.5%,erg/s/cm^2^,3.15e+17,2.29e-08,4e-09,4e-09,,,+/-4.00E-09,Jy,2000WGA...C...0000W,mean error,1.3       keV,Broad-band measurement,100419.4 +051255. (J2000),Flux integrated from map,,From reprocessed raw data; NED frequency assigned tomid-point of band in keV
5,0.5-2 keV (XMM),3e-14,,erg cm^-2^ s^-1^,3.02e+17,9.92e-09,,,,,,Jy,2005A&A...432...15P,no uncertainty reported,1.25   keV,Broad-band measurement,10 04 20.1 +05 13 00 (J2000),Flux integrated from map,,From new raw data; NED frequency assigned to mid-point ofband in keV
6,0.5-2 keV (XMM),1.6e-14,,erg/cm^2^/s,3.02e+17,5.3e-09,,,,,,Jy,2009ApJS..183...17Y,no uncertainty reported,1.25 keV,Broad-band measurement,100420.13 +051300.4 (J2000),Flux integrated from map,,From new raw data; NED frequency assigned to mid-point ofband in keV
7,1 keV (ROSAT),4.8e-06,+/-0.06E-04,keV/cm^2^/s/keV,2.42e+17,3.18e-09,3.98e-09,3.98e-09,,,+/-3.98E-09,Jy,1997ApJ...477...93L,uncertainty,1   keV,Broad-band measurement,,Flux integrated from map,"PL model: PI chan. 47-245, N_H free par",From new raw data; NED frequency assigned to mid-point ofband in keV
8,Ly{alpha},4.32e-13,+/-17E-15,ergs/s/cm^2^,2470000000000000.0,43200000000.0,1700000000.0,1700000000.0,,,+/-1.70E+09,Jy-Hz,2007AJ....134..294S,uncertainty,1216   A,Line measurement; flux integrated over line; lines measured in emission,,Flux integrated from map,,From new raw data
9,N V 1240,2.15e-13,+/-30E-15,ergs/s/cm^2^,2420000000000000.0,21500000000.0,3000000000.0,3000000000.0,,,+/-3.00E+09,Jy-Hz,2007AJ....134..294S,uncertainty,1240   A,Line measurement; flux integrated over line; lines measured in emission,,Flux integrated from map,,From new raw data
10,Si IV + O IV],5.2e-14,+/-13E-15,ergs/s/cm^2^,2140000000000000.0,5200000000.0,1300000000.0,1300000000.0,,,+/-1.30E+09,Jy-Hz,2007AJ....134..294S,uncertainty,1400   A,Line measurement; flux integrated over line; lines measured in emission,,Flux integrated from map,,From new raw data
