No.,Observed Passband,Photometry Measurement,Uncertainty,Units,Frequency,Flux Density,Upper limit of uncertainty,Lower limit of uncertainty,Upper limit of Flux Density,Lower limit of Flux Density,NED Uncertainty,NED Units,Refcode,Significance,Published frequency,Frequency Mode,Coordinates Targeted,Spatial Mode,Qualifiers,Comments
1,100 MeV-100 GeV LAT,6.5e-12,+/-3.0E-12,erg/s/cm^2^,1.21e+25,5.37e-14,2.48e-14,2.48e-14,,,+/-2.48E-14,Jy,2010ApJS..188..405A,uncertainty,50050 MeV,Broad-band measurement,277.472 +48.753 (J2000),From fitting to map,,From new raw data; NED frequency assigned to mid-point ofband in keV
2,0.1-100 GeV (Fermi),1.72e-11,+/-1.5E-12,erg/cm^2^/s,1.21e+25,1.42e-13,1.24e-14,1.24e-14,,,+/-1.24E-14,Jy,2012ApJS..199...31N,1 sigma,50.05 GeV,Broad-band measurement,277.449 +48.770 (J2000),Modelled datum,Variable,From new raw data; NED frequency assigned to mid-point ofband in keV
3,14-195 keV (Swift),2.56e-11,+/-0.54E-11,erg/s/cm^2^,2.53e+19,1.01e-07,2.13e-08,2.13e-08,,,+/-2.13E-08,Jy,2010ApJS..186..378T,uncertainty,104.50 keV,Broad-band measurement,277.359 +48.770 (J2000),Flux integrated from map,,From new raw data; NED frequency assigned to mid-point ofband in keV
4,14-195 keV (Swift),1.82e-11,,erg/cm^2^/s,2.53e+19,7.19e-08,,,,,,Jy,2017ApJS..233...17R,no uncertainty reported,104.50 keV,Broad-band measurement,,Modelled datum,Observed flux,From reprocessed raw data; NED frequency assigned tomid-point of band in keV
5,14-195 keV (Swift),1.43e-11,,erg/cm^2^/s,2.53e+19,5.65e-08,,,,,,Jy,2017ApJS..233...17R,no uncertainty reported,104.50 keV,Broad-band measurement,,Modelled datum,Intrinsic flux,From reprocessed raw data; NED frequency assigned tomid-point of band in keV
6,14-195 keV (Swift),1.523e-11,+/-12.86E-12,erg/s/cm^2^,2.53e+19,6.02e-08,5.08e-08,5.08e-08,,,+/-5.08E-08,Jy,2018ApJS..235....4O,90% confidence,104.50 keV,Broad-band measurement,277.40264020 +48.73740172 (J2000),From fitting to map,S/N = 6.69 ; power law model,From new raw data; NED frequency assigned to mid-point ofband in keV
7,15-150 keV (Swift),1.4e-11,+/-9.3e-12,erg/cm^2^/s,1.99e+19,7.04e-08,4.67e-08,4.67e-08,,,+/-4.67E-08,Jy,2010A&A...524A..64C,uncertainty,82.50 keV,Broad-band measurement,277.404 +48.754 (J2000),Modelled datum,,From new raw data; NED frequency assigned to mid-point ofband in keV
8,14-150 keV (Swift),1.25e-11,,erg/cm^2^/s,1.98e+19,6.31e-08,,,,,,Jy,2017ApJS..233...17R,no uncertainty reported,82.00 keV,Broad-band measurement,,Modelled datum,Intrinsic flux,From reprocessed raw data; NED frequency assigned tomid-point of band in keV
9,20-50 keV (Swift),4.1e-12,,erg/cm^2^/s,8.46e+18,4.85e-08,,,,,,Jy,2017ApJS..233...17R,no uncertainty reported,35.00 keV,Broad-band measurement,,Modelled datum,Intrinsic flux,From reprocessed raw data; NED frequency assigned tomid-point of band in keV
10,2-10 keV (Chandra),2.48e-12,,ergs s^-1^ cm^-2^,1.45e+18,1.71e-07,,,,,,Jy,2005ApJ...629...88S,no uncertainty reported,6   keV,Broad-band measurement,,Flux integrated from map,,From new raw data; Extinction-corrected for Milky Way; NEDfrequency assigned to mid-point of band in keV
