No.,Observed Passband,Photometry Measurement,Uncertainty,Units,Frequency,Flux Density,Upper limit of uncertainty,Lower limit of uncertainty,Upper limit of Flux Density,Lower limit of Flux Density,NED Uncertainty,NED Units,Refcode,Significance,Published frequency,Frequency Mode,Coordinates Targeted,Spatial Mode,Qualifiers,Comments
1,2 keV,-29.67,,log(erg/cm^2^/s/Hz),4.84e+17,2.14e-07,,,,,,Jy,2006AJ....131.2826S,no uncertainty reported,2   keV,Broad-band measurement,16 20 11.2 +17 24 28 (J2000),Flux integrated from map,,Averaged new and previously published data
2,0.3-3.5 keV (EO IPC),2.113e-12,+/-2.4000E-13,ergs cm^-2^ s^-1^,3.87e+17,5.46e-07,6.2e-08,6.2e-08,,,+/-6.20E-08,Jy,1990ApJS...72..567G,1 sigma,1.6        keV,Broad-band measurement; broad-band flux derived by integration over spectrum; synthetic band,161756.5 +173133.7 (B1950),Integrated from scans,,From new raw data; Extinction-corrected for Milky Way; NEDfrequency assigned to mid-point of band in keV
3,0.5-2 keV (ROSAT),6.5e-13,+/-20  %,erg s^-1^ cm^-2^,3.02e+17,2.15e-07,3.96e-08,3.96e-08,,,+/-3.96E-08,Jy,1997MNRAS.285..511B,uncertainty,1.25   keV,Broad-band measurement,16 20 11.3 +17 24 28 (J2000),Flux integrated from map,,From new raw data; NED frequency assigned to mid-point ofband in keV
4,1450 A,7.5e-15,+/-0.35E-14,ergs/cm^2^/s/A,2070000000000000.0,0.000527,0.000246,0.000246,,,+/-2.46E-04,Jy,2005ApJ...629...61K,uncertainty,1450   A,Broad-band measurement,,Flux integrated from map,,From new raw data; Extinction-corrected for Milky Way
5,FUV (GALEX) AB,15.9736,+/-0.0165712,mag,1950000000000000.0,0.00148,2.26e-05,2.26e-05,,,+/-2.26E-05,Jy,2012GASC..C...0000S,uncertainty,1538.6     A,Broad-band measurement,245.04690996439 17.407491846934 (J2000),Flux integrated from map,Kron flux in elliptical aperture,From new raw data
6,FUV (GALEX) AB,16.347,+/-0.0213423,mag,1950000000000000.0,0.00105,2.06e-05,2.06e-05,,,+/-2.06E-05,Jy,2012GASC..C...0000S,uncertainty,1538.6     A,Broad-band measurement,245.04690996439 17.407491846934 (J2000),Flux in fixed aperture,Flux in 7.5 arcsec diameter aperture,From new raw data
7,1549 A,1.19e-14,,erg/cm^2^/s/A,1940000000000000.0,0.000954,,,,,,Jy,2005MNRAS.356.1029B,no uncertainty reported,1549.05   A,Broad-band measurement,,Not reported in paper,C IV continuum,From new raw data; Extinction-corrected for Milky Way
8,NUV (GALEX) AB,15.6882,+/-0.00878282,mag,1290000000000000.0,0.00193,1.56e-05,1.56e-05,,,+/-1.56E-05,Jy,2012GASC..C...0000S,uncertainty,2315.7     A,Broad-band measurement,245.04690996439 17.407491846934 (J2000),Flux integrated from map,Kron flux in elliptical aperture,From new raw data
9,NUV (GALEX) AB,16.1557,+/-0.0118102,mag,1290000000000000.0,0.00125,1.36e-05,1.36e-05,,,+/-1.36E-05,Jy,2012GASC..C...0000S,uncertainty,2315.7     A,Broad-band measurement,245.04690996439 17.407491846934 (J2000),Flux in fixed aperture,Flux in 7.5 arcsec diameter aperture,From new raw data
10,2500 A,-25.32,,log(erg/cm^2^/s/Hz),1200000000000000.0,0.00479,,,,,,Jy,2006AJ....131.2826S,no uncertainty reported,2500   A,Broad-band measurement,16 20 11.2 +17 24 28 (J2000),Flux integrated from map,,Averaged new and previously published data
11,u (SDSS PSF) AB,15.319,+/-0.023,asinh mag,836000000000000.0,0.00281,5.95e-05,5.95e-05,,,+/-5.95E-05,Jy,2007SDSS6.C...0000:,based on count statistics only,3585       A,Broad-band measurement,245.0470121167 17.4076568611 (J2000),Modelled datum,SDSS flags: CHILD - object is part of a blended parent object; BAD_RADIAL - some low S/N radial points; BINNED1 - detected at >=5 sigma in original imaging frame;,From new raw data
12,H{gamma},4.2e-14,+/-1.1E-14,ergs/s/cm^2^,691000000000000.0,4200000000.0,1100000000.0,1100000000.0,,,+/-1.10E+09,Jy-Hz,2000ApJ...533..631K,rms uncertainty,4340   A,Line measurement; flux integrated over line; lines measured in emission,16 17 56.2 +17 31 34 (J2000),Total flux,,From new raw data
13,J_pg,16.4,+/-0.3,mag,641000000000000.0,0.00109,0.000301,0.000301,,,+/-3.01E-04,Jy,2007ApJS..170...33P,estimated error,4680   A,Broad-band measurement,16 20 11.26 +17 24 27.5 (J2000),Flux in fixed aperture,Isophotal mag,From reprocessed raw data
14,4861 A,2.38e-15,,erg/cm^2^/s/A,617000000000000.0,0.00188,,,,,,Jy,2005MNRAS.356.1029B,no uncertainty reported,4861   A,Broad-band measurement,,Not reported in paper,H {beta} continuum,From new raw data; Extinction-corrected for Milky Way
15,g (SDSS PSF) AB,15.396,+/-0.012,asinh mag,617000000000000.0,0.00252,2.79e-05,2.79e-05,,,+/-2.79E-05,Jy,2007SDSS6.C...0000:,based on count statistics only,4858       A,Broad-band measurement,245.0470121167 17.4076568611 (J2000),Modelled datum,SDSS flags: CHILD - object is part of a blended parent object; COSMIC_RAY - contains a cosmic ray pixel; BAD_RADIAL - some low S/N radial points; INTERP - object contains interpolated-over pixels; BINNED1 - detected at >=5 sigma in original imaging frame;,From new raw data
16,H{beta},1.4e-13,+/-1.7E-14,ergs/s/cm^2^,617000000000000.0,14000000000.0,1700000000.0,1700000000.0,,,+/-1.70E+09,Jy-Hz,2000ApJ...533..631K,rms uncertainty,4861   A,Line measurement; flux integrated over line; lines measured in emission,16 17 56.2 +17 31 34 (J2000),Total flux,,From new raw data
17,5100 A,1.44e-15,+/-2.5E-16,ergs/cm^2^/s/A,588000000000000.0,0.00125,0.000217,0.000217,,,+/-2.17E-04,Jy,2000ApJ...533..631K,rms uncertainty,5100   A,Broad-band measurement,16 17 56.2 +17 31 34 (J2000),Total flux,,From new raw data
18,V (Johnson),15.62,,mag,542000000000000.0,0.00206,,,,,,Jy,1988VIrPh.C...0000d,no uncertainty reported,5530   A,Broad-band measurement,,Flux in fixed aperture,"23"" aperture",Transformed from previously published data; Standard JohnsonUBVRI filters assumed
19,V (Johnson),16.34,,mag,542000000000000.0,0.00106,,,,,,Jy,2009ApJ...694L.166B,no uncertainty reported,5530 A,Broad-band measurement,,Modelled datum,Bulge magnitude,From new raw data
20,r (SDSS PSF) AB,15.49,+/-0.014,asinh mag,477000000000000.0,0.00231,2.98e-05,2.98e-05,,,+/-2.98E-05,Jy,2007SDSS6.C...0000:,based on count statistics only,6290       A,Broad-band measurement,245.0470121167 17.4076568611 (J2000),Modelled datum,SDSS flags: CHILD - object is part of a blended parent object; BAD_RADIAL - some low S/N radial points; BINNED1 - detected at >=5 sigma in original imaging frame; CANONICAL_BAND - this band was primary (usually r);,From new raw data
21,F_pg,15.0,+/-0.3,mag,468000000000000.0,0.00308,0.000851,0.000851,,,+/-8.51E-04,Jy,2007ApJS..170...33P,estimated error,6400   A,Broad-band measurement,16 20 11.26 +17 24 27.5 (J2000),Flux in fixed aperture,Isophotal mag,From reprocessed raw data
22,H{alpha},5.04e-13,+/-3.9E-14,ergs/s/cm^2^,457000000000000.0,50400000000.0,3900000000.0,3900000000.0,,,+/-3.90E+09,Jy-Hz,2000ApJ...533..631K,rms uncertainty,6563   A,Line measurement; flux integrated over line; lines measured in emission,16 17 56.2 +17 31 34 (J2000),Total flux,,From new raw data
23,R (Johnson),15.2,,mag,428000000000000.0,0.00231,,,,,,Jy,1988VIrPh.C...0000d,no uncertainty reported,7000   A,Broad-band measurement,,Flux in fixed aperture,"23"" aperture",Transformed from previously published data; Standard JohnsonUBVRI filters assumed
24,i (SDSS PSF) AB,14.963,+/-0.016,asinh mag,389000000000000.0,0.00376,5.54e-05,5.54e-05,,,+/-5.54E-05,Jy,2007SDSS6.C...0000:,based on count statistics only,7706       A,Broad-band measurement,245.0470121167 17.4076568611 (J2000),Modelled datum,SDSS flags: CHILD - object is part of a blended parent object; BAD_RADIAL - some low S/N radial points; INTERP - object contains interpolated-over pixels; BINNED1 - detected at >=5 sigma in original imaging frame; INTERP_CENTER - interpolated pixel(s) within 3 pixels of center;,From new raw data
25,z (SDSS PSF) AB,15.197,+/-0.017,asinh mag,325000000000000.0,0.00297,4.66e-05,4.66e-05,,,+/-4.66E-05,Jy,2007SDSS6.C...0000:,based on count statistics only,9222       A,Broad-band measurement,245.0470121167 17.4076568611 (J2000),Modelled datum,SDSS flags: CHILD - object is part of a blended parent object; BAD_RADIAL - some low S/N radial points; BINNED1 - detected at >=5 sigma in original imaging frame;,From new raw data
26,J (2MASS/FLWO),14.346,+/-0.034,mag,243000000000000.0,0.00291,9.12e-05,9.12e-05,,,+/-9.12E-05,Jy,2006AJ....131.1163S,uncertainty,1.235      microns,Broad-band measurement,,Flux in fixed aperture,Profile-fit,From new raw data
27,J (2MASS/FLWO),14.261,+/-0.023,mag,243000000000000.0,0.00315,6.67e-05,6.67e-05,,,+/-6.67E-05,Jy,2006AJ....131.1163S,uncertainty,1.235      microns,Broad-band measurement,,Flux in fixed aperture,"4"" aperture",From new raw data
28,1.27 microns,0.63,+/-0.03,log milliJy,236000000000000.0,0.00427,0.000285,0.000285,,,+/-2.85E-04,Jy,1987ApJS...63..615N,estimated error,1.27       microns,Broad-band measurement,,Flux in fixed aperture,"5"".5 aperture, 1981 Aug 18",From new raw data; Standard Caltech JHKL filters assumed
29,1.65 microns,0.81,+/-0.03,log milliJy,182000000000000.0,0.00646,0.000431,0.000431,,,+/-4.31E-04,Jy,1987ApJS...63..615N,estimated error,1.65       microns,Broad-band measurement,,Flux in fixed aperture,"5"".5 aperture, 1981 Aug 18",From new raw data; Standard Caltech JHKL filters assumed
30,H (2MASS/FLWO),13.469,+/-0.036,mag,180000000000000.0,0.00419,0.000139,0.000139,,,+/-1.39E-04,Jy,2006AJ....131.1163S,uncertainty,1.662      microns,Broad-band measurement,,Flux in fixed aperture,"4"" aperture",From new raw data
31,H (2MASS/FLWO),13.541,+/-0.033,mag,180000000000000.0,0.00393,0.000119,0.000119,,,+/-1.19E-04,Jy,2006AJ....131.1163S,uncertainty,1.662      microns,Broad-band measurement,,Flux in fixed aperture,Profile-fit,From new raw data
32,K' (GeminiN),,>7.21,milliJy,141000000000000.0,,,,,0.00721,>7.21E-03,Jy,2006ApJS..166...89G,1 sigma,2.120   microns,Broad-band measurement,16 20 11.29 +17 24 27.6 (J2000),Flux in fixed aperture,"5.5"" diameter aperture",From new raw data
33,K_s (2MASS/FLWO),12.419,+/-0.023,mag,139000000000000.0,0.00718,0.000152,0.000152,,,+/-1.52E-04,Jy,2006AJ....131.1163S,uncertainty,2.159      microns,Broad-band measurement,,Flux in fixed aperture,Profile-fit,From new raw data
34,K_s (2MASS/FLWO),12.403,+/-0.021,mag,139000000000000.0,0.00729,0.000141,0.000141,,,+/-1.41E-04,Jy,2006AJ....131.1163S,uncertainty,2.159      microns,Broad-band measurement,,Flux in fixed aperture,"4"" aperture",From new raw data
35,2.2 microns,1.09,+/-0.03,log milliJy,136000000000000.0,0.0123,0.000819,0.000819,,,+/-8.19E-04,Jy,1987ApJS...63..615N,estimated error,2.2        microns,Broad-band measurement,,Flux in fixed aperture,"5"".5 aperture, 1981 Aug 18",From new raw data; Standard Caltech JHKL filters assumed
36,W1 (WISE),9.758,+/-0.068,mag,89400000000000.0,0.0387,0.00242,0.00242,,,+/-2.42E-03,Jy,2013wise.rept....1C,uncertainty,3.3526     microns,Broad-band measurement,,From fitting to map,Profile-fit;extended,From new raw data; Uncorrected for known sources in beam
37,W1 (WISE),10.619,+/-0.006,mag,89400000000000.0,0.0175,9.67e-05,9.67e-05,,,+/-9.67E-05,Jy,2013wise.rept....1C,uncertainty,3.3526     microns,Broad-band measurement,,Flux in fixed aperture,"r=8.25"" COG-corrected;extended",From new raw data; Uncorrected for known sources in beam
38,W1 (WISE),10.617,+/-0.006,mag,89400000000000.0,0.0175,9.69e-05,9.69e-05,,,+/-9.69E-05,Jy,2013wise.rept....1C,uncertainty,3.3526     microns,Broad-band measurement,,Flux in fixed aperture,"r=22.0"" aperture;extended",From new raw data; Uncorrected for known sources in beam
39,3.7 microns,1.29,+/-0.04,log milliJy,85700000000000.0,0.0195,0.00172,0.00172,,,+/-1.72E-03,Jy,1987ApJS...63..615N,estimated error,3.5        microns,Broad-band measurement,,Flux in fixed aperture,"5"".5 aperture, 1981 Aug 18",From new raw data; Standard Caltech JHKL filters assumed
40,W2 (WISE),9.659,+/-0.02,mag,65100000000000.0,0.0235,0.000433,0.000433,,,+/-4.33E-04,Jy,2013wise.rept....1C,uncertainty,4.6028     microns,Broad-band measurement,,From fitting to map,Profile-fit;extended,From new raw data
