No.,Observed Passband,Photometry Measurement,Uncertainty,Units,Frequency,Flux Density,Upper limit of uncertainty,Lower limit of uncertainty,Upper limit of Flux Density,Lower limit of Flux Density,NED Uncertainty,NED Units,Refcode,Significance,Published frequency,Frequency Mode,Coordinates Targeted,Spatial Mode,Qualifiers,Comments
1,14-195 keV (Swift),4.58e-11,+/-0.51E-11,erg/s/cm^2^,2.53e+19,1.81e-07,2.02e-08,2.02e-08,,,+/-2.02E-08,Jy,2010ApJS..186..378T,uncertainty,104.50 keV,Broad-band measurement,140.174 -08.111 (J2000),Flux integrated from map,,From new raw data; NED frequency assigned to mid-point ofband in keV
2,14-195 keV (Swift),4.6e-11,,erg/cm^2^/s,2.53e+19,1.82e-07,,,,,,Jy,2008ApJ...681..113T,no uncertainty reported,104.50 keV,Broad-band measurement,140.1927 -08.0561 (J2000),Modelled datum,,From new raw data; NED frequency assigned to mid-point ofband in keV
3,14-195 keV (Swift),4.08e-11,,erg/cm^2^/s,2.53e+19,1.61e-07,,,,,,Jy,2017ApJS..233...17R,no uncertainty reported,104.50 keV,Broad-band measurement,,Modelled datum,Observed flux,From reprocessed raw data; NED frequency assigned tomid-point of band in keV
4,14-195 keV (Swift),4.11e-11,,erg/cm^2^/s,2.53e+19,1.62e-07,,,,,,Jy,2017ApJS..233...17R,no uncertainty reported,104.50 keV,Broad-band measurement,,Modelled datum,Intrinsic flux,From reprocessed raw data; NED frequency assigned tomid-point of band in keV
5,14-195 keV (Swift),4.638e-11,+/-43.85E-12,erg/s/cm^2^,2.53e+19,1.83e-07,1.73e-07,1.73e-07,,,+/-1.73E-07,Jy,2018ApJS..235....4O,90% confidence,104.50 keV,Broad-band measurement,140.20943730 -08.06332373 (J2000),From fitting to map,S/N = 25.10 ; power law model,From new raw data; NED frequency assigned to mid-point ofband in keV
6,14-170 keV (Swift),4.6e-11,+/-9E-12,ergs/cm^2^/s,2.22e+19,2.07e-07,4.05e-08,4.05e-08,,,+/-4.05E-08,Jy,2008ApJ...673...96A,uncertainty,92.00 keV,Broad-band measurement,140.2134 -08.0872 (J2000),Modelled datum,,From new raw data; NED frequency assigned to mid-point ofband in keV
7,14-170 keV (BAT),3.03e-11,,erg/cm^2^/s,2.22e+19,1.36e-07,,,,,,Jy,2008ApJ...678..102A,no uncertainty reported,92.00 keV,Broad-band measurement,140.2134 -08.0872 (J2000),Flux integrated from map,S/N = 6.4,From new raw data; NED frequency assigned to mid-point ofband in keV
8,15-150 keV (Swift),4.5e-11,+/-4.1e-12,erg/cm^2^/s,1.99e+19,2.26e-07,2.06e-08,2.06e-08,,,+/-2.06E-08,Jy,2010A&A...524A..64C,uncertainty,82.50 keV,Broad-band measurement,140.206 -08.058 (J2000),Modelled datum,,From new raw data; NED frequency assigned to mid-point ofband in keV
9,14-150 keV (Swift),3.6e-11,,erg/cm^2^/s,1.98e+19,1.82e-07,,,,,,Jy,2017ApJS..233...17R,no uncertainty reported,82.00 keV,Broad-band measurement,,Modelled datum,Intrinsic flux,From reprocessed raw data; NED frequency assigned tomid-point of band in keV
10,15-55 keV (Swift),2.59e-11,+/-0.20E-11,erg/cm^2^/s,8.46e+18,3.06e-07,2.36e-08,2.36e-08,,,+/-2.36E-08,Jy,2009ApJ...699..603A,uncertainty,35.00 keV,Broad-band measurement,140.257 -08.067 (J2000),Flux integrated from map,,From reprocessed raw data; NED frequency assigned tomid-point of band in keV
11,20-50 keV (Swift),1.76e-11,,erg/cm^2^/s,8.46e+18,2.08e-07,,,,,,Jy,2017ApJS..233...17R,no uncertainty reported,35.00 keV,Broad-band measurement,,Modelled datum,Intrinsic flux,From reprocessed raw data; NED frequency assigned tomid-point of band in keV
12,2.0-10 keV (HEAO-1),2.5e-11,,ergs cm^-2^ s^-1^,1.45e+18,1.72e-06,,,,,,Jy,2006AJ....131.2843S,no uncertainty reported,6   keV,Broad-band measurement,09 20 46.3 -08 03 22 (J2000),Flux integrated from map,,Transformed from previously published data; NED frequencyassigned to mid-point of band in keV
13,2.0-10 keV,1e-11,,ergs cm^-2^ s^-1^,1.45e+18,6.9e-07,,,,,,Jy,2006AJ....131.2843S,no uncertainty reported,6   keV,Broad-band measurement,09 20 46.3 -08 03 22 (J2000),Flux integrated from map,From 2002A&A...394..801M,Averaged from previously published data; NED frequencyassigned to mid-point of band in keV
14,2-10 keV (Swift),8.28e-12,,erg/s/cm^2^,1.45e+18,5.71e-07,,,,,,Jy,2009ApJ...690.1322W,no uncertainty reported,6.00 keV,Broad-band measurement,09 20 46.2 -08 03 22.0 (J2000),Modelled datum,,From new raw data; NED frequency assigned to mid-point ofband in keV
15,2-10 keV (Swift),1.99e-11,,erg/cm^2^/s,1.45e+18,1.37e-06,,,,,,Jy,2017ApJS..233...17R,no uncertainty reported,6.00 keV,Broad-band measurement,,Modelled datum,Intrinsic flux,From reprocessed raw data; NED frequency assigned tomid-point of band in keV
16,2-10 keV (Swift),1.29e-11,,erg/cm^2^/s,1.45e+18,8.9e-07,,,,,,Jy,2017ApJS..233...17R,no uncertainty reported,6.00 keV,Broad-band measurement,,Modelled datum,Observed flux,From reprocessed raw data; NED frequency assigned tomid-point of band in keV
17,0.5-2 keV (Swift),4e-14,,erg/s/cm^2^,3.02e+17,1.32e-08,,,,,,Jy,2009ApJ...690.1322W,no uncertainty reported,1.25 keV,Broad-band measurement,09 20 46.2 -08 03 22.0 (J2000),Modelled datum,,From new raw data; NED frequency assigned to mid-point ofband in keV
18,[Ne V] 3346,5.4e-15,+/-0.1E-15,erg/cm^2^/s,896000000000000.0,540000000.0,10000000.0,10000000.0,,,+/-1.00E+07,Jy-Hz,2017ApJ...850...74K,uncertainty,3346 A,Line measurement; flux integrated over line; lines measured in emission,,From fitting to map,Spectral fitting flag=1; see paper,From reprocessed raw data
19,[Ne V] 3446,,<4.1E-15,erg/cm^2^/s,875000000000000.0,,,,410000000.0,,<4.10E+08,Jy-Hz,2017ApJ...850...74K,3 sigma,3426 A,Line measurement; flux integrated over line; lines measured in emission,,From fitting to map,Spectral fitting flag=1; see paper,From reprocessed raw data
20,u (KPNO),16.22,,mag,853000000000000.0,0.000501,,,,,,Jy,2011ApJ...739...57K,no uncertainty reported,3513 A,Broad-band measurement,,Flux in fixed aperture,Host mag; AGN contamination removed,From new raw data
21,[O II] 3727,3.25e-14,+/-0.1E-15,erg/cm^2^/s,804000000000000.0,3250000000.0,10000000.0,10000000.0,,,+/-1.00E+07,Jy-Hz,2017ApJ...850...74K,uncertainty,3727 A,Line measurement; flux integrated over line; lines measured in emission,,From fitting to map,Spectral fitting flag=1; see paper,From reprocessed raw data
22,[Ne III] 3869,9.1e-15,+/-0.1E-15,erg/cm^2^/s,775000000000000.0,910000000.0,10000000.0,10000000.0,,,+/-1.00E+07,Jy-Hz,2017ApJ...850...74K,uncertainty,3869 A,Line measurement; flux integrated over line; lines measured in emission,,From fitting to map,Spectral fitting flag=1; see paper,From reprocessed raw data
23,[Ne III] 3968,,<5.3E-15,erg/cm^2^/s,756000000000000.0,,,,530000000.0,,<5.30E+08,Jy-Hz,2017ApJ...850...74K,3 sigma,3968 A,Line measurement; flux integrated over line; lines measured in emission,,From fitting to map,Spectral fitting flag=1; see paper,From reprocessed raw data
24,He II 4686,1.5e-15,+/-0.0E-15,erg/cm^2^/s,640000000000000.0,150000000.0,,,,,+/-...,Jy-Hz,2017ApJ...850...74K,uncertainty,4686 A,Line measurement; flux integrated over line; lines measured in emission,,From fitting to map,Spectral fitting flag=1; see paper,From reprocessed raw data
25,g (KPNO),14.33,,mag,630000000000000.0,0.00728,,,,,,Jy,2011ApJ...739...57K,no uncertainty reported,4759 A,Broad-band measurement,,Flux in fixed aperture,Host mag; AGN contamination removed,From new raw data
26,H{beta},7.7e-15,+/-0.1E-15,erg/cm^2^/s,617000000000000.0,770000000.0,10000000.0,10000000.0,,,+/-1.00E+07,Jy-Hz,2017ApJ...850...74K,uncertainty,4861 A,Line measurement; flux integrated over line; lines measured in emission,,From fitting to map,Narrow comp;spec fit flag=1; see paper,From reprocessed raw data
27,[O III] 5007,8.1e-14,+/-0.1E-15,erg/cm^2^/s,599000000000000.0,8100000000.0,10000000.0,10000000.0,,,+/-1.00E+07,Jy-Hz,2017ApJ...850...74K,uncertainty,5007 A,Line measurement; flux integrated over line; lines measured in emission,,From fitting to map,Spectral fittting flag=1; see paper,From reprocessed raw data
28,r (KPNO),13.66,,mag,479000000000000.0,0.0107,,,,,,Jy,2011ApJ...739...57K,no uncertainty reported,6265 A,Broad-band measurement,,Flux in fixed aperture,Host mag; AGN contamination removed,From new raw data
29,[O I] 6300,3.8e-15,+/-0.0E-15,erg/cm^2^/s,476000000000000.0,380000000.0,,,,,+/-...,Jy-Hz,2017ApJ...850...74K,uncertainty,6300 A,Line measurement; flux integrated over line; lines measured in emission,,From fitting to map,Spectral fittting flag=1; see paper,From reprocessed raw data
30,H{alpha} (KPNO),-13.14,,log(erg/s/cm^2^),457000000000000.0,7240000000.0,,,,,,Jy-Hz,2010ApJ...710..503W,no uncertainty reported,6563 A,Line measurement; flux integrated over line; lines measured in emission,09 20 46.3 -08 03 22.1 (J2000),Flux integrated from map,,From new raw data
31,H{alpha},2.63e-14,+/-0.1E-15,erg/cm^2^/s,457000000000000.0,2630000000.0,10000000.0,10000000.0,,,+/-1.00E+07,Jy-Hz,2017ApJ...850...74K,uncertainty,6563 A,Line measurement; flux integrated over line; lines measured in emission,,From fitting to map,Narrow comp;spec fit flag=1; see paper,From reprocessed raw data
32,[N II] 6583,1.62e-14,+/-0.0E-15,erg/cm^2^/s,455000000000000.0,1620000000.0,,,,,+/-...,Jy-Hz,2017ApJ...850...74K,uncertainty,6583 A,Line measurement; flux integrated over line; lines measured in emission,,From fitting to map,Spectral fitting flag=1; see paper,From reprocessed raw data
33,[S II] 6716,8.8e-15,+/-0.1E-15,erg/cm^2^/s,446000000000000.0,880000000.0,10000000.0,10000000.0,,,+/-1.00E+07,Jy-Hz,2017ApJ...850...74K,uncertainty,6716 A,Line measurement; flux integrated over line; lines measured in emission,,From fitting to map,Spectral fitting flag=1; see paper,From reprocessed raw data
34,[S II] 6731,7.1e-15,+/-0.0E-15,erg/cm^2^/s,445000000000000.0,710000000.0,,,,,+/-...,Jy-Hz,2017ApJ...850...74K,uncertainty,6731 A,Line measurement; flux integrated over line; lines measured in emission,,From fitting to map,Spectral fitting flag=1; see paper,From reprocessed raw data
35,i (KPNO),13.27,,mag,388000000000000.0,0.0124,,,,,,Jy,2011ApJ...739...57K,no uncertainty reported,7734 A,Broad-band measurement,,Flux in fixed aperture,Host mag; AGN contamination removed,From new raw data
36,z (KPNO),13.12,,mag,319000000000000.0,0.0124,,,,,,Jy,2011ApJ...739...57K,no uncertainty reported,9400 A,Broad-band measurement,,Flux in fixed aperture,Host mag; AGN contamination removed,From new raw data
37,J (2MASS/CTIO),13.437,+/-0.009,mag,243000000000000.0,0.00672,5.57e-05,5.57e-05,,,+/-5.57E-05,Jy,2006AJ....131.1163S,uncertainty,1.235      microns,Broad-band measurement,,Flux in fixed aperture,"4"" aperture",From new raw data
