No.,Observed Passband,Photometry Measurement,Uncertainty,Units,Frequency,Flux Density,Upper limit of uncertainty,Lower limit of uncertainty,Upper limit of Flux Density,Lower limit of Flux Density,NED Uncertainty,NED Units,Refcode,Significance,Published frequency,Frequency Mode,Coordinates Targeted,Spatial Mode,Qualifiers,Comments
1,0.3-8 keV (Chandra),6.28e-14,,erg/cm^2^/s,1e+18,6.28e-09,,,,,,Jy,2016ApJS..224...40W,no uncertainty reported,4.15 keV,Broad-band measurement,,Flux integrated from map,Average flux,From reprocessed raw data; NED frequency assigned tomid-point of band in keV
2,W1 (WISE),15.599,+/-0.034,mag,89400000000000.0,0.000178,5.58e-06,5.58e-06,,,+/-5.58E-06,Jy,2013wise.rept....1C,uncertainty,3.3526     microns,Broad-band measurement,,From fitting to map,Profile-fit,From new raw data
3,W1 (WISE),15.477,+/-0.05,mag,89400000000000.0,0.000199,9.19e-06,9.19e-06,,,+/-9.19E-06,Jy,2013wise.rept....1C,uncertainty,3.3526     microns,Broad-band measurement,,Flux in fixed aperture,"r=8.25"" COG-corrected",From new raw data
4,W1 (WISE),15.162,+/-0.078,mag,89400000000000.0,0.000267,1.92e-05,1.92e-05,,,+/-1.92E-05,Jy,2013wise.rept....1C,uncertainty,3.3526     microns,Broad-band measurement,,Flux in fixed aperture,"r=22.0"" aperture",From new raw data; Uncorrected for known sources in beam
5,W1 (WISE),15.617,+/-0.036,mag,88200000000000.0,0.000175,5.81e-06,5.81e-06,,,+/-5.81E-06,Jy,2014MNRAS.438.1149G,rms uncertainty,3.4 microns,Broad-band measurement,,Flux in fixed aperture,,From reprocessed raw data
6,W2 (WISE),15.151,+/-0.055,mag,65200000000000.0,0.00015,7.57e-06,7.57e-06,,,+/-7.57E-06,Jy,2014MNRAS.438.1149G,rms uncertainty,4.6 microns,Broad-band measurement,,Flux in fixed aperture,,From reprocessed raw data
7,W2 (WISE),15.088,+/-0.05,mag,65100000000000.0,0.000158,7.3e-06,7.3e-06,,,+/-7.30E-06,Jy,2013wise.rept....1C,uncertainty,4.6028     microns,Broad-band measurement,,From fitting to map,Profile-fit,From new raw data
8,W2 (WISE),15.052,+/-0.081,mag,65100000000000.0,0.000164,1.22e-05,1.22e-05,,,+/-1.22E-05,Jy,2013wise.rept....1C,uncertainty,4.6028     microns,Broad-band measurement,,Flux in fixed aperture,"r=8.25"" COG-corrected",From new raw data
9,W2 (WISE),14.937,+/-0.144,mag,65100000000000.0,0.000182,2.41e-05,2.41e-05,,,+/-2.41E-05,Jy,2013wise.rept....1C,uncertainty,4.6028     microns,Broad-band measurement,,Flux in fixed aperture,"r=22.0"" aperture",From new raw data; Uncorrected for known sources in beam
10,[S IV] 10.5 (IRS),,<5.2E-22,W/cm^2^,28600000000000.0,,,,520000000.0,,<5.20E+08,Jy-Hz,2007ApJ...660..117C,3 sigma,10.5   microns,Line measurement; flux integrated over line; lines measured in emission,,Flux integrated from map,,From reprocessed raw data
11,11.3 microns (IRS),,<0.02E-13,ergs/s/cm^2^,26500000000000.0,,,,200000000.0,,<2.00E+08,Jy-Hz,2007ApJ...669..841S,no uncertainty reported,11.3 microns,Line measurement; flux integrated over line,,From fitting to map,,From new raw data
12,W3 (WISE),12.4,+/-0.219,mag,25900000000000.0,0.000347,7.01e-05,7.01e-05,,,+/-7.01E-05,Jy,2013wise.rept....1C,uncertainty,11.5608    microns,Broad-band measurement,,From fitting to map,Profile-fit,From new raw data
13,W3 (WISE),12.283,+/-0.256,mag,25900000000000.0,0.000387,9.12e-05,9.12e-05,,,+/-9.12E-05,Jy,2013wise.rept....1C,uncertainty,11.5608    microns,Broad-band measurement,,Flux in fixed aperture,"r=8.25"" COG-corrected",From new raw data
14,W3 (WISE),12.677,+/-0.458,mag,25900000000000.0,0.000269,0.000114,0.000114,,,+/-1.14E-04,Jy,2013wise.rept....1C,uncertainty,11.5608    microns,Broad-band measurement,,Flux in fixed aperture,"r=22.0"" aperture",From new raw data; Uncorrected for known sources in beam
15,12 microns (IRAS),,<25.,milliJy,25000000000000.0,,,,0.025,,<2.50E-02,Jy,1988AJ.....95...26G,no uncertainty reported,12         microns,Broad-band measurement,,Integrated from scans,From pointed observations,From new raw data
16,12 microns (ISOCAM),,<3.3,milliJy,25000000000000.0,,,,0.0033,,<3.30E-03,Jy,2004A&A...421..129S,3 sigma,12.0   microns,Broad-band measurement,,From multi-aperture data,,From reprocessed raw data
17,12 microns (IRAS),,<45,milliJy,25000000000000.0,,,,0.045,,<4.50E-02,Jy,2002A&A...381..389A,3 sigma,12.0   microns,Broad-band measurement,,Integrated from scans,,From reprocessed raw data
18,12 microns (ISO),0.8,+/-0.27,milliJy,25000000000000.0,0.0008,0.00027,0.00027,,,+/-2.70E-04,Jy,2002A&A...381..389A,1 sigma,12   microns,Broad-band measurement,,Flux integrated from map,,From reprocessed raw data
19,W3 (WISE),12.481,+/-0.181,mag,25000000000000.0,0.000322,5.37e-05,5.37e-05,,,+/-5.37E-05,Jy,2014MNRAS.438.1149G,rms uncertainty,12 microns,Broad-band measurement,,Flux in fixed aperture,,From reprocessed raw data
20,[Ne II] 12.8 (IRS),3.9e-22,+/-0.5E-22,W/cm^2^,23400000000000.0,390000000.0,50000000.0,50000000.0,,,+/-5.00E+07,Jy-Hz,2007ApJ...660..117C,uncertainty,12.8   microns,Line measurement; flux integrated over line; lines measured in emission,,Flux integrated from map,,From reprocessed raw data
