No.,Observed Passband,Photometry Measurement,Uncertainty,Units,Frequency,Flux Density,Upper limit of uncertainty,Lower limit of uncertainty,Upper limit of Flux Density,Lower limit of Flux Density,NED Uncertainty,NED Units,Refcode,Significance,Published frequency,Frequency Mode,Coordinates Targeted,Spatial Mode,Qualifiers,Comments
1,14-195 keV (Swift),1.46e-11,,erg/cm^2^/s,2.53e+19,5.77e-08,,,,,,Jy,2017ApJS..233...17R,no uncertainty reported,104.50 keV,Broad-band measurement,,Modelled datum,Intrinsic flux,From reprocessed raw data; NED frequency assigned tomid-point of band in keV
2,14-195 keV (Swift),1.32e-11,,erg/cm^2^/s,2.53e+19,5.22e-08,,,,,,Jy,2017ApJS..233...17R,no uncertainty reported,104.50 keV,Broad-band measurement,,Modelled datum,Observed flux,From reprocessed raw data; NED frequency assigned tomid-point of band in keV
3,14-195 keV (Swift),1.372e-11,+/-10.73E-12,erg/s/cm^2^,2.53e+19,5.42e-08,4.24e-08,4.24e-08,,,+/-4.24E-08,Jy,2018ApJS..235....4O,90% confidence,104.50 keV,Broad-band measurement,196.38430120 -10.56731460 (J2000),From fitting to map,S/N = 5.40 ; power law model,From new raw data; NED frequency assigned to mid-point ofband in keV
4,14-150 keV (Swift),1.28e-11,,erg/cm^2^/s,1.98e+19,6.46e-08,,,,,,Jy,2017ApJS..233...17R,no uncertainty reported,82.00 keV,Broad-band measurement,,Modelled datum,Intrinsic flux,From reprocessed raw data; NED frequency assigned tomid-point of band in keV
5,20-50 keV (Swift),4.6e-12,,erg/cm^2^/s,8.46e+18,5.44e-08,,,,,,Jy,2017ApJS..233...17R,no uncertainty reported,35.00 keV,Broad-band measurement,,Modelled datum,Intrinsic flux,From reprocessed raw data; NED frequency assigned tomid-point of band in keV
6,2-10 keV (XMM),3.05e-12,,ergs/s/cm^2^,1.45e+18,2.1e-07,,,,,,Jy,2007ApJ...662..860I,no uncertainty reported,6   keV,Broad-band measurement,,Flux integrated from map,Obs date: 2002 Jan 03,From reprocessed raw data; NED frequency assigned tomid-point of band in keV
7,2-10 keV (Swift),2.8e-12,,erg/cm^2^/s,1.45e+18,1.93e-07,,,,,,Jy,2017ApJS..233...17R,no uncertainty reported,6.00 keV,Broad-band measurement,,Modelled datum,Observed flux,From reprocessed raw data; NED frequency assigned tomid-point of band in keV
8,2-10 keV (Swift),2.8e-12,,erg/cm^2^/s,1.45e+18,1.93e-07,,,,,,Jy,2017ApJS..233...17R,no uncertainty reported,6.00 keV,Broad-band measurement,,Modelled datum,Intrinsic flux,From reprocessed raw data; NED frequency assigned tomid-point of band in keV
9,0.3-10 keV (Swift),2.68e-12,+/-2.42E-12,erg/cm^2^/s,1.25e+18,2.14e-07,1.94e-07,1.94e-07,,,+/-1.94E-07,Jy,2017ApJ...851...33P,uncertainty,5.15 keV,Broad-band measurement,,From fitting to map,,From new raw data; NED frequency assigned to mid-point ofband in keV
10,0.2-2 keV (ROSAT),4.275e-12,+/-3.5 %,erg/s/cm^2^,3.15e+17,1.36e-06,4.71e-08,4.71e-08,,,+/-4.71E-08,Jy,2000WGA...C...0000W,mean error,1.3       keV,Broad-band measurement,130532.6 -103325. (J2000),Flux integrated from map,,From reprocessed raw data; NED frequency assigned tomid-point of band in keV
