No.,Observed Passband,Photometry Measurement,Uncertainty,Units,Frequency,Flux Density,Upper limit of uncertainty,Lower limit of uncertainty,Upper limit of Flux Density,Lower limit of Flux Density,NED Uncertainty,NED Units,Refcode,Significance,Published frequency,Frequency Mode,Coordinates Targeted,Spatial Mode,Qualifiers,Comments
1,14-195 keV (XMM),-11.0,,log(erg/s/cm^2^),2.53e+19,3.95e-08,,,,,,Jy,2012ApJ...745..107W,no uncertainty reported,104.50 keV,Broad-band measurement,02 14 33.6 -00 46 00.1 (J2000),Modelled datum,,From reprocessed raw data; NED frequency assigned tomid-point of band in keV
2,14-195 keV (Swift),3.7e-11,,erg/cm^2^/s,2.53e+19,1.46e-07,,,,,,Jy,2008ApJ...681..113T,no uncertainty reported,104.50 keV,Broad-band measurement,033.6398 -00.7667 (J2000),Modelled datum,,From new raw data; NED frequency assigned to mid-point ofband in keV
3,14-195 keV (Swift),1.67e-11,,erg/cm^2^/s,2.53e+19,6.6e-08,,,,,,Jy,2017ApJS..233...17R,no uncertainty reported,104.50 keV,Broad-band measurement,,Modelled datum,Observed flux,From reprocessed raw data; NED frequency assigned tomid-point of band in keV
4,14-195 keV (Swift),1.54e-11,,erg/cm^2^/s,2.53e+19,6.09e-08,,,,,,Jy,2017ApJS..233...17R,no uncertainty reported,104.50 keV,Broad-band measurement,,Modelled datum,Intrinsic flux,From reprocessed raw data; NED frequency assigned tomid-point of band in keV
5,14-195 keV (Swift),1.068e-11,+/-8.01E-12,erg/s/cm^2^,2.53e+19,4.22e-08,3.17e-08,3.17e-08,,,+/-3.17E-08,Jy,2018ApJS..235....4O,90% confidence,104.50 keV,Broad-band measurement,033.70078157 -00.77742052 (J2000),From fitting to map,S/N = 5.49 ; power law model,From new raw data; NED frequency assigned to mid-point ofband in keV
6,15-150 keV (Swift),1.2e-11,+/-7.2e-12,erg/cm^2^/s,1.99e+19,6.03e-08,3.62e-08,3.62e-08,,,+/-3.62E-08,Jy,2010A&A...524A..64C,uncertainty,82.50 keV,Broad-band measurement,033.669 -00.758 (J2000),Modelled datum,,From new raw data; NED frequency assigned to mid-point ofband in keV
7,14-150 keV (Swift),1.35e-11,,erg/cm^2^/s,1.98e+19,6.82e-08,,,,,,Jy,2017ApJS..233...17R,no uncertainty reported,82.00 keV,Broad-band measurement,,Modelled datum,Intrinsic flux,From reprocessed raw data; NED frequency assigned tomid-point of band in keV
8,40-100 keV INTEGRAL,6e-12,,erg/cm^2^/s,1.69e+19,3.55e-08,,,,,,Jy,2009A&A...505..417B,no uncertainty reported,70.00 keV,Broad-band measurement,33.63984 -0.76669 (J2000),Modelled datum,,From new raw data; NED frequency assigned to mid-point ofband in keV
9,15-55 keV (Swift),1.3e-11,+/-0.22E-11,erg/cm^2^/s,8.46e+18,1.54e-07,2.6e-08,2.6e-08,,,+/-2.60E-08,Jy,2009ApJ...699..603A,uncertainty,35.00 keV,Broad-band measurement,033.751 -00.749 (J2000),Flux integrated from map,,From reprocessed raw data; NED frequency assigned tomid-point of band in keV
10,20-50 keV (Swift),5.6e-12,,erg/cm^2^/s,8.46e+18,6.62e-08,,,,,,Jy,2017ApJS..233...17R,no uncertainty reported,35.00 keV,Broad-band measurement,,Modelled datum,Intrinsic flux,From reprocessed raw data; NED frequency assigned tomid-point of band in keV
11,20-40 keV (INTEGRAL),5e-12,,erg/cm^2^/s,7.25e+18,6.9e-08,,,,,,Jy,2009A&A...505..417B,no uncertainty reported,30.00 keV,Broad-band measurement,33.63984 -0.76669 (J2000),Modelled datum,,From new raw data; NED frequency assigned to mid-point ofband in keV
12,4-10 keV (XMM),4.5e-12,,erg/cm^2^/s,1.69e+18,2.66e-07,,,,,,Jy,2010A&A...521A..57T,no uncertainty reported,7.00 keV,Broad-band measurement,,Modelled datum,Obs. date: 2004-07-04,From reprocessed raw data; NED frequency assigned tomid-point of band in keV
13,F_2-10_ keV,2.7,+/-10  %,10^-11^ erg/s/cm^2^,1.45e+18,1.86e-06,1.86e-07,1.86e-07,,,+/-1.86E-07,Jy,1989MNRAS.240..833T,typical accuracy,6.0    keV,Broad-band measurement,,Flux integrated from map,Energy index 0.93,From new raw data; NED frequency assigned to mid-point ofband in keV
14,2-10 keV,2.7e-11,+/-2.70E-12,ergs cm^-2^ s^-1^,1.45e+18,1.86e-06,1.86e-07,1.86e-07,,,+/-1.86E-07,Jy,2005ApJ...629...61K,uncertainty,6   keV,Broad-band measurement,,Flux integrated from map,Flux from 1989MNRAS.240..833T,Averaged from previously published data; Extinction-correctedfor Milky Way
15,2.0-10 keV (HEAO-1),2.8e-11,,ergs cm^-2^ s^-1^,1.45e+18,1.93e-06,,,,,,Jy,2006AJ....131.2843S,no uncertainty reported,6   keV,Broad-band measurement,02 14 33.6 -00 46 00 (J2000),Flux integrated from map,,Transformed from previously published data; NED frequencyassigned to mid-point of band in keV
16,2.0-10 keV (XMM),5e-12,,ergs cm^-2^ s^-1^,1.45e+18,3.45e-07,,,,,,Jy,2006AJ....131.2843S,no uncertainty reported,6   keV,Broad-band measurement,02 14 33.6 -00 46 00 (J2000),Flux integrated from map,,From new raw data; second coordinate modified from publishedvalue; NED frequency assigned to mid-point of band in keV
17,2-10 keV,1.97e-14,,W/m^2^,1.45e+18,1.36e-06,,,,,,Jy,2004A&A...418..465L,no uncertainty reported,6   keV,Broad-band measurement,,Flux integrated from map,Intrinsic flux,Averaged from previously published data; Extinction-correctedfor Milky Way; NED frequency assigned to mid-point of band in keV
18,2-10 keV,1.97e-14,,W/m^2^,1.45e+18,1.36e-06,,,,,,Jy,2004A&A...418..465L,no uncertainty reported,6   keV,Broad-band measurement,,Flux integrated from map,Observed flux,Averaged from previously published data; NED frequencyassigned to mid-point of band in keV
19,2-10 keV (XMM),6.9e-12,,erg/cm^2^/s,1.45e+18,4.76e-07,,,,,,Jy,2007MNRAS.382..194N,no uncertainty reported,6 keV,Broad-band measurement,02 14 33.6 -00 46 00 (J2000),Modelled datum,,From reprocessed raw data; NED frequency assigned tomid-point of band in keV
