No.,Observed Passband,Photometry Measurement,Uncertainty,Units,Frequency,Flux Density,Upper limit of uncertainty,Lower limit of uncertainty,Upper limit of Flux Density,Lower limit of Flux Density,NED Uncertainty,NED Units,Refcode,Significance,Published frequency,Frequency Mode,Coordinates Targeted,Spatial Mode,Qualifiers,Comments
1,0.3-8 keV (Chandra),9.4e-13,,erg/cm^2^/s,1e+18,9.4e-08,,,,,,Jy,2016ApJS..224...40W,no uncertainty reported,4.15 keV,Broad-band measurement,,Flux integrated from map,Average flux,From reprocessed raw data; NED frequency assigned tomid-point of band in keV
2,0.2-2 keV (ROSAT),4.41e-13,+/-6.5 %,erg/s/cm^2^,3.15e+17,1.4e-07,9.05e-09,9.05e-09,,,+/-9.05E-09,Jy,2000WGA...C...0000W,mean error,1.3       keV,Broad-band measurement,054236.8 +495120. (J2000),Flux integrated from map,,From reprocessed raw data; NED frequency assigned tomid-point of band in keV
3,FUV (GALEX) AB,20.9095,+/-0.0829225,mag,1950000000000000.0,1.57e-05,1.2e-06,1.2e-06,,,+/-1.20E-06,Jy,2012GMSC..C...0000S,uncertainty,1538.6     A,Broad-band measurement,85.650695231030 49.852030182359 (J2000),Flux integrated from map,Kron flux in elliptical aperture,From new raw data
4,FUV (GALEX) AB,21.2911,+/-0.0789063,mag,1950000000000000.0,1.11e-05,8.03e-07,8.03e-07,,,+/-8.03E-07,Jy,2012GMSC..C...0000S,uncertainty,1538.6     A,Broad-band measurement,85.650695231030 49.852030182359 (J2000),Flux in fixed aperture,Flux in 7.5 arcsec diameter aperture,From new raw data
5,NUV (GALEX) AB,20.1991,+/-0.0333106,mag,1290000000000000.0,3.02e-05,9.27e-07,9.27e-07,,,+/-9.27E-07,Jy,2012GMSC..C...0000S,uncertainty,2315.7     A,Broad-band measurement,85.650695231030 49.852030182359 (J2000),Flux integrated from map,Kron flux in elliptical aperture,From new raw data
6,NUV (GALEX) AB,20.6737,+/-0.0339310,mag,1290000000000000.0,1.95e-05,6.1e-07,6.1e-07,,,+/-6.10E-07,Jy,2012GMSC..C...0000S,uncertainty,2315.7     A,Broad-band measurement,85.650695231030 49.852030182359 (J2000),Flux in fixed aperture,Flux in 7.5 arcsec diameter aperture,From new raw data
7,U Johnson,17.43,,mag,819000000000000.0,0.000193,,,,,,Jy,1965ApJ...141.1560S,no uncertainty reported,3660       A,Broad-band measurement,,Flux in fixed aperture,,From new raw data
8,B Johnson,18.45,,mag,681000000000000.0,0.000178,,,,,,Jy,1965ApJ...141.1560S,no uncertainty reported,4400       A,Broad-band measurement,,Flux in fixed aperture,,From new raw data
9,V Johnson,17.8,,mag,542000000000000.0,0.000276,,,,,,Jy,1965ApJ...141.1560S,no uncertainty reported,5530       A,Broad-band measurement,,Flux in fixed aperture,,From new raw data
10,J (2MASS/FLWO),15.587,+/-0.127,mag,243000000000000.0,0.000928,0.000109,0.000109,,,+/-1.09E-04,Jy,2006AJ....131.1163S,uncertainty,1.235      microns,Broad-band measurement,,Flux in fixed aperture,"4"" aperture",From new raw data
