No.,Observed Passband,Photometry Measurement,Uncertainty,Units,Frequency,Flux Density,Upper limit of uncertainty,Lower limit of uncertainty,Upper limit of Flux Density,Lower limit of Flux Density,NED Uncertainty,NED Units,Refcode,Significance,Published frequency,Frequency Mode,Coordinates Targeted,Spatial Mode,Qualifiers,Comments
1,0.3-8 keV (Chandra),4.71e-13,,erg/cm^2^/s,1e+18,4.71e-08,,,,,,Jy,2016ApJS..224...40W,no uncertainty reported,4.15 keV,Broad-band measurement,,Flux integrated from map,Average flux,From reprocessed raw data; NED frequency assigned tomid-point of band in keV
2,U Johnson,17.12,+/-0.09,mag,819000000000000.0,0.000257,2.22e-05,2.22e-05,,,+/-2.22E-05,Jy,1964ApJ...139..416S,see comments,3660       A,Broad-band measurement,,Flux in fixed aperture,Uncertainty is scatter of several obs.,From new raw data
3,B Johnson,18.13,+/-0.03,mag,681000000000000.0,0.000238,6.68e-06,6.68e-06,,,+/-6.68E-06,Jy,1964ApJ...139..416S,see comments,4400       A,Broad-band measurement,,Flux in fixed aperture,Uncertainty is scatter of several obs.,From new raw data
4,V Johnson,17.54,+/-0.17,mag,542000000000000.0,0.000351,5.95e-05,5.95e-05,,,+/-5.95E-05,Jy,1964ApJ...139..416S,see comments,5530       A,Broad-band measurement,,Flux in fixed aperture,Uncertainty is scatter of several obs.,From new raw data
5,J (UKIRT/IRCAM3),15.9,+/-0.06,mag,240000000000000.0,0.000698,3.97e-05,3.97e-05,,,+/-3.97E-05,Jy,2000MNRAS.317.1023S,uncertainty,1.247      microns,Broad-band measurement,,From fitting to map,"3 arcsec ""aperture""",From new raw data
6,H (UKIRT/IRCAM3),15.61,+/-0.05,mag,184000000000000.0,0.000582,2.74e-05,2.74e-05,,,+/-2.74E-05,Jy,2000MNRAS.317.1023S,uncertainty,1.634      microns,Broad-band measurement,,From fitting to map,"3 arcsec ""aperture""",From new raw data
7,K (UKIRT/IRCAM3),14.88,+/-0.06,mag,137000000000000.0,0.000734,4.17e-05,4.17e-05,,,+/-4.17E-05,Jy,2000MNRAS.317.1023S,uncertainty,2.195      microns,Broad-band measurement,,From fitting to map,"3 arcsec ""aperture""",From new raw data
8,W1 (WISE),13.45,+/-0.025,mag,88200000000000.0,0.00129,2.97e-05,2.97e-05,,,+/-2.97E-05,Jy,2014MNRAS.438.1149G,rms uncertainty,3.4 microns,Broad-band measurement,,Flux in fixed aperture,,From reprocessed raw data
9,L' (UKIRT/IRCAM3),13.52,+/-0.10,mag,79600000000000.0,0.000985,9.5e-05,9.5e-05,,,+/-9.50E-05,Jy,2000MNRAS.317.1023S,uncertainty,3.77       microns,Broad-band measurement,,From fitting to map,"3 arcsec ""aperture""",From new raw data
10,W2 (WISE),12.461,+/-0.027,mag,65200000000000.0,0.00178,4.43e-05,4.43e-05,,,+/-4.43E-05,Jy,2014MNRAS.438.1149G,rms uncertainty,4.6 microns,Broad-band measurement,,Flux in fixed aperture,,From reprocessed raw data
