No.,Observed Passband,Photometry Measurement,Uncertainty,Units,Frequency,Flux Density,Upper limit of uncertainty,Lower limit of uncertainty,Upper limit of Flux Density,Lower limit of Flux Density,NED Uncertainty,NED Units,Refcode,Significance,Published frequency,Frequency Mode,Coordinates Targeted,Spatial Mode,Qualifiers,Comments
1,FUV (GALEX) AB,18.55,+/-0.03,mag,1960000000000000.0,0.000138,3.81e-06,3.81e-06,,,+/-3.81E-06,Jy,2007ApJS..173..441H,uncertainty,1528 A,Broad-band measurement,27.61831 +13.14958 (J2000),Flux in fixed aperture,,From new raw data; Extinction-corrected for Milky Way
2,FUV (GALEX) AB,18.48,,mag,1960000000000000.0,0.000147,,,,,,Jy,2011ApJ...726L...7O,no uncertainty reported,1530 A,Broad-band measurement,,Total flux,,From reprocessed raw data
3,FUV (GALEX) AB,19.3115,+/-0.0767919,mag,1950000000000000.0,6.85e-05,4.84e-06,4.84e-06,,,+/-4.84E-06,Jy,2012GASC..C...0000S,uncertainty,1538.6     A,Broad-band measurement,27.618500094489 13.149844135527 (J2000),Flux integrated from map,Kron flux in elliptical aperture,From new raw data
4,FUV (GALEX) AB,19.6743,+/-0.0961283,mag,1950000000000000.0,4.9e-05,4.34e-06,4.34e-06,,,+/-4.34E-06,Jy,2012GASC..C...0000S,uncertainty,1538.6     A,Broad-band measurement,27.618500094489 13.149844135527 (J2000),Flux in fixed aperture,Flux in 7.5 arcsec diameter aperture,From new raw data
5,FUV (GALEX) AB,19.1727,+/-0.0366213,mag,1950000000000000.0,7.78e-05,2.62e-06,2.62e-06,,,+/-2.62E-06,Jy,2012GMSC..C...0000S,uncertainty,1538.6     A,Broad-band measurement,27.618401979812 13.149782009497 (J2000),Flux integrated from map,Kron flux in elliptical aperture,From new raw data
6,FUV (GALEX) AB,19.4704,+/-0.0436942,mag,1950000000000000.0,5.91e-05,2.38e-06,2.38e-06,,,+/-2.38E-06,Jy,2012GMSC..C...0000S,uncertainty,1538.6     A,Broad-band measurement,27.618401979812 13.149782009497 (J2000),Flux in fixed aperture,Flux in 7.5 arcsec diameter aperture,From new raw data
7,NUV (GALEX) AB,18.26,+/-0.02,mag,1320000000000000.0,0.00018,3.32e-06,3.32e-06,,,+/-3.32E-06,Jy,2007ApJS..173..441H,uncertainty,2271 A,Broad-band measurement,27.61831 +13.14958 (J2000),Flux in fixed aperture,,From new raw data; Extinction-corrected for Milky Way
8,NUV (GALEX) AB,18.33,,mag,1300000000000000.0,0.000169,,,,,,Jy,2011ApJ...726L...7O,no uncertainty reported,2310 A,Broad-band measurement,,Total flux,,From reprocessed raw data
9,NUV (GALEX) AB,18.9397,+/-0.0386810,mag,1290000000000000.0,9.64e-05,3.43e-06,3.43e-06,,,+/-3.43E-06,Jy,2012GASC..C...0000S,uncertainty,2315.7     A,Broad-band measurement,27.618500094489 13.149844135527 (J2000),Flux integrated from map,Kron flux in elliptical aperture,From new raw data
10,NUV (GALEX) AB,19.4391,+/-0.0496962,mag,1290000000000000.0,6.09e-05,2.79e-06,2.79e-06,,,+/-2.79E-06,Jy,2012GASC..C...0000S,uncertainty,2315.7     A,Broad-band measurement,27.618500094489 13.149844135527 (J2000),Flux in fixed aperture,Flux in 7.5 arcsec diameter aperture,From new raw data
