No.,Observed Passband,Photometry Measurement,Uncertainty,Units,Frequency,Flux Density,Upper limit of uncertainty,Lower limit of uncertainty,Upper limit of Flux Density,Lower limit of Flux Density,NED Uncertainty,NED Units,Refcode,Significance,Published frequency,Frequency Mode,Coordinates Targeted,Spatial Mode,Qualifiers,Comments
1,2-10 keV (XMM),-12.24,+/-0.04,log(erg/cm^2^/s),1.45e+18,3.97e-08,3.66e-09,3.66e-09,,,+/-3.66E-09,Jy,2014A&A...567A.142R,uncertainty,6.00 keV,Broad-band measurement,,Modelled datum,Date=2009-03-02; Model=A; see paper,From reprocessed raw data; NED frequency assigned tomid-point of band in keV
2,2 keV,-29.76,,log(erg/cm^2^/s/Hz),4.84e+17,1.74e-07,,,,,,Jy,2006AJ....131.2826S,no uncertainty reported,2   keV,Broad-band measurement,08 44 45.3 +76 53 10 (J2000),Flux integrated from map,,Averaged new and previously published data
3,1031 A (FUSE),7e-15,,erg/cm^2^/s/A,2910000000000000.0,0.000249,,,,,,Jy,2009ApJS..182..378W,no uncertainty reported,1031 A,Broad-band measurement,,Flux integrated from map,,From new raw data
4,FUV (GALEX) AB,16.9848,+/-0.0488226,mag,1950000000000000.0,0.000584,2.62e-05,2.62e-05,,,+/-2.62E-05,Jy,2012GASC..C...0000S,uncertainty,1538.6     A,Broad-band measurement,131.18830800116 76.885879416633 (J2000),Flux integrated from map,Kron flux in elliptical aperture,From new raw data
5,FUV (GALEX) AB,17.2875,+/-0.0598685,mag,1950000000000000.0,0.000442,2.43e-05,2.43e-05,,,+/-2.43E-05,Jy,2012GASC..C...0000S,uncertainty,1538.6     A,Broad-band measurement,131.18830800116 76.885879416633 (J2000),Flux in fixed aperture,Flux in 7.5 arcsec diameter aperture,From new raw data
6,1549 A,8.1e-15,,erg/cm^2^/s/A,1940000000000000.0,0.000649,,,,,,Jy,2005MNRAS.356.1029B,no uncertainty reported,1549.05   A,Broad-band measurement,,Not reported in paper,C IV continuum,From new raw data; Extinction-corrected for Milky Way
7,NUV (GALEX) AB,16.7416,+/-0.0254360,mag,1290000000000000.0,0.00073,1.71e-05,1.71e-05,,,+/-1.71E-05,Jy,2012GASC..C...0000S,uncertainty,2315.7     A,Broad-band measurement,131.18830800116 76.885879416633 (J2000),Flux integrated from map,Kron flux in elliptical aperture,From new raw data
8,NUV (GALEX) AB,17.0958,+/-0.0319969,mag,1290000000000000.0,0.000527,1.55e-05,1.55e-05,,,+/-1.55E-05,Jy,2012GASC..C...0000S,uncertainty,2315.7     A,Broad-band measurement,131.18830800116 76.885879416633 (J2000),Flux in fixed aperture,Flux in 7.5 arcsec diameter aperture,From new raw data
9,2500 A,-25.79,,log(erg/cm^2^/s/Hz),1200000000000000.0,0.00162,,,,,,Jy,2006AJ....131.2826S,no uncertainty reported,2500   A,Broad-band measurement,08 44 45.3 +76 53 10 (J2000),Flux integrated from map,,Averaged new and previously published data
10,B (m_B Int.),16.28,+/-0.12,mag,681000000000000.0,0.00131,0.000154,0.000154,,,+/-1.54E-04,Jy,2001AJ....122.2791S,uncertainty,0.440      microns,Broad-band measurement,,Flux integrated from map,,From new raw data; Standard Johnson UBVRI filters assumed
11,4861 A,1.43e-15,,erg/cm^2^/s/A,617000000000000.0,0.00113,,,,,,Jy,2005MNRAS.356.1029B,no uncertainty reported,4861   A,Broad-band measurement,,Not reported in paper,H {beta} continuum,From new raw data; Extinction-corrected for Milky Way
12,I (m_I Int.),15.12,+/-0.12,mag,341000000000000.0,0.00204,0.000239,0.000239,,,+/-2.39E-04,Jy,2001AJ....122.2791S,uncertainty,0.879      microns,Broad-band measurement,,Flux integrated from map,,From new raw data; Standard Johnson UBVRI filters assumed
13,J (2MASS/FLWO),15.056,+/-0.071,mag,243000000000000.0,0.00151,9.9e-05,9.9e-05,,,+/-9.90E-05,Jy,2006AJ....131.1163S,uncertainty,1.235      microns,Broad-band measurement,,Flux in fixed aperture,Profile-fit,From new raw data
14,J (2MASS/FLWO),14.524,+/-0.053,mag,243000000000000.0,0.00247,0.000121,0.000121,,,+/-1.21E-04,Jy,2006AJ....131.1163S,uncertainty,1.235      microns,Broad-band measurement,,Flux in fixed aperture,"4"" aperture",From new raw data
15,J,14.197,+/-0.138,mag,240000000000000.0,0.00334,0.000452,0.000452,,,+/-4.52E-04,Jy,20032MASX.C.......:,1 sigma uncert.,1.25      microns,Broad-band measurement,084445.26 +765309.5 (J2000),Flux in fixed aperture,,From new raw data
16,J_14arcsec (2MASS),14.347,+/-0.078,mag,240000000000000.0,0.00291,0.000216,0.000216,,,+/-2.16E-04,Jy,20032MASX.C.......:,1 sigma uncert.,1.25      microns,Broad-band measurement,084445.26 +765309.5 (J2000),Flux in fixed aperture,14.0 x 14.0 arcsec aperture.,From new raw data
17,J,14.34,+/-0.088,mag,240000000000000.0,0.00292,0.000247,0.000247,,,+/-2.47E-04,Jy,20032MASX.C.......:,1 sigma uncert.,1.25      microns,Broad-band measurement,084445.26 +765309.5 (J2000),Flux in fixed aperture,15.4 x   12.9 arcsec integration area.,From new raw data
18,1.27 microns,0.36,+/-0.03,log milliJy,236000000000000.0,0.00229,0.000153,0.000153,,,+/-1.53E-04,Jy,1987ApJS...63..615N,estimated error,1.27       microns,Broad-band measurement,,Flux in fixed aperture,"5"".5 aperture, 1985 Nov 21",From new raw data; Standard Caltech JHKL filters assumed
19,H (HST/NIC2),15.55,,mag,187000000000000.0,0.000629,,,,,,Jy,2009ApJ...701..587V,no uncertainty reported,1.606 microns,Broad-band measurement,,Modelled datum,Sersic component; n=4.0; r_{1/2}=0.56,From new raw data
20,H (HST/NIC2),15.15,,mag,187000000000000.0,0.000909,,,,,,Jy,2009ApJ...701..587V,no uncertainty reported,1.606 microns,Broad-band measurement,,Modelled datum,PSF component; n=1.0; r_{1/2}=8.82,From new raw data
21,H (HST/NIC2),14.36,,mag,187000000000000.0,0.00188,,,,,,Jy,2009ApJ...701..587V,no uncertainty reported,1.606 microns,Broad-band measurement,,Modelled datum,Sersic component; n=1.0; r_{1/2}=8.82,From new raw data
22,H (Subaru),2.94,+/-5   %,milliJy,183000000000000.0,0.00294,0.000147,0.000147,,,+/-1.47E-04,Jy,2006ApJS..166...89G,typical accuracy,1.635   microns,Broad-band measurement,08 44 45.63 +76 53 09.4 (J2000),Flux in fixed aperture,"5.5"" diameter aperture",From new raw data
23,H_14arcsec (2MASS),13.665,+/-0.109,mag,182000000000000.0,0.0035,0.00037,0.00037,,,+/-3.70E-04,Jy,20032MASX.C.......:,1 sigma uncert.,1.65      microns,Broad-band measurement,084445.26 +765309.5 (J2000),Flux in fixed aperture,14.0 x 14.0 arcsec aperture.,From new raw data
24,H (m_H Int.),13.32,+/-0.12,mag,182000000000000.0,0.00461,0.000538,0.000538,,,+/-5.38E-04,Jy,2001AJ....122.2791S,uncertainty,1.65       microns,Broad-band measurement,,Flux integrated from map,,From new raw data; Standard Caltech JHKL filters assumed
25,H,13.681,+/-0.117,mag,182000000000000.0,0.00345,0.000393,0.000393,,,+/-3.93E-04,Jy,20032MASX.C.......:,1 sigma uncert.,1.65      microns,Broad-band measurement,084445.26 +765309.5 (J2000),Flux in fixed aperture,15.4 x   12.9 arcsec integration area.,From new raw data
26,1.65 microns,0.49,+/-0.03,log milliJy,182000000000000.0,0.00309,0.000206,0.000206,,,+/-2.06E-04,Jy,1987ApJS...63..615N,estimated error,1.65       microns,Broad-band measurement,,Flux in fixed aperture,"5"".5 aperture, 1985 Nov 21",From new raw data; Standard Caltech JHKL filters assumed
27,H,13.606,+/-0.214,mag,182000000000000.0,0.0037,0.000806,0.000806,,,+/-8.06E-04,Jy,20032MASX.C.......:,1 sigma uncert.,1.65      microns,Broad-band measurement,084445.26 +765309.5 (J2000),Flux in fixed aperture,,From new raw data
28,H (2MASS/FLWO),14.259,+/-0.074,mag,180000000000000.0,0.00203,0.000138,0.000138,,,+/-1.38E-04,Jy,2006AJ....131.1163S,uncertainty,1.662      microns,Broad-band measurement,,Flux in fixed aperture,Profile-fit,From new raw data
29,H (2MASS/FLWO),13.788,+/-0.068,mag,180000000000000.0,0.00313,0.000196,0.000196,,,+/-1.96E-04,Jy,2006AJ....131.1163S,uncertainty,1.662      microns,Broad-band measurement,,Flux in fixed aperture,"4"" aperture",From new raw data
30,K' (m_K' Int.),12.66,+/-0.12,mag,142000000000000.0,0.00613,0.000716,0.000716,,,+/-7.16E-04,Jy,2001AJ....122.2791S,uncertainty,2.11       microns,Broad-band measurement,,Flux integrated from map,,From new raw data
31,K_s (2MASS/FLWO),12.924,+/-0.035,mag,139000000000000.0,0.00451,0.000145,0.000145,,,+/-1.45E-04,Jy,2006AJ....131.1163S,uncertainty,2.159      microns,Broad-band measurement,,Flux in fixed aperture,"4"" aperture",From new raw data
32,K_s (2MASS/FLWO),13.158,+/-0.049,mag,139000000000000.0,0.00364,0.000164,0.000164,,,+/-1.64E-04,Jy,2006AJ....131.1163S,uncertainty,2.159      microns,Broad-band measurement,,Flux in fixed aperture,Profile-fit,From new raw data
33,K_s_14arcsec (2MASS),12.722,+/-0.065,mag,138000000000000.0,0.00543,0.000335,0.000335,,,+/-3.35E-04,Jy,20032MASX.C.......:,1 sigma uncert.,2.17      microns,Broad-band measurement,084445.26 +765309.5 (J2000),Flux in fixed aperture,14.0 x 14.0 arcsec aperture.,From new raw data
34,K_s,12.469,+/-0.105,mag,138000000000000.0,0.00686,0.000697,0.000697,,,+/-6.97E-04,Jy,20032MASX.C.......:,1 sigma uncert.,2.17      microns,Broad-band measurement,084445.26 +765309.5 (J2000),Flux in fixed aperture,,From new raw data
