No.,Observed Passband,Photometry Measurement,Uncertainty,Units,Frequency,Flux Density,Upper limit of uncertainty,Lower limit of uncertainty,Upper limit of Flux Density,Lower limit of Flux Density,NED Uncertainty,NED Units,Refcode,Significance,Published frequency,Frequency Mode,Coordinates Targeted,Spatial Mode,Qualifiers,Comments
1,15-150 keV (Swift),3.9e-11,+/-1.5e-11,erg/cm^2^/s,1.99e+19,1.96e-07,7.54e-08,7.54e-08,,,+/-7.54E-08,Jy,2010A&A...524A..64C,uncertainty,82.50 keV,Broad-band measurement,189.779 -16.194 (J2000),Modelled datum,,From new raw data; NED frequency assigned to mid-point ofband in keV
2,40-100 keV INTEGRAL,5.28e-11,+/-8.48E-12,erg cm^-2^ s^-1^,1.69e+19,3.12e-07,5.02e-08,5.02e-08,,,+/-5.02E-08,Jy,2006ApJ...636..765B,uncertainty,70   keV,Broad-band measurement,189.796 -16.182 (J2000),Flux integrated from map,,From new raw data; NED frequency assigned to mid-point ofband in keV
3,40-100 keV INTEGRAL,4.6,+/-0.7,milliCrab,1.69e+19,2.56e-07,3.9e-08,3.9e-08,,,+/-3.90E-08,Jy,2007ApJS..170..175B,uncertainty,70   keV,Broad-band measurement,189.778 -16.190 (J2000),Flux integrated from map,Time-averaged flux,From reprocessed raw data; NED frequency assigned tomid-point of band in keV
4,40-100 keV INTEGRAL,2.2e-11,,erg/cm^2^/s,1.69e+19,1.3e-07,,,,,,Jy,2009A&A...505..417B,no uncertainty reported,70.00 keV,Broad-band measurement,189.77620 -16.17975 (J2000),Modelled datum,,From new raw data; NED frequency assigned to mid-point ofband in keV
5,20-100 keV INTEGRAL,4.9e-11,,erg/cm^2^/s,1.45e+19,3.38e-07,,,,,,Jy,2008A&A...483..749D,no uncertainty reported,60.00 keV,Broad-band measurement,12 39 11.04 -16 10 55.2 (J2000),Modelled datum,Model : absorbed PL; see text,From reprocessed raw data; NED frequency assigned tomid-point of band in keV
6,20-100 keV INTEGRAL,6.15e-11,,erg/s/cm^2^,1.45e+19,4.24e-07,,,,,,Jy,2009MNRAS.399..944M,no uncertainty reported,60.00 keV,Broad-band measurement,12 39 06.32 -16 10 47.8 (J2000),Flux integrated from map,,Averaged from previously published data; NED frequencyassigned to mid-point of band in keV
7,20-60 keV (INTEGRAL),2.24e-11,+/-0.21E-11,erg/s/cm^2^,9.67e+18,2.32e-07,2.17e-08,2.17e-08,,,+/-2.17E-08,Jy,2008A&A...485..707P,uncertainty,40.00 keV,Broad-band measurement,12 39 10 -16 11 41 (J2000),Modelled datum,,From reprocessed raw data; NED frequency assigned tomid-point of band in keV
8,15-55 keV (Swift),2.02e-11,+/-0.26E-11,erg/cm^2^/s,8.46e+18,2.39e-07,3.07e-08,3.07e-08,,,+/-3.07E-08,Jy,2009ApJ...699..603A,uncertainty,35.00 keV,Broad-band measurement,189.769 -16.196 (J2000),Flux integrated from map,,From reprocessed raw data; NED frequency assigned tomid-point of band in keV
9,20-40 keV (INTEGRAL),1.97e-11,+/-3.79E-12,erg cm^-2^ s^-1^,7.25e+18,2.71e-07,5.22e-08,5.22e-08,,,+/-5.22E-08,Jy,2006ApJ...636..765B,uncertainty,30   keV,Broad-band measurement,189.796 -16.182 (J2000),Flux integrated from map,,From new raw data; NED frequency assigned to mid-point ofband in keV
10,20-40 keV (INTEGRAL),2.4,+/-0.4,milliCrab,7.25e+18,2.51e-07,4.18e-08,4.18e-08,,,+/-4.18E-08,Jy,2007ApJS..170..175B,uncertainty,30   keV,Broad-band measurement,189.778 -16.190 (J2000),Flux integrated from map,Time-averaged flux,From reprocessed raw data; NED frequency assigned tomid-point of band in keV
11,20-40 keV (INTEGRAL),1.7e-11,,erg/cm^2^/s,7.25e+18,2.34e-07,,,,,,Jy,2009A&A...505..417B,no uncertainty reported,30.00 keV,Broad-band measurement,189.77620 -16.17975 (J2000),Modelled datum,,From new raw data; NED frequency assigned to mid-point ofband in keV
