No.,Observed Passband,Photometry Measurement,Uncertainty,Units,Frequency,Flux Density,Upper limit of uncertainty,Lower limit of uncertainty,Upper limit of Flux Density,Lower limit of Flux Density,NED Uncertainty,NED Units,Refcode,Significance,Published frequency,Frequency Mode,Coordinates Targeted,Spatial Mode,Qualifiers,Comments
1,14-195 keV (Swift),8.5e-12,,erg/cm^2^/s,2.53e+19,3.36e-08,,,,,,Jy,2017ApJS..233...17R,no uncertainty reported,104.50 keV,Broad-band measurement,,Modelled datum,Intrinsic flux,From reprocessed raw data; NED frequency assigned tomid-point of band in keV
2,14-195 keV (Swift),8.6e-12,,erg/cm^2^/s,2.53e+19,3.4e-08,,,,,,Jy,2017ApJS..233...17R,no uncertainty reported,104.50 keV,Broad-band measurement,,Modelled datum,Observed flux,From reprocessed raw data; NED frequency assigned tomid-point of band in keV
3,14-195 keV (Swift),9.84e-12,+/-7.65E-12,erg/s/cm^2^,2.53e+19,3.89e-08,3.02e-08,3.02e-08,,,+/-3.02E-08,Jy,2018ApJS..235....4O,90% confidence,104.50 keV,Broad-band measurement,114.33363870 +58.79975360 (J2000),From fitting to map,S/N = 6.54 ; power law model,From new raw data; NED frequency assigned to mid-point ofband in keV
4,14-150 keV (Swift),7.4e-12,,erg/cm^2^/s,1.98e+19,3.74e-08,,,,,,Jy,2017ApJS..233...17R,no uncertainty reported,82.00 keV,Broad-band measurement,,Modelled datum,Intrinsic flux,From reprocessed raw data; NED frequency assigned tomid-point of band in keV
5,20-50 keV (Swift),3.9e-12,,erg/cm^2^/s,8.46e+18,4.61e-08,,,,,,Jy,2017ApJS..233...17R,no uncertainty reported,35.00 keV,Broad-band measurement,,Modelled datum,Intrinsic flux,From reprocessed raw data; NED frequency assigned tomid-point of band in keV
6,2-10 keV (Swift),6.8e-12,,erg/cm^2^/s,1.45e+18,4.69e-07,,,,,,Jy,2017ApJS..233...17R,no uncertainty reported,6.00 keV,Broad-band measurement,,Modelled datum,Observed flux,From reprocessed raw data; NED frequency assigned tomid-point of band in keV
7,2-10 keV (Swift),6.8e-12,,erg/cm^2^/s,1.45e+18,4.69e-07,,,,,,Jy,2017ApJS..233...17R,no uncertainty reported,6.00 keV,Broad-band measurement,,Modelled datum,Intrinsic flux,From reprocessed raw data; NED frequency assigned tomid-point of band in keV
8,1000 A (FUSE),3.44e-14,+/-0.009E-13,ergs/cm^2^/s/A,3000000000000000.0,0.00115,3.01e-05,3.01e-05,,,+/-3.01E-05,Jy,2004ApJ...615..135S,uncertainty,1000 A,Broad-band measurement,,From fitting to map,Power-law continuum fit,From reprocessed raw data
9,1030 A (FUSE),2.3e-14,,erg/cm^2^/s/A,2910000000000000.0,0.000815,,,,,,Jy,2006ApJS..165..229F,no uncertainty reported,1030   A,Broad-band measurement,,Flux integrated from map,S/N = 12.6,From reprocessed raw data
10,1031 A (FUSE),2.3e-14,,erg/cm^2^/s/A,2910000000000000.0,0.000817,,,,,,Jy,2009ApJS..182..378W,no uncertainty reported,1031 A,Broad-band measurement,,Flux integrated from map,,From new raw data
11,[Ne V] 3346,,<14.8E-15,erg/cm^2^/s,896000000000000.0,,,,1480000000.0,,<1.48E+09,Jy-Hz,2017ApJ...850...74K,3 sigma,3346 A,Line measurement; flux integrated over line; lines measured in emission,,From fitting to map,Spectral fitting flag=3; see paper,From reprocessed raw data
12,[Ne V] 3446,,<24.9E-15,erg/cm^2^/s,875000000000000.0,,,,2490000000.0,,<2.49E+09,Jy-Hz,2017ApJ...850...74K,3 sigma,3426 A,Line measurement; flux integrated over line; lines measured in emission,,From fitting to map,Spectral fitting flag=3; see paper,From reprocessed raw data
13,[O II] 3727,,<25.5E-15,erg/cm^2^/s,804000000000000.0,,,,2550000000.0,,<2.55E+09,Jy-Hz,2017ApJ...850...74K,3 sigma,3727 A,Line measurement; flux integrated over line; lines measured in emission,,From fitting to map,Spectral fitting flag=3; see paper,From reprocessed raw data
14,[Ne III] 3869,,<13.5E-15,erg/cm^2^/s,775000000000000.0,,,,1350000000.0,,<1.35E+09,Jy-Hz,2017ApJ...850...74K,3 sigma,3869 A,Line measurement; flux integrated over line; lines measured in emission,,From fitting to map,Spectral fitting flag=3; see paper,From reprocessed raw data
15,[Ne III] 3968,,<9.6E-15,erg/cm^2^/s,756000000000000.0,,,,960000000.0,,<9.60E+08,Jy-Hz,2017ApJ...850...74K,3 sigma,3968 A,Line measurement; flux integrated over line; lines measured in emission,,From fitting to map,Spectral fitting flag=3; see paper,From reprocessed raw data
16,m_p,15.2,+/-0.4,mag,681000000000000.0,0.00354,0.00158,0.00158,,,+/-1.58E-03,Jy,1968CGCG4.C...0000Z,rms noise,4400       A,Broad-band measurement,073242.0 +585400. (B1950),Estimated by eye,,From new raw data
17,B (m_B^0),14.97,,mag,681000000000000.0,0.00438,,,,,,Jy,1991RC3.9.C...0000d,no uncertainty reported,4400       A,Broad-band measurement,073242.0 +585300 (B1950),Multiple methods,,Homogenized from new and previously published data;Extinction-corrected for internal and Milky Way and K-correction applied; Standard Johnson UBVRI filters assumed
18,B (m_B),15.29,+/-0.17,mag,681000000000000.0,0.00326,0.000553,0.000553,,,+/-5.53E-04,Jy,1991RC3.9.C...0000d,rms uncertainty,4400       A,Broad-band measurement,073242.0 +585300 (B1950),Multiple methods,,Homogenized from new and previously published data; StandardJohnson UBVRI filters assumed
19,J_pg,15.2,+/-0.3,mag,641000000000000.0,0.00329,0.000908,0.000908,,,+/-9.08E-04,Jy,2007ApJS..170...33P,estimated error,4680   A,Broad-band measurement,07 36 56.99 +58 46 13.5 (J2000),Flux in fixed aperture,Isophotal mag,From reprocessed raw data
20,H{beta},5.7e-15,+/-1.8E-15,erg/cm^2^/s,617000000000000.0,570000000.0,180000000.0,180000000.0,,,+/-1.80E+08,Jy-Hz,2017ApJ...850...74K,uncertainty,4861 A,Line measurement; flux integrated over line; lines measured in emission,,From fitting to map,Broad comp;spec fit flag=2; see paper,From reprocessed raw data
21,[O III] 5007,7.54e-14,+/-2.3E-15,erg/cm^2^/s,599000000000000.0,7540000000.0,230000000.0,230000000.0,,,+/-2.30E+08,Jy-Hz,2017ApJ...850...74K,uncertainty,5007 A,Line measurement; flux integrated over line; lines measured in emission,,From fitting to map,Spectral fittting flag=2; see paper,From reprocessed raw data
22,[O I] 6300,,<4.9E-15,erg/cm^2^/s,476000000000000.0,,,,490000000.0,,<4.90E+08,Jy-Hz,2017ApJ...850...74K,3 sigma,6300 A,Line measurement; flux integrated over line; lines measured in emission,,From fitting to map,Spectral fittting flag=2; see paper,From reprocessed raw data
23,F_pg,13.7,+/-0.3,mag,468000000000000.0,0.0102,0.00282,0.00282,,,+/-2.82E-03,Jy,2007ApJS..170...33P,estimated error,6400   A,Broad-band measurement,07 36 56.99 +58 46 13.5 (J2000),Flux in fixed aperture,Isophotal mag,From reprocessed raw data
24,H{alpha},3.43e-14,+/-0.8E-15,erg/cm^2^/s,457000000000000.0,3430000000.0,80000000.0,80000000.0,,,+/-8.00E+07,Jy-Hz,2017ApJ...850...74K,uncertainty,6563 A,Line measurement; flux integrated over line; lines measured in emission,,From fitting to map,Broad comp;spec fit flag=2; see paper,From reprocessed raw data
25,[N II] 6583,1.77e-14,+/-1.1E-15,erg/cm^2^/s,455000000000000.0,1770000000.0,110000000.0,110000000.0,,,+/-1.10E+08,Jy-Hz,2017ApJ...850...74K,uncertainty,6583 A,Line measurement; flux integrated over line; lines measured in emission,,From fitting to map,Spectral fitting flag=2; see paper,From reprocessed raw data
26,[S II] 6716,5.6e-15,+/-0.6E-15,erg/cm^2^/s,446000000000000.0,560000000.0,60000000.0,60000000.0,,,+/-6.00E+07,Jy-Hz,2017ApJ...850...74K,uncertainty,6716 A,Line measurement; flux integrated over line; lines measured in emission,,From fitting to map,Spectral fitting flag=2; see paper,From reprocessed raw data
27,[S II] 6731,4.5e-15,+/-0.4E-15,erg/cm^2^/s,445000000000000.0,450000000.0,40000000.0,40000000.0,,,+/-4.00E+07,Jy-Hz,2017ApJ...850...74K,uncertainty,6731 A,Line measurement; flux integrated over line; lines measured in emission,,From fitting to map,Spectral fitting flag=2; see paper,From reprocessed raw data
28,J (2MASS/FLWO),12.791,+/-0.01,mag,243000000000000.0,0.0122,0.000112,0.000112,,,+/-1.12E-04,Jy,2006AJ....131.1163S,uncertainty,1.235      microns,Broad-band measurement,,Flux in fixed aperture,"4"" aperture",From new raw data
29,J (2MASS/FLWO),13.077,+/-0.058,mag,243000000000000.0,0.00937,0.0005,0.0005,,,+/-5.00E-04,Jy,2006AJ....131.1163S,uncertainty,1.235      microns,Broad-band measurement,,Flux in fixed aperture,Profile-fit,From new raw data
30,F_J (total),1.34,+/-0.75,log milliJy,241000000000000.0,0.0219,0.00566,0.00566,,,+/-5.66E-03,Jy,1995ApJ...453..616S,1 sigma,1.244      microns,Broad-band measurement,,Corrected to total flux from single aperture measurement,,Homogenized from new and previously published data
31,J,12.141,+/-0.029,mag,240000000000000.0,0.0222,0.0006,0.0006,,,+/-6.00E-04,Jy,20032MASX.C.......:,1 sigma uncert.,1.25      microns,Broad-band measurement,073657.04 +584613.4 (J2000),Flux in fixed aperture,,From new raw data
32,J_14arcsec (2MASS),12.502,+/-0.012,mag,240000000000000.0,0.0159,0.000177,0.000177,,,+/-1.77E-04,Jy,20032MASX.C.......:,1 sigma uncert.,1.25      microns,Broad-band measurement,073657.04 +584613.4 (J2000),Flux in fixed aperture,14.0 x 14.0 arcsec aperture.,From new raw data
33,J,12.251,+/-0.025,mag,240000000000000.0,0.02,0.000466,0.000466,,,+/-4.66E-04,Jy,20032MASX.C.......:,1 sigma uncert.,1.25      microns,Broad-band measurement,073657.04 +584613.4 (J2000),Flux in fixed aperture,25.6 x   23.6 arcsec integration area.,From new raw data
34,1.25 microns,0.013,+/-10  %,Jy,240000000000000.0,0.0126,0.0013,0.0013,,,+/-1.30E-03,Jy,1978ApJ...226..550R,uncertainty,1.25    microns,Broad-band measurement,,Flux in fixed aperture,"8.5"" aperture",From new raw data
35,F_H (total),1.52,+/-0.93,log milliJy,184000000000000.0,0.0331,0.00857,0.00857,,,+/-8.57E-03,Jy,1995ApJ...453..616S,1 sigma,1.634      microns,Broad-band measurement,,Corrected to total flux from single aperture measurement,,Homogenized from new and previously published data
36,1.6 microns,0.02,+/-10  %,Jy,184000000000000.0,0.02,0.002,0.002,,,+/-2.00E-03,Jy,1978ApJ...226..550R,uncertainty,1.63    microns,Broad-band measurement,,Flux in fixed aperture,"8.5"" aperture",From new raw data
37,H,11.311,+/-0.036,mag,182000000000000.0,0.0306,0.00103,0.00103,,,+/-1.03E-03,Jy,20032MASX.C.......:,1 sigma uncert.,1.65      microns,Broad-band measurement,073657.04 +584613.4 (J2000),Flux in fixed aperture,,From new raw data
