No.,Observed Passband,Photometry Measurement,Uncertainty,Units,Frequency,Flux Density,Upper limit of uncertainty,Lower limit of uncertainty,Upper limit of Flux Density,Lower limit of Flux Density,NED Uncertainty,NED Units,Refcode,Significance,Published frequency,Frequency Mode,Coordinates Targeted,Spatial Mode,Qualifiers,Comments
1,15-150 keV (Swift),4e-12,+/-2.6e-12,erg/cm^2^/s,1.99e+19,2.01e-08,1.31e-08,1.31e-08,,,+/-1.31E-08,Jy,2010A&A...524A..64C,uncertainty,82.50 keV,Broad-band measurement,010.237 -79.258 (J2000),Modelled datum,,From new raw data; NED frequency assigned to mid-point ofband in keV
2,0.1-2.4 keV (ROSAT),2.86e-12,+/-6.34e-13,erg/cm^2^/s,3.02e+17,9.47e-07,2.1e-07,2.1e-07,,,+/-2.10E-07,Jy,2010MNRAS.401.1151M,uncertainty,1.25 keV,Broad-band measurement,00 40 46.26 -79 14 24.2 (J2000),Modelled datum,Unabsorbed flux,From reprocessed raw data; NED frequency assigned tomid-point of band in keV
3,NUV (GALEX) AB,16.7705,+/-0.0153706,mag,1290000000000000.0,0.000711,1.01e-05,1.01e-05,,,+/-1.01E-05,Jy,2012GASC..C...0000S,uncertainty,2315.7     A,Broad-band measurement,10.191446805789 -79.24009180223 (J2000),Flux integrated from map,Kron flux in elliptical aperture,From new raw data
4,NUV (GALEX) AB,17.3483,+/-0.0217343,mag,1290000000000000.0,0.000418,8.36e-06,8.36e-06,,,+/-8.36E-06,Jy,2012GASC..C...0000S,uncertainty,2315.7     A,Broad-band measurement,10.191446805789 -79.24009180223 (J2000),Flux in fixed aperture,Flux in 7.5 arcsec diameter aperture,From new raw data
5,B (m_B),14.49,+/-0.21,mag,681000000000000.0,0.00681,0.00145,0.00145,,,+/-1.45E-03,Jy,1991RC3.9.C...0000d,rms uncertainty,4400       A,Broad-band measurement,003916.0 -793054 (B1950),Multiple methods,,Homogenized from new and previously published data; StandardJohnson UBVRI filters assumed
6,B (Cousins) (B_T),14.53,+/-0.09,mag,681000000000000.0,0.00656,0.000567,0.000567,,,+/-5.67E-04,Jy,1989ESOLV.C...0000L,typical accuracy,4400       A,Broad-band measurement; photometric system transformed,003916 -7930.9 (B1950),Modelled datum,,From new raw data
7,B (Cousins) (B_25),14.57,+/-0.09,mag,681000000000000.0,0.00632,0.000547,0.000547,,,+/-5.47E-04,Jy,1989ESOLV.C...0000L,typical accuracy,4400       A,Broad-band measurement; photometric system transformed,003916 -7930.9 (B1950),Modelled datum,,From new raw data
8,B (Cousins) (B_26),14.55,+/-0.09,mag,681000000000000.0,0.00643,0.000555,0.000555,,,+/-5.55E-04,Jy,1989ESOLV.C...0000L,typical accuracy,4400       A,Broad-band measurement; photometric system transformed,003916 -7930.9 (B1950),Modelled datum,,From new raw data
9,R (Cousins) (R_T),13.44,+/-0.09,mag,468000000000000.0,0.013,0.00112,0.00112,,,+/-1.12E-03,Jy,1989ESOLV.C...0000L,typical accuracy,6400       A,Broad-band measurement; photometric system transformed,003916 -7930.9 (B1950),Modelled datum,,From new raw data
10,R (Cousins) (R_25),13.53,+/-0.09,mag,468000000000000.0,0.0119,0.00103,0.00103,,,+/-1.03E-03,Jy,1989ESOLV.C...0000L,typical accuracy,6400       A,Broad-band measurement; photometric system transformed,003916 -7930.9 (B1950),Modelled datum,,From new raw data
