No.,Observed Passband,Photometry Measurement,Uncertainty,Units,Frequency,Flux Density,Upper limit of uncertainty,Lower limit of uncertainty,Upper limit of Flux Density,Lower limit of Flux Density,NED Uncertainty,NED Units,Refcode,Significance,Published frequency,Frequency Mode,Coordinates Targeted,Spatial Mode,Qualifiers,Comments
1,2-10 keV (XMM),6e-13,+/-0.040E-12,erg/cm^2^/s,1.45e+18,4.14e-08,2.76e-09,2.76e-09,,,+/-2.76E-09,Jy,2009A&A...495..421B,uncertainty,6.00 keV,Broad-band measurement,208.31587 +63.762610 (J2000),From fitting to map,,From new raw data; NED frequency assigned to mid-point ofband in keV
2,0.5-2 keV (XMM),5.4e-13,+/-0.040E-12,erg/cm^2^/s,3.02e+17,1.79e-07,1.32e-08,1.32e-08,,,+/-1.32E-08,Jy,2009A&A...495..421B,uncertainty,1.25 keV,Broad-band measurement,208.31587 +63.762610 (J2000),From fitting to map,,From new raw data; NED frequency assigned to mid-point ofband in keV
3,1031 A (FUSE),1.6e-14,,erg/cm^2^/s/A,2910000000000000.0,0.000568,,,,,,Jy,2009ApJS..182..378W,no uncertainty reported,1031 A,Broad-band measurement,,Flux integrated from map,,From new raw data
4,FUV (GALEX) AB,16.0243,+/-0.0213063,mag,1950000000000000.0,0.00141,2.77e-05,2.77e-05,,,+/-2.77E-05,Jy,2012GASC..C...0000S,uncertainty,1538.6     A,Broad-band measurement,208.31614775193 63.762664937904 (J2000),Flux integrated from map,Kron flux in elliptical aperture,From new raw data
5,FUV (GALEX) AB,16.3352,+/-0.0261852,mag,1950000000000000.0,0.00106,2.56e-05,2.56e-05,,,+/-2.56E-05,Jy,2012GASC..C...0000S,uncertainty,1538.6     A,Broad-band measurement,208.31614775193 63.762664937904 (J2000),Flux in fixed aperture,Flux in 7.5 arcsec diameter aperture,From new raw data
6,1549 A,2.04e-14,,erg/cm^2^/s/A,1940000000000000.0,0.00164,,,,,,Jy,2005MNRAS.356.1029B,no uncertainty reported,1549.05   A,Broad-band measurement,,Not reported in paper,C IV continuum,From new raw data; Extinction-corrected for Milky Way
7,C IV 1549 (HST),1.53e-12,,ergs/s/cm^2^,1940000000000000.0,153000000000.0,,,,,,Jy-Hz,2007ApJ...666..757S,no uncertainty reported,1549   A,Line measurement; flux integrated over line; lines measured in emission,,Flux integrated from map,Broad component,From reprocessed raw data
8,NUV (GALEX) AB,15.5474,+/-0.00894593,mag,1290000000000000.0,0.00219,1.81e-05,1.81e-05,,,+/-1.81E-05,Jy,2012GASC..C...0000S,uncertainty,2315.7     A,Broad-band measurement,208.31614775193 63.762664937904 (J2000),Flux integrated from map,Kron flux in elliptical aperture,From new raw data
9,NUV (GALEX) AB,16.1699,+/-0.0134533,mag,1290000000000000.0,0.00124,1.53e-05,1.53e-05,,,+/-1.53E-05,Jy,2012GASC..C...0000S,uncertainty,2315.7     A,Broad-band measurement,208.31614775193 63.762664937904 (J2000),Flux in fixed aperture,Flux in 7.5 arcsec diameter aperture,From new raw data
10,NUV (GALEX) AB,15.4969,+/-0.00390635,mag,1290000000000000.0,0.0023,8.26e-06,8.26e-06,,,+/-8.26E-06,Jy,2012GMSC..C...0000S,uncertainty,2315.7     A,Broad-band measurement,208.31615272882 63.762622807649 (J2000),Flux integrated from map,Kron flux in elliptical aperture,From new raw data
11,NUV (GALEX) AB,16.1547,+/-0.00594463,mag,1290000000000000.0,0.00125,6.86e-06,6.86e-06,,,+/-6.86E-06,Jy,2012GMSC..C...0000S,uncertainty,2315.7     A,Broad-band measurement,208.31615272882 63.762622807649 (J2000),Flux in fixed aperture,Flux in 7.5 arcsec diameter aperture,From new raw data
12,log nu(Hz) 14.95,0.63,+/-0.02,log f_nu (milliJy),891000000000000.0,0.00427,0.000201,0.000201,,,+/-2.01E-04,Jy,1979ApJ...230...79N,uncertainty,14.95      log nu(Hz),Broad-band measurement,,Flux in fixed aperture,,From new raw data
13,u (SDSS PSF) AB,14.66,+/-0.018,asinh mag,836000000000000.0,0.00515,8.54e-05,8.54e-05,,,+/-8.54E-05,Jy,2007SDSS6.C...0000:,based on count statistics only,3585       A,Broad-band measurement,208.3159718458 63.7626810656 (J2000),Modelled datum,SDSS flags: CHILD - object is part of a blended parent object; BAD_RADIAL - some low S/N radial points; BINNED1 - detected at >=5 sigma in original imaging frame;,From new raw data
14,log nu(Hz) 14.90,0.66,+/-0.02,log f_nu (milliJy),794000000000000.0,0.00457,0.000215,0.000215,,,+/-2.15E-04,Jy,1979ApJ...230...79N,uncertainty,14.90      log nu(Hz),Broad-band measurement,,Flux in fixed aperture,,From new raw data
15,log nu(Hz) 14.85,0.69,+/-0.02,log f_nu (milliJy),708000000000000.0,0.0049,0.000231,0.000231,,,+/-2.31E-04,Jy,1979ApJ...230...79N,uncertainty,14.85      log nu(Hz),Broad-band measurement,,Flux in fixed aperture,,From new raw data
16,B (m_B Int.),14.63,+/-0.12,mag,681000000000000.0,0.00599,0.0007,0.0007,,,+/-7.00E-04,Jy,2001AJ....122.2791S,uncertainty,0.440      microns,Broad-band measurement,,Flux integrated from map,,From new raw data; Standard Johnson UBVRI filters assumed
17,B (Johnson),14.858,+/-0.045,mag,681000000000000.0,0.00485,0.000201,0.000201,,,+/-2.01E-04,Jy,2009AJ....138..845O,rms uncertainty,4400 A,Broad-band measurement,,Flux in fixed aperture,,From new raw data
18,log nu(Hz) 14.80,0.71,+/-0.02,log f_nu (milliJy),631000000000000.0,0.00513,0.000242,0.000242,,,+/-2.42E-04,Jy,1979ApJ...230...79N,uncertainty,14.80      log nu(Hz),Broad-band measurement,,Flux in fixed aperture,,From new raw data
19,4861 A,4.76e-15,,erg/cm^2^/s/A,617000000000000.0,0.00376,,,,,,Jy,2005MNRAS.356.1029B,no uncertainty reported,4861   A,Broad-band measurement,,Not reported in paper,H {beta} continuum,From new raw data; Extinction-corrected for Milky Way
