No.,Observed Passband,Photometry Measurement,Uncertainty,Units,Frequency,Flux Density,Upper limit of uncertainty,Lower limit of uncertainty,Upper limit of Flux Density,Lower limit of Flux Density,NED Uncertainty,NED Units,Refcode,Significance,Published frequency,Frequency Mode,Coordinates Targeted,Spatial Mode,Qualifiers,Comments
1,6.25-6.45 keV (XMM),1.23e-13,+/-0.09E-13,erg/cm^2^/s,1.54e+18,7.99e-09,5.84e-10,5.84e-10,,,+/-5.84E-10,Jy,2008ApJ...678..701T,uncertainty,6.35 keV,Broad-band measurement,,Modelled datum,,From new raw data; NED frequency assigned to mid-point ofband in keV
2,2-10 keV (XMM),3.88e-13,+/-0.51E-13,erg/cm^2^/s,1.45e+18,2.68e-08,3.52e-09,3.52e-09,,,+/-3.52E-09,Jy,2008ApJ...678..701T,uncertainty,6.00 keV,Broad-band measurement,,Modelled datum,,From new raw data; NED frequency assigned to mid-point ofband in keV
3,2-10 keV (ASCA),4.2e-13,,ergs/s/cm^2^,1.45e+18,2.9e-08,,,,,,Jy,2001ApJS..133....1U,no uncertainty reported,6.00 keV,Broad-band measurement,154.0806 -33.5511 (J2000),Flux integrated from map,,From reprocessed raw data; Extinction-corrected for MilkyWay; NED frequency assigned to mid-point of band in keV
4,0.3-8 keV (Chandra),3.07e-13,,erg/s/cm^2^,1e+18,3.07e-08,,,,,,Jy,2011ApJS..192...10L,no uncertainty reported,4.15 keV,Broad-band measurement,10 16 18.710 -33 33 49.68 (J2000),Flux integrated from map,,From reprocessed raw data; NED frequency assigned tomid-point of band in keV
5,0.3-8 keV (Chandra),3.18e-13,,erg/cm^2^/s,1e+18,3.18e-08,,,,,,Jy,2016ApJS..224...40W,no uncertainty reported,4.15 keV,Broad-band measurement,,Flux integrated from map,Average flux,From reprocessed raw data; NED frequency assigned tomid-point of band in keV
6,0.7-7 keV (ASCA),2.7e-13,,ergs/s/cm^2^,9.31e+17,2.9e-08,,,,,,Jy,2001ApJS..133....1U,no uncertainty reported,3.85 keV,Broad-band measurement,154.0806 -33.5511 (J2000),Flux integrated from map,,From reprocessed raw data; Extinction-corrected for MilkyWay; NED frequency assigned to mid-point of band in keV
7,0.7-2 keV (ASCA),3e-14,,ergs/s/cm^2^,3.26e+17,9.2e-09,,,,,,Jy,2001ApJS..133....1U,no uncertainty reported,1.35 keV,Broad-band measurement,154.0806 -33.5511 (J2000),Flux integrated from map,,From reprocessed raw data; Extinction-corrected for MilkyWay; NED frequency assigned to mid-point of band in keV
8,O VII 22.1 A (XMM),1.7e-14,+/-1.51E-14,erg/cm^2^/s,1.36e+17,1700000000.0,1510000000.0,1510000000.0,,,+/-1.51E+09,Jy-Hz,2011ApJ...727..130K,uncertainty,22.1 A,Line measurement; flux integrated over line; lines measured in emission,,From fitting to map,,Averaged from previously published data
9,FUV (GALEX) AB,15.7252,+/-0.0277873,mag,1950000000000000.0,0.00186,4.76e-05,4.76e-05,,,+/-4.76E-05,Jy,2012GASC..C...0000S,uncertainty,1538.6     A,Broad-band measurement,154.07849666111 -33.56395823443 (J2000),Flux integrated from map,Kron flux in elliptical aperture,From new raw data
10,FUV (GALEX) AB,20.1149,+/-0.172377,mag,1950000000000000.0,3.27e-05,5.18e-06,5.18e-06,,,+/-5.18E-06,Jy,2012GASC..C...0000S,uncertainty,1538.6     A,Broad-band measurement,154.07849666111 -33.56395823443 (J2000),Flux in fixed aperture,Flux in 7.5 arcsec diameter aperture,From new raw data
11,NUV (GALEX) AB,15.0714,+/-0.0128162,mag,1290000000000000.0,0.0034,4.01e-05,4.01e-05,,,+/-4.01E-05,Jy,2012GASC..C...0000S,uncertainty,2315.7     A,Broad-band measurement,154.07849666111 -33.56395823443 (J2000),Flux integrated from map,Kron flux in elliptical aperture,From new raw data
12,NUV (GALEX) AB,19.2983,+/-0.0681312,mag,1290000000000000.0,6.93e-05,4.35e-06,4.35e-06,,,+/-4.35E-06,Jy,2012GASC..C...0000S,uncertainty,2315.7     A,Broad-band measurement,154.07849666111 -33.56395823443 (J2000),Flux in fixed aperture,Flux in 7.5 arcsec diameter aperture,From new raw data
13,F330W (HST/ACS),16.36,,mag,908000000000000.0,0.00104,,,,,,Jy,2007AJ....134..648M,no uncertainty reported,3300   A,Broad-band measurement,,Flux in fixed aperture,"1"" radius aperture",From reprocessed raw data
14,F330W (HST/ACS),16.91,,mag,908000000000000.0,0.000625,,,,,,Jy,2007AJ....134..648M,no uncertainty reported,3300   A,Broad-band measurement,,Flux in fixed aperture,"0.3"" radius aperture",From reprocessed raw data
15,F330W (HST/ACS),16.02,,mag,908000000000000.0,0.00142,,,,,,Jy,2007AJ....134..648M,no uncertainty reported,3300   A,Broad-band measurement,,Flux in fixed aperture,"2.16"" radius aperture",From reprocessed raw data
16,[O II] 3727 (ESO),1.759e-14,+/-9.6E-16,erg cm^-2^ s^-1^,804000000000000.0,1760000000.0,96000000.0,96000000.0,,,+/-9.60E+07,Jy-Hz,2006MNRAS.366..480G,uncertainty,3727   A,Line measurement; flux integrated over line; lines measured in emission,,Flux integrated from map,,From new raw data
17,H{delta} 4101 (ESO),4.05e-15,+/-4.5E-16,erg cm^-2^ s^-1^,731000000000000.0,405000000.0,45000000.0,45000000.0,,,+/-4.50E+07,Jy-Hz,2006MNRAS.366..480G,uncertainty,4101   A,Line measurement; flux integrated over line; lines measured in emission,,Flux integrated from map,,From new raw data
18,H{gamma} 4340 (ESO),6.19e-15,+/-5.6E-16,erg cm^-2^ s^-1^,691000000000000.0,619000000.0,56000000.0,56000000.0,,,+/-5.60E+07,Jy-Hz,2006MNRAS.366..480G,uncertainty,4340   A,Line measurement; flux integrated over line; lines measured in emission,,Flux integrated from map,,From new raw data
19,B (m_B^0),11.92,,mag,681000000000000.0,0.0727,,,,,,Jy,1991RC3.9.C...0000d,no uncertainty reported,4400       A,Broad-band measurement,101405.0 -331854 (B1950),Multiple methods,,Homogenized from new and previously published data;Extinction-corrected for internal and Milky Way and K-correction applied; Standard Johnson UBVRI filters assumed
20,B (Cousins) (B_T),12.53,+/-0.09,mag,681000000000000.0,0.0413,0.00357,0.00357,,,+/-3.57E-03,Jy,1989ESOLV.C...0000L,typical accuracy,4400       A,Broad-band measurement; photometric system transformed,101405 -3318.9 (B1950),Modelled datum,,From new raw data
21,B (Cousins) (B_25),12.74,+/-0.09,mag,681000000000000.0,0.0341,0.00294,0.00294,,,+/-2.94E-03,Jy,1989ESOLV.C...0000L,typical accuracy,4400       A,Broad-band measurement; photometric system transformed,101405 -3318.9 (B1950),Modelled datum,,From new raw data
22,B (Cousins) (B_26),12.64,+/-0.09,mag,681000000000000.0,0.0375,0.00324,0.00324,,,+/-3.24E-03,Jy,1989ESOLV.C...0000L,typical accuracy,4400       A,Broad-band measurement; photometric system transformed,101405 -3318.9 (B1950),Modelled datum,,From new raw data
23,B (m_B),12.53,+/-0.21,mag,681000000000000.0,0.0414,0.00884,0.00884,,,+/-8.84E-03,Jy,1991RC3.9.C...0000d,rms uncertainty,4400       A,Broad-band measurement,101405.0 -331854 (B1950),Multiple methods,,Homogenized from new and previously published data; StandardJohnson UBVRI filters assumed
24,B_J,12.6659,,mag,641000000000000.0,0.0339,,,,,,Jy,2005MNRAS.361...34D,no uncertainty reported,4680   A,Broad-band measurement,101618.5 -333350.2 (J2000),Flux in fixed aperture,,From new raw data
25,He II 4686 (ESO),4.92e-15,+/-5.0E-16,erg cm^-2^ s^-1^,640000000000000.0,492000000.0,50000000.0,50000000.0,,,+/-5.00E+07,Jy-Hz,2006MNRAS.366..480G,uncertainty,4686   A,Line measurement; flux integrated over line; lines measured in emission,,Flux integrated from map,,From new raw data
