No.,Observed Passband,Photometry Measurement,Uncertainty,Units,Frequency,Flux Density,Upper limit of uncertainty,Lower limit of uncertainty,Upper limit of Flux Density,Lower limit of Flux Density,NED Uncertainty,NED Units,Refcode,Significance,Published frequency,Frequency Mode,Coordinates Targeted,Spatial Mode,Qualifiers,Comments
1,2-10 keV (XMM),1.46e-12,,erg cm^-2^ s^-1^,1.45e+18,1.01e-07,,,,,,Jy,2005A&A...432...15P,no uncertainty reported,6   keV,Broad-band measurement,10 51 43.8 +33 59 26 (J2000),Flux integrated from map,,From new raw data; NED frequency assigned to mid-point ofband in keV
2,2-10 keV (XMM),1.3e-12,,ergs/s/cm^2^,1.45e+18,8.97e-08,,,,,,Jy,2007ApJ...662..860I,no uncertainty reported,6   keV,Broad-band measurement,,Flux integrated from map,Obs date: 2002 May 13,From reprocessed raw data; NED frequency assigned tomid-point of band in keV
3,2-10 keV (XMM),1.3e-12,,erg/s/cm^2^,1.45e+18,8.97e-08,,,,,,Jy,2004A&A...422...85P,no uncertainty reported,6   keV,Broad-band measurement,10 51 43.88 +33 59 26.9 (J2000),From fitting to map,Absorbed compTT+power law model,From reprocessed raw data; Extinction-corrected for MilkyWay; NED frequency assigned to mid-point of band in keV
4,2-10 keV (XMM),1.4e-12,,erg/s/cm^2^,1.45e+18,9.66e-08,,,,,,Jy,2004A&A...422...85P,no uncertainty reported,6   keV,Broad-band measurement,10 51 43.88 +33 59 26.9 (J2000),From fitting to map,Power law model,From reprocessed raw data; Extinction-corrected for MilkyWay; NED frequency assigned to mid-point of band in keV
5,2-10 keV (XMM),1.33e-12,+/-0.060E-12,erg/cm^2^/s,1.45e+18,9.17e-08,4.14e-09,4.14e-09,,,+/-4.14E-09,Jy,2009A&A...495..421B,uncertainty,6.00 keV,Broad-band measurement,162.93250 +33.990560 (J2000),From fitting to map,,From new raw data; NED frequency assigned to mid-point ofband in keV
6,2-10 keV (XMM),1.2e-12,,erg/cm^2^/s,1.45e+18,8.28e-08,,,,,,Jy,2009ApJS..183...17Y,no uncertainty reported,6.00 keV,Broad-band measurement,105143.89 +335926.7 (J2000),Flux integrated from map,,From new raw data; NED frequency assigned to mid-point ofband in keV
7,2-10 keV (XMM),1.4e-12,,erg/s/cm^2^,1.45e+18,9.66e-08,,,,,,Jy,2010ApJ...713L..11Z,no uncertainty reported,6.00 keV,Broad-band measurement,,Modelled datum,,From reprocessed raw data; Extinction-corrected for MilkyWay; NED frequency assigned to mid-point of band in keV
8,0.3-10 keV (XMM),3.2e-12,,erg/s/cm^2^,1.25e+18,2.56e-07,,,,,,Jy,2004A&A...422...85P,no uncertainty reported,5.15   keV,Broad-band measurement,10 51 43.88 +33 59 26.9 (J2000),From fitting to map,Absorbed compTT+power law model,From reprocessed raw data; Extinction-corrected for MilkyWay; NED frequency assigned to mid-point of band in keV
9,0.3-10 keV (XMM),3.3e-12,,erg/s/cm^2^,1.25e+18,2.64e-07,,,,,,Jy,2004A&A...422...85P,no uncertainty reported,5.15   keV,Broad-band measurement,10 51 43.88 +33 59 26.9 (J2000),From fitting to map,Power law model,From reprocessed raw data; Extinction-corrected for MilkyWay; NED frequency assigned to mid-point of band in keV
10,2 keV,-29.85,,log(erg/cm^2^/s/Hz),4.84e+17,1.41e-07,,,,,,Jy,2006AJ....131.2826S,no uncertainty reported,2   keV,Broad-band measurement,10 51 43.8 +33 59 26 (J2000),Flux integrated from map,,Averaged new and previously published data
11,0.5-2 keV (XMM),1.24e-12,,erg cm^-2^ s^-1^,3.02e+17,4.1e-07,,,,,,Jy,2005A&A...432...15P,no uncertainty reported,1.25   keV,Broad-band measurement,10 51 43.8 +33 59 26 (J2000),Flux integrated from map,,From new raw data; NED frequency assigned to mid-point ofband in keV
12,0.5-2 keV (XMM),1.04e-12,+/-0.040E-12,erg/cm^2^/s,3.02e+17,3.44e-07,1.32e-08,1.32e-08,,,+/-1.32E-08,Jy,2009A&A...495..421B,uncertainty,1.25 keV,Broad-band measurement,162.93250 +33.990560 (J2000),From fitting to map,,From new raw data; NED frequency assigned to mid-point ofband in keV
13,0.5-2 keV (XMM),1.2e-12,,erg/cm^2^/s,3.02e+17,3.97e-07,,,,,,Jy,2009ApJS..183...17Y,no uncertainty reported,1.25 keV,Broad-band measurement,105143.89 +335926.7 (J2000),Flux integrated from map,,From new raw data; NED frequency assigned to mid-point ofband in keV
14,1 keV (ROSAT),0.000423,+/-0.32E-04,keV/cm^2^/s/keV,2.42e+17,2.8e-07,2.12e-08,2.12e-08,,,+/-2.12E-08,Jy,1997ApJ...477...93L,uncertainty,1   keV,Broad-band measurement,,Flux integrated from map,"PL model: PI chan. 47-245, N_H free par",From new raw data; NED frequency assigned to mid-point ofband in keV
15,1 keV (ROSAT),0.000424,+/-0.20E-04,keV/cm^2^/s/keV,2.42e+17,2.81e-07,1.32e-08,1.32e-08,,,+/-1.32E-08,Jy,1997ApJ...477...93L,uncertainty,1   keV,Broad-band measurement,,Flux integrated from map,"PL model: PI chan. 47-245, N_H=N_HI^Gal",From new raw data; NED frequency assigned to mid-point ofband in keV
16,1 keV (ROSAT),0.000424,+/-0.21E-04,keV/cm^2^/s/keV,2.42e+17,2.81e-07,1.39e-08,1.39e-08,,,+/-1.39E-08,Jy,1997ApJ...477...93L,uncertainty,1   keV,Broad-band measurement,,Flux integrated from map,"PL model: PI chan. 11-245, N_H=N_HI^Gal",From new raw data; NED frequency assigned to mid-point ofband in keV
17,1000 A (FUSE),1.38e-14,+/-0.003E-13,ergs/cm^2^/s/A,3000000000000000.0,0.000461,1e-05,1e-05,,,+/-1.00E-05,Jy,2004ApJ...615..135S,uncertainty,1000 A,Broad-band measurement,,From fitting to map,Power-law continuum fit,From reprocessed raw data
18,FUV (GALEX) AB,16.7345,+/-0.0470400,mag,1950000000000000.0,0.000735,3.18e-05,3.18e-05,,,+/-3.18E-05,Jy,2012GASC..C...0000S,uncertainty,1538.6     A,Broad-band measurement,162.93275070200 33.990868647634 (J2000),Flux integrated from map,Kron flux in elliptical aperture,From new raw data
19,FUV (GALEX) AB,17.0015,+/-0.0565795,mag,1950000000000000.0,0.000575,2.99e-05,2.99e-05,,,+/-2.99E-05,Jy,2012GASC..C...0000S,uncertainty,1538.6     A,Broad-band measurement,162.93275070200 33.990868647634 (J2000),Flux in fixed aperture,Flux in 7.5 arcsec diameter aperture,From new raw data
20,C IV 1549,-12.65,+/-0.02,log(erg/s/cm^2^),1940000000000000.0,22400000000.0,1030000000.0,1030000000.0,,,+/-1.03E+09,Jy-Hz,2009ApJ...702..767W,uncertainty,1549 A,Line measurement; flux integrated over line; lines measured in emission,,Modelled datum,,From reprocessed raw data
21,1549 A,2.4e-15,,erg/cm^2^/s/A,1940000000000000.0,0.000192,,,,,,Jy,2005MNRAS.356.1029B,no uncertainty reported,1549.05   A,Broad-band measurement,,Not reported in paper,C IV continuum,From new raw data; Extinction-corrected for Milky Way
22,UVW2 (XMM-OM),15.25,+/-0.02,mag,1410000000000000.0,0.000643,1.18e-05,1.18e-05,,,+/-1.18E-05,Jy,2006MNRAS.366..953B,uncertainty,2120   A,Broad-band measurement,,Flux in fixed aperture,,From new raw data; Extinction-corrected for Milky Way
23,UVM2 (XMM-OM),15.36,+/-0.02,mag,1300000000000000.0,0.000571,1.05e-05,1.05e-05,,,+/-1.05E-05,Jy,2006MNRAS.366..953B,uncertainty,2310   A,Broad-band measurement,,Flux in fixed aperture,,From new raw data; Extinction-corrected for Milky Way
24,NUV (GALEX) AB,16.759,+/-0.0269640,mag,1290000000000000.0,0.000718,1.78e-05,1.78e-05,,,+/-1.78E-05,Jy,2012GASC..C...0000S,uncertainty,2315.7     A,Broad-band measurement,162.93275070200 33.990868647634 (J2000),Flux integrated from map,Kron flux in elliptical aperture,From new raw data
25,NUV (GALEX) AB,17.2106,+/-0.0360961,mag,1290000000000000.0,0.000474,1.58e-05,1.58e-05,,,+/-1.58E-05,Jy,2012GASC..C...0000S,uncertainty,2315.7     A,Broad-band measurement,162.93275070200 33.990868647634 (J2000),Flux in fixed aperture,Flux in 7.5 arcsec diameter aperture,From new raw data
26,2500 A,-25.94,,log(erg/cm^2^/s/Hz),1200000000000000.0,0.00115,,,,,,Jy,2006AJ....131.2826S,no uncertainty reported,2500   A,Broad-band measurement,10 51 43.8 +33 59 26 (J2000),Flux integrated from map,,Averaged new and previously published data
27,UVW1 (XMM-OM),15.44,+/-0.01,mag,1030000000000000.0,0.000705,6.5e-06,6.5e-06,,,+/-6.50E-06,Jy,2006MNRAS.366..953B,uncertainty,2910   A,Broad-band measurement,,Flux in fixed aperture,,From new raw data; Extinction-corrected for Milky Way
