No.,Observed Passband,Photometry Measurement,Uncertainty,Units,Frequency,Flux Density,Upper limit of uncertainty,Lower limit of uncertainty,Upper limit of Flux Density,Lower limit of Flux Density,NED Uncertainty,NED Units,Refcode,Significance,Published frequency,Frequency Mode,Coordinates Targeted,Spatial Mode,Qualifiers,Comments
1,14-195 keV (Swift),3.15e-11,+/-0.45E-11,erg/s/cm^2^,2.53e+19,1.25e-07,1.78e-08,1.78e-08,,,+/-1.78E-08,Jy,2010ApJS..186..378T,uncertainty,104.50 keV,Broad-band measurement,200.644 -16.717 (J2000),Flux integrated from map,,From new raw data; NED frequency assigned to mid-point ofband in keV
2,14-195 keV (Swift),4.7e-11,,erg/cm^2^/s,2.53e+19,1.86e-07,,,,,,Jy,2008ApJ...681..113T,no uncertainty reported,104.50 keV,Broad-band measurement,200.6019 -16.7286 (J2000),Modelled datum,,From new raw data; NED frequency assigned to mid-point ofband in keV
3,14-195 keV (Swift),3.05e-11,,erg/cm^2^/s,2.53e+19,1.21e-07,,,,,,Jy,2017ApJS..233...17R,no uncertainty reported,104.50 keV,Broad-band measurement,,Modelled datum,Observed flux,From reprocessed raw data; NED frequency assigned tomid-point of band in keV
4,14-195 keV (Swift),4.19e-11,,erg/cm^2^/s,2.53e+19,1.66e-07,,,,,,Jy,2017ApJS..233...17R,no uncertainty reported,104.50 keV,Broad-band measurement,,Modelled datum,Intrinsic flux,From reprocessed raw data; NED frequency assigned tomid-point of band in keV
5,14-195 keV (Swift),3.098e-11,+/-28.83E-12,erg/s/cm^2^,2.53e+19,1.22e-07,1.14e-07,1.14e-07,,,+/-1.14E-07,Jy,2018ApJS..235....4O,90% confidence,104.50 keV,Broad-band measurement,200.61111390 -16.73874510 (J2000),From fitting to map,S/N = 15.48 ; power law model,From new raw data; NED frequency assigned to mid-point ofband in keV
6,14-150 keV (Swift),3.67e-11,,erg/cm^2^/s,1.98e+19,1.85e-07,,,,,,Jy,2017ApJS..233...17R,no uncertainty reported,82.00 keV,Broad-band measurement,,Modelled datum,Intrinsic flux,From reprocessed raw data; NED frequency assigned tomid-point of band in keV
7,20-60 keV (INTEGRAL),2.02e-11,+/-0.31E-11,erg/s/cm^2^,9.67e+18,2.09e-07,3.21e-08,3.21e-08,,,+/-3.21E-08,Jy,2008A&A...485..707P,uncertainty,40.00 keV,Broad-band measurement,13 22 29 -16 44 41 (J2000),Modelled datum,,From reprocessed raw data; NED frequency assigned tomid-point of band in keV
8,15-55 keV (Swift),2.57e-11,+/-0.27E-11,erg/cm^2^/s,8.46e+18,3.04e-07,3.19e-08,3.19e-08,,,+/-3.19E-08,Jy,2009ApJ...699..603A,uncertainty,35.00 keV,Broad-band measurement,200.591 -16.716 (J2000),Flux integrated from map,,From reprocessed raw data; NED frequency assigned tomid-point of band in keV
9,20-50 keV (Swift),1.73e-11,,erg/cm^2^/s,8.46e+18,2.04e-07,,,,,,Jy,2017ApJS..233...17R,no uncertainty reported,35.00 keV,Broad-band measurement,,Modelled datum,Intrinsic flux,From reprocessed raw data; NED frequency assigned tomid-point of band in keV
10,2-10 keV (XMM),2.1e-12,+/-0.2E-12,erg/cm^2^/s,1.45e+18,1.45e-07,1.38e-08,1.38e-08,,,+/-1.38E-08,Jy,2007MNRAS.375..227M,uncertainty,6   keV,Broad-band measurement,,Flux integrated from map,,From new raw data; NED frequency assigned to mid-point ofband in keV
11,2-10 keV (ASCA),2.19e-12,,ergs/s/cm^2^,1.45e+18,1.51e-07,,,,,,Jy,2001ApJS..133....1U,no uncertainty reported,6.00 keV,Broad-band measurement,200.5983 -16.7404 (J2000),Flux integrated from map,,From reprocessed raw data; Extinction-corrected for MilkyWay; NED frequency assigned to mid-point of band in keV
12,2-10 keV,3.25e-12,+/-3.1E-13,erg/s/cm^2^,1.45e+18,2.24e-07,2.14e-08,2.14e-08,,,+/-2.14E-08,Jy,2011ApJ...729...52L,uncertainty,6.00 keV,Broad-band measurement,,Modelled datum,,From reprocessed raw data; NED frequency assigned tomid-point of band in keV
13,2-10 keV (XMM),2.58e-12,,erg/s/cm^2^,1.45e+18,1.78e-07,,,,,,Jy,2011MNRAS.413.1206B,no uncertainty reported,6.00 keV,Broad-band measurement,200.598 -16.726 (J2000),Modelled datum,,From reprocessed raw data; NED frequency assigned tomid-point of band in keV
14,2-10 keV (Swift),2.8e-12,,erg/cm^2^/s,1.45e+18,1.93e-07,,,,,,Jy,2017ApJS..233...17R,no uncertainty reported,6.00 keV,Broad-band measurement,,Modelled datum,Observed flux,From reprocessed raw data; NED frequency assigned tomid-point of band in keV
15,2-10 keV (Swift),4.17e-11,,erg/cm^2^/s,1.45e+18,2.88e-06,,,,,,Jy,2017ApJS..233...17R,no uncertainty reported,6.00 keV,Broad-band measurement,,Modelled datum,Intrinsic flux,From reprocessed raw data; NED frequency assigned tomid-point of band in keV
16,0.3-8 keV (Chandra),1.5e-12,,erg/cm^2^/s,1e+18,1.5e-07,,,,,,Jy,2016ApJS..224...40W,no uncertainty reported,4.15 keV,Broad-band measurement,,Flux integrated from map,Average flux,From reprocessed raw data; NED frequency assigned tomid-point of band in keV
