No.,Observed Passband,Photometry Measurement,Uncertainty,Units,Frequency,Flux Density,Upper limit of uncertainty,Lower limit of uncertainty,Upper limit of Flux Density,Lower limit of Flux Density,NED Uncertainty,NED Units,Refcode,Significance,Published frequency,Frequency Mode,Coordinates Targeted,Spatial Mode,Qualifiers,Comments
1,14-195 keV (Swift),4.34e-11,+/-0.35E-11,erg/s/cm^2^,2.53e+19,1.72e-07,1.38e-08,1.38e-08,,,+/-1.38E-08,Jy,2010ApJS..186..378T,uncertainty,104.50 keV,Broad-band measurement,180.750 +44.557 (J2000),Flux integrated from map,,From new raw data; NED frequency assigned to mid-point ofband in keV
2,14-195 keV (Suzaku),-10.4,,log(erg/s/cm^2^),2.53e+19,1.57e-07,,,,,,Jy,2012ApJ...745..107W,no uncertainty reported,104.50 keV,Broad-band measurement,12 03 09.6 +44 31 52.7 (J2000),Modelled datum,,From reprocessed raw data; NED frequency assigned tomid-point of band in keV
3,14-195 keV (Swift),4.6e-11,,erg/cm^2^/s,2.53e+19,1.82e-07,,,,,,Jy,2008ApJ...681..113T,no uncertainty reported,104.50 keV,Broad-band measurement,180.7900 +44.5313 (J2000),Modelled datum,,From new raw data; NED frequency assigned to mid-point ofband in keV
4,14-195 keV (Swift),3.81e-11,,erg/cm^2^/s,2.53e+19,1.51e-07,,,,,,Jy,2017ApJS..233...17R,no uncertainty reported,104.50 keV,Broad-band measurement,,Modelled datum,Intrinsic flux,From reprocessed raw data; NED frequency assigned tomid-point of band in keV
5,14-195 keV (Swift),3.95e-11,,erg/cm^2^/s,2.53e+19,1.56e-07,,,,,,Jy,2017ApJS..233...17R,no uncertainty reported,104.50 keV,Broad-band measurement,,Modelled datum,Observed flux,From reprocessed raw data; NED frequency assigned tomid-point of band in keV
6,14-195 keV (Swift),4.249e-11,+/-40.76E-12,erg/s/cm^2^,2.53e+19,1.68e-07,1.61e-07,1.61e-07,,,+/-1.61E-07,Jy,2018ApJS..235....4O,90% confidence,104.50 keV,Broad-band measurement,180.78146990 +44.52212795 (J2000),From fitting to map,S/N = 31.97 ; power law model,From new raw data; NED frequency assigned to mid-point ofband in keV
7,15-150 keV (Swift),3.3e-11,+/-2.6e-12,erg/cm^2^/s,1.99e+19,1.66e-07,1.31e-08,1.31e-08,,,+/-1.31E-08,Jy,2010A&A...524A..64C,uncertainty,82.50 keV,Broad-band measurement,180.800 +44.511 (J2000),Modelled datum,,From new raw data; NED frequency assigned to mid-point ofband in keV
8,14-150 keV (Swift),3.33e-11,,erg/cm^2^/s,1.98e+19,1.68e-07,,,,,,Jy,2017ApJS..233...17R,no uncertainty reported,82.00 keV,Broad-band measurement,,Modelled datum,Intrinsic flux,From reprocessed raw data; NED frequency assigned tomid-point of band in keV
9,40-100 keV INTEGRAL,1.48e-11,+/-0.17E-11,erg cm^-2^ s^-1^,1.69e+19,8.76e-08,1.01e-08,1.01e-08,,,+/-1.01E-08,Jy,2006ApJ...638..642B,uncertainty,70   keV,Broad-band measurement,12 03 10 +44 31 53 (J2000),Flux integrated from map,,From new raw data; NED frequency assigned to mid-point ofband in keV
10,40-100 keV INTEGRAL,1.5e-11,,erg/cm^2^/s,1.69e+19,8.88e-08,,,,,,Jy,2009A&A...505..417B,no uncertainty reported,70.00 keV,Broad-band measurement,180.79010 44.53144 (J2000),Modelled datum,,From new raw data; NED frequency assigned to mid-point ofband in keV
11,17-60 keV (INTEGRAL),2.11e-11,+/-0.54E-11,erg s^-1^ cm^-2^,9.31e+18,2.27e-07,5.8e-08,5.8e-08,,,+/-5.80E-08,Jy,2007A&A...462...57S,uncertainty,38.50   keV,Broad-band measurement,,Flux integrated from map,,Averaged new and previously published data; NED frequencyassigned to mid-point of band in keV
12,15-55 keV (Swift),2.33e-11,+/-0.15E-11,erg/cm^2^/s,8.46e+18,2.75e-07,1.77e-08,1.77e-08,,,+/-1.77E-08,Jy,2009ApJ...699..603A,uncertainty,35.00 keV,Broad-band measurement,180.773 +44.534 (J2000),Flux integrated from map,,From reprocessed raw data; NED frequency assigned tomid-point of band in keV
13,20-50 keV (Swift),1.75e-11,,erg/cm^2^/s,8.46e+18,2.07e-07,,,,,,Jy,2017ApJS..233...17R,no uncertainty reported,35.00 keV,Broad-band measurement,,Modelled datum,Intrinsic flux,From reprocessed raw data; NED frequency assigned tomid-point of band in keV
14,15-50 keV (Suzaku),-10.6,,log(erg/s/cm^2^),7.86e+18,3.2e-07,,,,,,Jy,2012ApJ...745..107W,no uncertainty reported,32.50 keV,Broad-band measurement,12 03 09.6 +44 31 52.7 (J2000),Modelled datum,,From reprocessed raw data; NED frequency assigned tomid-point of band in keV
15,20-40 keV (INTEGRAL),1.8e-11,+/-0.20E-11,erg cm^-2^ s^-1^,7.25e+18,2.48e-07,2.76e-08,2.76e-08,,,+/-2.76E-08,Jy,2006ApJ...638..642B,uncertainty,30   keV,Broad-band measurement,12 03 10 +44 31 53 (J2000),Flux integrated from map,,From new raw data; NED frequency assigned to mid-point ofband in keV
16,20-40 keV (INTEGRAL),1.8e-11,,erg/cm^2^/s,7.25e+18,2.48e-07,,,,,,Jy,2009A&A...505..417B,no uncertainty reported,30.00 keV,Broad-band measurement,180.79010 44.53144 (J2000),Modelled datum,,From new raw data; NED frequency assigned to mid-point ofband in keV
17,20-40 keV (INTEGRAL),1.249e-11,+/-0.265E-11,erg/s/cm^2^,7.25e+18,1.72e-07,3.66e-08,3.66e-08,,,+/-3.66E-08,Jy,2010A&A...522A..68T,2 sigma,30.00 keV,Broad-band measurement,,Flux integrated from map,,From new raw data; NED frequency assigned to mid-point ofband in keV
18,10-50 keV (Suzaku),1.56,,log(erg/s/cm^2^),7.25e+18,5.01e-07,,,,,,Jy,2011ApJ...727...19F,no uncertainty reported,30.00 keV,Broad-band measurement,,Modelled datum,,From reprocessed raw data; NED frequency assigned tomid-point of band in keV
19,4-10 keV (XMM),4.3e-12,,erg/cm^2^/s,1.69e+18,2.54e-07,,,,,,Jy,2010A&A...521A..57T,no uncertainty reported,7.00 keV,Broad-band measurement,,Modelled datum,Obs. date: 2002-11-22,From reprocessed raw data; NED frequency assigned tomid-point of band in keV
20,2.5-10 keV (XMM),5.9e-12,,erg cm^-2^ s^-1^,1.51e+18,3.91e-07,,,,,,Jy,2006MNRAS.368..479G,no uncertainty reported,6.25   keV,Broad-band measurement,,Flux integrated from map,,From new raw data; Extinction-corrected for Milky Way; NEDfrequency assigned to mid-point of band in keV
21,F_2-10_ keV,2.2,+/-10  %,10^-11^ erg/s/cm^2^,1.45e+18,1.52e-06,1.52e-07,1.52e-07,,,+/-1.52E-07,Jy,1989MNRAS.240..833T,typical accuracy,6.0    keV,Broad-band measurement,,Flux integrated from map,Energy index 0.91 + 2.56,From new raw data; NED frequency assigned to mid-point ofband in keV
22,2-10 keV,2.121e-11,+/-1.10E-12,ergs cm^-2^ s^-1^,1.45e+18,1.46e-06,7.59e-08,7.59e-08,,,+/-7.59E-08,Jy,2005ApJ...629...61K,uncertainty,6   keV,Broad-band measurement,,Flux integrated from map,Flux from 1998ApJS..114...73G,Averaged from previously published data; Extinction-correctedfor Milky Way
23,2-10 keV (XMM),6.27e-12,,erg cm^-2^ s^-1^,1.45e+18,4.32e-07,,,,,,Jy,2006A&A...446..459C,no uncertainty reported,6   keV,Broad-band measurement,12 03 09.6 +44 31 52.8 (J2000),Flux integrated from map,,From new raw data; NED frequency assigned to mid-point ofband in keV
24,2-10 keV (Chandra),-11.2,,log(erg/cm^2^/s),1.45e+18,4.35e-07,,,,,,Jy,2006A&A...455..173P,no uncertainty reported,6   keV,Broad-band measurement,12 03 09.6 +44 31 52.8 (J2000),Flux integrated from map,Nuclear flux,From new raw data; Extinction-corrected for internal andMilky Way; NED frequency assigned to mid-point of band in keV
25,2-10 keV (XMM),6e-12,,erg/cm^2^/s,1.45e+18,4.14e-07,,,,,,Jy,2004MNRAS.347.1345U,no uncertainty reported,6      keV,Broad-band measurement,,Flux integrated from map,,From new raw data; NED frequency assigned to mid-point ofband in keV
26,2-10 keV,1.6e-14,,W/m^2^,1.45e+18,1.1e-06,,,,,,Jy,2004A&A...418..465L,no uncertainty reported,6   keV,Broad-band measurement,,Flux integrated from map,Observed flux,Averaged from previously published data; NED frequencyassigned to mid-point of band in keV
27,2-10 keV,1.6e-14,,W/m^2^,1.45e+18,1.1e-06,,,,,,Jy,2004A&A...418..465L,no uncertainty reported,6   keV,Broad-band measurement,,Flux integrated from map,Intrinsic flux,Averaged from previously published data; Extinction-correctedfor Milky Way; NED frequency assigned to mid-point of band in keV
28,2-10 keV (XMM),2.4e-11,,erg/cm^2^/s,1.45e+18,1.66e-06,,,,,,Jy,2004MNRAS.350...10P,no uncertainty reported,6   keV,Broad-band measurement,,Flux integrated from map,,From reprocessed raw data; NED frequency assigned tomid-point of band in keV
