No.,Observed Passband,Photometry Measurement,Uncertainty,Units,Frequency,Flux Density,Upper limit of uncertainty,Lower limit of uncertainty,Upper limit of Flux Density,Lower limit of Flux Density,NED Uncertainty,NED Units,Refcode,Significance,Published frequency,Frequency Mode,Coordinates Targeted,Spatial Mode,Qualifiers,Comments
1,U (U_T),10.49,+/-0.06,mag,819000000000000.0,0.115,0.00636,0.00636,,,+/-6.36E-03,Jy,1991RC3.9.C...0000d,rms uncertainty,3660       A,Broad-band measurement,003612.0 +480350 (B1950),Multiple methods,,Homogenized from new and previously published data; StandardJohnson UBVRI filters assumed
2,U (U_T^0),9.51,,mag,819000000000000.0,0.284,,,,,,Jy,1991RC3.9.C...0000d,no uncertainty reported,3660       A,Broad-band measurement,003612.0 +480350 (B1950),Multiple methods,,Homogenized from new and previously published data;Extinction-corrected for internal and Milky Way and K-correction applied; Standard Johnson UBVRI filters assumed
3,B (m_B),10.16,+/-0.17,mag,681000000000000.0,0.368,0.0623,0.0623,,,+/-6.23E-02,Jy,1991RC3.9.C...0000d,rms uncertainty,4400       A,Broad-band measurement,003612.0 +480350 (B1950),Multiple methods,,Homogenized from new and previously published data; StandardJohnson UBVRI filters assumed
4,B (B_T),10.1,+/-0.05,mag,681000000000000.0,0.389,0.0183,0.0183,,,+/-1.83E-02,Jy,1991RC3.9.C...0000d,rms uncertainty,4400       A,Broad-band measurement,003612.0 +480350 (B1950),Multiple methods,,Homogenized from new and previously published data; StandardJohnson UBVRI filters assumed
5,B (B_T^0),9.28,,mag,681000000000000.0,0.827,,,,,,Jy,1991RC3.9.C...0000d,no uncertainty reported,4400       A,Broad-band measurement,003612.0 +480350 (B1950),Multiple methods,,Homogenized from new and previously published data;Extinction-corrected for internal and Milky Way and K-correction applied; Standard Johnson UBVRI filters assumed
6,m_p,11.0,+/-0.4,mag,681000000000000.0,0.17,0.0755,0.0755,,,+/-7.55E-02,Jy,1968CGCG6.C...0000Z,rms noise,4400       A,Broad-band measurement,003612.0 +480300. (B1950),Estimated by eye,,From new raw data
7,V (Johnson),11.93,+/-0.02,mag,542000000000000.0,0.0615,0.00114,0.00114,,,+/-1.14E-03,Jy,1978ApJ...223..707S,uncertainty,5530   A,Broad-band measurement,,Flux in fixed aperture,"60.1"" aperture",From new raw data
8,V (Johnson),11.44,+/-0.02,mag,542000000000000.0,0.0966,0.0018,0.0018,,,+/-1.80E-03,Jy,1978ApJ...223..707S,uncertainty,5530   A,Broad-band measurement,,Flux in fixed aperture,"84.6"" aperture",From new raw data
9,V (Johnson),11.88,+/-0.02,mag,542000000000000.0,0.0644,0.0012,0.0012,,,+/-1.20E-03,Jy,1978ApJ...223..707S,uncertainty,5530   A,Broad-band measurement,,Flux in fixed aperture,"60.1"" aperture",From new raw data
10,V (V_T^0),8.55,,mag,542000000000000.0,1.38,,,,,,Jy,1991RC3.9.C...0000d,no uncertainty reported,5530       A,Broad-band measurement,003612.0 +480350 (B1950),Multiple methods,,Homogenized from new and previously published data;Extinction-corrected for internal and Milky Way and K-correction applied; Standard Johnson UBVRI filters assumed
11,V (V_T),9.18,+/-0.05,mag,542000000000000.0,0.775,0.0372,0.0372,,,+/-3.72E-02,Jy,1991RC3.9.C...0000d,rms uncertainty,5530       A,Broad-band measurement,003612.0 +480350 (B1950),Multiple methods,,Homogenized from new and previously published data; StandardJohnson UBVRI filters assumed
