No.,Observed Passband,Photometry Measurement,Uncertainty,Units,Frequency,Flux Density,Upper limit of uncertainty,Lower limit of uncertainty,Upper limit of Flux Density,Lower limit of Flux Density,NED Uncertainty,NED Units,Refcode,Significance,Published frequency,Frequency Mode,Coordinates Targeted,Spatial Mode,Qualifiers,Comments
1,2-7 keV (Chandra),4.15e-13,+/-29E-15,erg/cm^2^/s,1.09e+18,3.81e-08,2.66e-09,2.66e-09,,,+/-2.66E-09,Jy,2010ApJ...714..589M,1 sigma,4.50 keV,Broad-band measurement,18 33 46.301 +47 27 02.61 (J2000),Modelled datum,,From new raw data; NED frequency assigned to mid-point ofband in keV
2,0.3-8 keV (Chandra),3.58e-13,,erg/cm^2^/s,1e+18,3.58e-08,,,,,,Jy,2016ApJS..224...40W,no uncertainty reported,4.15 keV,Broad-band measurement,,Flux integrated from map,Average flux,From reprocessed raw data; NED frequency assigned tomid-point of band in keV
3,0.5-7 keV (Chandra),4.35e-13,+/-30E-15,erg/cm^2^/s,9.07e+17,4.8e-08,3.31e-09,3.31e-09,,,+/-3.31E-09,Jy,2010ApJ...714..589M,1 sigma,3.75 keV,Broad-band measurement,18 33 46.301 +47 27 02.61 (J2000),Modelled datum,,From new raw data; NED frequency assigned to mid-point ofband in keV
4,1-2 keV (Chandra),9.4e-15,+/-2.0E-15,erg/cm^2^/s,3.63e+17,2.59e-09,5.51e-10,5.51e-10,,,+/-5.51E-10,Jy,2010ApJ...714..589M,1 sigma,1.50 keV,Broad-band measurement,18 33 46.301 +47 27 02.61 (J2000),Modelled datum,,From new raw data; NED frequency assigned to mid-point ofband in keV
5,1 keV (Chandra),7.8,+/-1.7,nanoJy,2.42e+17,7.8e-09,1.7e-09,1.7e-09,,,+/-1.70E-09,Jy,2009MNRAS.396.1929H,uncertainty,1 keV,Broad-band measurement,,Modelled datum,Model: PL,From new raw data
6,1 keV (Chandra),489.0,+/-128,nanoJy,2.42e+17,4.89e-07,1.28e-07,1.28e-07,,,+/-1.28E-07,Jy,2009MNRAS.396.1929H,uncertainty,1 keV,Broad-band measurement,,Modelled datum,Model: ABS(PL),From new raw data
7,0.5-1 keV (Chandra),1.03e-14,+/-2.2E-15,erg/cm^2^/s,1.81e+17,5.69e-09,1.22e-09,1.22e-09,,,+/-1.22E-09,Jy,2010ApJ...714..589M,1 sigma,0.75 keV,Broad-band measurement,18 33 46.301 +47 27 02.61 (J2000),Modelled datum,,From new raw data; NED frequency assigned to mid-point ofband in keV
8,FUV (GALEX) AB,,>21.1575,mag,1950000000000000.0,,,,,1.25e-05,<1.25E-05,Jy,2012GASC..C...0000S,3 sigma,1538.6     A,Broad-band measurement,278.44324083601 47.451106434065 (J2000),Flux integrated from map,upper limit inside NUV Kron aperture,From new raw data
9,FUV (GALEX) AB,22.4254,+/-0.726001,mag,1950000000000000.0,3.89e-06,2.6e-06,2.6e-06,,,+/-2.60E-06,Jy,2012GASC..C...0000S,uncertainty,1538.6     A,Broad-band measurement,278.44324083601 47.451106434065 (J2000),Flux in fixed aperture,Flux in 7.5 arcsec diameter aperture,From new raw data
10,NUV (GALEX) AB,20.8464,+/-0.217542,mag,1290000000000000.0,1.67e-05,3.34e-06,3.34e-06,,,+/-3.34E-06,Jy,2012GASC..C...0000S,uncertainty,2315.7     A,Broad-band measurement,278.44324083601 47.451106434065 (J2000),Flux integrated from map,Kron flux in elliptical aperture,From new raw data
11,NUV (GALEX) AB,21.3049,+/-0.221044,mag,1290000000000000.0,1.09e-05,2.22e-06,2.22e-06,,,+/-2.22E-06,Jy,2012GASC..C...0000S,uncertainty,2315.7     A,Broad-band measurement,278.44324083601 47.451106434065 (J2000),Flux in fixed aperture,Flux in 7.5 arcsec diameter aperture,From new raw data
12,B (B_25),18.8,+/-0.10,mag,681000000000000.0,0.000129,1.24e-05,1.24e-05,,,+/-1.24E-05,Jy,1989ApJS...69..365S,typical accuracy,4400       A,Broad-band measurement,183224. 472442. (B1950),Flux integrated from map,,From new raw data; Standard Johnson UBVRI filters assumed
13,V (Johnson),17.66,,mag,542000000000000.0,0.000314,,,,,,Jy,1973ApJ...183..711S,no uncertainty reported,5530 A,Broad-band measurement; photometric system transformed,,Flux in fixed aperture,"12.2"" aperture",From new raw data
14,V (Johnson),17.99,,mag,542000000000000.0,0.000232,,,,,,Jy,1973ApJ...183..711S,no uncertainty reported,5530 A,Broad-band measurement; photometric system transformed,,Flux in fixed aperture,"7.6"" aperture",From new raw data
15,V (V_25),17.46,+/-0.10,mag,542000000000000.0,0.000378,3.64e-05,3.64e-05,,,+/-3.64E-05,Jy,1989ApJS...69..365S,typical accuracy,5530       A,Broad-band measurement,183224. 472442. (B1950),Flux integrated from map,,From new raw data; Standard Johnson UBVRI filters assumed
16,H{alpha} (HST),2.35e-15,,ergs/s/cm^2^,457000000000000.0,235000000.0,,,,,,Jy-Hz,2008ApJS..175..423P,no uncertainty reported,6563 A,Line measurement; flux integrated over line; lines measured in emission,,Flux integrated from map,,From new raw data
17,H{alpha} (TNG),-14.05,+/-1   %,log(erg/cm^2^/s),457000000000000.0,891000000.0,8910000.0,8910000.0,,,+/-8.91E+06,Jy-Hz,2009A&A...495.1033B,uncertainty,6563 A,Line measurement; flux integrated over line; lines measured in emission,,Flux integrated from map,,From new raw data
18,J (2MASS/FLWO),15.247,+/-0.088,mag,243000000000000.0,0.00127,0.000103,0.000103,,,+/-1.03E-04,Jy,2006AJ....131.1163S,uncertainty,1.235      microns,Broad-band measurement,,Flux in fixed aperture,"4"" aperture",From new raw data
19,J (2MASS/FLWO),15.632,+/-0.083,mag,243000000000000.0,0.000891,6.81e-05,6.81e-05,,,+/-6.81E-05,Jy,2006AJ....131.1163S,uncertainty,1.235      microns,Broad-band measurement,,Flux in fixed aperture,Profile-fit,From new raw data
20,J,15.078,+/-0.082,mag,240000000000000.0,0.00148,0.000116,0.000116,,,+/-1.16E-04,Jy,20032MASX.C.......:,1 sigma uncert.,1.25      microns,Broad-band measurement,183346.29 +472702.7 (J2000),Flux in fixed aperture,12.8 x    7.2 arcsec integration area.,From new raw data
21,J (UKIRT),15.41,+/-0.03,mag,240000000000000.0,0.0011,3.07e-05,3.07e-05,,,+/-3.07E-05,Jy,1984MNRAS.211..833L,based on count statistics only,1.25       microns,Broad-band measurement,,Flux in fixed aperture,10.8 arcsec aperture,From new raw data; Extinction-corrected for Milky Way
22,J,14.694,+/-0.103,mag,240000000000000.0,0.00211,0.00021,0.00021,,,+/-2.10E-04,Jy,20032MASX.C.......:,1 sigma uncert.,1.25      microns,Broad-band measurement,183346.29 +472702.7 (J2000),Flux in fixed aperture,,From new raw data
23,J_14arcsec (2MASS),14.804,+/-0.093,mag,240000000000000.0,0.00191,0.000171,0.000171,,,+/-1.71E-04,Jy,20032MASX.C.......:,1 sigma uncert.,1.25      microns,Broad-band measurement,183346.29 +472702.7 (J2000),Flux in fixed aperture,14.0 x 14.0 arcsec aperture.,From new raw data
24,J (UKIRT),15.45,+/-0.03,mag,240000000000000.0,0.001,2.81e-05,2.81e-05,,,+/-2.81E-05,Jy,1982MNRAS.199.1053L,uncertainty,1.25    microns,Broad-band measurement,,Flux in fixed aperture,"10.8"" aperture",From new raw data; Extinction-corrected for internal andMilky Way and K-correction applied
25,J (UKIRT),15.47,+/-0.02,mag,240000000000000.0,0.000986,1.83e-05,1.83e-05,,,+/-1.83E-05,Jy,1982MNRAS.199.1053L,uncertainty,1.25    microns,Broad-band measurement,,Flux in fixed aperture,"10.8"" aperture",From new raw data; Extinction-corrected for internal andMilky Way and K-correction applied
