No.,Observed Passband,Photometry Measurement,Uncertainty,Units,Frequency,Flux Density,Upper limit of uncertainty,Lower limit of uncertainty,Upper limit of Flux Density,Lower limit of Flux Density,NED Uncertainty,NED Units,Refcode,Significance,Published frequency,Frequency Mode,Coordinates Targeted,Spatial Mode,Qualifiers,Comments
1,14-195 keV (Swift),1.66e-11,,erg/cm^2^/s,2.53e+19,6.56e-08,,,,,,Jy,2017ApJS..233...17R,no uncertainty reported,104.50 keV,Broad-band measurement,,Modelled datum,Observed flux,From reprocessed raw data; NED frequency assigned tomid-point of band in keV
2,14-195 keV (Swift),1.65e-11,,erg/cm^2^/s,2.53e+19,6.52e-08,,,,,,Jy,2017ApJS..233...17R,no uncertainty reported,104.50 keV,Broad-band measurement,,Modelled datum,Intrinsic flux,From reprocessed raw data; NED frequency assigned tomid-point of band in keV
3,14-195 keV (Swift),1.856e-11,+/-15.64E-12,erg/s/cm^2^,2.53e+19,7.34e-08,6.18e-08,6.18e-08,,,+/-6.18E-08,Jy,2018ApJS..235....4O,90% confidence,104.50 keV,Broad-band measurement,340.06024720 +08.05802411 (J2000),From fitting to map,S/N = 9.06 ; power law model,From new raw data; NED frequency assigned to mid-point ofband in keV
4,15-150 keV (Swift),1.6e-11,+/-8.9e-12,erg/cm^2^/s,1.99e+19,8.04e-08,4.47e-08,4.47e-08,,,+/-4.47E-08,Jy,2010A&A...524A..64C,uncertainty,82.50 keV,Broad-band measurement,340.074 +08.035 (J2000),Modelled datum,,From new raw data; NED frequency assigned to mid-point ofband in keV
5,14-150 keV (Swift),1.44e-11,,erg/cm^2^/s,1.98e+19,7.27e-08,,,,,,Jy,2017ApJS..233...17R,no uncertainty reported,82.00 keV,Broad-band measurement,,Modelled datum,Intrinsic flux,From reprocessed raw data; NED frequency assigned tomid-point of band in keV
6,20-50 keV (Swift),7e-12,,erg/cm^2^/s,8.46e+18,8.27e-08,,,,,,Jy,2017ApJS..233...17R,no uncertainty reported,35.00 keV,Broad-band measurement,,Modelled datum,Intrinsic flux,From reprocessed raw data; NED frequency assigned tomid-point of band in keV
7,2-10 keV (XMM),7.6e-12,+/-0.500E-12,erg/cm^2^/s,1.45e+18,5.24e-07,3.45e-08,3.45e-08,,,+/-3.45E-08,Jy,2009A&A...495..421B,uncertainty,6.00 keV,Broad-band measurement,340.07104 +08.053910 (J2000),From fitting to map,,From new raw data; NED frequency assigned to mid-point ofband in keV
8,2-10 keV (XMM),7.9e-12,,erg/s/cm^2^,1.45e+18,5.45e-07,,,,,,Jy,2010ApJ...713L..11Z,no uncertainty reported,6.00 keV,Broad-band measurement,,Modelled datum,,From reprocessed raw data; Extinction-corrected for MilkyWay; NED frequency assigned to mid-point of band in keV
9,2-10 keV (Swift),7.5e-12,,erg/cm^2^/s,1.45e+18,5.17e-07,,,,,,Jy,2017ApJS..233...17R,no uncertainty reported,6.00 keV,Broad-band measurement,,Modelled datum,Observed flux,From reprocessed raw data; NED frequency assigned tomid-point of band in keV
10,2-10 keV (Swift),7.5e-12,,erg/cm^2^/s,1.45e+18,5.17e-07,,,,,,Jy,2017ApJS..233...17R,no uncertainty reported,6.00 keV,Broad-band measurement,,Modelled datum,Intrinsic flux,From reprocessed raw data; NED frequency assigned tomid-point of band in keV
