No.,Observed Passband,Photometry Measurement,Uncertainty,Units,Frequency,Flux Density,Upper limit of uncertainty,Lower limit of uncertainty,Upper limit of Flux Density,Lower limit of Flux Density,NED Uncertainty,NED Units,Refcode,Significance,Published frequency,Frequency Mode,Coordinates Targeted,Spatial Mode,Qualifiers,Comments
1,0.3-8 keV (Chandra),1.24e-12,,erg/cm^2^/s,1e+18,1.24e-07,,,,,,Jy,2016ApJS..224...40W,no uncertainty reported,4.15 keV,Broad-band measurement,,Flux integrated from map,Average flux,From reprocessed raw data; NED frequency assigned tomid-point of band in keV
2,u (SDSS PSF) AB,21.288,+/-0.107,asinh mag,836000000000000.0,1.15e-05,1.14e-06,1.14e-06,,,+/-1.14E-06,Jy,2007SDSS6.C...0000:,based on count statistics only,3585       A,Broad-band measurement,168.6620624142 32.6926385476 (J2000),Modelled datum,SDSS flags: CHILD - object is part of a blended parent object; BAD_RADIAL - some low S/N radial points; BINNED1 - detected at >=5 sigma in original imaging frame; BINNED_CENTER - image was binned while centroiding; BRIGHTEST_GALAXY_CHILD - brightest child among one parent's children;,From new raw data
3,g (SDSS PSF) AB,19.015,+/-0.026,asinh mag,617000000000000.0,9e-05,2.15e-06,2.15e-06,,,+/-2.15E-06,Jy,2007SDSS6.C...0000:,based on count statistics only,4858       A,Broad-band measurement,168.6620624142 32.6926385476 (J2000),Modelled datum,SDSS flags: CHILD - object is part of a blended parent object; BAD_RADIAL - some low S/N radial points; BINNED1 - detected at >=5 sigma in original imaging frame; BRIGHTEST_GALAXY_CHILD - brightest child among one parent's children;,From new raw data
4,H{beta} (SDSS),1.525e-14,+/-38E-17,erg/s/cm^2^,617000000000000.0,1530000000.0,38000000.0,38000000.0,,,+/-3.80E+07,Jy,2017ApJS..229...39R,uncertainty,4861 A,Line measurement; flux integrated over line; lines measured in emission,168.66206 +32.69264 (J2000),From fitting to map,Broad component,From reprocessed raw data
5,[O III] 5007 (SDSS),1.192e-14,+/-59E-17,erg/s/cm^2^,599000000000000.0,1190000000.0,59000000.0,59000000.0,,,+/-5.90E+07,Jy,2017ApJS..229...39R,uncertainty,5007 A,Line measurement; flux integrated over line; lines measured in emission,168.66206 +32.69264 (J2000),From fitting to map,,From reprocessed raw data
6,r (SDSS PSF) AB,17.208,+/-0.017,asinh mag,477000000000000.0,0.000475,7.44e-06,7.44e-06,,,+/-7.44E-06,Jy,2007SDSS6.C...0000:,based on count statistics only,6290       A,Broad-band measurement,168.6620624142 32.6926385476 (J2000),Modelled datum,SDSS flags: CHILD - object is part of a blended parent object; BAD_RADIAL - some low S/N radial points; BINNED1 - detected at >=5 sigma in original imaging frame; CANONICAL_BAND - this band was primary (usually r);,From new raw data
7,H{alpha} (SDSS),1.8404e-13,+/-204E-17,erg/s/cm^2^,457000000000000.0,18400000000.0,204000000.0,204000000.0,,,+/-2.04E+08,Jy,2017ApJS..229...39R,uncertainty,6563 A,Line measurement; flux integrated over line; lines measured in emission,168.66206 +32.69264 (J2000),From fitting to map,Broad component,From reprocessed raw data
8,i (SDSS PSF) AB,16.123,+/-0.017,asinh mag,389000000000000.0,0.00129,2.02e-05,2.02e-05,,,+/-2.02E-05,Jy,2007SDSS6.C...0000:,based on count statistics only,7706       A,Broad-band measurement,168.6620624142 32.6926385476 (J2000),Modelled datum,SDSS flags: CHILD - object is part of a blended parent object; BAD_RADIAL - some low S/N radial points; INTERP - object contains interpolated-over pixels; BINNED1 - detected at >=5 sigma in original imaging frame; INTERP_CENTER - interpolated pixel(s) within 3 pixels of center; PSF_FLUX_INTERP - a signifcant amount of PSF's flux is interpolated;,From new raw data
9,z (SDSS PSF) AB,15.84,+/-0.019,asinh mag,325000000000000.0,0.00164,2.88e-05,2.88e-05,,,+/-2.88E-05,Jy,2007SDSS6.C...0000:,based on count statistics only,9222       A,Broad-band measurement,168.6620624142 32.6926385476 (J2000),Modelled datum,SDSS flags: CHILD - object is part of a blended parent object; BAD_RADIAL - some low S/N radial points; BINNED1 - detected at >=5 sigma in original imaging frame;,From new raw data
10,J (2MASS/FLWO),14.042,+/-0.013,mag,243000000000000.0,0.00385,4.61e-05,4.61e-05,,,+/-4.61E-05,Jy,2006AJ....131.1163S,uncertainty,1.235      microns,Broad-band measurement,,Flux in fixed aperture,"4"" aperture",From new raw data
