No.,Observed Passband,Photometry Measurement,Uncertainty,Units,Frequency,Flux Density,Upper limit of uncertainty,Lower limit of uncertainty,Upper limit of Flux Density,Lower limit of Flux Density,NED Uncertainty,NED Units,Refcode,Significance,Published frequency,Frequency Mode,Coordinates Targeted,Spatial Mode,Qualifiers,Comments
1,F330W (HST/ACS),18.52,,mag,908000000000000.0,0.000142,,,,,,Jy,2007AJ....134..648M,no uncertainty reported,3300   A,Broad-band measurement,,Flux in fixed aperture,"0.3"" radius aperture",From reprocessed raw data
2,F330W (HST/ACS),17.35,,mag,908000000000000.0,0.000417,,,,,,Jy,2007AJ....134..648M,no uncertainty reported,3300   A,Broad-band measurement,,Flux in fixed aperture,"1"" radius aperture",From reprocessed raw data
3,F330W (HST/ACS),17.26,,mag,908000000000000.0,0.000453,,,,,,Jy,2007AJ....134..648M,no uncertainty reported,3300   A,Broad-band measurement,,Flux in fixed aperture,"1.23"" radius aperture",From reprocessed raw data
4,B (m_B),14.18,+/-0.19,mag,681000000000000.0,0.00907,0.00173,0.00173,,,+/-1.73E-03,Jy,1991RC3.9.C...0000d,rms uncertainty,4400       A,Broad-band measurement,015244.8 +062200 (B1950),Multiple methods,,Homogenized from new and previously published data; StandardJohnson UBVRI filters assumed
5,B (m_B^0),13.86,,mag,681000000000000.0,0.0122,,,,,,Jy,1991RC3.9.C...0000d,no uncertainty reported,4400       A,Broad-band measurement,015244.8 +062200 (B1950),Multiple methods,,Homogenized from new and previously published data;Extinction-corrected for internal and Milky Way and K-correction applied; Standard Johnson UBVRI filters assumed
6,m_p,14.5,+/-0.4,mag,681000000000000.0,0.00675,0.00301,0.00301,,,+/-3.01E-03,Jy,1965CGCG5.C...0000Z,rms noise,4400       A,Broad-band measurement,015242.0 +062100. (B1950),Estimated by eye,,From new raw data
7,B (OAN-SPM) Johnson,14.449,,mag,681000000000000.0,0.00708,,,,,,Jy,2008A&A...487..485H,no uncertainty reported,4400 A,Broad-band measurement,,Flux in fixed aperture,,From new raw data
8,V (OAN-SPM) Johnson,13.619,,mag,542000000000000.0,0.013,,,,,,Jy,2008A&A...487..485H,no uncertainty reported,5530 A,Broad-band measurement,,Flux in fixed aperture,,From new raw data
9,R (OAN-SPM) Cousins,13.09,,mag,468000000000000.0,0.0179,,,,,,Jy,2008A&A...487..485H,no uncertainty reported,6400 A,Broad-band measurement,,Flux in fixed aperture,,From new raw data
10,I,12.35,+/-0.03,mag,379000000000000.0,0.0293,0.000809,0.000809,,,+/-8.09E-04,Jy,2007ApJS..172..599S,uncertainty,7900 A,Broad-band measurement,01 55 22.1 +06 36 42 (J2000),Total flux,Observed magnitude,"Averaged new and previously published data; Standard CousinsR_C, I_C filters assumed"
11,I (OAN-SPM) Cousins,12.381,,mag,379000000000000.0,0.0284,,,,,,Jy,2008A&A...487..485H,no uncertainty reported,7900 A,Broad-band measurement,,Flux in fixed aperture,,From new raw data
12,J (2MASS/CTIO),13.356,+/-0.02,mag,243000000000000.0,0.00725,0.000133,0.000133,,,+/-1.33E-04,Jy,2006AJ....131.1163S,uncertainty,1.235      microns,Broad-band measurement,,Flux in fixed aperture,"4"" aperture",From new raw data
13,J (2MASS/CTIO),13.826,+/-0.07,mag,243000000000000.0,0.0047,0.000303,0.000303,,,+/-3.03E-04,Jy,2006AJ....131.1163S,uncertainty,1.235      microns,Broad-band measurement,,Flux in fixed aperture,Profile-fit,From new raw data
14,J,11.487,+/-0.054,mag,240000000000000.0,0.0405,0.00206,0.00206,,,+/-2.06E-03,Jy,20032MASX.C.......:,1 sigma uncert.,1.25      microns,Broad-band measurement,015522.02 +063642.3 (J2000),Flux in fixed aperture,,From new raw data
15,J_14arcsec (2MASS),12.807,+/-0.016,mag,240000000000000.0,0.012,0.000178,0.000178,,,+/-1.78E-04,Jy,20032MASX.C.......:,1 sigma uncert.,1.25      microns,Broad-band measurement,015522.02 +063642.3 (J2000),Flux in fixed aperture,14.0 x 14.0 arcsec aperture.,From new raw data
16,J,11.604,+/-0.032,mag,240000000000000.0,0.0363,0.00109,0.00109,,,+/-1.09E-03,Jy,20032MASX.C.......:,1 sigma uncert.,1.25      microns,Broad-band measurement,015522.02 +063642.3 (J2000),Flux in fixed aperture,67.8 x   32.5 arcsec integration area.,From new raw data
17,H,10.618,+/-0.049,mag,182000000000000.0,0.058,0.00268,0.00268,,,+/-2.68E-03,Jy,20032MASX.C.......:,1 sigma uncert.,1.65      microns,Broad-band measurement,015522.02 +063642.3 (J2000),Flux in fixed aperture,,From new raw data
18,H_14arcsec (2MASS),12.028,+/-0.017,mag,182000000000000.0,0.0158,0.00025,0.00025,,,+/-2.50E-04,Jy,20032MASX.C.......:,1 sigma uncert.,1.65      microns,Broad-band measurement,015522.02 +063642.3 (J2000),Flux in fixed aperture,14.0 x 14.0 arcsec aperture.,From new raw data
19,H,10.86,+/-0.040,mag,182000000000000.0,0.0464,0.00174,0.00174,,,+/-1.74E-03,Jy,20032MASX.C.......:,1 sigma uncert.,1.65      microns,Broad-band measurement,015522.02 +063642.3 (J2000),Flux in fixed aperture,67.8 x   32.5 arcsec integration area.,From new raw data
20,H (2MASS/CTIO),12.99,+/-0.085,mag,180000000000000.0,0.00652,0.00051,0.00051,,,+/-5.10E-04,Jy,2006AJ....131.1163S,uncertainty,1.662      microns,Broad-band measurement,,Flux in fixed aperture,Profile-fit,From new raw data
21,H (2MASS/CTIO),12.535,+/-0.017,mag,180000000000000.0,0.00992,0.000155,0.000155,,,+/-1.55E-04,Jy,2006AJ....131.1163S,uncertainty,1.662      microns,Broad-band measurement,,Flux in fixed aperture,"4"" aperture",From new raw data
22,K_s (2MASS/CTIO),12.331,+/-0.052,mag,139000000000000.0,0.00779,0.000373,0.000373,,,+/-3.73E-04,Jy,2006AJ....131.1163S,uncertainty,2.159      microns,Broad-band measurement,,Flux in fixed aperture,Profile-fit,From new raw data
23,K_s (2MASS/CTIO),12.018,+/-0.022,mag,139000000000000.0,0.0104,0.000211,0.000211,,,+/-2.11E-04,Jy,2006AJ....131.1163S,uncertainty,2.159      microns,Broad-band measurement,,Flux in fixed aperture,"4"" aperture",From new raw data
24,K_s,10.591,+/-0.065,mag,138000000000000.0,0.0387,0.00239,0.00239,,,+/-2.39E-03,Jy,20032MASX.C.......:,1 sigma uncert.,2.17      microns,Broad-band measurement,015522.02 +063642.3 (J2000),Flux in fixed aperture,67.8 x   32.5 arcsec integration area.,From new raw data
25,K_s,10.254,+/-0.064,mag,138000000000000.0,0.0528,0.0032,0.0032,,,+/-3.20E-03,Jy,20032MASX.C.......:,1 sigma uncert.,2.17      microns,Broad-band measurement,015522.02 +063642.3 (J2000),Flux in fixed aperture,,From new raw data
