No.,Observed Passband,Photometry Measurement,Uncertainty,Units,Frequency,Flux Density,Upper limit of uncertainty,Lower limit of uncertainty,Upper limit of Flux Density,Lower limit of Flux Density,NED Uncertainty,NED Units,Refcode,Significance,Published frequency,Frequency Mode,Coordinates Targeted,Spatial Mode,Qualifiers,Comments
1,14-195 keV (Swift),2.61e-11,+/-0.51E-11,erg/s/cm^2^,2.53e+19,1.03e-07,2.02e-08,2.02e-08,,,+/-2.02E-08,Jy,2010ApJS..186..378T,uncertainty,104.50 keV,Broad-band measurement,152.415 -42.834 (J2000),Flux integrated from map,,From new raw data; NED frequency assigned to mid-point ofband in keV
2,14-195 keV (Swift),3.53e-11,,erg/cm^2^/s,2.53e+19,1.4e-07,,,,,,Jy,2017ApJS..233...17R,no uncertainty reported,104.50 keV,Broad-band measurement,,Modelled datum,Observed flux,From reprocessed raw data; NED frequency assigned tomid-point of band in keV
3,14-195 keV (Swift),4e-11,,erg/cm^2^/s,2.53e+19,1.58e-07,,,,,,Jy,2017ApJS..233...17R,no uncertainty reported,104.50 keV,Broad-band measurement,,Modelled datum,Intrinsic flux,From reprocessed raw data; NED frequency assigned tomid-point of band in keV
4,14-195 keV (Swift),2.966e-11,+/-26.83E-12,erg/s/cm^2^,2.53e+19,1.17e-07,1.06e-07,1.06e-07,,,+/-1.06E-07,Jy,2018ApJS..235....4O,90% confidence,104.50 keV,Broad-band measurement,152.46010650 -42.80482820 (J2000),From fitting to map,S/N = 16.50 ; power law model,From new raw data; NED frequency assigned to mid-point ofband in keV
5,15-150 keV (Swift),3.2e-11,+/-7.9e-12,erg/cm^2^/s,1.99e+19,1.61e-07,3.97e-08,3.97e-08,,,+/-3.97E-08,Jy,2010A&A...524A..64C,uncertainty,82.50 keV,Broad-band measurement,152.459 -42.814 (J2000),Modelled datum,,From new raw data; NED frequency assigned to mid-point ofband in keV
6,14-150 keV (Swift),3.5e-11,,erg/cm^2^/s,1.98e+19,1.77e-07,,,,,,Jy,2017ApJS..233...17R,no uncertainty reported,82.00 keV,Broad-band measurement,,Modelled datum,Intrinsic flux,From reprocessed raw data; NED frequency assigned tomid-point of band in keV
7,40-100 keV INTEGRAL,1.6,+/-0.4,milliCrab,1.69e+19,8.92e-08,2.23e-08,2.23e-08,,,+/-2.23E-08,Jy,2007ApJS..170..175B,uncertainty,70   keV,Broad-band measurement,152.393 -42.784 (J2000),Flux integrated from map,Time-averaged flux,From reprocessed raw data; NED frequency assigned tomid-point of band in keV
8,40-100 keV INTEGRAL,2e-11,,erg/cm^2^/s,1.69e+19,1.18e-07,,,,,,Jy,2009A&A...505..417B,no uncertainty reported,70.00 keV,Broad-band measurement,152.45120 -42.81222 (J2000),Modelled datum,,From new raw data; NED frequency assigned to mid-point ofband in keV
9,20-100 keV INTEGRAL,2.87e-11,,erg/s/cm^2^,1.45e+19,1.98e-07,,,,,,Jy,2009MNRAS.399..944M,no uncertainty reported,60.00 keV,Broad-band measurement,10 09 48.12 -42 48 42.6 (J2000),Flux integrated from map,,Averaged from previously published data; NED frequencyassigned to mid-point of band in keV
10,17-60 keV (INTEGRAL),2.15e-11,+/-0.39E-11,erg s^-1^ cm^-2^,9.31e+18,2.31e-07,4.19e-08,4.19e-08,,,+/-4.19E-08,Jy,2007A&A...462...57S,uncertainty,38.50   keV,Broad-band measurement,,Flux integrated from map,,Averaged new and previously published data; NED frequencyassigned to mid-point of band in keV
11,20-50 keV (Swift),1.33e-11,,erg/cm^2^/s,8.46e+18,1.57e-07,,,,,,Jy,2017ApJS..233...17R,no uncertainty reported,35.00 keV,Broad-band measurement,,Modelled datum,Intrinsic flux,From reprocessed raw data; NED frequency assigned tomid-point of band in keV
12,20-40 keV (INTEGRAL),1.8,+/-0.3,milliCrab,7.25e+18,1.88e-07,3.13e-08,3.13e-08,,,+/-3.13E-08,Jy,2007ApJS..170..175B,uncertainty,30   keV,Broad-band measurement,152.393 -42.784 (J2000),Flux integrated from map,Time-averaged flux,From reprocessed raw data; NED frequency assigned tomid-point of band in keV
13,20-40 keV (INTEGRAL),1.5e-11,,erg/cm^2^/s,7.25e+18,2.07e-07,,,,,,Jy,2009A&A...505..417B,no uncertainty reported,30.00 keV,Broad-band measurement,152.45120 -42.81222 (J2000),Modelled datum,,From new raw data; NED frequency assigned to mid-point ofband in keV
14,10-50 keV (Suzaku),1.27,,log(erg/s/cm^2^),7.25e+18,2.57e-07,,,,,,Jy,2011ApJ...727...19F,no uncertainty reported,30.00 keV,Broad-band measurement,,Modelled datum,,From reprocessed raw data; NED frequency assigned tomid-point of band in keV
15,2-10 keV (Swift),2.2e-12,,erg/cm^2^/s,1.45e+18,1.52e-07,,,,,,Jy,2007ApJ...668...81M,no uncertainty reported,6.00 keV,Broad-band measurement,... ... (J2000),Flux integrated from map,,From reprocessed raw data; NED frequency assigned tomid-point of band in keV
16,2-10 keV (Swift),1.5e-12,+/-0.2E-12,ergs/cm^2^/s,1.45e+18,1.03e-07,1.38e-08,1.38e-08,,,+/-1.38E-08,Jy,2007ApJ...669..109L,uncertainty,6 keV,Broad-band measurement,10 09 48.12 -42 48 42.60 (J2000),Flux integrated from map,Single pointing,From new raw data; NED frequency assigned to mid-point ofband in keV
17,2-10 keV (Swift),2.8e-12,+/-0.3E-12,ergs/cm^2^/s,1.45e+18,1.93e-07,2.07e-08,2.07e-08,,,+/-2.07E-08,Jy,2007ApJ...669..109L,uncertainty,6 keV,Broad-band measurement,10 09 48.12 -42 48 42.60 (J2000),Flux integrated from map,Single pointing,From new raw data; NED frequency assigned to mid-point ofband in keV
18,2-10 keV (Swift),2e-12,+/-0.3E-12,ergs/cm^2^/s,1.45e+18,1.38e-07,2.07e-08,2.07e-08,,,+/-2.07E-08,Jy,2007ApJ...669..109L,uncertainty,6 keV,Broad-band measurement,10 09 48.12 -42 48 42.60 (J2000),Flux integrated from map,Combined data,From new raw data; NED frequency assigned to mid-point ofband in keV
19,2-10 keV (Swift),1.9e-12,+/-0.4E-12,ergs/cm^2^/s,1.45e+18,1.31e-07,2.76e-08,2.76e-08,,,+/-2.76E-08,Jy,2007ApJ...669..109L,uncertainty,6 keV,Broad-band measurement,10 09 48.12 -42 48 42.60 (J2000),Flux integrated from map,Single pointing,From new raw data; NED frequency assigned to mid-point ofband in keV
20,2-10 keV (Suzaku),3.8e-12,,erg/cm^2^/s,1.45e+18,2.62e-07,,,,,,Jy,2010ApJ...717..787C,no uncertainty reported,6.00 keV,Broad-band measurement,,Modelled datum,,From new raw data; NED frequency assigned to mid-point ofband in keV
21,2-10 keV (Swift),3.1e-12,,erg/cm^2^/s,1.45e+18,2.14e-07,,,,,,Jy,2017ApJS..233...17R,no uncertainty reported,6.00 keV,Broad-band measurement,,Modelled datum,Observed flux,From reprocessed raw data; NED frequency assigned tomid-point of band in keV
22,2-10 keV (Swift),1.03e-11,,erg/cm^2^/s,1.45e+18,7.1e-07,,,,,,Jy,2017ApJS..233...17R,no uncertainty reported,6.00 keV,Broad-band measurement,,Modelled datum,Intrinsic flux,From reprocessed raw data; NED frequency assigned tomid-point of band in keV
23,0.5-2 keV (Suzaku),7e-14,,erg/cm^2^/s,3.02e+17,2.32e-08,,,,,,Jy,2010ApJ...717..787C,no uncertainty reported,1.25 keV,Broad-band measurement,,Modelled datum,,From new raw data; NED frequency assigned to mid-point ofband in keV
24,[O II] 3727,5.9e-14,+/-0.6E-15,erg/cm^2^/s,804000000000000.0,5900000000.0,60000000.0,60000000.0,,,+/-6.00E+07,Jy-Hz,2017ApJ...850...74K,uncertainty,3727 A,Line measurement; flux integrated over line; lines measured in emission,,From fitting to map,Spectral fitting flag=2; see paper,From reprocessed raw data
25,[Ne III] 3869,2.56e-14,+/-0.7E-15,erg/cm^2^/s,775000000000000.0,2560000000.0,70000000.0,70000000.0,,,+/-7.00E+07,Jy-Hz,2017ApJ...850...74K,uncertainty,3869 A,Line measurement; flux integrated over line; lines measured in emission,,From fitting to map,Spectral fitting flag=2; see paper,From reprocessed raw data
26,[Ne III] 3968,,<23.8E-15,erg/cm^2^/s,756000000000000.0,,,,2380000000.0,,<2.38E+09,Jy-Hz,2017ApJ...850...74K,3 sigma,3968 A,Line measurement; flux integrated over line; lines measured in emission,,From fitting to map,Spectral fitting flag=2; see paper,From reprocessed raw data
27,B (Cousins) (B_26),14.99,+/-0.09,mag,681000000000000.0,0.00428,0.00037,0.00037,,,+/-3.70E-04,Jy,1989ESOLV.C...0000L,typical accuracy,4400       A,Broad-band measurement; photometric system transformed,100743 -4234.0 (B1950),Modelled datum,,From new raw data
28,B (m_B),14.89,+/-0.21,mag,681000000000000.0,0.00471,0.00101,0.00101,,,+/-1.01E-03,Jy,1991RC3.9.C...0000d,rms uncertainty,4400       A,Broad-band measurement,100744.0 -423400 (B1950),Multiple methods,,Homogenized from new and previously published data; StandardJohnson UBVRI filters assumed
29,B (m_B^0),13.96,,mag,681000000000000.0,0.0111,,,,,,Jy,1991RC3.9.C...0000d,no uncertainty reported,4400       A,Broad-band measurement,100744.0 -423400 (B1950),Multiple methods,,Homogenized from new and previously published data;Extinction-corrected for internal and Milky Way and K-correction applied; Standard Johnson UBVRI filters assumed
30,B (Cousins) (B_T),14.94,+/-0.09,mag,681000000000000.0,0.00452,0.00039,0.00039,,,+/-3.90E-04,Jy,1989ESOLV.C...0000L,typical accuracy,4400       A,Broad-band measurement; photometric system transformed,100743 -4234.0 (B1950),Modelled datum,,From new raw data
31,B (Cousins) (B_25),15.14,+/-0.09,mag,681000000000000.0,0.00373,0.000323,0.000323,,,+/-3.23E-04,Jy,1989ESOLV.C...0000L,typical accuracy,4400       A,Broad-band measurement; photometric system transformed,100743 -4234.0 (B1950),Modelled datum,,From new raw data
32,He II 4686,,<8.4E-15,erg/cm^2^/s,640000000000000.0,,,,840000000.0,,<8.40E+08,Jy-Hz,2017ApJ...850...74K,3 sigma,4686 A,Line measurement; flux integrated over line; lines measured in emission,,From fitting to map,Spectral fitting flag=2; see paper,From reprocessed raw data
33,H{beta} line,6e-15,+/-0.05E-14,ergs/cm^2^/s,617000000000000.0,600000000.0,50000000.0,50000000.0,,,+/-5.00E+07,Jy-Hz,2007ApJ...669..109L,uncertainty,4861 A,Line measurement; flux integrated over line; lines measured in emission,10 09 48.12 -42 48 42.60 (J2000),Flux integrated from map,Narrow component,From new raw data; Extinction-corrected for Milky Way
34,H{beta},1.91e-14,+/-0.3E-15,erg/cm^2^/s,617000000000000.0,1910000000.0,30000000.0,30000000.0,,,+/-3.00E+07,Jy-Hz,2017ApJ...850...74K,uncertainty,4861 A,Line measurement; flux integrated over line; lines measured in emission,,From fitting to map,Narrow comp;spec fit flag=1; see paper,From reprocessed raw data
35,[O III] 5007 line,9e-14,+/-0.1E-14,ergs/cm^2^/s,599000000000000.0,9000000000.0,100000000.0,100000000.0,,,+/-1.00E+08,Jy-Hz,2007ApJ...669..109L,uncertainty,5007 A,Line measurement; flux integrated over line; lines measured in emission,10 09 48.12 -42 48 42.60 (J2000),Flux integrated from map,,From new raw data; Extinction-corrected for Milky Way
36,[O III] 5007,3.189e-13,+/-0.4E-15,erg/cm^2^/s,599000000000000.0,31900000000.0,40000000.0,40000000.0,,,+/-4.00E+07,Jy-Hz,2017ApJ...850...74K,uncertainty,5007 A,Line measurement; flux integrated over line; lines measured in emission,,From fitting to map,Spectral fittting flag=1; see paper,From reprocessed raw data
37,R (Cousins) (R_25),13.49,+/-0.09,mag,468000000000000.0,0.0124,0.00107,0.00107,,,+/-1.07E-03,Jy,1989ESOLV.C...0000L,typical accuracy,6400       A,Broad-band measurement; photometric system transformed,100743 -4234.0 (B1950),Modelled datum,,From new raw data
38,R (Cousins) (R_T),13.29,+/-0.09,mag,468000000000000.0,0.0149,0.00128,0.00128,,,+/-1.28E-03,Jy,1989ESOLV.C...0000L,typical accuracy,6400       A,Broad-band measurement; photometric system transformed,100743 -4234.0 (B1950),Modelled datum,,From new raw data
39,R (Cousins) (R_26),13.35,+/-0.09,mag,468000000000000.0,0.014,0.00121,0.00121,,,+/-1.21E-03,Jy,1989ESOLV.C...0000L,typical accuracy,6400       A,Broad-band measurement; photometric system transformed,100743 -4234.0 (B1950),Modelled datum,,From new raw data
40,H{alpha} line,2.4e-14,+/-0.1E-14,ergs/cm^2^/s,457000000000000.0,2400000000.0,100000000.0,100000000.0,,,+/-1.00E+08,Jy-Hz,2007ApJ...669..109L,uncertainty,6563 A,Line measurement; flux integrated over line; lines measured in emission,10 09 48.12 -42 48 42.60 (J2000),Flux integrated from map,,From new raw data; Extinction-corrected for Milky Way
41,[N II] line,3.3e-14,+/-0.13E-14,ergs/cm^2^/s,455000000000000.0,3300000000.0,130000000.0,130000000.0,,,+/-1.30E+08,Jy-Hz,2007ApJ...669..109L,uncertainty,6584 A,Line measurement; flux integrated over line; lines measured in emission,10 09 48.12 -42 48 42.60 (J2000),Flux integrated from map,,From new raw data; Extinction-corrected for Milky Way
42,J (2MASS/CTIO),14.02,+/-0.082,mag,243000000000000.0,0.00393,0.000297,0.000297,,,+/-2.97E-04,Jy,2006AJ....131.1163S,uncertainty,1.235      microns,Broad-band measurement,,Flux in fixed aperture,Profile-fit,From new raw data
43,J (2MASS/CTIO),13.392,+/-0.023,mag,243000000000000.0,0.00701,0.000148,0.000148,,,+/-1.48E-04,Jy,2006AJ....131.1163S,uncertainty,1.235      microns,Broad-band measurement,,Flux in fixed aperture,"4"" aperture",From new raw data
44,J,11.445,+/-0.071,mag,240000000000000.0,0.0421,0.00284,0.00284,,,+/-2.84E-03,Jy,20032MASX.C.......:,1 sigma uncert.,1.25      microns,Broad-band measurement,100948.21 -424840.4 (J2000),Flux in fixed aperture,,From new raw data
45,J_14arcsec (2MASS),12.909,+/-0.022,mag,240000000000000.0,0.0109,0.000224,0.000224,,,+/-2.24E-04,Jy,20032MASX.C.......:,1 sigma uncert.,1.25      microns,Broad-band measurement,100948.21 -424840.4 (J2000),Flux in fixed aperture,14.0 x 14.0 arcsec aperture.,From new raw data
