No.,Observed Passband,Photometry Measurement,Uncertainty,Units,Frequency,Flux Density,Upper limit of uncertainty,Lower limit of uncertainty,Upper limit of Flux Density,Lower limit of Flux Density,NED Uncertainty,NED Units,Refcode,Significance,Published frequency,Frequency Mode,Coordinates Targeted,Spatial Mode,Qualifiers,Comments
1,2-10 keV (XMM),3.83e-12,,erg cm^-2^ s^-1^,1.45e+18,2.64e-07,,,,,,Jy,2005A&A...432...15P,no uncertainty reported,6   keV,Broad-band measurement,11 04 13.7 +76 58 58 (J2000),Flux integrated from map,,From new raw data; NED frequency assigned to mid-point ofband in keV
2,2-10 keV (Chandra),1.49e-12,,ergs s^-1^ cm^-2^,1.45e+18,1.03e-07,,,,,,Jy,2005ApJ...629...88S,no uncertainty reported,6   keV,Broad-band measurement,,Flux integrated from map,,From new raw data; Extinction-corrected for Milky Way; NEDfrequency assigned to mid-point of band in keV
3,2-10 keV (XMM),3.62e-12,,ergs/s/cm^2^,1.45e+18,2.5e-07,,,,,,Jy,2007ApJ...662..860I,no uncertainty reported,6   keV,Broad-band measurement,,Flux integrated from map,Obs date: 2002 Nov 01,From reprocessed raw data; NED frequency assigned tomid-point of band in keV
4,2-10 keV (ASCA),2.14e-12,,ergs/s/cm^2^,1.45e+18,1.48e-07,,,,,,Jy,2001ApJS..133....1U,no uncertainty reported,6.00 keV,Broad-band measurement,166.0548 +76.9740 (J2000),Flux integrated from map,,From reprocessed raw data; Extinction-corrected for MilkyWay; NED frequency assigned to mid-point of band in keV
5,0.3-8 keV (Chandra),2.95e-12,,erg/cm^2^/s,1e+18,2.95e-07,,,,,,Jy,2016ApJS..224...40W,no uncertainty reported,4.15 keV,Broad-band measurement,,Flux integrated from map,Average flux,From reprocessed raw data; NED frequency assigned tomid-point of band in keV
6,4 keV (Einstein),,<5.7,microJy,9.67e+17,,,,5.7e-06,,<5.70E-06,Jy,1994ApJS...95....1E,no uncertainty reported,4   keV,Broad-band measurement,,Flux integrated from map,From 1990ApJS...72..471D,Averaged from previously published data; Extinction-correctedfor Milky Way; NED frequency assigned to mid-point of band in keV
7,0.7-7 keV (ASCA),2.69e-12,,ergs/s/cm^2^,9.31e+17,2.89e-07,,,,,,Jy,2001ApJS..133....1U,no uncertainty reported,3.85 keV,Broad-band measurement,166.0548 +76.9740 (J2000),Flux integrated from map,,From reprocessed raw data; Extinction-corrected for MilkyWay; NED frequency assigned to mid-point of band in keV
8,0.3-3.5 keV Einstein,0.38,+/-0.04,erg cm^-2^ s^-1^,4.59e+17,8.28e-07,3.05e-08,3.05e-08,,,+/-3.05E-08,Jy,1987ApJ...323..243W,uncertainty,1.9   keV,Broad-band measurement,,Flux integrated from map,,From new raw data; NED frequency assigned to mid-point ofband in keV
9,0.3-3.5 keV Einstein,0.41,+/-0.15,erg cm^-2^ s^-1^,4.59e+17,8.93e-07,1.23e-07,1.23e-07,,,+/-1.23E-07,Jy,1987ApJ...323..243W,uncertainty,1.9   keV,Broad-band measurement,,Flux integrated from map,,From new raw data; Extinction-corrected for Milky Way; NEDfrequency assigned to mid-point of band in keV
10,0.7-2 keV (ASCA),1.12e-12,,ergs/s/cm^2^,3.26e+17,3.44e-07,,,,,,Jy,2001ApJS..133....1U,no uncertainty reported,1.35 keV,Broad-band measurement,166.0548 +76.9740 (J2000),Flux integrated from map,,From reprocessed raw data; Extinction-corrected for MilkyWay; NED frequency assigned to mid-point of band in keV
11,0.5-2 keV (XMM),2.48e-12,,erg cm^-2^ s^-1^,3.02e+17,8.2e-07,,,,,,Jy,2005A&A...432...15P,no uncertainty reported,1.25   keV,Broad-band measurement,11 04 13.7 +76 58 58 (J2000),Flux integrated from map,,From new raw data; NED frequency assigned to mid-point ofband in keV
12,1 keV (Einstein),0.69,+/-0.19,microJy,2.42e+17,6.9e-07,1.21e-07,1.21e-07,,,+/-1.21E-07,Jy,1987ApJ...323..243W,uncertainty,1   keV,Broad-band measurement,,Flux integrated from map,,From new raw data; Extinction-corrected for Milky Way; NEDfrequency assigned to mid-point of band in keV
13,1 keV (Einstein),0.66,+/-0.13,microJy,2.42e+17,6.6e-07,7.9e-08,7.9e-08,,,+/-7.90E-08,Jy,1987ApJ...323..243W,uncertainty,1   keV,Broad-band measurement,,Flux integrated from map,,From new raw data; NED frequency assigned to mid-point ofband in keV
14,1 keV,618.0,+/-184,nJy,2.42e+17,6.18e-07,1.84e-07,1.84e-07,,,+/-1.84E-07,Jy,2006MNRAS.370.1893H,uncertainty,1   keV,Broad-band measurement,,Modelled datum,Model=PL+ABS (PL+GAU);Comp=PL,From reprocessed raw data
15,1 keV,167.0,+/-170,nJy,2.42e+17,1.67e-07,1.7e-07,1.7e-07,,,+/-1.70E-07,Jy,2006MNRAS.370.1893H,uncertainty,1   keV,Broad-band measurement,,Modelled datum,Model=PL+ABS (PL+GAU);Comp=ABS (PL),From reprocessed raw data
16,1 keV (Einstein),0.69,+/-0.19,microJy,2.42e+17,6.9e-07,1.9e-07,1.9e-07,,,+/-1.90E-07,Jy,1994ApJS...95....1E,90% confidence,1   keV,Broad-band measurement,,Flux integrated from map,From 1987ApJ...323..243W,From reprocessed raw data; Extinction-corrected for MilkyWay; NED frequency assigned to mid-point of band in keV
17,1000 A (FUSE),2.38e-14,+/-0.005E-13,ergs/cm^2^/s/A,3000000000000000.0,0.000795,1.67e-05,1.67e-05,,,+/-1.67E-05,Jy,2004ApJ...615..135S,uncertainty,1000 A,Broad-band measurement,,From fitting to map,Power-law continuum fit,From reprocessed raw data
18,1030 A (FUSE),1.1e-14,,erg/cm^2^/s/A,2910000000000000.0,0.00039,,,,,,Jy,2006ApJS..165..229F,no uncertainty reported,1030   A,Broad-band measurement,,Flux integrated from map,S/N = 13.8,From reprocessed raw data
19,1031 A (FUSE),1.1e-14,,erg/cm^2^/s/A,2910000000000000.0,0.000391,,,,,,Jy,2009ApJS..182..378W,no uncertainty reported,1031 A,Broad-band measurement,,Flux integrated from map,,From new raw data
20,FUV (GALEX) AB,15.73,,mag,1980000000000000.0,0.00185,,,,,,Jy,2007ApJS..173..404B,no uncertainty reported,1516 A,Broad-band measurement,,Flux in fixed aperture,,From reprocessed raw data; Extinction-corrected for Milky Way
21,FUV (GALEX) AB,16.1724,+/-0.0211429,mag,1950000000000000.0,0.00123,2.4e-05,2.4e-05,,,+/-2.40E-05,Jy,2012GASC..C...0000S,uncertainty,1538.6     A,Broad-band measurement,166.05744600133 76.982824493442 (J2000),Flux integrated from map,Kron flux in elliptical aperture,From new raw data
22,FUV (GALEX) AB,16.4552,+/-0.0254225,mag,1950000000000000.0,0.00095,2.23e-05,2.23e-05,,,+/-2.23E-05,Jy,2012GASC..C...0000S,uncertainty,1538.6     A,Broad-band measurement,166.05744600133 76.982824493442 (J2000),Flux in fixed aperture,Flux in 7.5 arcsec diameter aperture,From new raw data
23,1549 A,7e-15,,erg/cm^2^/s/A,1940000000000000.0,0.000561,,,,,,Jy,2005MNRAS.356.1029B,no uncertainty reported,1549.05   A,Broad-band measurement,,Not reported in paper,C IV continuum,From new raw data; Extinction-corrected for Milky Way
24,C IV 1549 (HST),1.12e-13,+/-40  %,ergs/s/cm^2^,1940000000000000.0,11200000000.0,4480000000.0,4480000000.0,,,+/-4.48E+09,Jy-Hz,2007ApJ...666..757S,uncertainty,1549   A,Line measurement; flux integrated over line; lines measured in emission,,Flux integrated from map,Narrow component,From reprocessed raw data
25,C IV 1549 (HST),1.7e-12,,ergs/s/cm^2^,1940000000000000.0,170000000000.0,,,,,,Jy-Hz,2007ApJ...666..757S,no uncertainty reported,1549   A,Line measurement; flux integrated over line; lines measured in emission,,Flux integrated from map,Broad component,From reprocessed raw data
26,C IV 1549,2.11e-12,,erg/s/cm^2^,1940000000000000.0,211000000000.0,,,,,,Jy-Hz,2010MNRAS.409.1033M,no uncertainty reported,1549 A,Line measurement; flux integrated over line; lines measured in emission,,Total flux,,From reprocessed raw data
27,NUV (GALEX) AB,16.0422,+/-0.0121572,mag,1290000000000000.0,0.00139,1.56e-05,1.56e-05,,,+/-1.56E-05,Jy,2012GASC..C...0000S,uncertainty,2315.7     A,Broad-band measurement,166.05744600133 76.982824493442 (J2000),Flux integrated from map,Kron flux in elliptical aperture,From new raw data
28,NUV (GALEX) AB,16.4944,+/-0.0164257,mag,1290000000000000.0,0.000917,1.39e-05,1.39e-05,,,+/-1.39E-05,Jy,2012GASC..C...0000S,uncertainty,2315.7     A,Broad-band measurement,166.05744600133 76.982824493442 (J2000),Flux in fixed aperture,Flux in 7.5 arcsec diameter aperture,From new raw data
29,log nu(Hz) 14.95,0.21,+/-0.02,log f_nu (milliJy),891000000000000.0,0.00162,7.64e-05,7.64e-05,,,+/-7.64E-05,Jy,1979ApJ...230...79N,uncertainty,14.95      log nu(Hz),Broad-band measurement,,Flux in fixed aperture,,From new raw data
30,U Johnson,14.95,,mag,819000000000000.0,0.0019,,,,,,Jy,1965ApJ...142.1307S,no uncertainty reported,3660       A,Broad-band measurement,,Flux in fixed aperture,,From new raw data
31,log nu(Hz) 14.90,0.24,+/-0.02,log f_nu (milliJy),794000000000000.0,0.00174,8.19e-05,8.19e-05,,,+/-8.19E-05,Jy,1979ApJ...230...79N,uncertainty,14.90      log nu(Hz),Broad-band measurement,,Flux in fixed aperture,,From new raw data
