No.,Observed Passband,Photometry Measurement,Uncertainty,Units,Frequency,Flux Density,Upper limit of uncertainty,Lower limit of uncertainty,Upper limit of Flux Density,Lower limit of Flux Density,NED Uncertainty,NED Units,Refcode,Significance,Published frequency,Frequency Mode,Coordinates Targeted,Spatial Mode,Qualifiers,Comments
1,[O II] 3727 (ESO),5.18e-15,+/-5.2E-16,erg cm^-2^ s^-1^,804000000000000.0,518000000.0,52000000.0,52000000.0,,,+/-5.20E+07,Jy-Hz,2006MNRAS.366..480G,uncertainty,3727   A,Line measurement; flux integrated over line; lines measured in emission,,Flux integrated from map,,From new raw data
2,H{delta} 4101 (ESO),4.6e-16,+/-1.7E-16,erg cm^-2^ s^-1^,731000000000000.0,46000000.0,17000000.0,17000000.0,,,+/-1.70E+07,Jy-Hz,2006MNRAS.366..480G,uncertainty,4101   A,Line measurement; flux integrated over line; lines measured in emission,,Flux integrated from map,,From new raw data
3,H{gamma} 4340 (ESO),8.1e-16,+/-2.1E-16,erg cm^-2^ s^-1^,691000000000000.0,81000000.0,21000000.0,21000000.0,,,+/-2.10E+07,Jy-Hz,2006MNRAS.366..480G,uncertainty,4340   A,Line measurement; flux integrated over line; lines measured in emission,,Flux integrated from map,,From new raw data
4,He II 4686 (ESO),6.5e-16,+/-1.9E-16,erg cm^-2^ s^-1^,640000000000000.0,65000000.0,19000000.0,19000000.0,,,+/-1.90E+07,Jy-Hz,2006MNRAS.366..480G,uncertainty,4686   A,Line measurement; flux integrated over line; lines measured in emission,,Flux integrated from map,,From new raw data
5,H{beta} 4861 (ESO),2.25e-15,+/-3.6E-16,erg cm^-2^ s^-1^,617000000000000.0,225000000.0,36000000.0,36000000.0,,,+/-3.60E+07,Jy-Hz,2006MNRAS.366..480G,uncertainty,4861   A,Line measurement; flux integrated over line; lines measured in emission,,Flux integrated from map,,From new raw data
6,[O III] 5007 (ESO),2.432e-14,+/-11.9E-16,erg cm^-2^ s^-1^,599000000000000.0,2430000000.0,119000000.0,119000000.0,,,+/-1.19E+08,Jy-Hz,2006MNRAS.366..480G,uncertainty,5007   A,Line measurement; flux integrated over line; lines measured in emission,,Flux integrated from map,,From new raw data
7,K_s (2MASS),12.97,,mag,138000000000000.0,0.00433,,,,,,Jy,2006A&A...453..863P,no uncertainty reported,2.17   microns,Broad-band measurement,,Modelled datum,Disk magnitude,From reprocessed raw data
8,K_s (2MASS),14.24,,mag,138000000000000.0,0.00134,,,,,,Jy,2006A&A...453..863P,no uncertainty reported,2.17   microns,Broad-band measurement,,Modelled datum,AGN magnitude,From reprocessed raw data
9,K_s (2MASS),11.93,,mag,138000000000000.0,0.0113,,,,,,Jy,2006A&A...453..863P,no uncertainty reported,2.17   microns,Broad-band measurement,,Modelled datum,Bulge magnitude,From reprocessed raw data
10,12 microns (IRAS),0.1615,+/-22  %,Jy,25000000000000.0,0.162,0.0355,0.0355,,,+/-3.55E-02,Jy,1990IRASF.C...0000M,uncertainty,12        microns,Broad-band measurement,112134.7 -280646 (B1950),Flux in fixed aperture,IRAS quality flag = 2,From new raw data
