No.,Observed Passband,Photometry Measurement,Uncertainty,Units,Frequency,Flux Density,Upper limit of uncertainty,Lower limit of uncertainty,Upper limit of Flux Density,Lower limit of Flux Density,NED Uncertainty,NED Units,Refcode,Significance,Published frequency,Frequency Mode,Coordinates Targeted,Spatial Mode,Qualifiers,Comments
1,2-10 keV (XMM),2e-14,,erg/s/cm^2^,1.45e+18,1.38e-09,,,,,,Jy,2011MNRAS.413.1206B,no uncertainty reported,6.00 keV,Broad-band measurement,121.138 +64.997 (J2000),Modelled datum,,From reprocessed raw data; NED frequency assigned tomid-point of band in keV
2,U (Total),13.9,+/-0.2,mag,819000000000000.0,0.00499,0.00101,0.00101,,,+/-1.01E-03,Jy,2000AJ....120..604S,rms uncertainty,3660       A,Broad-band measurement,080430.5 +645952.8 (J2000),Flux integrated from map,,From new raw data
3,B (Total),14.9,+/-0.2,mag,681000000000000.0,0.00467,0.000945,0.000945,,,+/-9.45E-04,Jy,2000AJ....120..604S,rms uncertainty,4400       A,Broad-band measurement,080430.5 +645952.8 (J2000),Flux integrated from map,,From new raw data; Standard Johnson UBVRI filters assumed
4,1.1 microns (NICMOS),13.24,+/-10  %,mag,272000000000000.0,0.00898,0.000898,0.000898,,,+/-8.98E-04,Jy,2000AJ....119..991S,typical accuracy,1.10       microns,Broad-band measurement,,Flux in fixed aperture,5.0 arcsec aperture,From new raw data
5,1.1 microns (NICMOS),13.23,+/-10  %,mag,272000000000000.0,0.00906,0.000906,0.000906,,,+/-9.06E-04,Jy,2000AJ....119..991S,typical accuracy,1.10       microns,Broad-band measurement,,Flux in fixed aperture,11.4 arcsec aperture,From new raw data
6,1.1 microns (NICMOS),13.4,+/-10  %,mag,272000000000000.0,0.00775,0.000775,0.000775,,,+/-7.75E-04,Jy,2000AJ....119..991S,typical accuracy,1.10       microns,Broad-band measurement,,Flux in fixed aperture,1.1 arcsec aperture,From new raw data
7,F110W (HST),7.31,+/-5   %,milliJy,268000000000000.0,0.00731,0.000365,0.000365,,,+/-3.65E-04,Jy,2007A&A...476..713K,estimated error,1.12 microns,Broad-band measurement,,Modelled datum,PSF model fitting; nuclear flux,From reprocessed raw data
8,F_J (total),1.0,+/-0.41,log milliJy,241000000000000.0,0.01,0.00259,0.00259,,,+/-2.59E-03,Jy,1995ApJ...453..616S,1 sigma,1.244      microns,Broad-band measurement,,Corrected to total flux from single aperture measurement,,Homogenized from new and previously published data
9,J_20 (2MASS LGA),12.984,+/-0.021,mag,240000000000000.0,0.0102,0.000199,0.000199,,,+/-1.99E-04,Jy,2003AJ....125..525J,1 sigma uncert.,1.25      microns,Broad-band measurement,080430.51 +645952.4 (J2000),Flux integrated from map,13.6 x   13.6 arcsec integration area.,From new raw data
10,J_Kron (2MASS LGA),13.028,+/-0.019,mag,240000000000000.0,0.00979,0.000173,0.000173,,,+/-1.73E-04,Jy,2003AJ....125..525J,1 sigma uncert.,1.25      microns,Broad-band measurement,080430.51 +645952.4 (J2000),Flux integrated from map,10.4 x   10.4 arcsec integration area.,From new raw data
11,J_tot (2MASS LGA),12.964,+/-0.032,mag,240000000000000.0,0.0104,0.000311,0.000311,,,+/-3.11E-04,Jy,2003AJ....125..525J,1 sigma uncert.,1.25      microns,Broad-band measurement,080430.51 +645952.4 (J2000),Total flux,,From new raw data
