No.,Observed Passband,Photometry Measurement,Uncertainty,Units,Frequency,Flux Density,Upper limit of uncertainty,Lower limit of uncertainty,Upper limit of Flux Density,Lower limit of Flux Density,NED Uncertainty,NED Units,Refcode,Significance,Published frequency,Frequency Mode,Coordinates Targeted,Spatial Mode,Qualifiers,Comments
1,14-195 keV (Swift),4.98e-11,+/-0.50E-11,erg/s/cm^2^,2.53e+19,1.97e-07,1.98e-08,1.98e-08,,,+/-1.98E-08,Jy,2010ApJS..186..378T,uncertainty,104.50 keV,Broad-band measurement,039.518 -52.175 (J2000),Flux integrated from map,,From new raw data; NED frequency assigned to mid-point ofband in keV
2,14-195 keV (XMM),-10.5,,log(erg/s/cm^2^),2.53e+19,1.25e-07,,,,,,Jy,2012ApJ...745..107W,no uncertainty reported,104.50 keV,Broad-band measurement,02 38 19.7 -52 11 32.3 (J2000),Modelled datum,,From reprocessed raw data; NED frequency assigned tomid-point of band in keV
3,14-195 keV (Swift),3.9e-11,,erg/cm^2^/s,2.53e+19,1.54e-07,,,,,,Jy,2008ApJ...681..113T,no uncertainty reported,104.50 keV,Broad-band measurement,039.5821 -52.1923 (J2000),Modelled datum,,From new raw data; NED frequency assigned to mid-point ofband in keV
4,14-195 keV (Swift),2.83e-11,,erg/cm^2^/s,2.53e+19,1.12e-07,,,,,,Jy,2017ApJS..233...17R,no uncertainty reported,104.50 keV,Broad-band measurement,,Modelled datum,Intrinsic flux,From reprocessed raw data; NED frequency assigned tomid-point of band in keV
5,14-195 keV (Swift),2.96e-11,,erg/cm^2^/s,2.53e+19,1.17e-07,,,,,,Jy,2017ApJS..233...17R,no uncertainty reported,104.50 keV,Broad-band measurement,,Modelled datum,Observed flux,From reprocessed raw data; NED frequency assigned tomid-point of band in keV
6,14-195 keV (Swift),3.199e-11,+/-29.46E-12,erg/s/cm^2^,2.53e+19,1.26e-07,1.16e-07,1.16e-07,,,+/-1.16E-07,Jy,2018ApJS..235....4O,90% confidence,104.50 keV,Broad-band measurement,039.56426085 -52.20368160 (J2000),From fitting to map,S/N = 18.59 ; power law model,From new raw data; NED frequency assigned to mid-point ofband in keV
7,15-150 keV (Swift),2.2e-11,+/-1.2e-11,erg/cm^2^/s,1.99e+19,1.11e-07,6.03e-08,6.03e-08,,,+/-6.03E-08,Jy,2010A&A...524A..64C,uncertainty,82.50 keV,Broad-band measurement,039.588 -52.205 (J2000),Modelled datum,,From new raw data; NED frequency assigned to mid-point ofband in keV
8,14-150 keV (Swift),2.48e-11,,erg/cm^2^/s,1.98e+19,1.25e-07,,,,,,Jy,2017ApJS..233...17R,no uncertainty reported,82.00 keV,Broad-band measurement,,Modelled datum,Intrinsic flux,From reprocessed raw data; NED frequency assigned tomid-point of band in keV
9,15-55 keV (Swift),1.31e-11,+/-0.17E-11,erg/cm^2^/s,8.46e+18,1.55e-07,2.01e-08,2.01e-08,,,+/-2.01E-08,Jy,2009ApJ...699..603A,uncertainty,35.00 keV,Broad-band measurement,039.647 -52.220 (J2000),Flux integrated from map,,From reprocessed raw data; NED frequency assigned tomid-point of band in keV
10,20-50 keV (Swift),9.8e-12,,erg/cm^2^/s,8.46e+18,1.16e-07,,,,,,Jy,2017ApJS..233...17R,no uncertainty reported,35.00 keV,Broad-band measurement,,Modelled datum,Intrinsic flux,From reprocessed raw data; NED frequency assigned tomid-point of band in keV
11,4-10 keV (XMM),6.6e-12,,erg/cm^2^/s,1.69e+18,3.91e-07,,,,,,Jy,2010A&A...521A..57T,no uncertainty reported,7.00 keV,Broad-band measurement,,Modelled datum,Obs. date: 2006-02-04,From reprocessed raw data; NED frequency assigned tomid-point of band in keV
12,F_2-10_ keV,2.0,+/-10  %,10^-11^ erg/s/cm^2^,1.45e+18,1.38e-06,1.38e-07,1.38e-07,,,+/-1.38E-07,Jy,1989MNRAS.240..833T,typical accuracy,6.0    keV,Broad-band measurement,,Flux integrated from map,Energy index 0.88,From new raw data; NED frequency assigned to mid-point ofband in keV
13,2.0-10 keV (HEAO-1),4.8e-11,,ergs cm^-2^ s^-1^,1.45e+18,3.31e-06,,,,,,Jy,2006AJ....131.2843S,no uncertainty reported,6   keV,Broad-band measurement,02 38 19.6 -52 11 34 (J2000),Flux integrated from map,,Transformed from previously published data; NED frequencyassigned to mid-point of band in keV
14,2.0-10 keV,1.1e-11,,ergs cm^-2^ s^-1^,1.45e+18,7.59e-07,,,,,,Jy,2006AJ....131.2843S,no uncertainty reported,6   keV,Broad-band measurement,02 38 19.6 -52 11 34 (J2000),Flux integrated from map,From 2003A&A...401..903G,Averaged from previously published data; NED frequencyassigned to mid-point of band in keV
15,2-10 keV (ASCA),6.2e-12,,ergs s^-1^ cm^-2^,1.45e+18,4.28e-07,,,,,,Jy,2005ApJS..161..185U,no uncertainty reported,6   keV,Broad-band measurement,39.5759 -52.1783 (J2000),From fitting to map,,From new raw data; Extinction-corrected for Milky Way; NEDfrequency assigned to mid-point of band in keV
16,2-10 keV (XMM),1.1e-11,+/-0.04E-11,erg cm^-2^ s^-1^,1.45e+18,7.59e-07,2.76e-08,2.76e-08,,,+/-2.76E-08,Jy,2004A&A...413..913P,uncertainty,6   keV,Broad-band measurement,,Flux integrated from map,Unabsorbed flux,From new raw data; NED frequency assigned to mid-point ofband in keV
17,2-10 keV,1.3e-11,,erg/cm^2^/s,1.45e+18,8.97e-07,,,,,,Jy,2004A&A...422...65B,no uncertainty reported,6   keV,Broad-band measurement,,From fitting to map,,From reprocessed raw data; NED frequency assigned tomid-point of band in keV
18,2-10 keV (XMM),1.035e-11,+/-0.090E-12,erg/cm^2^/s,1.45e+18,7.14e-07,6.21e-09,6.21e-09,,,+/-6.21E-09,Jy,2009A&A...495..421B,uncertainty,6.00 keV,Broad-band measurement,039.58212 -52.192310 (J2000),From fitting to map,,From new raw data; NED frequency assigned to mid-point ofband in keV
19,2-10 keV (XMM),1.3e-11,,erg/cm^2^/s,1.45e+18,8.97e-07,,,,,,Jy,2009A&A...507..159D,no uncertainty reported,6.00 keV,Broad-band measurement,,Flux integrated from map,,From reprocessed raw data; NED frequency assigned tomid-point of band in keV
20,2-10 keV (Chandra),6.4e-12,,erg/cm^2^/s,1.45e+18,4.41e-07,,,,,,Jy,2010ApJS..187..581S,no uncertainty reported,6.00 keV,Broad-band measurement,,Modelled datum,,From new raw data; NED frequency assigned to mid-point ofband in keV
21,2-10 keV (XMM),3.9e-12,,erg/s/cm^2^,1.45e+18,2.69e-07,,,,,,Jy,2010ApJ...713L..11Z,no uncertainty reported,6.00 keV,Broad-band measurement,,Modelled datum,,From reprocessed raw data; Extinction-corrected for MilkyWay; NED frequency assigned to mid-point of band in keV
22,2-10 keV (XMM),-11.0,,log(erg/s/cm^2^),1.45e+18,6.9e-07,,,,,,Jy,2012ApJ...745..107W,no uncertainty reported,6.00 keV,Broad-band measurement,02 38 19.7 -52 11 32.3 (J2000),Modelled datum,,From reprocessed raw data; NED frequency assigned tomid-point of band in keV
23,2-10 keV (XMM),1.07e-11,+/-0.03E-11,erg/cm^2^/s,1.45e+18,7.38e-07,2.07e-08,2.07e-08,,,+/-2.07E-08,Jy,2014MNRAS.437.2664L,uncertainty,6.00 keV,Broad-band measurement,,Flux integrated from map,Obs. year: 2000,From new raw data; Extinction-corrected for Milky Way; NEDfrequency assigned to mid-point of band in keV
24,2-10 keV (XMM),1.086e-11,+/-0.01E-11,erg/cm^2^/s,1.45e+18,7.49e-07,6.9e-09,6.9e-09,,,+/-6.90E-09,Jy,2014MNRAS.437.2664L,uncertainty,6.00 keV,Broad-band measurement,,Flux integrated from map,Obs. year: 2006,From new raw data; Extinction-corrected for Milky Way; NEDfrequency assigned to mid-point of band in keV
25,2-10 keV (XMM),1.29e-11,+/-0.01E-11,erg/cm^2^/s,1.45e+18,8.9e-07,6.9e-09,6.9e-09,,,+/-6.90E-09,Jy,2014MNRAS.437.2664L,uncertainty,6.00 keV,Broad-band measurement,,Flux integrated from map,Obs. year: 2001,From new raw data; Extinction-corrected for Milky Way; NEDfrequency assigned to mid-point of band in keV
26,2-10 keV (Swift),1.29e-11,,erg/cm^2^/s,1.45e+18,8.9e-07,,,,,,Jy,2017ApJS..233...17R,no uncertainty reported,6.00 keV,Broad-band measurement,,Modelled datum,Observed flux,From reprocessed raw data; NED frequency assigned tomid-point of band in keV
27,2-10 keV (Swift),1.29e-11,,erg/cm^2^/s,1.45e+18,8.9e-07,,,,,,Jy,2017ApJS..233...17R,no uncertainty reported,6.00 keV,Broad-band measurement,,Modelled datum,Intrinsic flux,From reprocessed raw data; NED frequency assigned tomid-point of band in keV
28,3-10 keV (XMM),2.51e-11,+/-0.07E-11,erg/cm^2^/s,1.25e+18,2.01e-06,5.6e-08,5.6e-08,,,+/-5.60E-08,Jy,2014MNRAS.437.2664L,uncertainty,5.15 keV,Broad-band measurement,,Flux integrated from map,Obs. year: 2001,From new raw data; Extinction-corrected for Milky Way; NEDfrequency assigned to mid-point of band in keV
