No.,Observed Passband,Photometry Measurement,Uncertainty,Units,Frequency,Flux Density,Upper limit of uncertainty,Lower limit of uncertainty,Upper limit of Flux Density,Lower limit of Flux Density,NED Uncertainty,NED Units,Refcode,Significance,Published frequency,Frequency Mode,Coordinates Targeted,Spatial Mode,Qualifiers,Comments
1,FUV (GALEX),2.92e-16,+/-1.E-16,erg/s/cm^2^/A,1960000000000000.0,2.28e-05,7.8e-06,7.8e-06,,,+/-7.80E-06,Jy,2010ApJ...715..572H,uncertainty,1528 A,Broad-band measurement,11 21 12.24 -02 59 02.5 (J2000),Flux in fixed aperture,,From new raw data
2,NUV (GALEX),7.01e-16,+/-3.E-16,erg/s/cm^2^/A,1320000000000000.0,5.47e-05,2.34e-05,2.34e-05,,,+/-2.34E-05,Jy,2010ApJ...715..572H,uncertainty,2271 A,Broad-band measurement,11 21 12.24 -02 59 02.5 (J2000),Flux in fixed aperture,,From new raw data
3,B (m_B),14.78,+/-0.18,mag,681000000000000.0,0.00522,0.000941,0.000941,,,+/-9.41E-04,Jy,1991RC3.9.C...0000d,rms uncertainty,4400       A,Broad-band measurement,111839.0 - 24236 (B1950),Multiple methods,,Homogenized from new and previously published data; StandardJohnson UBVRI filters assumed
4,m_p,15.0,+/-0.4,mag,681000000000000.0,0.00426,0.0019,0.0019,,,+/-1.90E-03,Jy,1961CGCG1.C...0000Z,rms noise,4400       A,Broad-band measurement,111842.0 -024200. (B1950),Estimated by eye,,From new raw data
5,J (2MASS/CTIO),12.793,+/-0.073,mag,243000000000000.0,0.0122,0.000818,0.000818,,,+/-8.18E-04,Jy,2006AJ....131.1163S,uncertainty,1.235      microns,Broad-band measurement,,Flux in fixed aperture,Profile-fit; Poor quality,From new raw data
6,J (2MASS/CTIO),12.305,+/-0.014,mag,243000000000000.0,0.0191,0.000246,0.000246,,,+/-2.46E-04,Jy,2006AJ....131.1163S,uncertainty,1.235      microns,Broad-band measurement,,Flux in fixed aperture,"4"" aperture",From new raw data
7,J (ESO/SPM),31.9,+/-2.12,milliJy,241000000000000.0,0.0319,0.00212,0.00212,,,+/-2.12E-03,Jy,1995ApJ...453..616S,rms uncertainty,1.244      microns,Broad-band measurement,111840.1 -024241 (B1950),Flux in fixed aperture,"30"" aperture",From new raw data
8,F_J (total),1.6,+/-1.01,log milliJy,241000000000000.0,0.0398,0.0103,0.0103,,,+/-1.03E-02,Jy,1995ApJ...453..616S,1 sigma,1.244      microns,Broad-band measurement,,Corrected to total flux from single aperture measurement,,Homogenized from new and previously published data
9,J,11.686,+/-0.017,mag,240000000000000.0,0.0337,0.000532,0.000532,,,+/-5.32E-04,Jy,20032MASX.C.......:,1 sigma uncert.,1.25      microns,Broad-band measurement,112112.25 -025902.9 (J2000),Flux in fixed aperture,34.0 x   22.4 arcsec integration area.,From new raw data
10,J,11.602,+/-0.019,mag,240000000000000.0,0.0364,0.000643,0.000643,,,+/-6.43E-04,Jy,20032MASX.C.......:,1 sigma uncert.,1.25      microns,Broad-band measurement,112112.25 -025902.9 (J2000),Flux in fixed aperture,,From new raw data
