No.,Observed Passband,Photometry Measurement,Uncertainty,Units,Frequency,Flux Density,Upper limit of uncertainty,Lower limit of uncertainty,Upper limit of Flux Density,Lower limit of Flux Density,NED Uncertainty,NED Units,Refcode,Significance,Published frequency,Frequency Mode,Coordinates Targeted,Spatial Mode,Qualifiers,Comments
1,FUV (GALEX) AB,18.57,+/-0.03,mag,1980000000000000.0,0.000136,3.75e-06,3.75e-06,,,+/-3.75E-06,Jy,2007ApJS..173..185G,uncertainty,1516 A,Broad-band measurement,13 01 24.9 +29 18 40.0 (J2000),Total flux,,From new raw data
2,FUV (GALEX),18.7,+/-0.02,mag,1950000000000000.0,1.72e-05,3.18e-07,3.18e-07,,,+/-3.18E-07,Jy,2015ApJS..220....6B,uncertainty,1539 A,Broad-band measurement,13 01 24.564 +29 18 35.03 (J2000),Flux in fixed aperture,D25 magnitude,From reprocessed raw data
3,FUV (GALEX),18.66,+/-0.05,mag,1950000000000000.0,1.79e-05,8.24e-07,8.24e-07,,,+/-8.24E-07,Jy,2015ApJS..220....6B,uncertainty,1539 A,Broad-band measurement,13 01 24.564 +29 18 35.03 (J2000),Flux in fixed aperture,Asymptotic magnitude,From reprocessed raw data
4,0.2 microns AB,18.41,,mag,1500000000000000.0,0.000157,,,,,,Jy,2004A&A...419..109I,no uncertainty reported,0.2   microns,Broad-band measurement,,Flux in fixed aperture,,From reprocessed raw data
5,NUV (GALEX) AB,17.49,+/-0.03,mag,1320000000000000.0,0.000367,1.01e-05,1.01e-05,,,+/-1.01E-05,Jy,2007ApJS..173..185G,uncertainty,2267 A,Broad-band measurement,13 01 24.9 +29 18 40.0 (J2000),Total flux,,From new raw data
6,NUV (GALEX),17.69,+/-0.03,mag,1290000000000000.0,6.62e-05,1.83e-06,1.83e-06,,,+/-1.83E-06,Jy,2015ApJS..220....6B,uncertainty,2316 A,Broad-band measurement,13 01 24.564 +29 18 35.03 (J2000),Flux in fixed aperture,Asymptotic magnitude,From reprocessed raw data
7,NUV (GALEX),17.72,+/-0.01,mag,1290000000000000.0,6.44e-05,5.93e-07,5.93e-07,,,+/-5.93E-07,Jy,2015ApJS..220....6B,uncertainty,2316 A,Broad-band measurement,13 01 24.564 +29 18 35.03 (J2000),Flux in fixed aperture,D25 magnitude,From reprocessed raw data
8,[O II] 3727 (Bok),7.4e-14,+/-17.0E-15,erg s^-1^ cm^-2^,804000000000000.0,7400000000.0,1700000000.0,1700000000.0,,,+/-1.70E+09,Jy-Hz,2006ApJS..164...81M,uncertainty,3727   A,Line measurement; flux integrated over line; lines measured in emission,13 01 24.9 +29 18 40 (J2000),Flux integrated from map,,From new raw data; Extinction-corrected for Milky Way
9,H{delta} (Bok),2.57e-14,+/-3.50E-15,erg s^-1^ cm^-2^,731000000000000.0,2570000000.0,350000000.0,350000000.0,,,+/-3.50E+08,Jy-Hz,2006ApJS..164...81M,uncertainty,4101   A,Line measurement; flux integrated over line; lines measured in emission,13 01 24.9 +29 18 40 (J2000),Flux integrated from map,,From new raw data; Extinction-corrected for Milky Way
10,H{gamma} (Bok),1.06e-14,+/-3.00E-15,erg s^-1^ cm^-2^,691000000000000.0,1060000000.0,300000000.0,300000000.0,,,+/-3.00E+08,Jy-Hz,2006ApJS..164...81M,uncertainty,4340   A,Line measurement; flux integrated over line; lines measured in emission,13 01 24.9 +29 18 40 (J2000),Flux integrated from map,,From new raw data; Extinction-corrected for Milky Way
