No.,Observed Passband,Photometry Measurement,Uncertainty,Units,Frequency,Flux Density,Upper limit of uncertainty,Lower limit of uncertainty,Upper limit of Flux Density,Lower limit of Flux Density,NED Uncertainty,NED Units,Refcode,Significance,Published frequency,Frequency Mode,Coordinates Targeted,Spatial Mode,Qualifiers,Comments
1,FUV (GALEX) AB,20.6986,+/-0.218155,mag,1950000000000000.0,1.91e-05,3.83e-06,3.83e-06,,,+/-3.83E-06,Jy,2012GASC..C...0000S,uncertainty,1538.6     A,Broad-band measurement,146.27658862643 3.9306934342260 (J2000),Flux integrated from map,Kron flux in elliptical aperture,From new raw data
2,FUV (GALEX) AB,21.5361,+/-0.323369,mag,1950000000000000.0,8.82e-06,2.63e-06,2.63e-06,,,+/-2.63E-06,Jy,2012GASC..C...0000S,uncertainty,1538.6     A,Broad-band measurement,146.27658862643 3.9306934342260 (J2000),Flux in fixed aperture,Flux in 7.5 arcsec diameter aperture,From new raw data
3,NUV (GALEX) AB,19.9688,+/-0.0913513,mag,1290000000000000.0,3.74e-05,3.14e-06,3.14e-06,,,+/-3.14E-06,Jy,2012GASC..C...0000S,uncertainty,2315.7     A,Broad-band measurement,146.27658862643 3.9306934342260 (J2000),Flux integrated from map,Kron flux in elliptical aperture,From new raw data
4,NUV (GALEX) AB,20.7896,+/-0.128990,mag,1290000000000000.0,1.75e-05,2.08e-06,2.08e-06,,,+/-2.08E-06,Jy,2012GASC..C...0000S,uncertainty,2315.7     A,Broad-band measurement,146.27658862643 3.9306934342260 (J2000),Flux in fixed aperture,Flux in 7.5 arcsec diameter aperture,From new raw data
5,u (SDSS Model) AB,19.092,+/-0.042,asinh mag,836000000000000.0,8.69e-05,3.4e-06,3.4e-06,,,+/-3.40E-06,Jy,2004SDSS2.C...0000:,based on count statistics only,3585       A,Broad-band measurement,146.276642 3.930865 (J2000),Modelled datum,SDSS flags: BAD_RADIAL - some low S/N radial points; INTERP - object contains interpolated-over pixels; BINNED1 - detected at >=5 sigma in original imaging frame; BINNED_CENTER - image was binned while centroiding;,From new raw data
6,u (SDSS CModel) AB,18.748,,asinh mag,836000000000000.0,0.000115,,,,,,Jy,2004SDSS2.C...0000:,no uncertainty reported,3585       A,Broad-band measurement,146.276642 3.930865 (J2000),Modelled datum,SDSS flags: BAD_RADIAL - some low S/N radial points; INTERP - object contains interpolated-over pixels; BINNED1 - detected at >=5 sigma in original imaging frame; BINNED_CENTER - image was binned while centroiding;,From new raw data
7,u (SDSS Petrosian)AB,18.876,+/-0.091,asinh mag,836000000000000.0,0.000106,8.88e-06,8.88e-06,,,+/-8.88E-06,Jy,2004SDSS2.C...0000:,based on count statistics only,3585       A,Broad-band measurement,146.276642 3.930865 (J2000),Modelled datum,"SDSS Petrosian Radius =    3.07"".         
SDSS flags: BAD_RADIAL - some low S/N radial points; INTERP - object contains interpolated-over pixels; BINNED1 - detected at >=5 sigma in original imaging frame; BINNED_CENTER - image was binned while centroiding;",From new raw data
8,u (SDSS PSF) AB,20.245,+/-0.053,asinh mag,836000000000000.0,3.01e-05,1.46e-06,1.46e-06,,,+/-1.46E-06,Jy,2004SDSS2.C...0000:,based on count statistics only,3585       A,Broad-band measurement,146.276642 3.930865 (J2000),Modelled datum,SDSS flags: BAD_RADIAL - some low S/N radial points; INTERP - object contains interpolated-over pixels; BINNED1 - detected at >=5 sigma in original imaging frame; BINNED_CENTER - image was binned while centroiding;,From new raw data
9,g (SDSS CModel) AB,17.742,,asinh mag,617000000000000.0,0.000291,,,,,,Jy,2004SDSS2.C...0000:,no uncertainty reported,4858       A,Broad-band measurement,146.276642 3.930865 (J2000),Modelled datum,SDSS flags: BAD_RADIAL - some low S/N radial points; BINNED1 - detected at >=5 sigma in original imaging frame; BINNED_CENTER - image was binned while centroiding;,From new raw data
10,g (SDSS Model) AB,18.105,+/-0.009,asinh mag,617000000000000.0,0.000208,1.68e-06,1.68e-06,,,+/-1.68E-06,Jy,2004SDSS2.C...0000:,based on count statistics only,4858       A,Broad-band measurement,146.276642 3.930865 (J2000),Modelled datum,SDSS flags: BAD_RADIAL - some low S/N radial points; BINNED1 - detected at >=5 sigma in original imaging frame; BINNED_CENTER - image was binned while centroiding;,From new raw data
