No.,Observed Passband,Photometry Measurement,Uncertainty,Units,Frequency,Flux Density,Upper limit of uncertainty,Lower limit of uncertainty,Upper limit of Flux Density,Lower limit of Flux Density,NED Uncertainty,NED Units,Refcode,Significance,Published frequency,Frequency Mode,Coordinates Targeted,Spatial Mode,Qualifiers,Comments
1,2-10 keV (XMM),7.3e-13,,erg cm^-2^ s^-1^,1.45e+18,5.03e-08,,,,,,Jy,2005A&A...432...15P,no uncertainty reported,6   keV,Broad-band measurement,13 12 17.8 +35 15 21 (J2000),Flux integrated from map,,From new raw data; NED frequency assigned to mid-point ofband in keV
2,2-10 keV (ASCA),1.27e-12,,ergs s^-1^ cm^-2^,1.45e+18,8.76e-08,,,,,,Jy,2005ApJS..161..185U,no uncertainty reported,6   keV,Broad-band measurement,198.0736 35.2486 (J2000),From fitting to map,,From new raw data; Extinction-corrected for Milky Way; NEDfrequency assigned to mid-point of band in keV
3,2-10 keV (XMM),7e-13,,ergs/s/cm^2^,1.45e+18,4.83e-08,,,,,,Jy,2007ApJ...662..860I,no uncertainty reported,6   keV,Broad-band measurement,,Flux integrated from map,Obs date: 2002 Jun 10,From reprocessed raw data; NED frequency assigned tomid-point of band in keV
4,2-10 keV (XMM),7.1e-13,,erg/s/cm^2^,1.45e+18,4.9e-08,,,,,,Jy,2004A&A...422...85P,no uncertainty reported,6   keV,Broad-band measurement,13 12 17.74 +35 15 21.3 (J2000),From fitting to map,Power law model,From reprocessed raw data; Extinction-corrected for MilkyWay; NED frequency assigned to mid-point of band in keV
5,2-10 keV (XMM),7.2e-13,,erg/s/cm^2^,1.45e+18,4.97e-08,,,,,,Jy,2004A&A...422...85P,no uncertainty reported,6   keV,Broad-band measurement,13 12 17.74 +35 15 21.3 (J2000),From fitting to map,Absorbed compTT+power law model,From reprocessed raw data; Extinction-corrected for MilkyWay; NED frequency assigned to mid-point of band in keV
6,2-10 keV (XMM),-12.15,+/-0.02,log(erg/cm^2^/s),1.45e+18,4.88e-08,2.25e-09,2.25e-09,,,+/-2.25E-09,Jy,2014A&A...567A.142R,uncertainty,6.00 keV,Broad-band measurement,,Modelled datum,Date=2002-06-10; Model=A; see paper,From reprocessed raw data; NED frequency assigned tomid-point of band in keV
7,0.3-10 keV (XMM),1.4e-12,,erg/s/cm^2^,1.25e+18,1.12e-07,,,,,,Jy,2004A&A...422...85P,no uncertainty reported,5.15   keV,Broad-band measurement,13 12 17.74 +35 15 21.3 (J2000),From fitting to map,Absorbed compTT+power law model,From reprocessed raw data; Extinction-corrected for MilkyWay; NED frequency assigned to mid-point of band in keV
8,0.3-10 keV (XMM),1.4e-12,,erg/s/cm^2^,1.25e+18,1.12e-07,,,,,,Jy,2004A&A...422...85P,no uncertainty reported,5.15   keV,Broad-band measurement,13 12 17.74 +35 15 21.3 (J2000),From fitting to map,Power law model,From reprocessed raw data; Extinction-corrected for MilkyWay; NED frequency assigned to mid-point of band in keV
9,0.7-7 keV (ASCA),1.46e-12,,ergs s^-1^ cm^-2^,9.31e+17,1.57e-07,,,,,,Jy,2005ApJS..161..185U,no uncertainty reported,3.85   keV,Broad-band measurement,198.0736 35.2486 (J2000),From fitting to map,,From new raw data; Extinction-corrected for Milky Way; NEDfrequency assigned to mid-point of band in keV
10,0.7-2 keV (ASCA),5.4e-13,,ergs s^-1^ cm^-2^,3.26e+17,1.66e-07,,,,,,Jy,2005ApJS..161..185U,no uncertainty reported,1.35   keV,Broad-band measurement,198.0736 35.2486 (J2000),From fitting to map,,From new raw data; Extinction-corrected for Milky Way; NEDfrequency assigned to mid-point of band in keV
