No.,Observed Passband,Photometry Measurement,Uncertainty,Units,Frequency,Flux Density,Upper limit of uncertainty,Lower limit of uncertainty,Upper limit of Flux Density,Lower limit of Flux Density,NED Uncertainty,NED Units,Refcode,Significance,Published frequency,Frequency Mode,Coordinates Targeted,Spatial Mode,Qualifiers,Comments
1,2.5-10 keV (XMM),1.5e-12,,erg cm^-2^ s^-1^,1.51e+18,9.93e-08,,,,,,Jy,2006MNRAS.368..479G,no uncertainty reported,6.25   keV,Broad-band measurement,,Flux integrated from map,,From new raw data; Extinction-corrected for Milky Way; NEDfrequency assigned to mid-point of band in keV
2,2-10 keV (XMM),1.9e-12,,erg cm^-2^ s^-1^,1.45e+18,1.31e-07,,,,,,Jy,2005A&A...432...15P,no uncertainty reported,6   keV,Broad-band measurement,14 05 16.2 +25 55 35 (J2000),Flux integrated from map,,From new raw data; NED frequency assigned to mid-point ofband in keV
3,2-10 keV (ASCA),2.49e-12,,ergs s^-1^ cm^-2^,1.45e+18,1.72e-07,,,,,,Jy,2005ApJS..161..185U,no uncertainty reported,6   keV,Broad-band measurement,211.3168 25.9238 (J2000),From fitting to map,,From new raw data; Extinction-corrected for Milky Way; NEDfrequency assigned to mid-point of band in keV
4,2-10 keV (XMM),1.8e-12,,ergs/s/cm^2^,1.45e+18,1.24e-07,,,,,,Jy,2007ApJ...662..860I,no uncertainty reported,6   keV,Broad-band measurement,,Flux integrated from map,Obs date: 2002 Jan 27,From reprocessed raw data; NED frequency assigned tomid-point of band in keV
5,2-10 keV (XMM),1.8e-12,,erg/s/cm^2^,1.45e+18,1.24e-07,,,,,,Jy,2004A&A...422...85P,no uncertainty reported,6   keV,Broad-band measurement,14 05 16.21 +25 55 34.1 (J2000),From fitting to map,Absorbed compTT+power law model,From reprocessed raw data; Extinction-corrected for MilkyWay; NED frequency assigned to mid-point of band in keV
6,2-10 keV (XMM),1.8e-12,,erg/s/cm^2^,1.45e+18,1.24e-07,,,,,,Jy,2004A&A...422...85P,no uncertainty reported,6   keV,Broad-band measurement,14 05 16.21 +25 55 34.1 (J2000),From fitting to map,Power law model,From reprocessed raw data; Extinction-corrected for MilkyWay; NED frequency assigned to mid-point of band in keV
7,2-10 keV (XMM),1.7e-12,+/-0.130E-12,erg/cm^2^/s,1.45e+18,1.17e-07,8.97e-09,8.97e-09,,,+/-8.97E-09,Jy,2009A&A...495..421B,uncertainty,6.00 keV,Broad-band measurement,211.31748 +25.926370 (J2000),From fitting to map,,From new raw data; NED frequency assigned to mid-point ofband in keV
8,2-10 keV (XMM),1.9e-12,,erg/s/cm^2^,1.45e+18,1.31e-07,,,,,,Jy,2010ApJ...713L..11Z,no uncertainty reported,6.00 keV,Broad-band measurement,,Modelled datum,,From reprocessed raw data; Extinction-corrected for MilkyWay; NED frequency assigned to mid-point of band in keV
9,0.3-10 keV (XMM),7.7e-12,,erg/s/cm^2^,1.25e+18,6.16e-07,,,,,,Jy,2004A&A...422...85P,no uncertainty reported,5.15   keV,Broad-band measurement,14 05 16.21 +25 55 34.1 (J2000),From fitting to map,Power law model,From reprocessed raw data; Extinction-corrected for MilkyWay; NED frequency assigned to mid-point of band in keV
10,0.3-10 keV (XMM),7.3e-12,,erg/s/cm^2^,1.25e+18,5.84e-07,,,,,,Jy,2004A&A...422...85P,no uncertainty reported,5.15   keV,Broad-band measurement,14 05 16.21 +25 55 34.1 (J2000),From fitting to map,Absorbed compTT+power law model,From reprocessed raw data; Extinction-corrected for MilkyWay; NED frequency assigned to mid-point of band in keV
