No.,Observed Passband,Photometry Measurement,Uncertainty,Units,Frequency,Flux Density,Upper limit of uncertainty,Lower limit of uncertainty,Upper limit of Flux Density,Lower limit of Flux Density,NED Uncertainty,NED Units,Refcode,Significance,Published frequency,Frequency Mode,Coordinates Targeted,Spatial Mode,Qualifiers,Comments
1,2-10 keV (XMM),3.21e-12,,erg cm^-2^ s^-1^,1.45e+18,2.21e-07,,,,,,Jy,2005A&A...432...15P,no uncertainty reported,6   keV,Broad-band measurement,09 56 52.1 +41 15 34 (J2000),Flux integrated from map,,From new raw data; NED frequency assigned to mid-point ofband in keV
2,2-10 keV,2.58e-12,+/-0.04E-12,ergs cm^-2^ s^-1^,1.45e+18,1.78e-07,2.76e-09,2.76e-09,,,+/-2.76E-09,Jy,2005ApJ...629...61K,uncertainty,6   keV,Broad-band measurement,,Flux integrated from map,Flux from 1998ApJS..114...73G,Averaged from previously published data; Extinction-correctedfor Milky Way
3,2-10 keV (ASCA),2.7e-12,,ergs s^-1^ cm^-2^,1.45e+18,1.86e-07,,,,,,Jy,2005ApJS..161..185U,no uncertainty reported,6   keV,Broad-band measurement,149.2220 41.2557 (J2000),From fitting to map,,From new raw data; Extinction-corrected for Milky Way; NEDfrequency assigned to mid-point of band in keV
4,2-10 keV (XMM),2.94e-12,,ergs/s/cm^2^,1.45e+18,2.03e-07,,,,,,Jy,2007ApJ...662..860I,no uncertainty reported,6   keV,Broad-band measurement,,Flux integrated from map,Obs date: 2001 Nov 22,From reprocessed raw data; NED frequency assigned tomid-point of band in keV
5,2-10 keV (XMM),3e-12,,erg/s/cm^2^,1.45e+18,2.07e-07,,,,,,Jy,2004A&A...422...85P,no uncertainty reported,6   keV,Broad-band measurement,09 56 52.41 +41 15 22.1 (J2000),From fitting to map,Absorbed compTT+power law model,From reprocessed raw data; Extinction-corrected for MilkyWay; NED frequency assigned to mid-point of band in keV
6,2-10 keV (XMM),3e-12,,erg/s/cm^2^,1.45e+18,2.07e-07,,,,,,Jy,2004A&A...422...85P,no uncertainty reported,6   keV,Broad-band measurement,09 56 52.41 +41 15 22.1 (J2000),From fitting to map,Power law model,From reprocessed raw data; Extinction-corrected for MilkyWay; NED frequency assigned to mid-point of band in keV
7,2-10 keV (XMM),2.89e-12,+/-0.120E-12,erg/cm^2^/s,1.45e+18,1.99e-07,8.28e-09,8.28e-09,,,+/-8.28E-09,Jy,2009A&A...495..421B,uncertainty,6.00 keV,Broad-band measurement,149.21833 +41.256110 (J2000),From fitting to map,,From new raw data; NED frequency assigned to mid-point ofband in keV
8,2-10 keV (XMM),3.2e-12,,erg/s/cm^2^,1.45e+18,2.21e-07,,,,,,Jy,2010ApJ...713L..11Z,no uncertainty reported,6.00 keV,Broad-band measurement,,Modelled datum,,From reprocessed raw data; Extinction-corrected for MilkyWay; NED frequency assigned to mid-point of band in keV
9,2-10 keV (XMM),-11.54,+/-0.02,log(erg/cm^2^/s),1.45e+18,1.99e-07,9.16e-09,9.16e-09,,,+/-9.16E-09,Jy,2014A&A...567A.142R,uncertainty,6.00 keV,Broad-band measurement,,Modelled datum,Date=2001-11-22; Model=A; see paper,From reprocessed raw data; NED frequency assigned tomid-point of band in keV
10,0.3-10 keV (XMM),9.1e-12,,erg/s/cm^2^,1.25e+18,7.28e-07,,,,,,Jy,2004A&A...422...85P,no uncertainty reported,5.15   keV,Broad-band measurement,09 56 52.41 +41 15 22.1 (J2000),From fitting to map,Absorbed compTT+power law model,From reprocessed raw data; Extinction-corrected for MilkyWay; NED frequency assigned to mid-point of band in keV
