No.,Observed Passband,Photometry Measurement,Uncertainty,Units,Frequency,Flux Density,Upper limit of uncertainty,Lower limit of uncertainty,Upper limit of Flux Density,Lower limit of Flux Density,NED Uncertainty,NED Units,Refcode,Significance,Published frequency,Frequency Mode,Coordinates Targeted,Spatial Mode,Qualifiers,Comments
1,14-195 keV (Swift),3.99e-11,+/-0.37E-11,erg/s/cm^2^,2.53e+19,1.58e-07,1.46e-08,1.46e-08,,,+/-1.46E-08,Jy,2010ApJS..186..378T,uncertainty,104.50 keV,Broad-band measurement,089.501 -38.302 (J2000),Flux integrated from map,,From new raw data; NED frequency assigned to mid-point ofband in keV
2,14-195 keV (XMM),-10.4,,log(erg/s/cm^2^),2.53e+19,1.57e-07,,,,,,Jy,2012ApJ...745..107W,no uncertainty reported,104.50 keV,Broad-band measurement,05 58 02.0 -38 20 04.6 (J2000),Modelled datum,,From reprocessed raw data; NED frequency assigned tomid-point of band in keV
3,14-195 keV (Swift),5.2e-11,,erg/cm^2^/s,2.53e+19,2.06e-07,,,,,,Jy,2008ApJ...681..113T,no uncertainty reported,104.50 keV,Broad-band measurement,089.5083 -38.3346 (J2000),Modelled datum,,From new raw data; NED frequency assigned to mid-point ofband in keV
4,14-195 keV (Swift),2.93e-11,,erg/cm^2^/s,2.53e+19,1.16e-07,,,,,,Jy,2017ApJS..233...17R,no uncertainty reported,104.50 keV,Broad-band measurement,,Modelled datum,Observed flux,From reprocessed raw data; NED frequency assigned tomid-point of band in keV
5,14-195 keV (Swift),2.86e-11,,erg/cm^2^/s,2.53e+19,1.13e-07,,,,,,Jy,2017ApJS..233...17R,no uncertainty reported,104.50 keV,Broad-band measurement,,Modelled datum,Intrinsic flux,From reprocessed raw data; NED frequency assigned tomid-point of band in keV
6,14-195 keV (Swift),2.745e-11,+/-25.61E-12,erg/s/cm^2^,2.53e+19,1.08e-07,1.01e-07,1.01e-07,,,+/-1.01E-07,Jy,2018ApJS..235....4O,90% confidence,104.50 keV,Broad-band measurement,089.51436806 -38.34582370 (J2000),From fitting to map,S/N = 20.46 ; power law model,From new raw data; NED frequency assigned to mid-point ofband in keV
7,14-170 keV (Swift),3.2e-11,+/-1.2E-11,ergs/cm^2^/s,2.22e+19,1.44e-07,5.41e-08,5.41e-08,,,+/-5.41E-08,Jy,2008ApJ...673...96A,uncertainty,92.00 keV,Broad-band measurement,089.5237 -38.3799 (J2000),Modelled datum,,From new raw data; NED frequency assigned to mid-point ofband in keV
8,14-170 keV (BAT),3.62e-11,,erg/cm^2^/s,2.22e+19,1.63e-07,,,,,,Jy,2008ApJ...678..102A,no uncertainty reported,92.00 keV,Broad-band measurement,089.5237 -38.3799 (J2000),Flux integrated from map,S/N = 6.7,From new raw data; NED frequency assigned to mid-point ofband in keV
9,15-150 keV (Swift),3.1e-11,+/-2.9e-12,erg/cm^2^/s,1.99e+19,1.56e-07,1.46e-08,1.46e-08,,,+/-1.46E-08,Jy,2010A&A...524A..64C,uncertainty,82.50 keV,Broad-band measurement,089.521 -38.356 (J2000),Modelled datum,,From new raw data; NED frequency assigned to mid-point ofband in keV
10,14-150 keV (Swift),2.5e-11,,erg/cm^2^/s,1.98e+19,1.26e-07,,,,,,Jy,2017ApJS..233...17R,no uncertainty reported,82.00 keV,Broad-band measurement,,Modelled datum,Intrinsic flux,From reprocessed raw data; NED frequency assigned tomid-point of band in keV
11,15-55 keV (Swift),2.12e-11,+/-0.18E-11,erg/cm^2^/s,8.46e+18,2.51e-07,2.13e-08,2.13e-08,,,+/-2.13E-08,Jy,2009ApJ...699..603A,uncertainty,35.00 keV,Broad-band measurement,089.549 -38.347 (J2000),Flux integrated from map,,From reprocessed raw data; NED frequency assigned tomid-point of band in keV
12,20-50 keV (Swift),1.28e-11,,erg/cm^2^/s,8.46e+18,1.51e-07,,,,,,Jy,2017ApJS..233...17R,no uncertainty reported,35.00 keV,Broad-band measurement,,Modelled datum,Intrinsic flux,From reprocessed raw data; NED frequency assigned tomid-point of band in keV
