No.,Observed Passband,Photometry Measurement,Uncertainty,Units,Frequency,Flux Density,Upper limit of uncertainty,Lower limit of uncertainty,Upper limit of Flux Density,Lower limit of Flux Density,NED Uncertainty,NED Units,Refcode,Significance,Published frequency,Frequency Mode,Coordinates Targeted,Spatial Mode,Qualifiers,Comments
1,2-10 keV (XMM),4.8e-14,,erg/s/cm^2^,1.45e+18,3.31e-09,,,,,,Jy,2009A&A...500..999A,no uncertainty reported,6.00 keV,Broad-band measurement,20 37 14.41 +66 06 19.70 (J2000),Modelled datum,Observed flux,From new raw data; NED frequency assigned to mid-point ofband in keV
2,0.2-4 keV (EINSTEIN),,<5.81E-13,ergs sec^-1^ cm^-2^,5.25e+17,,,,1.11e-07,,<1.11E-07,Jy,1992ApJS...80..531F,3 sigma,2.1    keV,Broad-band measurement; synthetic band,20 36 37 65 55 54 (B1950),Flux integrated from map,,From reprocessed raw data; Extinction-corrected for MilkyWay; NED frequency assigned to mid-point of band in keV
3,FUV (GALEX) AB,17.51,+/-0.18,mag,1980000000000000.0,0.00036,5.97e-05,5.97e-05,,,+/-5.97E-05,Jy,2007ApJS..173..185G,uncertainty,1516 A,Broad-band measurement,20 37 14.1 +66 06 20.3 (J2000),Total flux,,From new raw data
4,FUV (GALEX),14.47,+/-0.02,mag,1950000000000000.0,0.000848,1.56e-05,1.56e-05,,,+/-1.56E-05,Jy,2015ApJS..220....6B,uncertainty,1539 A,Broad-band measurement,20 37 14.088 +66 06 20.45 (J2000),Flux in fixed aperture,D25 magnitude,From reprocessed raw data
5,FUV (GALEX),14.25,+/-0.11,mag,1950000000000000.0,0.00104,0.000105,0.000105,,,+/-1.05E-04,Jy,2015ApJS..220....6B,uncertainty,1539 A,Broad-band measurement,20 37 14.088 +66 06 20.45 (J2000),Flux in fixed aperture,Asymptotic magnitude,From reprocessed raw data
6,NUV (GALEX) AB,16.36,+/-0.11,mag,1320000000000000.0,0.00104,0.000105,0.000105,,,+/-1.05E-04,Jy,2007ApJS..173..185G,uncertainty,2267 A,Broad-band measurement,20 37 14.1 +66 06 20.3 (J2000),Total flux,,From new raw data
7,NUV (GALEX),13.33,+/-0.05,mag,1290000000000000.0,0.00367,0.000169,0.000169,,,+/-1.69E-04,Jy,2015ApJS..220....6B,uncertainty,2316 A,Broad-band measurement,20 37 14.088 +66 06 20.45 (J2000),Flux in fixed aperture,Asymptotic magnitude,From reprocessed raw data
8,NUV (GALEX),13.58,+/-0.01,mag,1290000000000000.0,0.00292,2.69e-05,2.69e-05,,,+/-2.69E-05,Jy,2015ApJS..220....6B,uncertainty,2316 A,Broad-band measurement,20 37 14.088 +66 06 20.45 (J2000),Flux in fixed aperture,D25 magnitude,From reprocessed raw data
9,F330W (HST/ACS),18.23,,mag,908000000000000.0,0.000185,,,,,,Jy,2007AJ....134..648M,no uncertainty reported,3300   A,Broad-band measurement,,Flux in fixed aperture,"0.3"" radius aperture",From reprocessed raw data
10,F330W (HST/ACS),16.9,,mag,908000000000000.0,0.000631,,,,,,Jy,2007AJ....134..648M,no uncertainty reported,3300   A,Broad-band measurement,,Flux in fixed aperture,"1"" radius aperture",From reprocessed raw data
11,F330W (HST/ACS),13.74,,mag,908000000000000.0,0.0116,,,,,,Jy,2007AJ....134..648M,no uncertainty reported,3300   A,Broad-band measurement,,Flux in fixed aperture,"5.15"" radius aperture",From reprocessed raw data
12,m_p,12.3,+/-0.4,mag,681000000000000.0,0.0512,0.0228,0.0228,,,+/-2.28E-02,Jy,1968CGCG4.C...0000Z,rms noise,4400       A,Broad-band measurement,203636.0 +655500. (B1950),Estimated by eye,,From new raw data
13,B (B_T^0),10.71,,mag,681000000000000.0,0.222,,,,,,Jy,1991RC3.9.C...0000d,no uncertainty reported,4400       A,Broad-band measurement,203637.7 +655548 (B1950),Multiple methods,,Homogenized from new and previously published data;Extinction-corrected for internal and Milky Way and K-correction applied; Standard Johnson UBVRI filters assumed
14,B (B_T),11.64,+/-0.15,mag,681000000000000.0,0.0941,0.0139,0.0139,,,+/-1.39E-02,Jy,1991RC3.9.C...0000d,rms uncertainty,4400       A,Broad-band measurement,203637.7 +655548 (B1950),From multi-aperture data,,Homogenized from new and previously published data; StandardJohnson UBVRI filters assumed
15,B (m_B),11.91,+/-0.16,mag,681000000000000.0,0.0733,0.0117,0.0117,,,+/-1.17E-02,Jy,1991RC3.9.C...0000d,rms uncertainty,4400       A,Broad-band measurement,203637.7 +655548 (B1950),Multiple methods,,Homogenized from new and previously published data; StandardJohnson UBVRI filters assumed
16,F547M (HST),16.07,,mag,547000000000000.0,0.00138,,,,,,Jy,2008AJ....135..747G,no uncertainty reported,5483 A,Broad-band measurement,,Flux in fixed aperture,0.5 arcsec radius aperture,From reprocessed raw data
17,F547M (HST),17.36,,mag,547000000000000.0,0.000419,,,,,,Jy,2008AJ....135..747G,no uncertainty reported,5483 A,Broad-band measurement,,Flux in fixed aperture,0.2 arcsec radius aperture,From reprocessed raw data
18,F547M (HST),15.12,,mag,547000000000000.0,0.0033,,,,,,Jy,2008AJ....135..747G,no uncertainty reported,5483 A,Broad-band measurement,,Flux in fixed aperture,1 arcsec radius aperture,From reprocessed raw data
19,V (V_T^0),9.97,,mag,542000000000000.0,0.374,,,,,,Jy,1991RC3.9.C...0000d,no uncertainty reported,5530       A,Broad-band measurement,203637.7 +655548 (B1950),From multi-aperture data,,Homogenized from new and previously published data;Extinction-corrected for internal and Milky Way and K-correction applied; Standard Johnson UBVRI filters assumed
20,V (V_T),10.65,+/-0.16,mag,542000000000000.0,0.2,0.0314,0.0314,,,+/-3.14E-02,Jy,1991RC3.9.C...0000d,rms uncertainty,5530       A,Broad-band measurement,203637.7 +655548 (B1950),From multi-aperture data,,Homogenized from new and previously published data; StandardJohnson UBVRI filters assumed
21,F606W (HST),17.26,,mag,500000000000000.0,0.000434,,,,,,Jy,2008AJ....135..747G,no uncertainty reported,5997 A,Broad-band measurement,,Flux in fixed aperture,0.2 arcsec radius aperture,From reprocessed raw data
22,F606W (HST),15.94,,mag,500000000000000.0,0.00146,,,,,,Jy,2008AJ....135..747G,no uncertainty reported,5997 A,Broad-band measurement,,Flux in fixed aperture,0.5 arcsec radius aperture,From reprocessed raw data
23,F606W (HST),15.02,,mag,500000000000000.0,0.00341,,,,,,Jy,2008AJ....135..747G,no uncertainty reported,5997 A,Broad-band measurement,,Flux in fixed aperture,1 arcsec radius aperture,From reprocessed raw data
24,R (Johnson) (JKT),10.54,+/-0.04,mag,470000000000000.0,0.176,0.00647,0.00647,,,+/-6.47E-03,Jy,2004A&A...414...23J,uncertainty,6373   A,Broad-band measurement,,Total flux,,From new raw data
25,[N II] line (FLWO),9.1e-15,,ergs cm^-2^ s^-1^,458000000000000.0,910000000.0,,,,,,Jy-Hz,2005ApJ...634..210G,no uncertainty reported,6548   A,Line measurement; flux integrated over line; lines measured in emission,,Flux integrated from map,,From new raw data; measurement modified from published value
26,H{alpha} (FLWO),2.63e-14,,ergs cm^-2^ s^-1^,457000000000000.0,2630000000.0,,,,,,Jy-Hz,2005ApJ...634..210G,no uncertainty reported,6562   A,Line measurement; flux integrated over line; lines measured in emission,,Flux integrated from map,,From new raw data; measurement modified from published value
27,H{alpha}+[NII] (JKT),2.17e-15,+/-5.43E-16,W/m^2^,456000000000000.0,217000000000.0,54300000000.0,54300000000.0,,,+/-5.43E+10,Jy-Hz,2004A&A...414...23J,uncertainty,6574   A,Line measurement; flux integrated over line,,Total flux,,From new raw data
28,[N II] line (FLWO),2e-14,,ergs cm^-2^ s^-1^,455000000000000.0,2000000000.0,,,,,,Jy-Hz,2005ApJ...634..210G,no uncertainty reported,6584   A,Line measurement; flux integrated over line; lines measured in emission,,Flux integrated from map,,From new raw data; measurement modified from published value
29,F814W (HST),16.05,,mag,374000000000000.0,0.000969,,,,,,Jy,2008AJ....135..747G,no uncertainty reported,8012 A,Broad-band measurement,,Flux in fixed aperture,0.5 arcsec radius aperture,From reprocessed raw data
30,F814W (HST),17.41,,mag,374000000000000.0,0.000277,,,,,,Jy,2008AJ....135..747G,no uncertainty reported,8012 A,Broad-band measurement,,Flux in fixed aperture,0.2 arcsec radius aperture,From reprocessed raw data
31,F814W (HST),15.06,,mag,374000000000000.0,0.00241,,,,,,Jy,2008AJ....135..747G,no uncertainty reported,8012 A,Broad-band measurement,,Flux in fixed aperture,1 arcsec radius aperture,From reprocessed raw data
32,J (KPNO),11.01,+/-0.05,mag,244000000000000.0,0.0615,0.0029,0.0029,,,+/-2.90E-03,Jy,1981ApJ...243..756B,uncertainty,1.23    microns,Broad-band measurement,,Flux in fixed aperture,"10.1"" aperture",From new raw data
33,J (2MASS/FLWO),11.178,+/-0.008,mag,243000000000000.0,0.0539,0.000397,0.000397,,,+/-3.97E-04,Jy,2006AJ....131.1163S,uncertainty,1.235      microns,Broad-band measurement,,Flux in fixed aperture,"4"" aperture",From new raw data
34,J (2MASS/FLWO),11.872,+/-0.099,mag,243000000000000.0,0.0284,0.00259,0.00259,,,+/-2.59E-03,Jy,2006AJ....131.1163S,uncertainty,1.235      microns,Broad-band measurement,,Flux in fixed aperture,Profile-fit; Poor quality,From new raw data
35,J_14arcsec (2MASS),10.536,+/-0.003,mag,240000000000000.0,0.0972,0.000269,0.000269,,,+/-2.69E-04,Jy,20032MASX.C.......:,1 sigma uncert.,1.25      microns,Broad-band measurement,203714.09 +660620.3 (J2000),Flux in fixed aperture,14.0 x 14.0 arcsec aperture.,From new raw data
36,J,8.305,+/-0.017,mag,240000000000000.0,0.758,0.012,0.012,,,+/-1.20E-02,Jy,20032MASX.C.......:,1 sigma uncert.,1.25      microns,Broad-band measurement,203714.09 +660620.3 (J2000),Flux in fixed aperture,,From new raw data
37,J,8.438,+/-0.016,mag,240000000000000.0,0.671,0.00996,0.00996,,,+/-9.96E-03,Jy,20032MASX.C.......:,1 sigma uncert.,1.25      microns,Broad-band measurement,203714.09 +660620.3 (J2000),Flux in fixed aperture,231.2 x  148.0 arcsec integration area.,From new raw data; Corrected for contaminating sources
38,H,7.472,+/-0.019,mag,182000000000000.0,1.05,0.0186,0.0186,,,+/-1.86E-02,Jy,20032MASX.C.......:,1 sigma uncert.,1.65      microns,Broad-band measurement,203714.09 +660620.3 (J2000),Flux in fixed aperture,,From new raw data
39,H,7.632,+/-0.018,mag,182000000000000.0,0.907,0.0152,0.0152,,,+/-1.52E-02,Jy,20032MASX.C.......:,1 sigma uncert.,1.65      microns,Broad-band measurement,203714.09 +660620.3 (J2000),Flux in fixed aperture,231.2 x  148.0 arcsec integration area.,From new raw data; Corrected for contaminating sources
40,H_14arcsec (2MASS),9.703,+/-0.003,mag,182000000000000.0,0.135,0.000373,0.000373,,,+/-3.73E-04,Jy,20032MASX.C.......:,1 sigma uncert.,1.65      microns,Broad-band measurement,203714.09 +660620.3 (J2000),Flux in fixed aperture,14.0 x 14.0 arcsec aperture.,From new raw data
41,H (KPNO),10.17,+/-0.07,mag,181000000000000.0,0.0864,0.00575,0.00575,,,+/-5.75E-03,Jy,1981ApJ...243..756B,uncertainty,1.66    microns,Broad-band measurement,,Flux in fixed aperture,"10.1"" aperture",From new raw data; derived from a flux in a different bandand a color
