No.,Observed Passband,Photometry Measurement,Uncertainty,Units,Frequency,Flux Density,Upper limit of uncertainty,Lower limit of uncertainty,Upper limit of Flux Density,Lower limit of Flux Density,NED Uncertainty,NED Units,Refcode,Significance,Published frequency,Frequency Mode,Coordinates Targeted,Spatial Mode,Qualifiers,Comments
1,0.3-8 keV (Chandra),1.21e-12,,erg/cm^2^/s,1e+18,1.21e-07,,,,,,Jy,2016ApJS..224...40W,no uncertainty reported,4.15 keV,Broad-band measurement,,Flux integrated from map,Average flux,From reprocessed raw data; NED frequency assigned tomid-point of band in keV
2,FUV (GALEX) AB,,>20.6552,mag,1950000000000000.0,,,,,1.99e-05,<1.99E-05,Jy,2012GASC..C...0000S,3 sigma,1538.6     A,Broad-band measurement,246.16299865018 23.753283607868 (J2000),Flux integrated from map,upper limit inside NUV Kron aperture,From new raw data
3,FUV (GALEX) AB,24.6767,+/-1.76277,mag,1950000000000000.0,4.89e-07,7.94e-07,7.94e-07,,,+/-7.94E-07,Jy,2012GASC..C...0000S,uncertainty,1538.6     A,Broad-band measurement,246.16299865018 23.753283607868 (J2000),Flux in fixed aperture,Flux in 7.5 arcsec diameter aperture,From new raw data
4,C IV 1549 (HST),5.9e-14,+/-40  %,ergs/s/cm^2^,1940000000000000.0,5900000000.0,2360000000.0,2360000000.0,,,+/-2.36E+09,Jy-Hz,2007ApJ...666..757S,uncertainty,1549   A,Line measurement; flux integrated over line; lines measured in emission,,Flux integrated from map,Narrow component,From reprocessed raw data
5,C IV 1549 (HST),4.6e-13,,ergs/s/cm^2^,1940000000000000.0,46000000000.0,,,,,,Jy-Hz,2007ApJ...666..757S,no uncertainty reported,1549   A,Line measurement; flux integrated over line; lines measured in emission,,Flux integrated from map,Broad component,From reprocessed raw data
6,NUV (GALEX) AB,19.0256,+/-0.0466370,mag,1290000000000000.0,8.91e-05,3.83e-06,3.83e-06,,,+/-3.83E-06,Jy,2012GASC..C...0000S,uncertainty,2315.7     A,Broad-band measurement,246.16299865018 23.753283607868 (J2000),Flux integrated from map,Kron flux in elliptical aperture,From new raw data
7,NUV (GALEX) AB,19.4509,+/-0.0567810,mag,1290000000000000.0,6.02e-05,3.15e-06,3.15e-06,,,+/-3.15E-06,Jy,2012GASC..C...0000S,uncertainty,2315.7     A,Broad-band measurement,246.16299865018 23.753283607868 (J2000),Flux in fixed aperture,Flux in 7.5 arcsec diameter aperture,From new raw data
8,u (SDSS PSF) AB,18.825,+/-0.023,asinh mag,836000000000000.0,0.000111,2.36e-06,2.36e-06,,,+/-2.36E-06,Jy,2006SDSS5.C...0000:,based on count statistics only,3585       A,Broad-band measurement,246.162872 23.753391 (J2000),Modelled datum,SDSS flags: CHILD - object is part of a blended parent object; BAD_RADIAL - some low S/N radial points; PETROFAINT - Petrosian radius measured at very low surface brightness; BINNED1 - detected at >=5 sigma in original imaging frame;,From new raw data
9,u (SDSS Model) AB,18.807,+/-0.018,asinh mag,836000000000000.0,0.000113,1.87e-06,1.87e-06,,,+/-1.87E-06,Jy,2006SDSS5.C...0000:,based on count statistics only,3585       A,Broad-band measurement,246.162872 23.753391 (J2000),Modelled datum,SDSS flags: CHILD - object is part of a blended parent object; BAD_RADIAL - some low S/N radial points; PETROFAINT - Petrosian radius measured at very low surface brightness; BINNED1 - detected at >=5 sigma in original imaging frame;,From new raw data
10,u (SDSS CModel) AB,18.803,,asinh mag,836000000000000.0,0.000113,,,,,,Jy,2006SDSS5.C...0000:,no uncertainty reported,3585       A,Broad-band measurement,246.162872 23.753391 (J2000),Modelled datum,SDSS flags: CHILD - object is part of a blended parent object; BAD_RADIAL - some low S/N radial points; PETROFAINT - Petrosian radius measured at very low surface brightness; BINNED1 - detected at >=5 sigma in original imaging frame;,From new raw data
11,u (SDSS Petrosian)AB,18.825,+/-0.021,asinh mag,836000000000000.0,0.000111,2.15e-06,2.15e-06,,,+/-2.15E-06,Jy,2006SDSS5.C...0000:,based on count statistics only,3585       A,Broad-band measurement,246.162872 23.753391 (J2000),Modelled datum,"SDSS Petrosian Radius =    0.48"".         
SDSS flags: CHILD - object is part of a blended parent object; BAD_RADIAL - some low S/N radial points; PETROFAINT - Petrosian radius measured at very low surface brightness; BINNED1 - detected at >=5 sigma in original imaging frame;",From new raw data
12,u (SDSS PSF) AB,18.825,+/-0.023,asinh mag,836000000000000.0,0.000111,2.36e-06,2.36e-06,,,+/-2.36E-06,Jy,2007SDSS6.C...0000:,based on count statistics only,3585       A,Broad-band measurement,246.1628588615 23.7533893277 (J2000),Modelled datum,SDSS flags: CHILD - object is part of a blended parent object; BAD_RADIAL - some low S/N radial points; PETROFAINT - Petrosian radius measured at very low surface brightness; BINNED1 - detected at >=5 sigma in original imaging frame;,From new raw data
